OBJECTID,JoinID,JoinID 1910,Valid in 1910,Geometry Check 1910,FULL_STREE,ST Name Alternate 1910,HNYC Street Name 1910,Left Low 1910,Left High 1910,Right Low 1910,Right High 1910,ED Left 1910,ED Right 1910,Name
2431,G00002414,G00002431,1,1,GLENWOOD RD,NA,GLENWOOD RD,5301,5321,5302,5324,995,999,GLENWOOD RD
2432,G00002415,G00002432,1,1,RIDGEWOOD PL,NA,RIDGEWOOD PL,NA,NA,22,24,881,881,RIDGEWOOD PL
2433,G00002416,G00002433,1,1,AVE W,NA,AVE W,2201,2221,2202,2222,1004,1004,AVE W
2435,G00002417,G00002435,1,1,MARINE AVE,NA,MARINE AVE,89,NA,98,NA,1081,1082,MARINE AVE
2436,G00002418,G00002436,1,1,AVE Q,NA,AVE Q,NA,NA,NA,NA,1001,1001,AVE Q
2437,G00002419,G00002437,1,1,WHITE,NA,WHITE,51,67,64,80,422,422,WHITE
2438,G00002420,G00002438,1,1,AVE T,NA,AVE T,3801,3823,3802,3824,1001,1001,AVE T
2439,G00002421,G00002439,1,1,CLARENDON RD,NA,CLARENDON RD,2501,2521,2500,2520,1015,1012,CLARENDON RD
2440,G00002422,G00002440,1,1,JOHNSON AVE,NA,JOHNSON AVE,537,571,566,600,416,416,JOHNSON AVE
2441,G00002423,G00002441,1,1,78,NA,78,501,583,500,590,1086,1086,78
2442,G00002424,G00002442,1,1,10 AVE,NA,10 AVE,7401,7423,7402,7420,1071,1071,10 AVE
2443,G00002425,G00002443,1,1,W 7,NA,W 7,1601,1683,1602,1684,1031,1031,W 7
2444,G00002426,G00002444,1,1,PATCHEN AVE,NA,PATCHEN AVE,39,55,42,56,684,684,PATCHEN AVE
2445,G00002427,G00002445,1,1,STUYVESANT AVE,NA,STUYVESANT AVE,273,289,284,300,617,617,STUYVESANT AVE
2446,G00002428,G00002446,1,1,N 8,NA,N 8,37,81,52,86,277,277,N 8
2447,G00002429,G00002447,1,1,HIGHLAND PL,NA,DRESDEN AVE,NA,NA,NA,NA,973,775,DRESDEN AVE
2448,G00002430,G00002448,1,1,WINTHROP AVE,NA,WINTHROP AVE,NA,NA,NA,NA,956,956,WINTHROP AVE
2449,G00002431,G00002449,1,1,WYTHE AVE,NA,WYTHE AVE,291,311,328,346,261,260,WYTHE AVE
2450,G00002432,G00002450,1,1,BKLYN AVE,NA,BKLYN AVE,223,245,NA,NA,660,660,BKLYN AVE
2451,G00002433,G00002451,1,1,JORALEMON,NA,JORALEMON,19,33,20,32,6,8,JORALEMON
2452,G00002434,G00002452,1,1,LINCOLN PL,NA,LINCOLN PL,643,703,656,698,657,657,LINCOLN PL
2453,G00002435,G00002453,1,1,16 AVE,NA,16 AVE,6901,6925,6902,6926,1408,1408,16 AVE
2454,G00002436,G00002454,1,1,40,NA,40,601,679,600,678,137,137,40
2455,G00002437,G00002455,1,1,BOGART,NA,BOGART,1,9,2,12,424,427,BOGART
2456,G00002438,G00002456,1,1,S 6,NA,S 6,1,17,2,18,269,269,S 6
2457,G00002439,G00002457,1,1,DEAN,NA,DEAN,1197,1265,1194,1266,624,624,DEAN
2458,G00002440,G00002458,1,1,LIVONIA AVE,NA,LIVONIA AVE,415,429,414,430,794,804,LIVONIA AVE
2459,G00002441,G00002459,1,1,PENNSYLVAN AVE,NA,PENNSYLVAN AVE,NA,NA,NA,NA,806,806,PENNSYLVAN AVE
2460,G00002442,G00002460,1,1,ATLANTIC AVE,NA,ATLANTIC AVE,1975,1989,0,0,710,639,ATLANTIC AVE
2461,G00002443,G00002461,1,1,KENT,NA,KENT,87,159,88,158,384,383,KENT
2462,G00002444,G00002462,1,1,LOMBARDY,NA,LOMBARDY,249,287,250,288,409,409,LOMBARDY
2463,G00002445,G00002463,1,1,SCHNECTADY AVE,NA,SCHNECTADY AVE,NA,NA,NA,NA,949,948,SCHNECTADY AVE
2464,G00002446,G00002464,1,1,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,444,466,768,771,JAMAICA AVE
2465,G00002447,G00002465,1,1,E 12,NA,E 12,NA,NA,NA,NA,1407,1407,E 12
2466,G00002448,G00002466,1,1,RIDGEWOOD AVE,NA,RIDGEWOOD AVE,437,465,440,466,967,970,RIDGEWOOD AVE
2467,G00002449,G00002467,1,1,S 5,NA,S 5,89,127,104,138,269,269,S 5
2468,G00002450,G00002468,1,1,FULTON,NA,FULTON,1449,1501,1438,1490,609,614,FULTON
2469,G00002451,G00002469,1,1,HARRISON AVE,NA,HARRISON AVE,119,133,122,138,451,449,HARRISON AVE
2470,G00002452,G00002470,1,1,CONEY IS AVE,NA,CONEY IS AVE,809,819,824,836,1025,1023,CONEY IS AVE
2471,G00002453,G00002471,1,1,2 AVE,NA,2 AVE,6401,6425,6402,6424,1101,1102,2 AVE
2472,G00002454,G00002472,1,1,AVE V,NA,AVE V,NA,NA,NA,NA,1006,1004,AVE V
2473,G00002455,G00002473,1,1,MANOR CT,NA,MANOR CT,NA,NA,NA,NA,1037,1037,MANOR CT
2474,G00002456,G00002474,1,1,SAINT JOHNS PL,NA,SAINT JOHNS PL,NA,NA,NA,NA,665,665,SAINT JOHNS PL
2475,G00002457,G00002475,1,1,HIGHLAND AVE,NA,HIGHLAND AVE,4301,4397,4302,4398,1044,1044,HIGHLAND AVE
2476,G00002458,G00002476,1,1,AVE I,NA,AVE I,401,421,402,422,1029,1029,AVE I
2477,G00002459,G00002477,1,0,WEST DR,NA,WEST DR,NA,NA,NA,NA,NA,NA,WEST DR
2478,G00002460,G00002478,1,1,STUYVESANT AVE,NA,STUYVESANT AVE,253,271,264,282,617,617,STUYVESANT AVE
2479,G00002461,G00002479,1,1,E 48,NA,E 48,281,337,282,338,951,951,E 48
2480,G00002462,G00002480,1,1,FORT HAMILTN PKWY,NA,FORT HAMILTON AVE,5601,5623,5602,5624,1411,1088,FORT HAMILTON AVE
2481,G00002463,G00002481,1,1,BELMONT AVE,NA,BELMONT AVE,997,1015,990,1016,980,980,BELMONT AVE
2482,G00002464,G00002482,1,1,STEWART AVE,NA,STEWART AVE,NA,NA,NA,NA,416,416,STEWART AVE
2483,G00002465,G00002483,1,1,W 5,NA,W 5,2101,2161,2102,2160,1038,1038,W 5
2484,G00002466,G00002484,1,1,E 52,NA,E 52,649,737,650,738,995,995,E 52
2485,G00002467,G00002485,1,1,FRANKLIN AVE,NA,FRANKLIN AVE,149,195,148,190,95,96,FRANKLIN AVE
2486,G00002468,G00002486,1,1,W 23,NA,W 23,3001,3043,3000,3042,1042,1042,W 23
2487,G00002469,G00002487,1,0,MORRIS AVE,NA,MORRIS AVE,NA,NA,NA,NA,428,428,MORRIS AVE
2488,G00002470,G00002488,1,1,11,NA,11,91,159,92,156,528,527,11
2489,G00002471,G00002489,1,1,VOORHEES AVE,NA,VOORHEES AVE,2301,2327,2302,2328,1004,1004,VOORHEES AVE
2490,G00002472,G00002490,1,1,VAN SICLEN AVE,NA,VAN SICLEN AVE,309,341,308,342,783,783,VAN SICLEN AVE
2491,G00002473,G00002491,1,1,SCOTT AVE,NA,SCOTT AVE,43,45,NA,NA,416,416,SCOTT AVE
2492,G00002474,G00002492,1,1,FOSTER AVE,NA,FOSTER AVE,1101,1127,1102,1128,1025,1029,FOSTER AVE
2493,G00002475,G00002493,1,1,LEONARD,NA,LEONARD,351,369,352,364,301,301,LEONARD
2494,G00002476,G00002494,1,1,15 AVE,NA,15 AVE,8301,8323,8302,8324,1074,1074,15 AVE
2495,G00002477,G00002495,1,1,E 9,NA,E 9,1101,1193,1102,1194,1030,1030,E 9
2496,G00002478,G00002496,1,1,ROCKAWAY AVE,NA,ROCKAWAY AVE,NA,NA,NA,NA,644,644,ROCKAWAY AVE
2497,G00002479,G00002497,1,1,EAST PKWY,NA,EAST PKWY,NA,NA,1908,1930,722,722,EAST PKWY
2498,G00002480,G00002498,1,1,MAC DONALD AVE,NA,MAC DONALD AVE,273,281,274,284,922,923,MAC DONALD AVE
2499,G00002481,G00002499,1,1,TOMPKINS AVE,NA,TOMPKINS AVE,263,279,262,280,583,583,TOMPKINS AVE
2500,G00002482,G00002500,1,1,CONEY IS AVE,CONEY ISLAND AVE,CONEY ISLAND RD,619,645,610,642,1020,1023,CONEY ISLAND RD
2501,G00002483,G00002501,1,1,SHEEPHEAD BAY,NA,SHEEPHEAD BAY,NA,NA,NA,NA,1033,1033,SHEEPHEAD BAY
2502,G00002484,G00002502,1,1,E 49,NA,E 49,661,703,662,704,991,991,E 49
2503,G00002485,G00002503,1,1,AVE K,NA,AVE K,3404,3424,NA,NA,1008,1008,AVE K
2504,G00002486,G00002504,1,1,AVE U,NA,AVE U,NA,NA,NA,NA,1037,1037,AVE U
2505,G00002487,G00002505,1,1,ATLANTIC AVE,NA,ATLANTIC AVE,2007,2021,0,NA,711,640,ATLANTIC AVE
2506,G00002488,G00002506,1,1,OAKLAND,NA,OAKLAND,243,263,244,264,373,376,OAKLAND
2507,G00002489,G00002507,1,1,TRUXTON,NA,TRUXTON,1,31,NA,NA,718,718,TRUXTON
2508,G00002490,G00002508,1,1,GRAND AVE,NA,GRAND AVE,437,443,NA,NA,112,111,GRAND AVE
2509,G00002491,G00002509,1,1,RYDER AVE,NA,RYDER AVE,NA,NA,NA,NA,1030,1030,RYDER AVE
2510,G00002492,G00002510,1,1,E 8,NA,E 8,1801,1875,1800,1876,1031,1031,E 8
2511,G00002493,G00002511,1,1,DRIGGS AVE,NA,DRIGGS AVE,23,35,28,36,397,397,DRIGGS AVE
2512,G00002494,G00002512,1,1,RIDGE BLVD,2 AVE,RIDGE BLVD,7501,7527,7502,7526,1413,1099,RIDGE BLVD
2513,G00002495,G00002513,1,1,ATLANTIC AVE,NA,ATLANTIC AVE,1587,1517,NA,NA,614,627,ATLANTIC AVE
2514,G00002496,G00002514,1,1,DUMONT AVE,NA,DUMONT AVE,1109,1131,NA,NA,983,983,DUMONT AVE
2515,G00002497,G00002515,1,1,E 29,NA,E 29,603,687,616,672,998,998,E 29
2516,G00002498,G00002516,1,1,EVERGREEN AVE,NA,EVERGREEN AVE,607,625,662,680,906,901,EVERGREEN AVE
2517,G00002499,G00002517,1,1,RYDER,NA,RYDER,1611,1677,1612,1678,1001,1001,RYDER
2518,G00002500,G00002518,1,1,GARFIELD PL,NA,GARFIELD PL,151,203,144,200,567,566,GARFIELD PL
2519,G00002501,G00002519,1,1,DIVISION PL,NA,DIVISION PL,105,125,102,122,409,409,DIVISION PL
2520,G00002502,G00002520,1,1,4 AVE,NA,4 AVE,79,99,NA,NA,173,206,4 AVE
2521,G00002503,G00002521,1,1,PROSPECT PL,NA,PROSPECT PL,1879,1889,NA,NA,644,644,PROSPECT PL
2522,G00002504,G00002522,1,1,TAPSCOTT,NA,TAPSCOTT,1,89,2,90,726,726,TAPSCOTT
2523,G00002505,G00002523,1,1,E 57,NA,E 57,NA,NA,NA,NA,990,990,E 57
2524,G00002506,G00002524,1,1,FOLSOM PL,NA,FOLSOM PL,1,13,2,22,775,775,FOLSOM PL
2525,G00002507,G00002525,1,1,48,NA,48,1167,1177,NA,NA,1410,1410,48
2526,G00002508,G00002526,1,1,WEBSTER AVE,NA,WEBSTER AVE,119,239,120,240,1028,1028,WEBSTER AVE
2527,G00002509,G00002527,1,1,5 AVE,NA,5 AVE,7801,7825,7802,7826,1086,1086,5 AVE
2528,G00002510,G00002528,1,0,MARKET,NA,MARKET,NA,NA,NA,NA,428,428,MARKET
2529,G00002511,G00002529,1,1,LEXINGTON AVE,NA,LEXINGTON AVE,269,361,270,344,581,581,LEXINGTON AVE
2530,G00002512,G00002530,1,1,WILLOUGHBY AVE,NA,WILLOUGHBY AVE,183,203,184,202,92,92,WILLOUGHBY AVE
2531,G00002513,G00002531,1,1,BARTLETT,NA,BARTLETT,71,95,66,94,456,458,BARTLETT
2532,G00002514,G00002532,1,1,2 AVE,NA,2 AVE,6301,6325,6302,6324,1101,1102,2 AVE
2533,G00002515,G00002533,1,1,CORTELYOU RD,NA,CORTELYOU RD,2609,2621,NA,NA,1015,1015,CORTELYOU RD
2534,G00002516,G00002534,1,1,BANNER 3 TER,NA,BANNER 3 TER,NA,NA,NA,NA,1039,1039,BANNER 3 TER
2535,G00002517,G00002535,1,1,E 18,NA,E 18,1802,1886,NA,NA,1006,1006,E 18
2536,G00002518,G00002536,1,1,CATHERINE,NA,CATHERINE,31,49,30,48,412,414,CATHERINE
2537,G00002519,G00002537,1,1,KENT AVE,NA,KENT AVE,187,201,200,216,283,275,KENT AVE
2538,G00002520,G00002538,1,1,AVE N,NA,AVE N,NA,NA,NA,NA,1008,1008,AVE N
2539,G00002521,G00002539,1,1,E 24,NA,MANSFIELD PL,621,687,604,682,1011,1010,MANSFIELD PL
2540,G00002522,G00002540,1,1,E 91,NA,E 91,381,393,382,406,957,957,E 91
2541,G00002523,G00002541,1,1,AVE Q,NA,AVE Q,193,215,194,216,1031,1031,AVE Q
2542,G00002524,G00002542,1,1,TROY AVE,NA,TROY AVE,809,877,810,878,945,945,TROY AVE
2543,G00002525,G00002543,1,1,MADISON,NA,MADISON,1215,1295,1216,1296,884,884,MADISON
2544,G00002526,G00002544,1,1,66,NA,66,2101,2167,2102,2178,1058,1058,66
2545,G00002527,G00002545,1,1,BEDFORD AVE,NA,BEDFORD AVE,2121,2165,2120,2164,935,929,BEDFORD AVE
2546,G00002528,G00002546,1,1,OFFICER MACHATE CIR,NA,OFFICER MACHATE CIR,10,NA,NA,NA,921,921,OFFICER MACHATE CIR
2547,G00002529,G00002547,1,1,3,NA,3,433,499,438,504,565,563,3
2548,G00002530,G00002548,1,1,EAST PKWY,NA,EAST PKWY,NA,NA,402,456,672,672,EAST PKWY
2549,G00002531,G00002549,1,1,SARATOGA AVE,NA,SARATOGA AVE,69,81,68,80,698,696,SARATOGA AVE
2550,G00002532,G00002550,1,1,MORGAN AVE,NA,MORGAN AVE,503,525,510,518,409,409,MORGAN AVE
2551,G00002533,G00002551,1,1,E 92,NA,E 92,NA,NA,NA,NA,987,987,E 92
2552,G00002534,G00002552,1,1,STRAUSS,DOUGLASS,DOUGLASS,2025,2061,NA,NA,963,963,DOUGLASS
2553,G00002535,G00002553,1,1,MONTAUK AVE,NA,MONTAUK AVE,675,723,676,724,983,983,MONTAUK AVE
2554,G00002536,G00002554,1,1,THROOP AVE,NA,THROOP AVE,601,619,630,638,612,609,THROOP AVE
2555,G00002537,G00002555,1,1,KENT,NA,KENT,169,219,170,214,372,373,KENT
2556,G00002538,G00002556,1,1,AVE T,NA,AVE T,3501,3521,3502,3522,1001,1001,AVE T
2557,G00002539,G00002557,1,1,SULLIVAN PL,NA,SULLIVAN PL,NA,NA,NA,NA,675,682,SULLIVAN PL
2558,G00002540,G00002558,1,1,HEGEMAN AVE,NA,HEGEMAN AVE,NA,NA,NA,NA,964,987,HEGEMAN AVE
2559,G00002541,G00002559,1,1,FORBELL,NA,FORBELL,NA,NA,NA,NA,982,982,FORBELL
2560,G00002542,G00002560,1,1,PRESIDENT,NA,PRESIDENT,739,815,750,810,568,568,PRESIDENT
2561,G00002543,G00002561,1,1,WARREN,NA,WARREN,61,95,62,110,54,55,WARREN
2562,G00002544,G00002562,1,1,HENRY,NA,HENRY,251,301,240,290,11,11,HENRY
2563,G00002545,G00002563,1,1,OVINGTON AVE,68,OVINGTON AVE,1301,1381,1302,1382,1070,1070,OVINGTON AVE
2564,G00002546,G00002564,1,1,2 AVE,NA,2 AVE,5001,5025,5002,5024,150,150,2 AVE
2565,G00002547,G00002565,1,1,JOHNSON,NA,JOHNSON,151,169,160,166,50,228,JOHNSON
2566,G00002548,G00002566,1,1,EAST PKWY,NA,EAST PKWY,1543,1575,NA,NA,644,644,EAST PKWY
2567,G00002549,G00002567,1,1,E 59,NA,E 59,2001,2055,2002,2056,1001,1001,E 59
2568,G00002550,G00002568,1,1,HIGHLAND BLVD,NA,HIGHLAND BLVD,NA,NA,NA,NA,NA,768,HIGHLAND BLVD
2569,G00002551,G00002569,1,1,FRANKLIN AVE,NA,FRANKLIN AVE,305,321,300,314,106,105,FRANKLIN AVE
2570,G00002552,G00002570,1,1,WYTHE AVE,NA,WYTHE AVE,409,427,446,462,270,270,WYTHE AVE
2571,G00002553,G00002571,1,1,NOSTRAND AVE,NA,NOSTRAND AVE,3611,3693,3612,3694,1004,1004,NOSTRAND AVE
2572,G00002554,G00002572,1,1,PKWY CT,NA,PKWY CT,NA,NA,NA,NA,1037,1037,PKWY CT
2573,G00002555,G00002573,1,1,GLENWOOD RD,NA,GLENWOOD RD,NA,NA,2700,NA,1011,1011,GLENWOOD RD
2574,G00002556,G00002574,1,1,MESEROLE AVE,NA,MESEROLE AVE,NA,NA,NA,NA,377,377,MESEROLE AVE
2575,G00002557,G00002575,1,1,STRATFORD RD,NA,STRATFORD RD,NA,NA,2,62,926,926,STRATFORD RD
2576,G00002558,G00002576,1,1,E 51,NA,E 51,617,651,618,652,991,991,E 51
2577,G00002559,G00002577,1,1,MOULTRIE,NA,MOULTRIE,97,121,86,110,376,376,MOULTRIE
2578,G00002560,G00002578,1,1,ATLANTIC AVE,NA,ATLANTIC AVE,NA,NA,2646,2669,753,754,ATLANTIC AVE
2579,G00002561,G00002579,1,1,HALSEY,NA,HALSEY,515,583,556,620,618,618,HALSEY
2580,G00002562,G00002580,1,1,8 AVE,NA,8 AVE,701,723,702,724,570,561,8 AVE
2581,G00002563,G00002581,1,1,18 AVE,NA,18 AVE,7301,7325,7302,7326,1057,1408,18 AVE
2582,G00002564,G00002582,1,1,EVERGREEN AVE,NA,EVERGREEN AVE,67,87,76,98,838,817,EVERGREEN AVE
2583,G00002565,G00002583,1,1,AVE L,NA,AVE L,2201,2219,2202,2220,1008,1008,AVE L
2584,G00002566,G00002584,1,1,BROADWAY,NA,BROADWAY,151,185,152,180,270,270,BROADWAY
2585,G00002567,G00002585,1,1,E 12,NA,E 12,1101,1195,1100,1194,1406,1406,E 12
2586,G00002568,G00002586,1,1,LEFFERTS PL,NA,LEFFERTS PL,131,205,142,226,113,113,LEFFERTS PL
2587,G00002569,G00002587,1,1,MARCONI PL,NA,OCEAN PL,1,33,2,34,712,711,OCEAN PL
2588,G00002570,G00002588,1,1,GRAND,NA,GRAND,401,439,400,440,307,307,GRAND
2589,G00002571,G00002589,1,1,E 98,NA,E 98,NA,NA,NA,NA,962,961,E 98
2590,G00002572,G00002590,1,1,PITKIN AVE,NA,PITKIN AVE,1621,1639,1622,1640,730,730,PITKIN AVE
2591,G00002573,G00002591,1,1,AVE I,NA,AVE I,3307,3323,3318,3324,997,999,AVE I
2592,G00002574,G00002592,1,1,PARK PL,NA,PARK PL,261,343,262,344,180,192,PARK PL
2593,G00002575,G00002593,1,1,BUSHWICK AVE,NA,BUSHWICK AVE,849,865,856,866,824,823,BUSHWICK AVE
2594,G00002576,G00002594,1,1,AVE L,NA,AVE L,NA,NA,NA,NA,999,999,AVE L
2595,G00002577,G00002595,1,1,NEW UTRECHT AVE,NA,NEW UTRECHT AVE,7601,7623,7602,7626,1408,1074,NEW UTRECHT AVE
2596,G00002578,G00002596,1,1,KINGSHIGWY,NA,KINGSHIGWY,NA,NA,234,258,1031,1031,KINGSHIGWY
2597,G00002579,G00002597,1,1,BERRIMAN,NA,BERRIMAN,NA,NA,NA,NA,974,775,BERRIMAN
2598,G00002580,G00002598,1,1,MILLER AVE,NA,MILLER AVE,75,139,76,140,767,761,MILLER AVE
2599,G00002581,G00002599,1,1,BUSHWICK AVE,NA,BUSHWICK AVE,219,241,218,240,340,338,BUSHWICK AVE
2600,G00002582,G00002600,1,1,E 21,NA,KENMORE PL,749,827,750,826,1010,1010,KENMORE PL
2601,G00002583,G00002601,1,1,ALBANY AVE,NA,ALBANY AVE,383,407,382,406,679,679,ALBANY AVE
2602,G00002584,G00002602,1,1,VAN BRUNT,NA,VAN BRUNT,151,167,150,166,246,246,VAN BRUNT
2603,G00002585,G00002603,1,1,WYCKOFF AVE,NA,WYCKOFF AVE,167,181,130,144,861,862,WYCKOFF AVE
2604,G00002586,G00002604,1,1,ROGERS AVE,NA,ROGERS AVE,143,165,128,132,658,656,ROGERS AVE
2605,G00002587,G00002605,1,1,JEFFERSON AVE,NA,JEFFERSON AVE,1301,1371,1300,1372,883,908,JEFFERSON AVE
2606,G00002588,G00002606,1,1,GLENWOOD RD,AVE G,AVE G,NA,NA,NA,NA,990,990,AVE G
2607,G00002589,G00002607,1,1,WORTMAN AVE,NA,WORTMAN AVE,461,483,462,484,984,984,WORTMAN AVE
2608,G00002590,G00002608,1,1,WYONA,NA,WYONA,371,425,354,424,790,791,WYONA
2609,G00002591,G00002609,1,1,HILLEL PL,NA,HILLEL PL,11,19,12,14,1011,1011,HILLEL PL
2610,G00002592,G00002610,1,1,18,NA,18,247,307,240,306,121,122,18
2611,G00002593,G00002611,1,1,20,NA,20,185,233,186,230,122,123,20
2612,G00002594,G00002612,1,1,1 AVE,NA,1 AVE,4201,4223,NA,NA,141,141,1 AVE
2613,G00002595,G00002613,1,1,CLINTON,NA,CLINTON,543,561,558,572,255,254,CLINTON
2614,G00002596,G00002614,1,1,MYRTLE AVE,NA,MYRTLE AVE,NA,NA,1284,1286,831,829,MYRTLE AVE
2615,G00002597,G00002615,1,1,MYRTLE AVE,NA,MYRTLE AVE,977,1037,954,1012,510,510,MYRTLE AVE
2616,G00002598,G00002616,1,1,PITKIN AVE,NA,PITKIN AVE,1525,1547,1528,1548,727,728,PITKIN AVE
2617,G00002599,G00002617,1,1,BROADWAY,NA,BROADWAY,31,51,32,50,269,270,BROADWAY
2618,G00002600,G00002618,1,1,UNION,NA,UNION,1417,1459,1368,1418,669,669,UNION
2619,G00002601,G00002619,1,1,ORIENTAL,NA,ORIENTAL,NA,NA,602,698,1034,1034,ORIENTAL
2620,G00002602,G00002620,1,1,10 AVE,NA,10 AVE,1667,1683,1676,1692,574,574,10 AVE
2621,G00002603,G00002621,1,1,BELMONT AVE,NA,BELMONT AVE,767,789,768,790,777,784,BELMONT AVE
2622,G00002604,G00002622,1,1,MARCY AVE,NA,MARCY AVE,613,627,604,620,493,488,MARCY AVE
2623,G00002605,G00002623,1,1,14 AVE,NA,14 AVE,5101,5123,5102,5124,1062,1062,14 AVE
2624,G00002606,G00002624,1,1,58,NA,58,1701,1783,1702,1782,1060,1058,58
2625,G00002607,G00002625,1,1,S ELLIOTT PL,NA,S ELLIOTT PL,1,85,2,88,236,236,S ELLIOTT PL
2626,G00002608,G00002626,1,1,BAINBRIDGE,NA,BAINBRIDGE,561,633,564,630,699,699,BAINBRIDGE
2627,G00002609,G00002627,1,1,WILLOUGHBY AVE,NA,WILLOUGHBY AVE,221,235,220,234,92,92,WILLOUGHBY AVE
2628,G00002610,G00002628,1,1,E 53,NA,E 53,NA,NA,NA,NA,999,999,E 53
2629,G00002611,G00002629,1,1,BENSON AVE,NA,BENSON AVE,2223,2249,2226,2250,1051,1051,BENSON AVE
2630,G00002612,G00002630,1,1,FLATBUSH AVE,NA,FLATBUSH AVE,251,271,NA,NA,175,176,FLATBUSH AVE
2631,G00002613,G00002631,1,1,17 AVE,NA,17 AVE,5901,5923,5902,5924,1058,1059,17 AVE
2632,G00002614,G00002632,1,1,THATFORD,NA,THATFORD,NA,NA,NA,NA,802,964,THATFORD
2633,G00002615,G00002633,1,1,ARLINGTON AVE,NA,ARLINGTON AVE,363,383,NA,NA,973,973,ARLINGTON AVE
2634,G00002616,G00002634,1,1,AVE Y,NA,AVE Y,2001,2025,2002,2026,1004,1004,AVE Y
2635,G00002617,G00002635,1,1,E 53,NA,E 53,NA,NA,NA,NA,952,952,E 53
2636,G00002618,G00002636,1,1,BEVERLEY RD,NA,BEVERLEY RD,2201,2223,2202,2230,1015,1015,BEVERLEY RD
2637,G00002619,G00002637,1,1,NELSON,NA,NELSON,1,43,2,42,252,250,NELSON
2638,G00002620,G00002638,1,1,MADISON,NA,MADISON,545,613,574,636,597,597,MADISON
2639,G00002621,G00002639,1,1,DITMAS AVE,NA,DITMAS AVE,1,5,NA,NA,1022,1027,DITMAS AVE
2640,G00002622,G00002640,1,1,AVE X,NA,AVE X,NA,NA,NA,NA,1003,1003,AVE X
2641,G00002623,G00002641,1,1,E 15  FOOTBRIDGE,NA,E 15  FOOTBRIDGE,NA,NA,NA,NA,1406,1406,E 15  FOOTBRIDGE
2642,G00002624,G00002642,1,1,18 AVE,FRANKLIN AVE,FRANKLIN AVE,4000,4022,NA,NA,1028,1028,FRANKLIN AVE
2643,G00002625,G00002643,1,1,AVE K,NA,AVE K,NA,NA,NA,NA,988,988,AVE K
2644,G00002626,G00002644,1,1,E 39,NA,E 39,1109,1193,NA,NA,999,999,E 39
2645,G00002627,G00002645,1,1,NEW YORK AVE,NA,NEW YORK AVE,21,57,22,56,605,605,NEW YORK AVE
2646,G00002628,G00002646,1,1,E 91,NA,E 91,NA,NA,NA,NA,989,989,E 91
2647,G00002629,G00002647,1,1,FRANKLIN AVE,NA,FRANKLIN AVE,547,565,542,562,604,113,FRANKLIN AVE
2649,G00002630,G00002649,1,1,7 AVE,NA,7 AVE,NA,NA,574,588,NA,549,7 AVE
2650,G00002631,G00002650,1,1,W 8,NA,W 8,2001,2079,2002,2080,1038,1038,W 8
2651,G00002632,G00002651,1,1,HERKIMER,NA,HERKIMER,1461,1489,1472,1486,723,723,HERKIMER
2652,G00002633,G00002652,1,1,CANARSIE RD,NA,CANARSIE RD,NA,NA,1574,1586,988,988,CANARSIE RD
2653,G00002634,G00002653,1,1,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,264,282,768,767,JAMAICA AVE
2654,G00002635,G00002654,1,1,PITKIN AVE,NA,PITKIN AVE,NA,NA,NA,NA,980,980,PITKIN AVE
2655,G00002636,G00002655,1,1,GRAFTON,NA,GRAFTON,159,217,160,218,959,959,GRAFTON
2656,G00002637,G00002656,1,1,76,NA,76,1601,1641,1602,1642,1412,1074,76
2657,G00002638,G00002657,1,1,TURNER PL,NA,TURNER PL,45,81,44,68,1019,1019,TURNER PL
2658,G00002639,G00002658,1,1,MAPLE,NA,MAPLE,319,361,316,386,940,940,MAPLE
2659,G00002640,G00002659,1,1,BAY 22,NA,BAY 22,1,91,2,104,1054,1054,BAY 22
2660,G00002641,G00002660,1,1,JOHNSON AVE,NA,JOHNSON AVE,573,613,602,636,416,416,JOHNSON AVE
2661,G00002642,G00002661,1,1,AVE N,NA,AVE N,NA,NA,NA,NA,988,988,AVE N
2662,G00002643,G00002662,1,1,AVE L,NA,AVE L,3401,3417,3402,3422,1008,1008,AVE L
2663,G00002644,G00002663,1,1,E 34,NA,E 34,1721,1795,1722,1796,1001,1001,E 34
2664,G00002645,G00002664,1,1,GRAVSND NK RD,NA,GRAVSND NK RD,NA,NA,NA,NA,1006,1006,GRAVSND NK RD
2665,G00002646,G00002665,1,1,10 AVE,NA,10 AVE,7901,7923,7902,7924,1085,1085,10 AVE
2666,G00002647,G00002666,1,1,DRIGGS AVE,NA,DRIGGS AVE,613,621,NA,NA,292,286,DRIGGS AVE
2667,G00002648,G00002667,1,1,N 11,NA,N 11,119,153,120,154,280,280,N 11
2668,G00002649,G00002668,1,1,12 AVE,NA,12 AVE,5601,5621,5602,5624,1411,1411,12 AVE
2669,G00002650,G00002669,1,1,BERGEN,NA,BERGEN,1809,1871,1808,1870,638,638,BERGEN
2670,G00002651,G00002670,1,1,SMITH,NA,SMITH,NA,NA,NA,NA,210,209,SMITH
2671,G00002652,G00002671,1,1,DE KALB AVE,NA,DE KALB AVE,NA,NA,121,126,466,236,DE KALB AVE
2672,G00002653,G00002672,1,1,YORK,NA,YORK,49,61,50,68,17,17,YORK
2673,G00002654,G00002673,1,1,CHRISTOPHER AVE,NA,CHRISTOPHER AVE,NA,NA,NA,NA,986,986,CHRISTOPHER AVE
