ED,JoinId,Name,Full_Name,Name1850,AltName,Left_Low,Left_High,Right_Low,Right_High,ObjectID,source,flag
12,G00020224,NA,E 134,NA,NA,NA,NA,NA,NA,10224,geo,IN
12,G00020225,NA,E 135,NA,NA,NA,NA,NA,NA,10225,geo,IN
12,G00020226,NA,E 136,NA,NA,NA,NA,NA,NA,10226,geo,IN
12,G00020227,NA,E 137,NA,NA,NA,NA,NA,NA,10227,geo,IN
12,G00020228,NA,E 138,NA,NA,NA,NA,NA,NA,10228,geo,IN
12,G00020229,NA,E 139,NA,NA,NA,NA,NA,NA,10229,geo,IN
12,G00020230,NA,E 140,NA,NA,NA,NA,NA,NA,10230,geo,IN
12,G00020231,NA,E 141,NA,NA,NA,NA,NA,NA,10231,geo,IN
12,G00020232,NA,E 142,NA,NA,NA,NA,NA,NA,10232,geo,IN
12,G00020233,NA,E 143,NA,NA,NA,NA,NA,NA,10233,geo,IN
12,G00020234,NA,E 144,NA,NA,NA,NA,NA,NA,10234,geo,IN
12,G00020235,NA,E 145,NA,NA,NA,NA,NA,NA,10235,geo,IN
12,G00020236,NA,E 146,NA,NA,NA,NA,NA,NA,10236,geo,IN
12,G00020237,NA,E 147,NA,NA,NA,NA,NA,NA,10237,geo,IN
12,G00020238,NA,E 148,NA,NA,NA,NA,NA,NA,10238,geo,IN
12,G00020239,NA,NA,NA,NA,NA,NA,NA,NA,10239,geo,IN
12,G00020240,NA,E 125,NA,NA,NA,NA,NA,NA,10240,geo,IN
12,G00020242,NA,E 127,NA,NA,NA,NA,NA,NA,10242,geo,IN
12,G00020243,NA,E 127,NA,NA,NA,NA,NA,NA,10243,geo,IN
12,G00020244,NA,E 128,NA,NA,NA,NA,NA,NA,10244,geo,IN
12,G00020245,NA,E 129,NA,NA,NA,NA,NA,NA,10245,geo,IN
12,G00020246,NA,E 130,NA,NA,NA,NA,NA,NA,10246,geo,IN
12,G00020247,NA,E 131,NA,NA,NA,NA,NA,NA,10247,geo,IN
12,G00020250,NA,W 149,NA,NA,NA,NA,NA,NA,10250,geo,IN
12,G00020251,NA,KINGS BRG RD,NA,NA,NA,NA,NA,NA,10251,geo,IN
12,G00020252,NA,W 149,NA,NA,NA,NA,NA,NA,10252,geo,IN
12,G00020253,NA,E 131,NA,NA,NA,NA,NA,NA,10253,geo,IN
12,G00020254,NA,E 130,NA,NA,NA,NA,NA,NA,10254,geo,IN
12,G00020255,NA,E 112,NA,NA,NA,NA,NA,NA,10255,geo,IN
12,G00020256,NA,E 113,NA,NA,NA,NA,NA,NA,10256,geo,IN
12,G00020257,NA,E 114,NA,NA,NA,NA,NA,NA,10257,geo,IN
12,G00020259,NA,E 115,NA,NA,NA,NA,NA,NA,10259,geo,IN
12,G00020260,NA,E 116,NA,NA,NA,NA,NA,NA,10260,geo,IN
12,G00020261,NA,E 117,NA,NA,NA,NA,NA,NA,10261,geo,IN
12,G00020263,NA,W 144,NA,NA,NA,NA,NA,NA,10263,geo,IN
12,G00020264,NA,9 AVE,NA,NA,NA,NA,NA,NA,10264,geo,IN
12,G00020265,NA,W 144,NA,NA,NA,NA,NA,NA,10265,geo,IN
12,G00020266,NA,E 118,NA,NA,NA,NA,NA,NA,10266,geo,IN
12,G00020274,NA,E 126,NA,NA,NA,NA,NA,NA,10274,geo,IN
12,G00020275,NA,E 127,NA,NA,NA,NA,NA,NA,10275,geo,IN
12,G00020276,NA,E 128,NA,NA,NA,NA,NA,NA,10276,geo,IN
12,G00020277,NA,E 129,NA,NA,NA,NA,NA,NA,10277,geo,IN
12,G00020278,NA,E 128,NA,NA,NA,NA,NA,NA,10278,geo,IN
12,G00020280,NA,W 138,NA,NA,NA,NA,NA,NA,10280,geo,IN
12,G00020282,NA,W 138,NA,NA,NA,NA,NA,NA,10282,geo,IN
12,G00020283,NA,NA,NA,NA,NA,NA,NA,NA,10283,geo,IN
12,G00020284,NA,W 139,NA,NA,NA,NA,NA,NA,10284,geo,IN
12,G00020285,NA,9 AVE,NA,NA,NA,NA,NA,NA,10285,geo,IN
12,G00020286,NA,W 139,NA,NA,NA,NA,NA,NA,10286,geo,IN
12,G00020288,NA,W 140,NA,NA,NA,NA,NA,NA,10288,geo,IN
12,G00020289,NA,W 138,NA,NA,NA,NA,NA,NA,10289,geo,IN
12,G00020290,NA,9 AVE,NA,NA,NA,NA,NA,NA,10290,geo,IN
12,G00020291,NA,W 140,NA,NA,NA,NA,NA,NA,10291,geo,IN
12,G00020293,NA,W 141,NA,NA,NA,NA,NA,NA,10293,geo,IN
12,G00020294,NA,W 139,NA,NA,NA,NA,NA,NA,10294,geo,IN
12,G00020295,NA,9 AVE,NA,NA,NA,NA,NA,NA,10295,geo,IN
12,G00020296,NA,W 141,NA,NA,NA,NA,NA,NA,10296,geo,IN
12,G00020298,NA,W 142,NA,NA,NA,NA,NA,NA,10298,geo,IN
12,G00020299,NA,W 140,NA,NA,NA,NA,NA,NA,10299,geo,IN
12,G00020300,NA,9 AVE,NA,NA,NA,NA,NA,NA,10300,geo,IN
12,G00020301,NA,W 142,NA,NA,NA,NA,NA,NA,10301,geo,IN
12,G00020303,NA,W 143,NA,NA,NA,NA,NA,NA,10303,geo,IN
12,G00020305,NA,W 141,NA,NA,NA,NA,NA,NA,10305,geo,IN
12,G00020306,NA,9 AVE,NA,NA,NA,NA,NA,NA,10306,geo,IN
12,G00020307,NA,W 143,NA,NA,NA,NA,NA,NA,10307,geo,IN
12,G00020308,NA,W 142,NA,NA,NA,NA,NA,NA,10308,geo,IN
12,G00020309,NA,9 AVE,NA,NA,NA,NA,NA,NA,10309,geo,IN
12,G00020310,NA,W 143,NA,NA,NA,NA,NA,NA,10310,geo,IN
12,G00020311,NA,NA,NA,BRADISH,NA,NA,NA,NA,10311,geo,IN
12,G00020313,NA,KINGS BRG RD,NA,NA,NA,NA,NA,NA,10313,geo,IN
12,G00020314,NA,KINGS BRG RD,NA,NA,NA,NA,NA,NA,10314,geo,IN
12,G00020317,NA,4 AVE,NA,NA,NA,NA,NA,NA,10317,geo,IN
12,G00020319,NA,4 AVE,NA,NA,NA,NA,NA,NA,10319,geo,IN
12,G00020320,NA,HARLEM LN,NA,NA,NA,NA,NA,NA,10320,geo,IN
12,G00020327,NA,E 119,NA,NA,NA,NA,NA,NA,10327,geo,IN
12,G00020328,NA,HARLEM BRG RD,NA,NA,NA,NA,NA,NA,10328,geo,IN
12,G00020330,NA,E 119,NA,NA,NA,NA,NA,NA,10330,geo,IN
12,G00020331,NA,HARLEM BRG RD,NA,NA,NA,NA,NA,NA,10331,geo,IN
12,G00020332,NA,HARLEM BRG RD,NA,NA,NA,NA,NA,NA,10332,geo,IN
12,G00020333,NA,E 121,NA,NA,NA,NA,NA,NA,10333,geo,IN
12,G00020334,NA,HARLEM LN,NA,NA,NA,NA,NA,NA,10334,geo,IN
12,G00020335,NA,E 121,NA,NA,NA,NA,NA,NA,10335,geo,IN
12,G00020336,NA,E 120,NA,NA,NA,NA,NA,NA,10336,geo,IN
12,G00020337,NA,HARLEM BRG RD,NA,NA,NA,NA,NA,NA,10337,geo,IN
12,G00020338,NA,E 122,NA,NA,NA,NA,NA,NA,10338,geo,IN
12,G00020339,NA,E 121,NA,NA,NA,NA,NA,NA,10339,geo,IN
12,G00020340,NA,HARLEM LN,NA,NA,NA,NA,NA,NA,10340,geo,IN
12,G00020341,NA,E 122,NA,NA,NA,NA,NA,NA,10341,geo,IN
12,G00020342,NA,HARLEM BRG RD,NA,NA,NA,NA,NA,NA,10342,geo,IN
12,G00020343,NA,E 123,NA,NA,NA,NA,NA,NA,10343,geo,IN
12,G00020344,NA,E 122,NA,NA,NA,NA,NA,NA,10344,geo,IN
12,G00020345,NA,HARLEM BRG RD,NA,NA,NA,NA,NA,NA,10345,geo,IN
12,G00020346,NA,E 124,NA,NA,NA,NA,NA,NA,10346,geo,IN
12,G00020347,NA,HARLEM LN,NA,NA,NA,NA,NA,NA,10347,geo,IN
12,G00020348,NA,E 123,NA,NA,NA,NA,NA,NA,10348,geo,IN
12,G00020349,NA,E 123,NA,NA,NA,NA,NA,NA,10349,geo,IN
12,G00020350,NA,HARLEM BRG RD,NA,NA,NA,NA,NA,NA,10350,geo,IN
12,G00020351,NA,E 125,NA,NA,NA,NA,NA,NA,10351,geo,IN
12,G00020352,NA,HARLEM LN,NA,NA,NA,NA,NA,NA,10352,geo,IN
12,G00020353,NA,E 124,NA,NA,NA,NA,NA,NA,10353,geo,IN
12,G00020354,NA,E 125,NA,NA,NA,NA,NA,NA,10354,geo,IN
12,G00020357,NA,NA,NA,NA,NA,NA,NA,NA,10357,geo,IN
12,G00020358,NA,E 124,NA,NA,NA,NA,NA,NA,10358,geo,IN
12,G00020359,NA,E 124,NA,NA,NA,NA,NA,NA,10359,geo,IN
12,G00020360,NA,2 AVE,NA,NA,NA,NA,NA,NA,10360,geo,IN
12,G00020361,NA,E 127,NA,NA,NA,NA,NA,NA,10361,geo,IN
12,G00020362,NA,E 125,NA,NA,NA,NA,NA,NA,10362,geo,IN
12,G00020363,NA,E 124,NA,NA,NA,NA,NA,NA,10363,geo,IN
12,G00020371,NA,W 136,NA,NA,NA,NA,NA,NA,10371,geo,IN
12,G00020374,NA,NA,NA,NA,NA,NA,NA,NA,10374,geo,IN
12,G00020375,NA,W 136,NA,NA,NA,NA,NA,NA,10375,geo,IN
12,G00020376,NA,NA,NA,NA,NA,NA,NA,NA,10376,geo,IN
12,G00020377,NA,NA,NA,NA,NA,NA,NA,NA,10377,geo,IN
12,G00020379,NA,E 119,NA,NA,NA,NA,NA,NA,10379,geo,IN
12,G00020380,NA,12 AVE,NA,NA,NA,NA,NA,NA,10380,geo,IN
12,G00020381,NA,NA,NA,NA,NA,NA,NA,NA,10381,geo,IN
12,G00020382,NA,NA,NA,NA,NA,NA,NA,NA,10382,geo,IN
12,G00020383,NA,12 AVE,NA,NA,NA,NA,NA,NA,10383,geo,IN
12,G00020384,NA,W 136,NA,NA,NA,NA,NA,NA,10384,geo,IN
12,G00020386,NA,NA,NA,NA,NA,NA,NA,NA,10386,geo,IN
12,G00020389,NA,E 117,NA,NA,NA,NA,NA,NA,10389,geo,IN
12,G00020391,NA,E 118,NA,NA,NA,NA,NA,NA,10391,geo,IN
12,G00020392,NA,E 118,NA,NA,NA,NA,NA,NA,10392,geo,IN
12,G00020393,NA,9 AVE,NA,NA,NA,NA,NA,NA,10393,geo,IN
12,G00020395,NA,9 AVE,NA,NA,NA,NA,NA,NA,10395,geo,IN
12,G00020396,NA,W 129,NA,NA,NA,NA,NA,NA,10396,geo,IN
12,G00020397,NA,9 AVE,NA,NA,NA,NA,NA,NA,10397,geo,IN
12,G00020398,NA,W 113,NA,NA,NA,NA,NA,NA,10398,geo,IN
12,G00020399,NA,9 AVE,NA,NA,NA,NA,NA,NA,10399,geo,IN
12,G00020400,NA,W 131,NA,NA,NA,NA,NA,NA,10400,geo,IN
12,G00020401,NA,W 113,NA,NA,NA,NA,NA,NA,10401,geo,IN
12,G00020402,NA,9 AVE,NA,NA,NA,NA,NA,NA,10402,geo,IN
12,G00020403,NA,W 132,NA,NA,NA,NA,NA,NA,10403,geo,IN
12,G00020404,NA,9 AVE,NA,NA,NA,NA,NA,NA,10404,geo,IN
12,G00020405,NA,W 133,NA,NA,NA,NA,NA,NA,10405,geo,IN
12,G00020406,NA,W 132,NA,NA,NA,NA,NA,NA,10406,geo,IN
12,G00020407,NA,9 AVE,NA,NA,NA,NA,NA,NA,10407,geo,IN
12,G00020412,NA,9 AVE,NA,NA,NA,NA,NA,NA,10412,geo,IN
12,G00020414,NA,9 AVE,NA,NA,NA,NA,NA,NA,10414,geo,IN
12,G00020416,NA,W 134,NA,NA,NA,NA,NA,NA,10416,geo,IN
12,G00020419,NA,9 AVE,NA,NA,NA,NA,NA,NA,10419,geo,IN
12,G00020421,NA,9 AVE,NA,NA,NA,NA,NA,NA,10421,geo,IN
12,G00020425,NA,W 137,NA,NA,NA,NA,NA,NA,10425,geo,IN
12,G00020427,NA,W 137,NA,NA,NA,NA,NA,NA,10427,geo,IN
12,G00020428,NA,NA,NA,NA,NA,NA,NA,NA,10428,geo,IN
12,G00020430,NA,NA,NA,NA,NA,NA,NA,NA,10430,geo,IN
12,G00020431,NA,W 137,NA,NA,NA,NA,NA,NA,10431,geo,IN
12,G00020432,NA,NA,NA,NA,NA,NA,NA,NA,10432,geo,IN
12,G00020433,NA,W 138,NA,NA,NA,NA,NA,NA,10433,geo,IN
12,G00020434,NA,NA,NA,NA,NA,NA,NA,NA,10434,geo,IN
12,G00020435,NA,W 137,NA,NA,NA,NA,NA,NA,10435,geo,IN
12,G00020436,NA,W 138,NA,NA,NA,NA,NA,NA,10436,geo,IN
12,G00020437,NA,8 AVE,NA,NA,NA,NA,NA,NA,10437,geo,IN
12,G00000223A,SAINT NICHOLAS AVE,NA,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,10439,geo,IN
12,G00020440,NA,W 135,NA,NA,NA,NA,NA,NA,10440,geo,IN
12,G00020441,NA,W 135,NA,NA,NA,NA,NA,NA,10441,geo,IN
12,G00000223,SAINT NICHOLAS AVE,NA,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,10442,geo,IN
12,G00020444,NA,W 136,NA,NA,NA,NA,NA,NA,10444,geo,IN
12,G00020445,NA,W 136,NA,NA,NA,NA,NA,NA,10445,geo,IN
12,G00005851,SAINT NICHOLAS AVE,NA,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,10446,geo,IN
12,G00001770,SAINT NICHOLAS AVE,NA,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,10447,geo,IN
12,G00020449,NA,W 134,NA,NA,NA,NA,NA,NA,10449,geo,IN
12,G00020450,NA,W 134,NA,NA,NA,NA,NA,NA,10450,geo,IN
12,G00003599,SAINT NICHOLAS AVE,NA,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,10451,geo,IN
12,G00005571,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,10452,geo,IN
12,G00020453,NA,W 131,NA,NA,NA,NA,NA,NA,10453,geo,IN
12,G00006791,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,10454,geo,IN
12,G00020457,NA,W 129,NA,NA,NA,NA,NA,NA,10457,geo,IN
12,G00002025,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,10458,geo,IN
12,G00006804,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,10460,geo,IN
12,G00020461,NA,W 137,NA,NA,NA,NA,NA,NA,10461,geo,IN
12,G00006807,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,10462,geo,IN
12,G00020463,NA,W 137,NA,NA,NA,NA,NA,NA,10463,geo,IN
12,G00005397,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,10464,geo,IN
12,G00020465,NA,W 135,NA,NA,NA,NA,NA,NA,10465,geo,IN
12,G00000273,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,10466,geo,IN
12,G00020467,NA,W 135,NA,NA,NA,NA,NA,NA,10467,geo,IN
12,G00006792,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,10468,geo,IN
12,G00020470,NA,W 133,NA,NA,NA,NA,NA,NA,10470,geo,IN
12,G00000465,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,10471,geo,IN
12,G00020472,NA,W 133,NA,NA,NA,NA,NA,NA,10472,geo,IN
12,G00000985,SAINT NICHOLAS AVE,NA,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,10473,geo,IN
12,G00020474,NA,W 128,NA,NA,NA,NA,NA,NA,10474,geo,IN
12,G00002408,SAINT NICHOLAS AVE,NA,SAINT NICHOLAS AVE,NA,NA,NA,NA,NA,10475,geo,IN
12,G00020476,NA,W 128,NA,NA,NA,NA,NA,NA,10476,geo,IN
12,G00003820,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,10477,geo,IN
12,G00020478,NA,W 128,NA,NA,NA,NA,NA,NA,10478,geo,IN
12,G00005073,AMSTERDAM AVE,10 AVE,AMSTERDAM AVE,NA,NA,NA,NA,NA,10479,geo,IN
12,G00006788,OLD BROADWAY,NA,OLD BROADWAY,NA,NA,NA,NA,NA,10481,geo,IN
12,G00020482,NA,W 131,NA,NA,NA,NA,NA,NA,10482,geo,IN
12,G00020483,NA,W 131,NA,NA,NA,NA,NA,NA,10483,geo,IN
12,G00006793,OLD BROADWAY,NA,OLD BROADWAY,NA,NA,NA,NA,NA,10484,geo,IN
12,G00020485,NA,SCHEREGLIN,NA,NA,NA,NA,NA,NA,10485,geo,IN
12,G00020486,NA,W 129,NA,NA,NA,NA,NA,NA,10486,geo,IN
12,G00020487,NA,SCHEREGLIN,NA,NA,NA,NA,NA,NA,10487,geo,IN
12,G00006779,OLD BROADWAY,NA,OLD BROADWAY,NA,NA,NA,NA,NA,10489,geo,IN
12,G00020490,NA,W 129,NA,NA,NA,NA,NA,NA,10490,geo,IN
12,G00006785,OLD BROADWAY,NA,OLD BROADWAY,NA,NA,NA,NA,NA,10491,geo,IN
12,G00006781,W 126,NA,W 126,NA,NA,NA,NA,NA,10493,geo,IN
12,G00020494,NA,W 129,NA,NA,NA,NA,NA,NA,10494,geo,IN
12,G00001432,W 125,NA,W 125,NA,NA,NA,NA,NA,10496,geo,IN
12,G00020497,NA,W 129,NA,NA,NA,NA,NA,NA,10497,geo,IN
12,G00020499,NA,W 129,NA,NA,NA,NA,NA,NA,10499,geo,IN
12,G00004458,W 125,NA,W 125,NA,NA,NA,NA,NA,10500,geo,IN
12,G00020501,NA,12 AVE,NA,NA,NA,NA,NA,NA,10501,geo,IN
12,G00020502,NA,W 128,NA,NA,NA,NA,NA,NA,10502,geo,IN
12,G00020503,NA,W 128,NA,NA,NA,NA,NA,NA,10503,geo,IN
12,G00020504,NA,12 AVE,NA,NA,NA,NA,NA,NA,10504,geo,IN
12,G00020505,NA,11 AVE,NA,NA,NA,NA,NA,NA,10505,geo,IN
12,G00020506,NA,W 127,NA,NA,NA,NA,NA,NA,10506,geo,IN
12,G00020507,NA,11 AVE,NA,NA,NA,NA,NA,NA,10507,geo,IN
12,G00020508,NA,W 127,NA,NA,NA,NA,NA,NA,10508,geo,IN
6,G00020529,NA,CHAMBERS,NA,NA,22,66,21,67,10529,geo,IN
9,G00004367,COMMERCE,NA,COMMERCE,NA,2,28,1,27,10531,geo,IN
9,G00003053,BLEECKER,NA,BLEECKER,NA,264,272,263,271,10532,geo,IN
9,G00003053A,BLEECKER,NA,BLEECKER,NA,274,280,273,279,10533,geo,IN
4,G00020535,NA,FRANKFORT,NA,NA,62,76,61,75,10535,geo,IN
4,G00020536,NA,CLIFF,NA,NA,73,101,74,102,10536,geo,IN
4,G00020537,NA,CLIFF,NA,NA,103,107,104,108,10537,geo,IN
9,G00020557,NA,NA,NA,NA,NA,NA,537,542,10557,geo,EO
6,G00020558,NA,MANHATTAN PL,NA,NA,2,20,1,19,10558,geo,IN
1,G00020566,NA,TRINITY PL,NA,NA,1,3,2,4,10567,geo,IN
1,G00020567,NA,TRINITY PL,NA,NA,5,11,6,12,10568,geo,IN
1,G00020568,NA,TRINITY PL,NA,NA,13,47,14,48,10569,geo,IN
1,G00020569,NA,TRINITY PL,NA,NA,49,65,50,68,10570,geo,IN
1,G00020570,NA,NA,NA,NA,67,75,70,78,10571,geo,IN
11,G00020572,NA,HOUSTON,NA,NA,20,38,19,45,10573,geo,IN
11,G00020574,NA,HOUSTON,NA,NA,40,64,47,65,10575,geo,IN
11,G00020575,NA,HOUSTON,NA,NA,66,80,NA,NA,10576,geo,IN
11,G00020576,NA,HOUSTON,NA,NA,82,106,NA,NA,10577,geo,IN
11,G00020577,NA,HOUSTON,NA,NA,108,128,103,125,10578,geo,IN
11,G00020578,NA,HOUSTON,NA,NA,130,150,127,149,10579,geo,IN
11,G00020579,NA,HOUSTON,NA,NA,152,178,151,177,10580,geo,IN
11,G00020580,NA,HOUSTON,NA,NA,180,196,179,195,10581,geo,IN
11,G00020581,NA,HOUSTON,NA,NA,198,216,197,221,10582,geo,IN
11,G00020582,NA,HOUSTON,NA,NA,218,240,223,239,10583,geo,IN
17,G00020583,NA,HOUSTON,NA,NA,242,262,241,261,10584,geo,IN
17,G00020584,NA,HOUSTON,NA,NA,264,284,NA,NA,10585,geo,IN
17,G00020585,NA,HOUSTON,NA,NA,286,306,NA,NA,10586,geo,IN
17,G00020586,NA,HOUSTON,NA,NA,308,336,307,335,10587,geo,IN
17,G00020587,NA,HOUSTON,NA,NA,338,358,337,357,10588,geo,IN
17,G00020588,NA,HOUSTON,NA,NA,360,372,359,371,10589,geo,IN
17,G00020589,NA,HOUSTON,NA,NA,374,392,373,391,10590,geo,IN
17,G00020590,NA,HOUSTON,NA,NA,394,418,393,425,10591,geo,IN
17,G00020591,NA,HOUSTON,NA,NA,420,444,427,439,10592,geo,IN
17,G00020592,NA,HOUSTON,NA,NA,446,472,441,469,10593,geo,IN
14,G00020597,NA,CROSBY,NA,NA,128,144,127,143,10598,geo,IN
15,G00020598,NA,CROSBY,NA,NA,146,170,145,169,10599,geo,IN
8,G00020604,NA,CONGRESS,NA,SMITH,3,5,NA,NA,10608,geo,IN
8,G00020605,NA,CONGRESS PL,NA,NA,NA,NA,1,7,10609,geo,IN
8,G00020606,NA,CONGRESS,NA,SMITH,1,2,NA,NA,10610,geo,EO
4,G00020607,NA,E BROADWAY,NA,NA,2,6,5,15,10611,geo,IN
4,G00020608,NA,CHATAM SQ,NA,NA,1,8,NA,NA,10612,geo,EO
9,G00020611,NA,WEST,NA,NA,NA,NA,520,536,10616,geo,IN
12,G00020613,NA,NA,NA,NA,NA,NA,NA,NA,10618,geo,IN
12,G00020614,NA,158,NA,NA,NA,NA,NA,NA,10619,geo,IN
12,G00020615,NA,174,NA,NA,NA,NA,NA,NA,10620,geo,IN
12,G00020617,NA,12 AVE,NA,NA,NA,NA,NA,NA,10621,geo,IN
12,G00020618,NA,12 AVE,NA,NA,NA,NA,NA,NA,10622,geo,IN
12,G00020619,NA,174,NA,NA,NA,NA,NA,NA,10623,geo,IN
12,G00020620,NA,127,NA,NA,NA,NA,NA,NA,10624,geo,IN
12,G00020621,NA,145,NA,NA,NA,NA,NA,NA,10625,geo,IN
12,G00020622,NA,174,NA,NA,NA,NA,NA,NA,10626,geo,IN
12,G00020312,NA,KINGS BRG RD,NA,NA,NA,NA,NA,NA,10628,geo,IN
12,G00020623,NA,10 AVE,NA,NA,NA,NA,NA,NA,10629,geo,IN
12,G00020624,NA,10 AVE,NA,NA,NA,NA,NA,NA,10630,geo,IN
12,G00020312A,NA,KINGS BRG RD,NA,NA,NA,NA,NA,NA,10631,geo,IN
6,G00020627,NA,ORANGE,NA,NA,2,26,1,27,10636,geo,IN
6,G00020628,NA,MULBERRY,NA,NA,1,29,2,28,10637,geo,IN
19,G00020629,NA,67,NA,NA,NA,NA,NA,NA,10638,geo,IN
7,G00010004,NA,BAYARD,NA,NA,74,80,NA,NA,4,geo,IN
10,G00010008,NA,DIVISION,NA,NA,46,68,37,61,8,geo,IN
10,G00010011,NA,DIVISION,NA,NA,162,180,153,171,11,geo,IN
13,G00010012,NA,DIVISION,NA,NA,182,192,171,179,12,geo,WN
10,G00010013,NA,NORFOLK,NA,NA,1,13,2,14,13,geo,IN
6,G00010018,NA,CHATHAM,NA,NA,NA,NA,35,41,18,geo,IN
6,G00010019,NA,CHATHAM,NA,NA,2,48,1,37,19,geo,WN
3,G00010035,NA,NA,NA,NA,239,249,NA,NA,35,geo,IN
9,G00010047,NA,NA,NA,NA,NA,NA,NA,NA,47,geo,IN
19,G00010117,E 40,NA,E 40,NA,NA,NA,NA,NA,117,geo,IN
10,G00010142,NA,NORFOLK,NA,NA,59,81,58,80,142,geo,IN
14,G00010163,NA,NA,NA,NA,150,180,149,181,163,geo,IN
14,G00010164,NA,NA,NA,NA,182,188,183,187,164,geo,IN
12,G00010193,NA,NA,NA,NA,NA,NA,NA,NA,193,geo,IN
15,G00000012,4 AVE,NA,4 AVE,NA,74,90,75,91,278,geo,IN
11,G00000089,RIVINGTON,NA,RIVINGTON,NA,268,288,269,289,353,geo,IN
6,G00000121,PARK ROW,CHATHAM,PARK ROW,NA,64,108,69,119,384,geo,WN
9,G00000171,6 AVE,NA,6 AVE,NA,107,131,114,130,433,geo,IN
1,G00000222,LIBERTY,NA,LIBERTY,NA,58,78,59,77,483,geo,IN
17,G00000224,AVE B,NA,AVE B,NA,36,50,37,53,485,geo,IN
8,G00000256,W HOUSTON,NA,W HOUSTON,NA,660,684,659,683,517,geo,IN
16,G00000328,6 AVE,NA,6 AVE,NA,307,319,308,324,587,geo,IN
5,G00000353,BROADWAY,NA,BROADWAY,NA,335,343,336,344,611,geo,IN
16,G00000403,6 AVE,NA,6 AVE,NA,601,615,596,610,659,geo,IN
18,G00000407,E 14,NA,E 14,NA,197,239,196,238,663,geo,IN
15,G00000410,W 14,NA,W 14,NA,2,64,1,63,666,geo,IN
10,G00000444,DIVISION,NA,DIVISION,NA,106,114,101,107,698,geo,IN
8,G00000453,W HOUSTON,HAMMERSLEY,W HOUSTON,NA,112,124,111,125,706,geo,IN
17,G00000472,RIVINGTON,NA,RIVINGTON,NA,128,136,129,145,725,geo,IN
19,G00000474,E 40,NA,E 40,NA,123,169,130,174,727,geo,IN
13,G00000581,GRAND,NA,GRAND,NA,558,566,563,567,830,geo,IN
16,G00000585,6 AVE,NA,6 AVE,NA,357,373,358,374,834,geo,IN
5,G00000589,WATTS,NA,WATTS,NA,NA,NA,NA,NA,838,geo,IN
3,G00000610,BROADWAY,NA,BROADWAY,NA,193,207,194,210,859,geo,IN
3,G00000644,BROADWAY,NA,BROADWAY,NA,273,287,272,288,893,geo,IN
16,G00000701,6 AVE,NA,6 AVE,NA,289,305,288,306,945,geo,IN
7,G00000710,CANAL,NA,CANAL,NA,146,152,NA,NA,953,geo,IN
15,G00000750,4 AVE,NA,4 AVE,NA,110,134,111,129,993,geo,IN
5,G00000845,CANAL,NA,CANAL,NA,219,231,240,258,1086,geo,WN
3,G00000859,BROADWAY,NA,BROADWAY,NA,250,260,NA,NA,1099,geo,IN
6,G00000863,CANAL,NA,CANAL,NA,1,13,2,14,1103,geo,IN
16,G00000872,6 AVE,NA,6 AVE,NA,339,355,340,356,1110,geo,IN
2,G00000899,MAIDEN LN,NA,MAIDEN LN,NA,151,169,148,168,1136,geo,IN
15,G00000930,4 AVE,NA,4 AVE,NA,56,72,57,73,1166,geo,IN
9,G00001040,6 AVE,NA,6 AVE,NA,77,99,76,94,1276,geo,IN
5,G00001045,CANAL,NA,CANAL,NA,153,159,162,174,1281,geo,WN
3,G00001064,READE,NA,READE,NA,NA,NA,114,120,1300,geo,IN
5,G00001078,CANAL,NA,CANAL,NA,135,151,144,160,1314,geo,IN
15,G00001086,CARMINE,NA,CARMINE,NA,2,16,1,15,1322,geo,IN
9,G00001103,6 AVE,NA,6 AVE,NA,171,187,170,188,1338,geo,IN
16,G00001151,W 40,NA,W 40,NA,100,118,107,119,1384,geo,IN
6,G00001168,PARK ROW,CHATHAM,PARK ROW,NA,NA,NA,1,34,1401,geo,EO
18,G00001183,E 14,NA,E 14,NA,NA,NA,54,64,1415,geo,IN
3,G00001216,BROADWAY,NA,BROADWAY,NA,191,191,190,192,1448,geo,IN
5,G00001265,BROADWAY,NA,BROADWAY,NA,319,333,320,334,1496,geo,IN
