Name,Full_Name,Name1850,AltName,Left_Low,Left_High,Right_Low,Right_High,Ward_Right,Ward_Left,ObjectID,JoinId
NA,NA,NA,8,NA,NA,NA,NA,12687,NA,7 AVE,8
NA,NA,NA,6,NA,NA,NA,NA,12688,NA,CONGRESS,6
NA,NA,NA,8,NA,NA,NA,NA,12689,NA,GARFIELD PL,8
NA,NA,NA,7,NA,NA,NA,NA,12696,NA,PARK AVE,7
NA,NA,NA,8,NA,NA,NA,NA,12700,NA,2 AVE,8
NA,NA,NA,7,NA,NA,NA,NA,12703,NA,ELLERY,7
NA,NA,NA,11,NA,NA,NA,NA,12713,NA,CARLTON AVE,11
NA,NA,NA,7,NA,NA,NA,NA,12722,NA,MYRTLE AVE,7
NA,NA,NA,8,NA,NA,NA,NA,12738,NA,8 AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,12742,NA,S 2,NA
NA,NA,NA,NA,NA,NA,NA,NA,12751,NA,GLENMORE AVE,NA
NA,NA,NA,8,NA,NA,NA,NA,12753,NA,3 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,12760,NA,3 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,12763,NA,2 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,12764,NA,BUFFALO AVE,9
NA,NA,NA,8,NA,NA,NA,NA,12769,NA,5 AVE,8
NA,NA,NA,7,NA,NA,NA,NA,12772,NA,NA,7
NA,NA,NA,NA,NA,NA,NA,NA,12774,NA,S 6,NA
NA,REED AVE,NA,9,NA,NA,NA,NA,12776,NA,MALCOLM X BLVD,9
NA,NA,NA,NA,NA,NA,NA,NA,12777,NA,GLENMORE AVE,NA
NA,NA,NA,11,NA,NA,NA,NA,12778,NA,S ELLIOTT PL,11
NA,NA,NA,6,NA,NA,NA,NA,12779,NA,CARROLL,6
NA,NA,NA,8,NA,NA,NA,NA,12783,NA,4 AVE,8
NA,NA,NA,3,NA,NA,NA,NA,12784,NA,PROSPECT,2
NA,NA,NA,NA,NA,NA,NA,NA,12787,NA,RODNEY,NA
NA,NA,NA,7,NA,NA,NA,NA,12792,NA,BEDFORD AVE,7
NA,NA,NA,11,NA,NA,NA,NA,12793,NA,LAFAYETTE AVE,11
NA,NA,NA,7,NA,NA,NA,NA,12794,NA,BROADWAY,NA
NA,NA,NA,9,NA,NA,NA,NA,12801,NA,MACON,9
NA,NA,NA,9,NA,NA,NA,NA,12803,NA,QUINCY,9
NA,NA,NA,6,NA,NA,NA,NA,12806,NA,COLUMBIA,6
NA,NA,NA,9,NA,NA,NA,NA,12809,NA,MARCY AVE,9
NA,NA,NA,9,NA,NA,NA,NA,12815,NA,CROWN,9
NA,NA,NA,6,NA,NA,NA,NA,12818,NA,FERRIS,6
NA,NA,NA,8,NA,NA,NA,NA,12819,NA,6 AVE,8
NA,NA,NA,10,NA,NA,NA,NA,12822,NA,NEVINS,10
NA,NA,NA,9,NA,NA,NA,NA,12824,NA,CARROLL,9
NA,NA,NA,8,NA,NA,NA,NA,12835,NA,2 AVE,8
NA,NA,NA,7,NA,NA,NA,NA,12841,NA,FLUSHING AVE,7
NA,NA,NA,6,NA,NA,NA,NA,12843,NA,CONOVER,6
NA,NA,NA,9,NA,NA,NA,NA,12847,NA,MADISON,9
NA,NA,NA,8,NA,NA,NA,NA,12859,NA,1 AVE,8
NA,NA,NA,10,NA,NA,NA,NA,12861,NA,4 AVE,10
NA,NA,NA,8,NA,NA,NA,NA,12865,NA,48,8
NA,NA,NA,11,NA,NA,NA,NA,12869,NA,WASHINGTON AVE,7
NA,NA,NA,7,NA,NA,NA,NA,12871,NA,GREENE AVE,7
NA,NA,NA,4,NA,NA,NA,NA,12886,NA,JAY,4
NA,NA,NA,6,NA,NA,NA,NA,12888,NA,DE GRAW,6
NA,NA,NA,11,NA,NA,NA,NA,12889,NA,FLUSHING AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,12896,NA,NA,9
NA,NA,NA,9,NA,NA,NA,NA,12897,NA,MARCY AVE,9
NA,NA,NA,9,NA,NA,NA,NA,12901,NA,UNDERHILL AVE,9
NA,NA,NA,9,NA,NA,NA,NA,12903,NA,PARK PL,9
NA,MORRELL,NA,NA,NA,NA,NA,NA,12907,NA,BUSHWICK AVE,NA
NA,NA,NA,8,NA,NA,NA,NA,12909,NA,13,8
NA,NA,NA,8,NA,NA,NA,NA,12912,NA,56,8
NA,NA,NA,8,NA,NA,NA,NA,12914,NA,4 AVE,8
NA,NA,NA,11,NA,NA,NA,NA,12915,NA,CARLTON AVE,11
NA,NA,NA,9,NA,NA,NA,NA,12917,NA,MACON,9
NA,REED AVE,NA,9,NA,NA,NA,NA,12919,NA,MALCOLM X BLVD,9
NA,NA,NA,8,NA,NA,NA,NA,12934,NA,13,8
NA,NA,NA,10,NA,NA,NA,NA,12935,NA,BUTLER,10
NA,NA,NA,8,NA,NA,NA,NA,12937,NA,57,8
NA,NA,NA,10,NA,NA,NA,NA,12938,NA,ATLANTIC AVE,10
NA,NA,NA,8,NA,NA,NA,NA,12951,NA,17,8
NA,NA,NA,9,NA,NA,NA,NA,12954,NA,ROGERS AVE,9
NA,NA,NA,9,NA,NA,NA,NA,12956,NA,HALSEY,9
NA,NA,NA,9,NA,NA,NA,NA,12960,NA,GREENE AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,12962,NA,MONTROSE AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,12973,NA,UNION,9
NA,NA,NA,9,NA,NA,NA,NA,12974,NA,UNDERHILL AVE,9
NA,NA,NA,9,NA,NA,NA,NA,12975,NA,HOWARD AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,12991,NA,S 8,NA
NA,NA,NA,9,NA,NA,NA,NA,12993,NA,PROSPECT PL,9
NA,NA,NA,NA,NA,NA,NA,NA,12996,NA,UNION AVE,NA
NA,NA,NA,6,NA,NA,NA,NA,13004,NA,VAN BRUNT,6
NA,NA,NA,NA,NA,NA,NA,NA,13010,NA,BERRY,NA
NA,HICKORY,NA,9,NA,NA,NA,NA,13023,NA,LEXINGTON AVE,9
NA,NA,NA,7,NA,NA,NA,NA,13025,NA,MARCY AVE,7
NA,NA,NA,NA,NA,NA,NA,NA,13028,NA,S 3,NA
NA,NA,NA,9,NA,NA,NA,NA,13030,NA,GARVEY BLVD,9
NA,NA,NA,3,NA,NA,NA,NA,13039,NA,CLARK,3
NA,NA,NA,6,NA,NA,NA,NA,13053,NA,HENRY,6
NA,NA,NA,8,NA,NA,NA,NA,13055,NA,7 AVE,8
NA,NA,NA,6,NA,NA,NA,NA,13060,NA,UNION,6
NA,NA,NA,9,NA,NA,NA,NA,13062,NA,GARVEY BLVD,9
NA,NA,NA,9,NA,NA,NA,NA,13065,NA,STUYVESANT AVE,9
NA,NA,NA,9,NA,NA,NA,NA,13067,NA,STERLING PL,9
NA,NA,NA,10,NA,NA,NA,NA,13068,NA,DE GRAW,10
NA,NA,NA,8,NA,NA,NA,NA,13069,NA,55,8
NA,NA,NA,9,NA,NA,NA,NA,13070,NA,RALPH AVE,9
NA,NA,NA,11,NA,NA,NA,NA,13071,NA,S PORTLAND AVE,11
NA,NA,NA,9,NA,NA,NA,NA,13083,NA,PATCHEN AVE,9
NA,NA,NA,1,NA,NA,NA,NA,13088,NA,COLUMBIA HTS,1
NA,NA,NA,6,NA,NA,NA,NA,13089,NA,VANDYKE,6
NA,NA,NA,10,NA,NA,NA,NA,13095,NA,CARROLL,10
NA,NA,NA,8,NA,NA,NA,NA,13101,NA,8 AVE,8
NA,NA,NA,11,NA,NA,NA,NA,13103,NA,WAVERLY AVE,11
NA,NA,NA,9,NA,NA,NA,NA,13109,NA,STUYVESANT AVE,9
NA,NA,NA,9,NA,NA,NA,NA,13111,NA,WASHINGTON AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,13114,NA,LEONARD,NA
NA,NA,NA,9,NA,NA,NA,NA,13118,NA,RALPH AVE,9
NA,NA,NA,8,NA,NA,NA,NA,13124,NA,12,8
NA,NA,NA,8,NA,NA,NA,NA,13127,NA,2,8
NA,NA,NA,11,NA,NA,NA,NA,13128,NA,VANDERBILT AVE,11
NA,NA,NA,3,NA,NA,NA,NA,13129,NA,SCHERMERHORN,3
NA,NA,NA,8,NA,NA,NA,NA,13136,NA,UNION,8
NA,NA,NA,8,NA,NA,NA,NA,13140,NA,6 AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,13143,NA,MAUJER,NA
NA,NA,NA,4,NA,NA,NA,NA,13149,NA,JOHNSON,4
NA,NA,NA,11,NA,NA,NA,NA,13153,NA,WAVERLY AVE,11
NA,NA,NA,2,NA,NA,NA,NA,13157,NA,YORK,2
NA,NA,NA,10,NA,NA,NA,NA,13163,NA,5 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,13164,NA,8,8
NA,NA,NA,NA,NA,NA,NA,NA,13170,NA,GRAHAM AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,13175,NA,ALBANY AVE,9
NA,NA,NA,10,NA,NA,NA,NA,13177,NA,WYCKOFF,10
NA,NA,NA,NA,NA,NA,NA,NA,13179,NA,BOERUM,NA
NA,NA,NA,11,NA,NA,NA,NA,13185,NA,WASHINGTON AVE,7
NA,NA,NA,8,NA,NA,NA,NA,13188,NA,33,8
NA,NA,NA,7,NA,NA,NA,NA,13189,NA,JAMESS PL,7
NA,NA,NA,8,NA,NA,NA,NA,13196,NA,3,8
NA,NA,NA,NA,NA,NA,NA,NA,13199,NA,VARET,NA
NA,NA,NA,7,NA,NA,NA,NA,13202,NA,BEDFORD AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,13205,NA,BUSHWICK AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,13206,NA,VAN BUREN,9
NA,NA,NA,NA,NA,NA,NA,NA,13207,NA,S 5,NA
NA,NA,NA,9,NA,NA,NA,NA,13216,NA,MARCY AVE,9
NA,NA,NA,7,NA,NA,NA,NA,13221,NA,LAFAYETTE AVE,7
NA,NA,NA,1,NA,NA,NA,NA,13237,NA,STATE,1
NA,NA,NA,5,NA,NA,NA,NA,13243,NA,JOHN,5
NA,NA,NA,8,NA,NA,NA,NA,13245,NA,23,8
NA,NA,NA,9,NA,NA,NA,NA,13256,NA,SARATOGA AVE,9
NA,NA,NA,6,NA,NA,NA,NA,13259,NA,BUSH,6
NA,NA,NA,9,NA,NA,NA,NA,13261,NA,HOWARD AVE,9
NA,NA,NA,9,NA,NA,NA,NA,13262,NA,HART,9
NA,NA,NA,7,NA,NA,NA,NA,13263,NA,BEDFORD AVE,7
NA,NA,NA,NA,NA,NA,NA,NA,13264,NA,TEN EYCK WALK,NA
NA,NA,NA,9,NA,NA,NA,NA,13266,NA,CARROLL,9
NA,NA,NA,6,NA,NA,NA,NA,13267,NA,DE GRAW,6
NA,NA,NA,9,NA,NA,NA,NA,13270,NA,RALPH AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,13272,NA,GRAHAM AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,13274,NA,NA,9
NA,NA,NA,NA,NA,NA,NA,NA,13276,NA,SKILLMAN AVE,NA
NA,NA,NA,7,NA,NA,NA,NA,13277,NA,HEYWARD,7
NA,NA,NA,9,NA,NA,NA,NA,13278,NA,NOSTRAND AVE,9
NA,NA,NA,6,NA,NA,NA,NA,13280,NA,FERRIS,6
NA,NA,NA,NA,NA,NA,NA,NA,13287,NA,MESEROLE,NA
NA,SCHUYLER,NA,9,NA,NA,NA,NA,13289,NA,ATLANTIC AVE,9
NA,BRAXTON,NA,8,NA,NA,NA,NA,13294,NA,WINDSOR PL,8
NA,NA,NA,6,NA,NA,NA,NA,13296,NA,HENRY,6
NA,NA,NA,9,NA,NA,NA,NA,13299,NA,PROSPECT PL,9
NA,NA,NA,8,NA,NA,NA,NA,13302,NA,4 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,13306,NA,5 AVE,8
NA,NA,NA,4,NA,NA,NA,NA,13307,NA,LAWRENCE,4
NA,NA,NA,9,NA,NA,NA,NA,13311,NA,CHAUNCEY,9
NA,NA,NA,8,NA,NA,NA,NA,13317,NA,6,8
NA,NA,NA,6,NA,NA,NA,NA,13323,NA,CHEEVER PL,6
NA,NA,NA,8,NA,NA,NA,NA,13331,NA,6 AVE,8
NA,NA,NA,7,NA,NA,NA,NA,13333,NA,SANDFORD,7
NA,NA,NA,NA,NA,NA,NA,NA,13336,NA,STAGG,NA
NA,NA,NA,9,NA,NA,NA,NA,13343,NA,CHAUNCEY,9
NA,NA,NA,NA,NA,NA,NA,NA,13345,NA,LEONARD,NA
NA,NA,NA,8,NA,NA,NA,NA,13352,NA,4 AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,13353,NA,BROADWAY,NA
NA,NA,NA,9,NA,NA,NA,NA,13356,NA,NA,9
NA,NA,NA,7,NA,NA,NA,NA,13361,NA,WILLOUGHBY AVE,7
NA,NA,NA,9,NA,NA,NA,NA,13365,NA,TROY AVE,9
NA,NA,NA,10,NA,NA,NA,NA,13371,NA,SACKETT,10
NA,NA,NA,9,NA,NA,NA,NA,13373,NA,SARATOGA AVE,9
NA,NA,NA,7,NA,NA,NA,NA,13377,NA,RUTLEDGE AVE,7
NA,NA,NA,NA,NA,NA,NA,NA,13385,NA,GLENMORE AVE,NA
NA,NA,NA,8,NA,NA,NA,NA,13388,NA,6 AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,13390,NA,HAVEMEYER,NA
NA,NA,NA,7,NA,NA,NA,NA,13394,NA,BEDFORD AVE,9
NA,NA,NA,8,NA,NA,NA,NA,13396,NA,7 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,13399,NA,NOSTRAND AVE,9
NA,NA,NA,8,NA,NA,NA,NA,13400,NA,46,8
NA,NA,NA,NA,NA,NA,NA,NA,13408,NA,GRAHAM AVE,NA
NA,NA,NA,8,NA,NA,NA,NA,13412,NA,15,8
NA,NA,NA,6,NA,NA,NA,NA,13413,NA,VERONA,6
NA,NA,NA,11,NA,NA,NA,NA,13418,NA,DE KALB AVE,11
NA,NA,NA,NA,NA,NA,NA,NA,13431,NA,S 4,NA
NA,NA,NA,10,NA,NA,NA,NA,13432,NA,BOND,10
NA,NA,NA,NA,NA,NA,NA,NA,13433,NA,METROPOLITAN AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,13436,NA,JEFFERSON AVE,9
NA,MARSHALL,NA,NA,NA,NA,NA,NA,13439,NA,SEIGEL,NA
NA,NA,NA,8,NA,NA,NA,NA,13447,NA,1 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,13450,NA,6 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,13452,NA,MACON,9
NA,NA,NA,NA,NA,NA,NA,NA,13453,NA,TEN EYCK WALK,NA
NA,NA,NA,3,NA,NA,NA,NA,13454,NA,SIDNEY PL,3
NA,NA,NA,9,NA,NA,NA,NA,13457,NA,PARK PL,9
NA,MARSHALL,NA,NA,NA,NA,NA,NA,13459,NA,SEIGEL,NA
NA,NA,NA,9,NA,NA,NA,NA,13460,NA,CROWN,9
NA,NA,NA,6,NA,NA,NA,NA,13473,NA,COLUMBIA,6
NA,HICKORY,NA,9,NA,NA,NA,NA,13477,NA,LEXINGTON AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,13478,NA,N 11,NA
NA,NA,NA,2,NA,NA,NA,NA,13479,NA,FRONT,2
NA,NA,NA,NA,NA,NA,NA,NA,13487,NA,18 AVE,NA
NA,NA,NA,NA,NA,NA,NA,NA,13489,NA,GRAND,NA
NA,NA,NA,8,NA,NA,NA,NA,13490,NA,5 AVE,8
NA,NA,NA,10,NA,NA,NA,NA,13496,NA,FLATBUSH AVE,11
NA,NA,NA,10,NA,NA,NA,NA,13499,NA,BOND,10
NA,NA,NA,8,NA,NA,NA,NA,13508,NA,10 AVE,8
NA,NA,NA,7,NA,NA,NA,NA,13511,NA,DE KALB AVE,7
NA,NA,NA,2,NA,NA,NA,NA,13513,NA,PROSPECT,2
NA,NA,NA,3,NA,NA,NA,NA,13519,NA,SCHERMERHORN,3
NA,NA,NA,9,NA,NA,NA,NA,13526,NA,LEWIS AVE,9
NA,NA,NA,10,NA,NA,NA,NA,13527,NA,BUTLER,10
NA,NA,NA,9,NA,NA,NA,NA,13528,NA,KOSCIUSZKO,9
NA,NA,NA,3,NA,NA,NA,NA,13550,NA,HENRY,3
NA,NA,NA,9,NA,NA,NA,NA,13551,NA,SAINT MARKS AVE,9
NA,NA,NA,8,NA,NA,NA,NA,13555,NA,49,8
NA,NA,NA,5,NA,NA,NA,NA,13556,NA,WATER,5
NA,NA,NA,8,NA,NA,NA,NA,13559,NA,17,8
NA,NA,NA,8,NA,NA,NA,NA,13564,NA,4 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,13566,NA,6 AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,13572,NA,BERRY,NA
NA,NA,NA,NA,NA,NA,NA,NA,13574,NA,KENT AVE,NA
NA,NA,NA,8,NA,NA,NA,NA,13576,NA,2 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,13579,NA,MALBONE,9
NA,NA,NA,4,NA,NA,NA,NA,13582,NA,BRG,5
NA,NA,NA,10,NA,NA,NA,NA,13599,NA,3 AVE,10
NA,NA,NA,8,NA,NA,NA,NA,13606,NA,1 AVE,8
NA,NA,NA,6,NA,NA,NA,NA,13610,NA,CT,10
NA,NA,NA,6,NA,NA,NA,NA,13614,NA,FERRIS,6
NA,NA,NA,8,NA,NA,NA,NA,13618,NA,45,8
NA,NA,NA,8,NA,NA,NA,NA,13620,NA,2 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,13623,NA,LINCOLN PL,8
NA,NA,NA,8,NA,NA,NA,NA,13634,NA,8 AVE,8
NA,NA,NA,6,NA,NA,NA,NA,13643,NA,HICKS,6
NA,NA,NA,10,NA,NA,NA,NA,13646,NA,LIVINGSTON,10
NA,NA,NA,7,NA,NA,NA,NA,13648,NA,RYERSON WALK,7
NA,NA,NA,11,NA,NA,NA,NA,13650,NA,MYRTLE AVE,11
NA,NA,NA,5,NA,NA,NA,NA,13651,NA,NAVY,11
NA,NA,NA,10,NA,NA,NA,NA,13652,NA,SMITH,10
NA,NA,NA,10,NA,NA,NA,NA,13656,NA,DEAN,10
NA,NA,NA,8,NA,NA,NA,NA,13661,NA,10 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,13666,NA,LAFAYETTE AVE,9
NA,NA,NA,7,NA,NA,NA,NA,13673,NA,LYNCH,7
NA,MORRELL,NA,NA,NA,NA,NA,NA,13674,NA,BUSHWICK AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,13677,NA,THROOP AVE,9
NA,NA,NA,10,NA,NA,NA,NA,13682,NA,BOND,10
NA,NA,NA,9,NA,NA,NA,NA,13687,NA,PRESIDENT,9
NA,NA,NA,11,NA,NA,NA,NA,13689,NA,CLINTON AVE,11
NA,NA,NA,8,NA,NA,NA,NA,13690,NA,41,8
NA,NA,NA,6,NA,NA,NA,NA,13691,NA,PRESIDENT,6
NA,NA,NA,NA,NA,NA,NA,NA,13692,NA,WYTHE AVE,NA
NA,NA,NA,8,NA,NA,NA,NA,13699,NA,4 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,13704,NA,DEAN,9
NA,NA,NA,NA,NA,NA,NA,NA,13707,NA,FORT HAMILTN PKWY,NA
NA,NA,NA,9,NA,NA,NA,NA,13708,NA,BAINBRIDGE,9
NA,NA,NA,9,NA,NA,NA,NA,13709,NA,HOWARD AVE,9
NA,NA,NA,10,NA,NA,NA,NA,13713,NA,UNION,10
NA,NA,NA,7,NA,NA,NA,NA,13725,NA,LORIMER,7
NA,NA,NA,6,NA,NA,NA,NA,13726,NA,WOLCOTT,6
NA,NA,NA,6,NA,NA,NA,NA,13729,NA,RICHARD,6
NA,NA,NA,8,NA,NA,NA,NA,13730,NA,FLATBUSH AVE,8
NA,NA,NA,8,NA,NA,NA,NA,13732,NA,5 AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,13739,NA,MANHATTAN AVE,NA
NA,NA,NA,3,NA,NA,NA,NA,13743,NA,STATE,3
NA,NA,NA,10,NA,NA,NA,NA,13748,NA,NEVINS,10
NA,NA,NA,6,NA,NA,NA,NA,13749,NA,DE GRAW,6
NA,NA,NA,9,NA,NA,NA,NA,13752,NA,PARK PL,9
NA,NA,NA,7,NA,NA,NA,NA,13754,NA,BARTLETT,7
NA,NA,NA,6,NA,NA,NA,NA,13755,NA,HUNTINGTON,6
NA,NA,NA,6,NA,NA,NA,NA,13759,NA,VAN BRUNT,6
NA,NA,NA,11,NA,NA,NA,NA,13761,NA,JOHNSON,5
NA,NA,NA,6,NA,NA,NA,NA,13764,NA,BUSH,6
NA,NA,NA,9,NA,NA,NA,NA,13768,NA,NOSTRAND AVE,9
NA,NA,NA,9,NA,NA,NA,NA,13772,NA,SARATOGA AVE,9
NA,NA,NA,9,NA,NA,NA,NA,13773,NA,SCHNECTADY AVE,9
NA,NA,NA,4,NA,NA,NA,NA,13777,NA,SAND,2
NA,NA,NA,NA,NA,NA,NA,NA,13781,NA,UNION AVE,NA
NA,NA,NA,8,NA,NA,NA,NA,13782,NA,15,8
NA,NA,NA,NA,NA,NA,NA,NA,13787,NA,KENT AVE,NA
NA,NA,NA,11,NA,NA,NA,NA,13799,NA,VANDERBILT AVE,11
NA,NA,NA,9,NA,NA,NA,NA,13800,NA,WILLOUGHBY AVE,9
NA,NA,NA,11,NA,NA,NA,NA,13808,NA,DE KALB AVE,11
NA,NA,NA,9,NA,NA,NA,NA,13814,NA,ROCHESTER AVE,9
NA,NA,NA,1,NA,NA,NA,NA,13816,NA,HICKS,3
NA,NA,NA,NA,NA,NA,NA,NA,13819,NA,S 2,NA
NA,BRAXTON,NA,8,NA,NA,NA,NA,13826,NA,WINDSOR PL,8
NA,NA,NA,10,NA,NA,NA,NA,13828,NA,SMITH,10
NA,NA,NA,NA,NA,NA,NA,NA,13829,NA,MESEROLE,NA
NA,NA,NA,6,NA,NA,NA,NA,13830,NA,W 9,6
NA,NA,NA,8,NA,NA,NA,NA,13832,NA,WINDSOR PL,8
NA,NA,NA,9,NA,NA,NA,NA,13834,NA,GATES AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,13836,NA,LORIMER,NA
NA,NA,NA,8,NA,NA,NA,NA,13849,NA,W PROSPECT,8
NA,NA,NA,8,NA,NA,NA,NA,13853,NA,7 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,13858,NA,RALPH AVE,9
NA,NA,NA,6,NA,NA,NA,NA,13859,NA,CONOVER,6
NA,NA,NA,NA,NA,NA,NA,NA,13860,NA,LORIMER,NA
NA,NA,NA,8,NA,NA,NA,NA,13862,NA,7 AVE,8
NA,NA,NA,5,NA,NA,NA,NA,13864,NA,HUDSON AVE,5
NA,NA,NA,7,NA,NA,NA,NA,13869,NA,DIVISION AVE,NA
NA,NA,NA,NA,NA,NA,NA,NA,13875,NA,97,NA
NA,NA,NA,NA,NA,NA,NA,NA,13880,NA,WYONA,NA
NA,NA,NA,6,NA,NA,NA,NA,13885,NA,VAN BRUNT,6
NA,NA,NA,NA,NA,NA,NA,NA,13893,NA,VERMONT,NA
NA,NA,NA,NA,NA,NA,NA,NA,13896,NA,ATLANTIC AVE,NA
NA,NA,NA,7,NA,NA,NA,NA,13900,NA,PARK AVE,7
NA,NA,NA,7,NA,NA,NA,NA,13901,NA,HARRISON AVE,7
NA,NA,NA,7,NA,NA,NA,NA,13903,NA,RUTLEDGE AVE,7
NA,NA,NA,10,NA,NA,NA,NA,13904,NA,DOUGLAS,10
NA,NA,NA,9,NA,NA,NA,NA,13908,NA,LAFAYETTE AVE,9
NA,NA,NA,8,NA,NA,NA,NA,13911,NA,6 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,13914,NA,MADISON,9
NA,NA,NA,8,NA,NA,NA,NA,13917,NA,51,8
NA,NA,NA,10,NA,NA,NA,NA,13920,NA,NEVINS,10
NA,NA,NA,8,NA,NA,NA,NA,13932,NA,CARLTON AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,13934,NA,95,NA
NA,NA,NA,11,NA,NA,NA,NA,13936,NA,CARLTON AVE,11
NA,BROOKLYN AVE,NA,9,NA,NA,NA,NA,13940,NA,BKLYN AVE,9
NA,NA,NA,8,NA,NA,NA,NA,13942,NA,10 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,13943,NA,DEAN,9
NA,NA,NA,10,NA,NA,NA,NA,13944,NA,SACKETT,10
NA,NA,NA,6,NA,NA,NA,NA,13947,NA,SUMMIT,6
NA,NA,NA,9,NA,NA,NA,NA,13952,NA,STERLING PL,9
NA,NA,NA,8,NA,NA,NA,NA,13963,NA,6 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,13964,NA,SAINT MARKS AVE,9
NA,NA,NA,9,NA,NA,NA,NA,13966,NA,TROY AVE,9
NA,NA,NA,9,NA,NA,NA,NA,13973,NA,GARVEY BLVD,9
NA,NA,NA,10,NA,NA,NA,NA,13975,NA,DE GRAW,10
NA,NA,NA,8,NA,NA,NA,NA,13977,NA,7 AVE,8
NA,NA,NA,6,NA,NA,NA,NA,13979,NA,SULLIVAN,6
NA,NA,NA,NA,NA,NA,NA,NA,13990,NA,BUSHWICK AVE,NA
NA,FLEET ALY,NA,2,NA,NA,NA,NA,13991,NA,FLEET ALY,2
NA,NA,NA,8,NA,NA,NA,NA,13994,NA,W PROSPECT,8
NA,NA,NA,11,NA,NA,NA,NA,13996,NA,WASHINGTON AVE,7
NA,NA,NA,NA,NA,NA,NA,NA,14000,NA,AINSLIE,NA
NA,NA,NA,NA,NA,NA,NA,NA,14010,NA,WYTHE AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,14016,NA,MARCY AVE,9
NA,NA,NA,11,NA,NA,NA,NA,14024,NA,CLINTON AVE,11
NA,NA,NA,NA,NA,NA,NA,NA,14027,NA,MONTROSE AVE,NA
NA,NA,NA,NA,NA,NA,NA,NA,14034,NA,MANHATTAN AVE,NA
NA,NA,NA,8,NA,NA,NA,NA,14036,NA,4 AVE,8
NA,NA,NA,7,NA,NA,NA,NA,14042,NA,DE KALB AVE,7
NA,NA,NA,7,NA,NA,NA,NA,14048,NA,FRANKLIN AVE,7
NA,NA,NA,2,NA,NA,NA,NA,14051,NA,BRG,5
NA,NA,NA,7,NA,NA,NA,NA,14053,NA,BROADWAY,NA
NA,BROOKLYN AVE,NA,9,NA,NA,NA,NA,14055,NA,BKLYN AVE,9
NA,NA,NA,9,NA,NA,NA,NA,14058,NA,THROOP AVE,9
NA,NA,NA,10,NA,NA,NA,NA,14060,NA,5 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,14068,NA,BERGEN,9
NA,NA,NA,4,NA,NA,NA,NA,14073,NA,JAY,4
NA,NA,NA,6,NA,NA,NA,NA,14078,NA,CONGRESS,6
NA,NA,NA,10,NA,NA,NA,NA,14082,NA,UNION,10
NA,NA,NA,1,NA,NA,NA,NA,14088,NA,HICKS,3
NA,NA,NA,7,NA,NA,NA,NA,14101,NA,HEWES,7
NA,NA,NA,7,NA,NA,NA,NA,14106,NA,MIDDLETON,7
NA,NA,NA,6,NA,NA,NA,NA,14111,NA,HENRY,6
NA,NA,NA,6,NA,NA,NA,NA,14124,NA,COLUMBIA,6
NA,NA,NA,7,NA,NA,NA,NA,14125,NA,KENT AVE,7
NA,NA,NA,9,NA,NA,NA,NA,14131,NA,PACIFIC,9
NA,NA,NA,NA,NA,NA,NA,NA,14135,NA,S 11,NA
NA,NA,NA,7,NA,NA,NA,NA,14136,NA,PENN,7
NA,NA,NA,7,NA,NA,NA,NA,14144,NA,MARCY AVE,7
