OBJECTID,GlobalID,JoinID,State,City,Borough,StreetModern,Valid 1850,GeoCheck 1850,ST Direction 1850,ST Name 1850,Left Low 1850,Left High 1850,Right Low 1850,Right High 1850,Issue 1850,Parity Left 1850,Parity Right 1850,ST Unopened 1850,ST Name Alt 1850,HNYC St Name 1850,JoinID 1850,Valid 1880,GeoCheck 1880,ST Direction 1880,ST Name 1880,Left Low 1880,Left High 1880,Right Low 1880,Right High 1880,Issue 1880,Parity Left 1880,Parity Right 1880,ST Unopened 1880,ST Name Alt 1880,HNYC St Name 1880,JoinID 1880,Valid 1910,GeoCheck 1910,ST Direction 1910,ST Name 1910,Left Low 1910,Left High 1910,Right Low 1910,Right High 1910,Issue 1910,Parity Left 1910,Parity Right 1910,ST Unopened 1910,ST Name Alt 1910,HNYC Street Name 1910,JoinID 1910,Shape__Length,CreationDate,Creator,EditDate,Editor,Shape__Length_2,CreationDate,Creator,EditDate,Editor,Issue_General,Ward Right 1850,ED Left 1880,ED Right 1880,ED Left 1910,ED Right 1910,Ward Left 1850
2007,98655429-b9ee-43c6-9f6d-12d8a6774c45,G00001793,NY,New York,Manhattan,RIVERSIDE DR,0,1,,,,,,,,,,,,,,1,1,,,,,430,438,,,,,,RIVERSIDE DR,,1,1,,,,,431,439,,,M,,,RIVERSIDE DR,G00001793,294.239473642807,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 1:25:44 AM,amv2173_columbia,290.686352123212,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:25 PM,hnyc_columbia,,12,529,529,725,725,12
2008,d073c426-6a9e-4607-b60e-99ac4c6c4d68,G00001794,NY,New York,Manhattan,BRADHURST AVE,0,1,,,,,,,,,,,,,,1,1,,,21,35,20,30,,,,,,BRADHURST AVE,,1,1,,,21,39,20,38,,,,,,BRADHURST AVE,G00001794,258.316584485995,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 1:37:17 AM,amv2173_columbia,258.316573122592,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:25 PM,hnyc_columbia,,12,532,532,653,656,12
2009,33390657-5693-48fa-85c5-a2beb9d51176,G00001795,NY,New York,Manhattan,CROSBY ST,1,1,,,48,72,49,71,,,,,,,,1,1,,,40,72,41,73,,,,,,CROSBY ST,,1,1,,,42,72,41,71,,,,,,CROSBY ST,G00001795,538.03733791507,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,538.037314239118,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:26 PM,hnyc_columbia,,14,63,53,784,784,14
2010,44a5ba36-cb2e-4bf5-8de2-aff4b6f3effa,G00001796,NY,New York,Manhattan,FIFTH AVE,1,1,,,,,,,,,,,,,,1,1,,,,,1513,1523,,,,,,FIFTH AVE,,1,1,,,,,1200,1209,,,M,,,FIFTH AVE,G00001796,263.879640016403,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,263.879628405789,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:26 PM,hnyc_columbia,,12,0,625,507,471,12
2011,c6158979-501c-4a20-98a3-31943b37eb6a,G00001797,NY,New York,Manhattan,W 139 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,532,570,531,571,,,,,,W 139 ST,G00001797,318.433293532717,7/10/2019 11:07:10 PM,dpm2159_columbia,7/16/2019 11:13:22 PM,amv2173_columbia,318.433279512452,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:26 PM,hnyc_columbia,,12,531,531,705,1431,12
2012,b9914171-66eb-47b4-b121-7e9e6f907703,G00001798,NY,New York,Manhattan,MADISON AVE,0,1,,,,,,,,,,,,,,1,1,,,500,510,501,511,,,,,,MADISON AVE,,1,1,,,500,510,501,511,,,,,,MADISON AVE,G00001798,260.841348829052,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:59:11 PM,amv2173_columbia,260.841337343057,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:26 PM,hnyc_columbia,,19,577,577,1167,505,19
2013,da1623a5-89b3-4d61-8329-1c24dc7ddbc7,G00001799,NY,New York,Manhattan,CONVENT AVE,0,1,,,,,,,,,,,,,,1,1,,,340,356,341,357,,,,,,CONVENT AVE,,1,1,,,340,358,341,359,,,,,,CONVENT AVE,G00001799,279.865242521842,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 1:39:40 AM,amv2173_columbia,279.865230202177,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:26 PM,hnyc_columbia,,12,532,532,654,654,12
2014,3b3dbd32-5111-43a8-8ddd-2138382c988b,G00001800,NY,New York,Manhattan,W 134 ST,1,1,,,,,,,,,,,,,,1,1,,,2,66,1,67,,,,,,W 134 ST,,1,1,,,2,96,1,95,,,,,,W 134 ST,G00001800,1018.86971444618,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 11:41:08 PM,amv2173_columbia,1019.6795480086,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:27 PM,hnyc_columbia,,12,654,654,503,504,12
2015,b9c5fba9-0f1c-49ba-88bc-4250b863af3e,G00001801,NY,New York,Manhattan,BROADWAY,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,3840,3856,,,,,,BROADWAY,G00001801,260.636741130157,7/10/2019 11:07:10 PM,dpm2159_columbia,7/17/2019 12:15:20 AM,amv2173_columbia,260.636729667071,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:28 PM,hnyc_columbia,,12,533,533,686,686,12
2016,4ab0aba1-1cb6-48ee-a718-2a378dac0707,G00001802,NY,New York,Manhattan,W 125 ST,0,1,,,,,,,,,,,,,,1,1,,,,,709,709,,,,,,MANHATTAN ST,,1,1,,MANHATTAN ST,,,,,A,,,,,MANHATTAN ST,G00001802,95.5350994469354,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 1:34:23 AM,amv2173_columbia,95.535095247484,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:28 PM,hnyc_columbia,,12,530,531,719,716,12
2017,207c4cc6-a65a-4874-aa74-cec3bbb0fbd1,G00001803,NY,New York,Manhattan,BROADWAY,0,1,,,,,,,,,,,,,,1,1,,BOULEVARD,,,,,A,,,,BROADWAY,BOULEVARD,,1,1,,,,,,,A,,,,,BROADWAY,G00001803,294.136312430908,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,294.136299493269,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:28 PM,hnyc_columbia,,19,521,521,1317,1317,19
2018,902d8501-6bd5-4c4e-8957-ed5fe93ce6a6,G00001804,NY,New York,Manhattan,DELANCEY ST,1,1,,,318,330,323,331,,,,,,,,1,1,,,334,338,327,337,,,,,,DELANCEY ST,,1,1,,,338,338,,,,,,,,DELANCEY ST,G00001804,252.935418159076,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,252.935407018586,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:28 PM,hnyc_columbia,,13,133,133,777,777,13
2019,bd9d28fa-d02f-4f7d-b480-17d59944a349,G00001805,NY,New York,Manhattan,GREENWICH ST,1,1,,,572,586,571,585,,,,,,,,1,1,,,572,586,567,583,,,,,,GREENWICH ST,,1,1,,,572,586,579,583,,,,,,GREENWICH ST,G00001805,264.8859400259,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,264.885928367961,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:28 PM,hnyc_columbia,,8,101,105,103,103,8
2020,5971e5f3-1990-47e4-9e53-237b5891d1fb,G00001806,NY,New York,Manhattan,W 17 ST,1,1,,,2,68,1,69,,,,,,,,1,1,,,2,66,1,65,,,,,,W 17 ST,,1,1,,,2,68,1,65,,,,,,W 17 ST,G00001806,1019.73332539045,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,1019.73356782015,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:29 PM,hnyc_columbia,,18,186,186,991,990,18
2021,363d8546-dc5a-4b52-903f-9351017e7703,G00001807,NY,New York,Manhattan,F DOUGLAS BLVD,1,1,,,,,,,,,,,,,,1,1,,EIGHTH AVE,2407,2425,2408,2426,,,,,,EIGHTH AVE,,1,1,,,2409,2425,2410,2428,,,,,,F DOUGLAS BLVD,G00001807,267.852445434153,7/10/2019 11:07:10 PM,dpm2159_columbia,7/22/2019 7:43:10 PM,amv2173_columbia,267.852433629661,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:29 PM,hnyc_columbia,,12,531,536,643,543,12
2022,418caa04-6d11-4efc-a483-b773df864156,G00001808,NY,New York,Manhattan,MORNINGSIDE AVE,1,1,,,,,,,,,,,,,,1,1,,,,,59,67,,,,,,MORNINGSIDE AVE,,1,1,,,,,59,69,,,M,,,MORNINGSIDE AVE,G00001808,262.239346183857,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 9:14:01 PM,amv2173_columbia,262.239334631283,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:29 PM,hnyc_columbia,,12,529,529,630,630,12
2023,70b8b325-040b-4ff0-b06a-c6b120420ed1,G00001809,NY,New York,Manhattan,W TENTH ST,1,1,,AMOS ST,160,184,161,185,,,,,,,,1,1,,,264,280,267,279,,,,,,W TENTH ST,,1,1,,,266,280,267,279,,,,,,W TENTH ST,G00001809,342.063753783144,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,342.063738730014,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:29 PM,hnyc_columbia,,9,231,231,146,145,9
2024,84f01499-1931-4edd-ba2e-f1931a2de9fb,G00001810,NY,New York,Manhattan,FIFTH AVE,1,1,,,,,,,,,,,,,,1,1,,,,,1391,1399,,,,,,FIFTH AVE,,1,1,,,,,1091,1099,,,M,,,FIFTH AVE,G00001810,262.987048192587,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,262.987036603698,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:30 PM,hnyc_columbia,,12,0,600,507,481,12
2025,90acee23-5872-4e11-a075-ba6e8ea020d5,G00001811,NY,New York,Manhattan,CHRISTOPHER ST,1,1,,,154,182,155,183,,,,,,,,1,1,,,158,176,159,175,,,,,,CHRISTOPHER ST,,1,1,,,152,180,165,187,,,,,,CHRISTOPHER ST,G00001811,349.587833422347,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,349.587833425221,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:30 PM,hnyc_columbia,,9,229,230,138,146,9
2026,c1613484-684c-4ab9-97a8-821d215a6670,G00001812,NY,New York,Manhattan,PARK AVE,1,1,,,,,,,A,,,,,,,1,1,,FOURTH AVE,,,1011,1029,,,,,,FOURTH AVE,,1,1,,,,,527,547,,,,,,PARK AVE,G00001812,262.364501249811,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,262.364489708779,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:30 PM,hnyc_columbia,,19,586,586,1134,1134,19
2027,35df58aa-5158-459a-bbe5-491bed40fa66,G00001813,NY,New York,Manhattan,BROADWAY,1,1,,KINGS BRIDGE RD,,,,,,,,,,,,1,1,,,4941,4969,4942,4970,,,,,,BROADWAY,,1,1,,,,,,,A,,,,,BROADWAY,G00001813,431.813898913768,7/10/2019 11:07:10 PM,dpm2159_columbia,7/17/2019 10:40:23 PM,rse2121_columbia,431.813996877885,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:30 PM,hnyc_columbia,,12,535,535,674,674,12
2028,5e5d8bb7-a0a4-4be5-aacf-b88fb3381596,G00001814,NY,New York,Manhattan,LEX AVE,0,1,,,,,,,,,,,,,,1,1,,,1144,1172,1145,1171,,,,,,LEXINGTON AVE,,1,1,,LEXINGTON AVE,1146,1160,1151,1159,,,,,,LEXINGTON AVE,G00001814,284.002513161186,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,284.002500676652,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:30 PM,hnyc_columbia,,19,589,596,1153,1152,19
2029,36bb6c92-eea7-4e90-8dcd-a471ed88b520,G00001815,NY,New York,Manhattan,BROADWAY,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,3541,3559,,,,,,,,BROADWAY,G00001815,281.572838371675,7/10/2019 11:07:10 PM,dpm2159_columbia,7/16/2019 11:13:22 PM,amv2173_columbia,281.573112987105,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:31 PM,hnyc_columbia,,12,532,532,699,699,12
2030,9477ea81-74f1-4edf-a5bd-c468e6724c1f,G00001816,NY,New York,Manhattan,F DOUGLAS BLVD,1,1,,,,,,,,,,,,,,1,1,,EIGHTH AVE,2151,2161,2152,2162,,,,,,EIGHTH AVE,,1,1,,,2153,2169,2152,2168,,,,,,F DOUGLAS BLVD,G00001816,282.031428638565,7/10/2019 11:07:10 PM,dpm2159_columbia,7/22/2019 7:43:10 PM,amv2173_columbia,282.031416232068,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:31 PM,hnyc_columbia,,12,529,536,627,565,12
2031,fec32056-a5cc-404d-9449-6ac652f20a1d,G00001817,NY,New York,Manhattan,RIVERSIDE DR,0,1,,,,,,,,,,,,,,1,1,,,,,550,560,,,,,,RIVERSIDE DR,,1,1,,,,,550,570,,,M,,,RIVERSIDE DR,G00001817,612.75549248635,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 1:34:23 AM,amv2173_columbia,612.755465509527,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:31 PM,hnyc_columbia,,12,530,530,719,719,12
2032,f1b1821f-98ec-409e-af50-35e3dd1d9a18,G00001818,NY,New York,Manhattan,2 AVE,1,1,,,,,,,A,,,,,,,1,1,,SECOND AVE,1219,1239,1224,1240,,,,,,SECOND AVE,,1,1,,,1221,1239,1222,1240,,,,,,2 AVE,G00001818,262.643620526869,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,262.643608969781,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:31 PM,hnyc_columbia,,19,617,617,1070,1070,19
2033,9f1d4b42-17a5-4fee-bd82-3e7c8edf8eb7,G00001819,NY,New York,Manhattan,W 53 ST,1,1,,,190,238,191,239,,,,,,,,1,1,,,400,456,401,457,,,,,,W 53 ST,,1,1,,,400,454,401,457,,,,,,W 53 ST,G00001819,900.701520043974,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,900.701639218167,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:32 PM,hnyc_columbia,,19,508,510,1336,1337,19
2034,600dbc85-052e-4b39-b840-fbc5eb7a9f1b,G00001820,NY,New York,Manhattan,CLARKSON ST,1,1,,,56,60,55,59,,,,,,,,1,1,,,56,60,55,61,,,,,,CLARKSON ST,,1,1,,,56,60,51,61,,,,,,CLARKSON ST,G00001820,225.748290149085,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,225.748280205422,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:32 PM,hnyc_columbia,,9,217,217,139,140,9
2035,001ffb0f-bc56-4fc0-b2e2-e97711d2d84c,G00001821,NY,New York,Manhattan,AVE D,1,1,,,1,15,2,14,,,,,,,,1,1,,,1,19,2,18,,,,,,AVE D,,1,1,,,1,19,2,18,,,,,,AVE D,G00001821,275.572551722156,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,275.572539582063,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:32 PM,hnyc_columbia,,11,307,308,246,229,11
2036,7765f381-f061-4fff-af7d-21012b36e8b5,G00001822,NY,New York,Manhattan,ELEVENTH AVE,0,1,,,,,,,,,,,,,,1,1,,,181,197,180,196,,,,,,ELEVENTH AVE,,1,1,,,181,199,182,200,,,,,,ELEVENTH AVE,G00001822,277.744780842032,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,277.74476860282,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:32 PM,hnyc_columbia,,None,326,326,867,867,None
2037,80116571-5412-405c-8f5f-2be0201319a9,G00001823,NY,New York,Manhattan,E 98 ST,0,1,,,,,,,,,,,,,,1,1,,,1,25,2,26,,,,,,E 98 ST,,1,1,,,1,25,2,38,,,,,,E 98 ST,G00001823,507.911495454011,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,507.911473099742,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:32 PM,hnyc_columbia,,12,625,625,472,477,12
2038,db8785e7-a665-4ba2-a469-60a40091ce3d,G00001824,NY,New York,Manhattan,W 40 ST,1,1,,,72,98,73,105,,,,,,,,1,1,,,100,130,101,137,,,,,,W 40 ST,,1,1,,,100,130,101,139,,,,,,W 40 ST,G00001824,576.381194615829,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,576.381169226559,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:32 PM,hnyc_columbia,,19,299,567,1198,1200,16
2039,0a43d157-dffc-4c3c-81da-1b6e8f213af0,G00001825,NY,New York,Manhattan,BROADWAY TER,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,BROADWAY TER,G00001825,439.881197198503,7/10/2019 11:07:10 PM,dpm2159_columbia,7/17/2019 8:03:00 PM,rse2121_columbia,439.88117782154,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:33 PM,hnyc_columbia,,12,535,535,676,676,12
2040,32b28417-0ce5-4de6-8fef-817cf75ed8a6,G00001826,NY,New York,Manhattan,2 AVE,1,1,,,,,,,,,,,,,,1,1,,SECOND AVE,2461,2481,2462,2482,,,,,,SECOND AVE,,1,1,,,2461,2485,2460,2478,,,,,,2 AVE,G00001826,259.947233188565,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,259.947221737239,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:33 PM,hnyc_columbia,,12,647,646,303,303,12
2041,5479714e-fe8c-4843-bde1-eb609ae6c95c,G00001827,NY,New York,Manhattan,BROADWAY,0,1,,,,,,,,,,,,,,1,1,,BOULEVARD,,,2556,2576,,,,,BROADWAY,BOULEVARD,,1,1,,,,,2558,2574,,,,,,BROADWAY,G00001827,282.542388239352,7/10/2019 11:07:10 PM,dpm2159_columbia,7/22/2019 6:22:29 PM,amv2173_columbia,282.542375803818,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:33 PM,hnyc_columbia,,12,527,527,740,740,12
2042,4680a24d-873c-4d99-b802-3d6bb43e6b9f,G00001828,NY,New York,Manhattan,3 AVE,1,1,,,432,446,443,455,,,,,,,,1,1,,,470,486,471,487,,,,,,3 AVE,,1,1,,,470,486,471,487,,,,,,3 AVE,G00001828,256.377869610707,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,256.377858317194,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:33 PM,hnyc_columbia,,18,475,493,1261,1247,18
2043,51c0678c-3679-4da5-baf3-7cb672c14c88,G00001829,NY,New York,Manhattan,PARK AVE,1,1,,,498,516,,,,,,,,,,1,1,,FOURTH AVE,2,20,,,,,,,,FOURTH AVE,,1,1,,,2,20,,,,,,,,PARK AVE,G00001829,293.222889458146,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 5:21:36 AM,amv2173_columbia,293.222876536828,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:33 PM,hnyc_columbia,,18,291,291,1265,1260,18
2044,fe99af7d-0177-401f-8e1f-711c7d1230e8,G00001830,NY,New York,Manhattan,W 182 ST,1,1,,,,,,,,,,1,,,,1,1,,,626,658,627,665,,,,1,,W 182 ST,,1,1,,,,,,,A,,,,,W 182 ST,G00001830,276.567978000925,7/10/2019 11:07:10 PM,dpm2159_columbia,7/19/2019 8:51:34 PM,rse2121_columbia,276.56796581528,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:33 PM,hnyc_columbia,,12,535,535,678,678,12
2045,05fb4bce-a249-46b9-bf54-57eb8199ace8,G00001831,NY,New York,Manhattan,W 100 ST,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,W 100 ST,,1,1,,,,,,,A,,,,,W 100 ST,G00001831,62.751336696024,7/10/2019 11:07:10 PM,dpm2159_columbia,7/22/2019 7:12:30 PM,amv2173_columbia,62.7513339227155,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:34 PM,hnyc_columbia,,12,528,528,737,737,12
2046,130e038d-004f-44ec-a359-e024b478bcf0,G00001832,NY,New York,Manhattan,W 126 ST,1,1,,,,,,,,,,,,,,1,1,,,2,86,1,85,,,,,,W 126 ST,,1,1,,,2,86,1,85,,,,,,W 126 ST,G00001832,1019.47317862118,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 10:37:27 PM,amv2173_columbia,1019.47313375981,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:34 PM,hnyc_columbia,,12,649,649,495,496,12
2047,960714b8-aa05-4eba-957d-82f8e9a09281,G00001833,NY,New York,Manhattan,CENTRE ST,0,1,,,,,,,,,,,,,,1,1,,,1,13,2,12,,,,,,CENTRE ST,,1,1,,,,,2,12,,,,,,CENTRE ST,G00001833,501.225973683383,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 2:41:32 AM,amv2173_columbia,501.225951624778,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:34 PM,hnyc_columbia,,6,0,38,37,37,6
2048,8f6ee191-886c-483c-8896-ea0046bfd26a,G00001834,NY,New York,Manhattan,HUBERT ST,1,1,,,11,17,8,18,,,,,,,,1,1,,,11,19,8,18,,,,,,HUBERT ST,,1,1,,,11,17,10,18,,,,,,HUBERT ST,G00001834,205.906238953412,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,205.906229896258,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:34 PM,hnyc_columbia,,5,18,22,36,36,5
2049,616f2fd8-dcd0-442a-815c-d6a73d06217a,G00001835,NY,New York,Manhattan,BOWERY,1,1,,,30,60,29,57,,,,,,,,1,1,,,30,56,31,59,,,,,,BOWERY,,1,1,,,30,58,,,,,,,,BOWERY,G00001835,480.441657164427,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,480.44163600885,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:34 PM,hnyc_columbia,,10,43,192,51,179,6
2050,43609d15-296d-4b6b-96fb-27e67687cdc0,G00001836,NY,New York,Manhattan,E 77 ST,1,1,,,,,,,,,,,,,,1,1,,,301,353,300,352,,,,,,E 77 ST,,1,1,,,301,357,300,356,,,,,,E 77 ST,G00001836,749.190047409843,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,749.190014428049,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:34 PM,hnyc_columbia,,19,609,611,1047,1048,19
2051,7e954250-bd96-4599-b44a-23fc3297ddaa,G00001837,NY,New York,Manhattan,W END AVE,1,1,,,,,,,A,,,,,,,1,1,,ELEVENTH AVE,853,863,854,864,,,,,WEST END AVE,ELEVENTH AVE,,1,1,,,1,11,2,18,,,,,,W END AVE,G00001837,261.946984960035,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,261.946973440743,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:35 PM,hnyc_columbia,,19,518,519,1372,1372,19
2052,90a1645a-4763-464d-8c95-315332381c6d,G00001838,NY,New York,Manhattan,WALKER ST,1,1,,,2,30,1,31,,,,,,,,1,1,,,2,30,1,29,,,,,,WALKER ST,,1,1,,,2,30,1,31,,,,,,WALKER ST,G00001838,415.562238152896,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,415.562219859962,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:35 PM,hnyc_columbia,,5,20,20,30,30,5
2053,a196e721-20be-43db-99df-c3436f6ec74d,G00001839,NY,New York,Manhattan,FIFTH AVE,1,1,,,,,,,A,,,,,,,1,1,,,1091,1099,,,,,,,BROADWAY,FIFTH AVE,,1,1,,,1099,1099,,,,,,,,FIFTH AVE,G00001839,131.290680326484,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 5:29:18 AM,amv2173_columbia,131.290674543847,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:35 PM,hnyc_columbia,,18,283,278,995,650,18
2054,ca6cd608-6ce7-49d9-8a8d-ec33492dac2c,G00001840,NY,New York,Manhattan,LAUREL HIL TER,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,LAUREL HILL TERRACE ,,,,,A,,,,,LAUREL HILL TERRACE ,G00001840,485.435634686027,7/10/2019 11:07:10 PM,dpm2159_columbia,7/17/2019 7:25:36 PM,rse2121_columbia,485.435613318394,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:35 PM,hnyc_columbia,,12,535,535,671,671,12
2055,462c265e-fdcb-4a06-ac26-9150c67d0c15,G00001841,NY,New York,Manhattan,RIVERSIDE DR,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,RIVERSIDE DR,G00001841,486.707777697221,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 1:20:20 AM,amv2173_columbia,486.708058243811,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:35 PM,hnyc_columbia,,12,529,529,727,727,12
2056,11f40021-2b65-4ea3-b3f9-63fb4660bdf4,G00001842,NY,New York,Manhattan,E 94 ST,0,,,,,,,,,,,,,,,1,1,,,27,75,28,76,,,,,,E 94 ST,,1,1,,,61,75,60,76,,,,,,E 94 ST,G00001842,475.034837255978,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,475.034816353588,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:54:36 PM,hnyc_columbia,,12,623,623,478,479,12
