OBJECTID,GlobalID,JoinID,State,City,Borough,StreetModern,Valid 1850,GeoCheck 1850,ST Direction 1850,ST Name 1850,Left Low 1850,Left High 1850,Right Low 1850,Right High 1850,Issue 1850,Parity Left 1850,Parity Right 1850,ST Unopened 1850,ST Name Alt 1850,HNYC St Name 1850,JoinID 1850,Valid 1880,GeoCheck 1880,ST Direction 1880,ST Name 1880,Left Low 1880,Left High 1880,Right Low 1880,Right High 1880,Issue 1880,Parity Left 1880,Parity Right 1880,ST Unopened 1880,ST Name Alt 1880,HNYC St Name 1880,JoinID 1880,Valid 1910,GeoCheck 1910,ST Direction 1910,ST Name 1910,Left Low 1910,Left High 1910,Right Low 1910,Right High 1910,Issue 1910,Parity Left 1910,Parity Right 1910,ST Unopened 1910,ST Name Alt 1910,HNYC Street Name 1910,JoinID 1910,Shape__Length,CreationDate,Creator,EditDate,Editor,Shape__Length_2,CreationDate,Creator,EditDate,Editor,Issue_General,Ward Right 1850,ED Left 1880,ED Right 1880,ED Left 1910,ED Right 1910,Ward Left 1850
4966,8b2ac647-7673-4051-9be5-a9293184bcf4,G00004835,NY,New York,Manhattan,FIRST AVE,1,1,,,93,107,100,116,,,,,,,,1,1,,FIRST AVE,99,113,100,116,,,,,,FIRST AVE,,1,1,,,99,113,100,116,,,,,,FIRST AVE,G00004835,240.781994522688,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,240.78198392085,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:03 PM,hnyc_columbia,,17,274,273,901,913,17
4967,51494c6a-892b-4ad7-9178-84f39b22b88a,G00004836,NY,New York,Manhattan,W 29 ST,1,1,,,30,54,45,53,,,,,,,,1,1,,,28,54,31,53,,,,,,W 29 ST,,1,1,,,30,54,29,53,,,,,,W 29 ST,G00004836,467.766054059048,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,467.766033462102,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:04 PM,hnyc_columbia,,18,282,282,1270,1270,18
4968,5787ad5a-02ab-4ff3-a50f-4bdf5a4e92b2,G00004837,NY,New York,Manhattan,W 54 ST,0,1,,,,,,,,,,,,,,1,1,,,300,360,301,359,,,,,,W 54 ST,,1,1,,,300,360,301,361,,,,,,W 54 ST,G00004837,899.444645184714,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,899.444764668559,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:04 PM,hnyc_columbia,,19,511,511,1330,1328,19
4969,6747dd59-d9e1-443d-bb53-6a15832f0838,G00004838,NY,New York,Manhattan,W 84 ST,0,1,,,,,,,,,,,,,,1,1,,,200,210,201,217,,,,,,W 84 ST,,1,1,,,200,222,201,221,,,,,,W 84 ST,G00004838,477.477363262424,7/10/2019 11:07:10 PM,dpm2159_columbia,7/22/2019 7:12:39 PM,amv2173_columbia,477.477342238517,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:04 PM,hnyc_columbia,,19,526,526,1396,1394,19
4970,72bc3532-8ec0-462f-949a-7b1a1e817f95,G00004839,NY,New York,Manhattan,W 125 ST,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,MANHATTAN ST,,1,1,,MANHATTAN ST,,,,,A,,,,,MANHATTAN ST,G00004839,57.5812840077083,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 1:34:24 AM,amv2173_columbia,57.5812814612336,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:04 PM,hnyc_columbia,,12,530,530,719,719,12
4971,4e0c3c93-56bc-4e0c-b9da-bbbb090d1d67,G00004840,NY,New York,Manhattan,3 AVE,1,1,,,298,312,297,311,,,,,,,,1,1,,,322,338,321,337,,,,,,3 AVE,,1,1,,,320,338,321,339,,,,,,3 AVE,G00004840,257.622206345587,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,257.622194996961,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:04 PM,hnyc_columbia,,18,473,432,984,963,18
4972,a2fd0d7a-c0cc-4136-9d54-97f20122760d,G00004841,NY,New York,Manhattan,STANTON ST,1,1,,,254,268,255,269,,,,,,,,1,1,,,258,270,257,271,,,,,,STANTON ST,,1,1,,,256,270,257,271,,,,,,STANTON ST,G00004841,270.014097389612,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,270.014085508976,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:04 PM,hnyc_columbia,,11,302,154,240,239,11
4973,1296c3a8-8338-445e-ae28-8b775275ace4,G00004843,NY,New York,Manhattan,TUDOR CITY PL,0,1,,,,,,,,,,,,,,1,1,,Prospect Pl,2,14,1,19,,,,,,Prospect Pl,,1,1,,PROSPECT PL,2,20,1,19,,,,,,PROSPECT PL,G00004843,239.931728339181,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,252.872521477409,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:05 PM,hnyc_columbia,,19,480,480,1113,1113,19
4974,f4c6f59f-dbb7-4b73-810b-ae472794f4da,G00004844,NY,New York,Manhattan,W 147 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,200,296,201,295,,,,,,W 147 ST,G00004844,875.942497373193,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 12:14:24 AM,amv2173_columbia,875.94274572136,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:05 PM,hnyc_columbia,,12,536,536,513,513,12
4975,f2e8fc2a-1c1c-4c7a-9249-53bc0a9438cc,G00004845,NY,New York,Manhattan,SEVENTH AVE,1,1,,,108,126,111,125,,,,,,,,1,1,,,134,148,135,151,,,,,,SEVENTH AVE,,1,1,,,134,148,135,151,,,,,,SEVENTH AVE,G00004845,244.252444752673,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,244.252434000466,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:05 PM,hnyc_columbia,,16,334,187,836,835,16
4976,2c25e07c-a345-4771-a0e9-a16a5c50e89d,G00004846,NY,New York,Manhattan,RIVERSIDE DR,0,1,,,,,,,,,,,,,,1,1,,,,,22,29,,,M,,,RIVERSIDE DR,,1,1,,,,,17,27,,,M,,,RIVERSIDE DR,G00004846,268.753923101881,7/10/2019 11:07:10 PM,dpm2159_columbia,7/22/2019 6:34:56 PM,amv2173_columbia,268.753911258651,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:05 PM,hnyc_columbia,,19,525,525,1389,1389,19
4977,2403b54f-4a93-49e9-b047-ce7712d1fece,G00004847,NY,New York,Manhattan,SAINT NICHOLAS AVE,1,1,,,,,,,,,,,,,,1,1,,,401,453,402,454,,,,,,ST NICHOLAS AVENUE,,1,1,,ST NICHOLAS AVENUE,,,402,456,,,,,,ST NICHOLAS AVENUE,G00004847,765.089343608531,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 2:20:20 AM,amv2173_columbia,765.089309933535,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:05 PM,hnyc_columbia,,12,531,531,646,646,12
4978,b66292ea-b0e6-46d6-accf-0e41e55b04c9,G00004848,NY,New York,Manhattan,E 93 ST,0,,,,,,,,,,,,,,,1,1,,,101,137,100,136,,,,,,E 93 ST,,1,1,,,101,137,100,138,,,,,,E 93 ST,G00004848,478.815854025302,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,478.815832942043,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:06 PM,hnyc_columbia,,12,623,623,387,386,12
4979,0cadadd4-8841-432a-bd9d-d2ca83a8575b,G00004849,NY,New York,Manhattan,COOPER SQ,1,1,,,,,381,399,,,,,,,,1,1,,,,,381,395,,,,,BOWERY,COOPER SQ,,1,1,,,,,25,39,,,,,,COOPER SQ,G00004849,258.843335689656,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,258.84332429969,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:06 PM,hnyc_columbia,,17,67,268,938,907,17
4980,61473927-861c-491f-b9c6-56c56da32cbe,G00004850,NY,New York,Manhattan,E 71 ST,1,1,,,,,,,A,,,,,,,1,1,,,,,,,A,,,,,E 71 ST,,1,1,,,,,,,A,,,,,E 71 ST,G00004850,68.306706500078,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,68.3067034924566,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:06 PM,hnyc_columbia,,19,588,588,1160,1147,19
4981,a871292d-1c30-4a34-845b-69cf91b98ea1,G00004851,NY,New York,Manhattan,PERRY ST,1,1,,,2,18,1,17,,,,,,,,1,1,,,2,18,1,15,,,,,,PERRY ST,,1,1,,,2,18,1,15,,,,,,PERRY ST,G00004851,296.425387828726,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,296.425374785658,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:06 PM,hnyc_columbia,,9,169,169,159,159,9
4982,7e794b49-c819-473a-954f-b95b4e7dad39,G00004852,NY,New York,Manhattan,BROADWAY,0,1,,,,,,,,,,,,,,1,1,,BOULEVARD,1947,1965,,,,,,,BROADWAY,BOULEVARD,,1,1,,,1961,1977,,,,,,,,BROADWAY,G00004852,291.740296773609,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,291.740283923414,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:06 PM,hnyc_columbia,,19,522,522,1310,1309,19
4983,1f154ad6-704d-43f0-89cc-a3114e8121f8,G00004853,NY,New York,Manhattan,SEAMAN AVE,0,1,,,,,,,,,,,,,,1,1,,,50,58,51,57,,,,,,SEAMAN AVE,,1,1,,,,,,,A,,,,,SEAMAN AVE,G00004853,207.119346511011,7/10/2019 11:07:10 PM,dpm2159_columbia,7/17/2019 10:51:02 PM,rse2121_columbia,207.11933737835,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:06 PM,hnyc_columbia,,12,535,535,674,674,12
4984,fc54c778-bded-4286-9eb0-c216cc57fcc9,G00004854,NY,New York,Manhattan,MAIDEN LN,1,1,,,89,109,88,108,,,,,,,,1,1,,,89,109,80,110,,,,,,MAIDEN LN,,1,1,,,89,111,88,112,,,,,,MAIDEN LN,G00004854,260.54573054737,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,260.545719070341,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:07 PM,hnyc_columbia,,1,10,9,11,7,2
4985,5106fc2f-8262-49d0-bdcb-37f93e2eeb15,G00004855,NY,New York,Manhattan,E 56 ST,1,1,,,,,,,A,,,,,,,1,1,,,201,251,200,248,,,,,,E 56 ST,,1,1,,,201,251,200,242,,,,,,E 56 ST,G00004855,709.861899206871,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,709.862154864001,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:07 PM,hnyc_columbia,,19,562,562,1089,1088,19
4986,acb10c0f-e228-4526-8f4d-5aa838753ae3,G00004856,NY,New York,Manhattan,W BROADWAY,1,1,,COLLEGE PL,12,18,13,17,,,,,,,,1,1,,COLLEGE PL,12,16,11,15,,,,,,COLLEGE PL,,1,1,,,58,78,61,81,,,,,,W BROADWAY,G00004856,240.052852305489,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,240.052841753146,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:07 PM,hnyc_columbia,,3,14,14,13,12,3
4987,c5a9d1d9-365b-4031-afe6-6b6ae02a7e5c,G00004857,NY,New York,Manhattan,MERCER ST,1,1,,,33,51,32,50,,,,,,,,1,1,,,37,63,36,62,,,,,,MERCER ST,,1,1,,,37,61,38,60,,,,,,MERCER ST,G00004857,403.89477945838,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,403.894761689696,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:07 PM,hnyc_columbia,,8,123,123,125,125,8
4988,184f3595-865d-43ab-8a79-29bf3959c86a,G00004859,NY,New York,Manhattan,BROAD ST,1,1,,,91,99,90,98,,,,,,,,1,1,,,91,99,90,98,,,,,,BROAD ST,,1,1,,,91,97,90,98,,,,,,BROAD ST,G00004859,160.657449666206,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,160.657442584632,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:07 PM,hnyc_columbia,,1,1,1,8,1,1
4989,c8f8aa83-43b4-4994-be8f-d8a5c226426b,G00004860,NY,New York,Manhattan,CLARK ST,1,1,,,1,19,2,18,,,,,,,,1,1,,,1,19,2,18,,,,,,CLARK ST,,1,1,,,1,19,2,18,,,,,,CLARK ST,G00004860,235.720862727762,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,235.721178437552,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:08 PM,hnyc_columbia,,8,111,119,113,121,8
4990,23f03285-8118-46f5-a413-d94fc293efa2,G00004861,NY,New York,Manhattan,BROADWAY,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,BROADWAY,G00004861,539.263111347924,7/10/2019 11:07:10 PM,dpm2159_columbia,7/16/2019 11:17:43 PM,amv2173_columbia,539.263087597207,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:08 PM,hnyc_columbia,,12,532,532,692,692,12
4991,4bc08ede-9305-4600-b9b0-5108bad9ce9e,G00004862,NY,New York,Manhattan,VANCORLEAR PL,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,VANCORLEAR PL,G00004862,673.93627249692,7/10/2019 11:07:10 PM,dpm2159_columbia,7/17/2019 6:54:03 PM,rse2121_columbia,673.936242828746,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:08 PM,hnyc_columbia,,None,None,None,,,None
4992,2f0d9d8c-f566-4435-9486-1768e142682b,G00004863,NY,New York,Manhattan,EDGECOMB AVE,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,EDGECOMB AVE,G00004863,649.087718388602,7/10/2019 11:07:10 PM,dpm2159_columbia,7/17/2019 2:06:57 AM,amv2173_columbia,649.087689816046,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:08 PM,hnyc_columbia,,12,533,533,667,667,12
4993,3856bd05-26bc-418f-8834-0803396a7726,G00004864,NY,New York,Manhattan,CONNECTOR,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,CONNECTOR,G00004864,227.307366439379,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 1:29:28 AM,amv2173_columbia,227.307356439174,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:08 PM,hnyc_columbia,,12,530,530,719,723,12
4994,1aaf00c7-0114-4aeb-9a88-e996371bf858,G00004865,NY,New York,Manhattan,W 76 ST,0,1,,,,,,,,,,,,,,1,1,,,300,338,301,339,,,,,,W 76 ST,,1,1,,,300,336,301,337,,,,,,W 76 ST,G00004865,592.166878132635,7/10/2019 11:07:10 PM,dpm2159_columbia,7/22/2019 6:34:57 PM,amv2173_columbia,592.166852064304,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:08 PM,hnyc_columbia,,19,525,525,1389,1388,19
4995,dac26a4e-bdb4-407b-a3f2-2f8829b0bb3a,G00004866,NY,New York,Manhattan,E HOUSTON ST,0,1,,,,,,,,,,,,,,1,1,,,138,160,135,149,,,,,,E HOUSTON ST,,1,1,,,140,160,135,149,,,,,,E HOUSTON ST,G00004866,260.9651126806,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,260.965101190656,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:09 PM,hnyc_columbia,,17,255,249,894,890,17
4996,577cb0ab-a126-4d37-9ecf-4f0912055292,G00004867,NY,New York,Manhattan,PECK SLIP,1,1,,,,,34,44,,,,,,,,1,1,,,35,45,32,44,,,,,,PECK SLIP,,1,1,,,,,32,46,,,,,,PECK SLIP,G00004867,200.651928555625,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,200.651919727729,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:09 PM,hnyc_columbia,,2,10,10,11,11,2
4997,b38c7735-81fc-422f-953e-f0f20160137d,G00004868,NY,New York,Manhattan,W 112 ST,0,1,,,,,,,,,,,,,,1,1,,,300,316,301,317,,,,,,W 112 ST,,1,1,,,300,318,301,331,,,,,,W 112 ST,G00004868,459.396152611,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,459.396132387467,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:11 PM,hnyc_columbia,"G, slightly misaligned with geo from other years",12,529,529,621,621,12
4998,d9cf53d1-d17e-42d4-b96f-347cff91d2c8,G00004869,NY,New York,Manhattan,SAINT NICHOLAS AVE,1,1,,,,,,,,,,1,,,,1,1,,,,,,,A,,,1,,SAINT NICHOLAS AVE,,1,1,,ST NICHOLAS AVENUE,1301,1329,1300,1328,,,,,,ST NICHOLAS AVENUE,G00004869,279.809172613633,7/10/2019 11:07:10 PM,dpm2159_columbia,7/22/2019 7:14:29 PM,rse2121_columbia,279.809160299755,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:12 PM,hnyc_columbia,,12,534,534,680,681,12
4999,59d09248-6478-4047-97e4-8e67379114f7,G00004870,NY,New York,Manhattan,W 215 ST,1,1,,,,,,,,,,1,,,,1,1,,,400,424,401,423,,,,,,W 215 ST,,1,1,,,,,,,A,,,,,W 215 ST,G00004870,585.181833289542,7/10/2019 11:07:10 PM,dpm2159_columbia,7/17/2019 6:25:07 PM,rse2121_columbia,585.181807528539,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:12 PM,hnyc_columbia,,12,535,535,672,672,12
5000,6540ce4f-8117-4544-907d-21d550263a36,G00004871,NY,New York,Manhattan,E 36 ST,1,1,,,,,,,A,,,,,,,1,1,,,,,,,A,,,,,E 36 ST,,1,1,,,,,,,A,,,,,E 36 ST,G00004871,60.5777155517508,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,60.5777128920503,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:12 PM,hnyc_columbia,,18,296,296,1122,1122,18
5001,94c4b6f1-5b7f-4976-b549-da84fe7c4c59,G00004872,NY,New York,Manhattan,BLEECKER ST,1,1,,,154,168,153,167,,,,,,,,1,1,,,156,168,155,169,,,,,,BLEECKER ST,,1,1,,,156,168,155,169,,,,,,BLEECKER ST,G00004872,249.888953984234,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,249.888942989641,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:12 PM,hnyc_columbia,,15,128,160,815,812,15
5002,76b34db8-46a3-4546-8584-4113339600f1,G00004873,NY,New York,Manhattan,W 111 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,106,158,107,159,,,,,,W 111 ST,G00004873,751.591654127249,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 12:14:24 AM,amv2173_columbia,751.591621051407,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:13 PM,hnyc_columbia,,12,630,630,578,577,12
5003,4a6150a2-390f-46d8-9af2-0e970bb4a81a,G00004874,NY,New York,Manhattan,3 AVE,1,1,,,262,280,261,279,,,,,,,,1,1,,,282,300,283,299,,,,,,3 AVE,,1,1,,,282,298,283,299,,,,,,3 AVE,G00004874,277.549498665494,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,277.549486452923,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:13 PM,hnyc_columbia,,18,72,433,985,974,18
5004,24717545-d5bb-4355-adeb-b72fc1211d69,G00004875,NY,New York,Manhattan,E 40 ST,1,1,,,,,,,A,,,,,,,1,1,,,,,,,A,,,,,E 40 ST,,1,1,,,,,,,A,,,,,E 40 ST,G00004875,62.7989003084115,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 7:45:41 PM,amv2173_columbia,62.7988975581128,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:13 PM,hnyc_columbia,,18,570,296,1123,1121,19
5005,c761c8d5-a336-44ef-a814-b4cc6b158363,G00004876,NY,New York,Manhattan,E 89 ST,0,,,,,,,,,,,,,,,1,1,,,101,129,100,128,,,,,,E 89 ST,,1,1,,,101,123,100,122,,,,,,E 89 ST,G00004876,476.662911798254,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,476.662890800414,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:13 PM,hnyc_columbia,,12,600,599,380,379,12
5006,7ff0dd5e-1ea3-4c1e-92e6-6425aa044229,G00004877,NY,New York,Manhattan,6 AVE,1,1,,,133,149,132,148,,,,,,,,1,1,,,133,149,132,146,,,,,,6 AVE,,1,1,,,133,149,132,146,,,,,,6 AVE,G00004877,252.661593120725,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,252.661582002323,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:14 PM,hnyc_columbia,,15,170,174,159,825,9
5007,fbb986ee-91a1-4ee4-b708-ec93c775b511,G00004878,NY,New York,Manhattan,MORTON ST,1,1,,,70,90,71,89,,,,,,,,1,1,,,70,90,71,89,,,,,,MORTON ST,,1,1,,,69,89,72,90,,,,,,MORTON ST,G00004878,354.58244154766,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,354.582425946479,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:14 PM,hnyc_columbia,,9,228,228,141,138,9
5008,7d275af2-ba05-478c-8ecb-a3eb5a3d2c87,G00004879,NY,New York,Manhattan,E 9 ST,1,1,,,70,86,69,85,,,,,,,,1,1,,,1,27,2,24,,,,,,E 9 ST,,1,1,,,1,25,2,26,,,,,,E 9 ST,G00004879,512.318952670942,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,512.318930120089,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:14 PM,hnyc_columbia,,15,172,172,822,822,15
5009,20950f53-bafd-460c-be45-d3eadee1b176,G00004880,NY,New York,Manhattan,W 4 ST,1,1,,,1,19,2,18,,,,,,,,1,1,,,340,356,337,351,,,,,,W 4 ST,,1,1,,,340,356,341,351,,,,,,W 4 ST,G00004880,242.274826681005,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,242.274815996614,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:14 PM,hnyc_columbia,,9,242,242,163,162,9
5010,9bfcb25a-e778-4c90-b6cc-7a9ab9f44ba8,G00004881,NY,New York,Manhattan,E SIXTH ST,1,1,,,,,,,A,,,,,,,1,1,,,,,,,A,,,,,E SIXTH ST,,1,1,,,,,,,A,,,,,E SIXTH ST,G00004881,115.178722297763,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,115.178717221981,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:14 PM,hnyc_columbia,,17,67,67,938,938,17
5011,90b44590-8b3d-4fc5-b306-6786d1a469ff,G00004882,NY,New York,Manhattan,E 78 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,525,539,,,,,,,,E 78 ST,G00004882,363.77283303561,7/10/2019 11:07:10 PM,dpm2159_columbia,7/11/2019 6:30:05 PM,rse2121_columbia,363.772817009048,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:14 PM,hnyc_columbia,,19,609,609,1024,1024,19
5012,a16b2c30-8756-401d-8ea9-de7554a8c871,G00004883,NY,New York,Manhattan,2 AVE,1,1,,,,,,,,,,,,,,1,1,,SECOND AVE,1693,1711,1694,1712,,,,,,SECOND AVE,,1,1,,,1699,1719,1700,1714,,,,,,2 AVE,G00004883,262.062676955369,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,262.062665431578,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:15 PM,hnyc_columbia,,12,600,601,368,369,12
5013,00d779ff-04da-4b4c-b34e-55509d58e0a6,G00004884,NY,New York,Manhattan,RIVERSIDE DR,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,RIVERSIDE DR,G00004884,793.987697650351,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 1:20:24 AM,amv2173_columbia,793.987662694264,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:15 PM,hnyc_columbia,,12,529,529,725,725,12
5014,f779ca32-15e0-46d5-b39b-78e2e79015f3,G00004885,NY,New York,Manhattan,ADAM POWELL BLVD,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,SEVENTH AVE,2500,2518,,,,,,,,SEVENTH AVE,G00004885,280.2156590476,7/10/2019 11:07:10 PM,dpm2159_columbia,7/22/2019 7:39:31 PM,amv2173_columbia,280.215801740723,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:15 PM,hnyc_columbia,,12,536,654,518,518,12
5015,276efbcd-a833-4c8d-bad2-a5350d3141d3,G00004886,NY,New York,Manhattan,DIVISION ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,DIVISION ST,G00004886,145.436312376141,7/10/2019 11:07:10 PM,dpm2159_columbia,7/12/2019 6:45:34 PM,amv2173_columbia,145.589027736251,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:15 PM,hnyc_columbia,,7,192,74,181,63,10
5016,1a32439c-3214-45a3-b90f-c95d42e3e6ca,G00004887,NY,New York,Manhattan,E 80 ST,0,,,,,,,,,,,,,,,1,1,,,25,71,26,72,,,,,,E 80 ST,,1,1,,,41,77,42,76,,,,,,E 80 ST,G00004887,477.070437932662,7/10/2019 11:07:10 PM,dpm2159_columbia,7/10/2019 11:07:10 PM,dpm2159_columbia,477.070416943437,7/22/2019 5:22:52 PM,hnyc_columbia,7/15/2020 5:29:15 PM,hnyc_columbia,,19,590,589,1158,1158,19
