OBJECTID,JoinID,Valid 1910,GeoCheck 1910,StreetModern,ST Name Alt 1910,HNYC Street Name 1910,Left Low 1910,Left High 1910,Right Low 1910,Right High 1910,ED Left 1910,ED Right 1910,Name
556,G00000297,1,1,5 AVE,NA,5 AVE,172,186,167,185,995,650,5 AVE
557,G00000298,1,1,2 AVE,NA,2 AVE,881,899,878,900,647,1102,2 AVE
558,G00020633,1,1,W 140,NA,W 140,200,272,201,269,525,524,W 140
559,G00000300,1,1,MADISON AVE,NA,MADISON AVE,670,688,671,689,1163,1163,MADISON AVE
560,G00000301,1,1,RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,493,498,724,724,RIVERSIDE DR
561,G00000302,1,1,9 AVE,NA,9 AVE,583,603,582,600,1350,1349,9 AVE
562,G00000303,1,1,C W P,NA,CENTRAL PARK WEST,81,90,NA,NA,1311,1290,CENTRAL PARK WEST
563,G00000304,1,1,W END AVE,NA,W END AVE,381,397,NA,NA,1392,1392,W END AVE
564,G00000305,1,1,5 AVE,NA,5 AVE,NA,NA,789,799,1181,1163,5 AVE
565,G00000306,1,1,FORSYTH,NA,FORSYTH,193,223,194,218,887,890,FORSYTH
566,G00000307,1,1,F DOUGLASS BLVD,NA,8 AVE,2741,2755,2750,2766,661,514,8 AVE
567,G00000308,1,1,W 56,NA,W 56,200,220,201,221,1288,1287,W 56
568,G00000309,1,1,W 165,NA,W 165,NA,NA,NA,NA,685,685,W 165
569,G00000310,1,1,7 AVE,NA,7 AVE,186,206,189,207,839,834,7 AVE
570,G00000311,1,1,E 110,NA,E 110,49,87,52,90,457,459,E 110
571,G00000312,1,1,W 127,NA,W 127,2,86,1,85,496,496,W 127
572,G00000313,1,1,FORSYTH,NA,FORSYTH,111,129,112,130,202,205,FORSYTH
573,G00000314,1,1,E 72,NA,E 72,NA,NA,NA,NA,1146,1147,E 72
574,G00000315,1,1,LAFAYETTE,NA,LAFAYETTE,70,84,NA,NA,38,38,LAFAYETTE
575,G00000316,1,1,W 67,NA,W 67,120,150,121,149,1310,1309,W 67
576,G00000317,1,1,YORK AVE,NA,AVE A,1209,1231,1214,1232,1727,1727,AVE A
577,G00000318,1,1,W 130,NA,W 130,300,304,301,305,643,646,W 130
578,G00000319,1,1,2 AVE,NA,2 AVE,601,621,602,620,1246,1245,2 AVE
579,G00000320,1,1,E 80,NA,E 80,401,451,400,438,1027,1026,E 80
580,G00000321,1,1,CHRYSTIE,NA,CHRYSTIE,147,177,146,178,200,201,CHRYSTIE
581,G00000322,1,1,W 114,NA,W 114,400,424,401,425,622,624,W 114
582,G00000323,1,1,E 131,NA,E 131,NA,NA,NA,NA,426,426,E 131
583,G00000324,1,1,W END AVE,NA,W END AVE,221,239,220,240,1385,1385,W END AVE
584,G00000325,1,1,ELLWOOD,NA,ELLWOOD,NA,NA,NA,NA,671,671,ELLWOOD
585,G00000326,1,1,W 54,NA,W 54,200,214,201,215,1282,1289,W 54
586,G00000327,1,1,E 85,NA,E 85,301,355,300,354,375,377,E 85
587,G00000328,1,1,6 AVE,NA,6 AVE,307,319,304,318,835,990,6 AVE
588,G00000329,1,1,5 AVE,NA,5 AVE,NA,NA,1118,1129,507,479,5 AVE
589,G00000330,1,1,E 67,NA,E 67,301,351,300,350,1067,1067,E 67
590,G00000331,1,1,F DOUGLASS BLVD,NA,F DOUGLASS BLVD,2207,2223,2208,2226,633,560,F DOUGLASS BLVD
591,G00000332,1,1,W 185,NA,W 185,600,638,601,639,678,678,W 185
592,G00000333,1,1,JOHN,NA,BURLING SLIP,1,11,2,12,11,11,BURLING SLIP
593,G00000334,1,1,RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,NA,NA,698,698,RIVERSIDE DR
594,G00000335,1,1,3 AVE,NA,3 AVE,1030,1048,1031,1049,1133,1080,3 AVE
595,G00000336,1,1,7 AVE,NA,7 AVE,64,74,57,79,830,829,7 AVE
596,G00000337,1,1,BLEECKER,NA,BLEECKER,330,348,331,349,151,155,BLEECKER
597,G00000338,1,1,E 63,NA,E 63,301,349,300,348,1073,1074,E 63
598,G00000339,1,1,BROADWAY,NA,BROADWAY,771,785,772,786,822,822,BROADWAY
599,G00000340,1,1,CHURCH,NA,CHURCH,304,322,303,319,30,30,CHURCH
600,G00000341,1,1,RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,377,386,727,727,RIVERSIDE DR
601,G00000342,1,1,DELANCEY,NA,DELANCEY,NA,NA,55,69,208,208,DELANCEY
602,G00000343,1,1,TRINITY PL,NA,TRINITY PL,54,92,55,93,4,4,TRINITY PL
603,G00000344,1,1,GREENWICH AVE,NA,GREENWICH AVE,103,113,88,100,169,168,GREENWICH AVE
604,G00000345,1,1,BROADWAY,NA,BROADWAY,3901,3917,NA,NA,686,686,BROADWAY
605,G00000346,1,1,2 AVE,NA,2 AVE,985,1001,984,1002,1099,1093,2 AVE
606,G00000347,1,1,W 129,NA,W 129,200,270,201,269,545,543,W 129
607,G00000349,1,1,LEXINGTON AVE,NA,LEXINGTON AVE,238,258,239,259,1260,1260,LEXINGTON AVE
608,G00000350,1,1,9 AVE,NA,9 AVE,541,559,544,558,1205,1202,9 AVE
609,G00000351,1,1,BROADWAY,NA,BROADWAY,NA,NA,NA,NA,674,672,BROADWAY
610,G00000352,1,1,W 186,NA,W 186,NA,NA,NA,NA,NA,NA,W 186
611,G00000353,1,1,BROADWAY,NA,BROADWAY,335,343,336,344,30,38,BROADWAY
612,G00000354,1,1,MADISON AVE,NA,MADISON AVE,1090,1110,1091,1105,1155,1155,MADISON AVE
613,G00000355,1,1,FRAWLEY CIR,NA,FRAWLEY CIR,NA,NA,NA,NA,458,458,FRAWLEY CIR
614,G00000356,1,1,E 55,NA,E 55,51,85,30,82,1166,1166,E 55
615,G00000357,1,1,PARK AVE,NA,PARK AVE,NA,NA,1019,1037,383,383,PARK AVE
616,G00000358,1,1,RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,NA,NA,696,696,RIVERSIDE DR
617,G00000359,1,1,3 AVE,NA,3 AVE,1868,1882,1865,1881,401,346,3 AVE
618,G00000360,1,1,W 122,NA,W 122,NA,NA,NA,NA,557,555,W 122
619,G00000361,1,1,E 54,NA,E 54,1,31,2,30,1167,1167,E 54
620,G00000362,1,1,E 38,NA,E 38,1,19,2,20,544,544,E 38
621,G00000363,1,1,5 AVE,NA,5 AVE,504,514,503,513,1175,1169,5 AVE
622,G00000364,1,1,BROADWAY,NA,BROADWAY,NA,NA,4040,4058,686,686,BROADWAY
623,G00000365,1,1,W 66,NA,W 66,NA,NA,NA,NA,1315,1309,W 66
624,G00000366,1,1,COLUMBUS AVE,NA,COLUMBUS AVE,738,756,739,759,595,593,COLUMBUS AVE
625,G00000367,1,1,W 116,NA,W 116,100,166,101,165,570,569,W 116
626,G00000368,1,1,FORT WASHINGTON AVE,NA,FORT WASHINGTON AVE,NA,NA,NA,NA,686,686,FORT WASHINGTON AVE
627,G00000369,1,1,W 181,NA,W 181,800,802,NA,NA,679,679,W 181
628,G00000371,1,1,W 93,NA,W 93,100,176,101,179,588,589,W 93
629,G00000372,1,1,W 91,NA,W 91,250,274,251,259,742,743,W 91
630,G00000373,1,1,GRAND,NA,GRAND,152,162,155,163,785,785,GRAND
631,G00000374,1,1,MADISON AVE,NA,MADISON AVE,1054,1070,1049,1071,1155,1158,MADISON AVE
632,G00000375,1,1,VESEY,NA,VESEY,31,67,32,66,12,12,VESEY
633,G00000376,1,1,HUDSON,NA,HUDSON,519,533,520,536,145,150,HUDSON
634,G00000377,1,1,E 105,NA,E 105,401,449,400,450,437,437,E 105
635,G00000378,1,1,W 170,NA,W 170,NA,NA,NA,NA,671,671,W 170
636,G00000379,1,1,1 AVE,NA,1 AVE,1153,1167,1150,1166,1073,1000,1 AVE
637,G00000380,1,1,E 93,NA,E 93,33,73,40,80,479,480,E 93
638,G00000381,1,1,W 121,NA,W 121,NA,NA,NA,NA,559,557,W 121
639,G00000382,1,1,E 129,NA,E 129,1,33,2,32,433,433,E 129
641,G00000384,1,1,LEROY,NA,LEROY,2,36,1,37,136,129,LEROY
642,G00000385,1,1,E 91,NA,E 91,101,135,100,128,386,381,E 91
643,G00000386,1,1,ADAM POWELL BLVD,NA,7 AVE,1850,1862,NA,NA,573,573,7 AVE
644,G00000387,1,1,BARCLAY,NA,BARCLAY,74,86,75,87,13,13,BARCLAY
645,G00000388,1,1,10 AVE,NA,10 AVE,153,167,146,164,866,859,10 AVE
646,G00000389,1,1,MORNINGSIDE DR,NA,MORNINGSIDE DR,90,105,NA,NA,630,630,MORNINGSIDE DR
647,G00000390,1,1,BEEKMAN,NA,BEEKMAN,4,10,3,9,10,10,BEEKMAN
648,G00000391,1,1,1 AVE,NA,1 AVE,445,461,NA,NA,958,956,1 AVE
649,G00000392,1,1,DUANE,NA,DUANE,126,152,127,149,30,30,DUANE
650,G00000393,1,1,MADISON AVE,NA,MADISON AVE,1630,1650,1627,1647,458,459,MADISON AVE
651,G00000394,1,1,E 64,NA,E 64,153,189,154,188,1140,1140,E 64
652,G00000395,1,1,7 AVE,NA,7 AVE,722,742,721,741,1278,1279,7 AVE
653,G00000396,1,1,W END AVE,NA,W END AVE,NA,NA,20,36,1373,1373,W END AVE
654,G00000397,1,1,PARK AVE,NA,PARK AVE,68,80,NA,NA,1171,1121,PARK AVE
655,G00000399,1,1,W 127,NA,W 127,100,168,101,167,550,548,W 127
656,G00000400,1,1,BROADWAY,NA,BROADWAY,NA,NA,NA,NA,673,673,BROADWAY
657,G00000401,1,1,9 AVE,NA,9 AVE,NA,NA,NA,NA,672,672,9 AVE
658,G00000402,1,1,W 13,NA,W 13,2,66,1,67,824,824,W 13
659,G00000403,1,1,6 AVE,NA,6 AVE,595,609,596,612,1192,1174,6 AVE
660,G00000404,1,1,W 31,NA,W 31,300,370,301,369,1219,1218,W 31
661,G00000405,1,1,MADISON,NA,MADISON,227,251,226,258,78,79,MADISON
662,G00000406,1,1,PARK AVE,NA,PARK AVE,656,678,NA,NA,1161,1161,PARK AVE
663,G00000407,1,1,E 14,NA,E 14,401,443,400,444,1707,924,E 14
664,G00000408,1,1,8 AVE,NA,8 AVE,13,29,22,40,164,164,8 AVE
665,G00000409,1,1,COLUMBUS AVE,NA,COLUMBUS AVE,NA,NA,121,143,1315,1315,COLUMBUS AVE
666,G00000410,1,1,W 14,NA,W 14,2,62,1,63,824,991,W 14
667,G00000411,1,1,YORK AVE,NA,AVE A,1655,1671,1656,1672,273,280,AVE A
668,G00000412,1,1,RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,100,108,1395,1395,RIVERSIDE DR
669,G00000413,1,1,BROADWAY,NA,BROADWAY,NA,NA,1920,1936,1316,1316,BROADWAY
670,G00000414,1,1,W 182,NA,W 182,500,548,501,549,677,677,W 182
671,G00000415,1,1,W 155,NA,W 155,NA,NA,NA,NA,692,1742,W 155
672,G00000416,1,1,CHRISTOPHER,NA,CHRISTOPHER,2,12,1,11,157,158,CHRISTOPHER
673,G00000417,1,1,BROADWAY,NA,BROADWAY,729,739,726,744,822,819,BROADWAY
674,G00000418,1,1,E 110,NA,E 110,1,41,2,24,457,458,E 110
675,G00000419,1,1,BROADWAY,NA,BROADWAY,NA,NA,3520,3540,703,703,BROADWAY
676,G00000421,1,1,1 AVE,NA,1 AVE,1965,1979,1958,1978,350,287,1 AVE
677,G00000422,1,1,9 AVE,NA,9 AVE,NA,NA,NA,NA,672,672,9 AVE
678,G00000423,1,1,RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,NA,NA,727,727,RIVERSIDE DR
679,G00000424,1,1,E 115,NA,E 115,1,51,2,52,449,450,E 115
680,G00000425,1,1,PARK AVE,NA,PARK AVE,NA,NA,1841,1855,424,424,PARK AVE
681,G00000426,1,1,WATER,NA,WATER,118,132,117,133,8,9,WATER
682,G00000427,1,1,BROADWAY,NA,BROADWAY,699,713,696,716,818,819,BROADWAY
683,G00000428,1,1,E 56,NA,E 56,401,453,400,444,1006,1006,E 56
684,G00000429,1,1,PARK AVE,NA,PARK AVE,NA,NA,101,115,1123,1123,PARK AVE
685,G00000430,1,1,E 72,NA,E 72,399,441,400,448,1643,1014,E 72
686,G00000431,1,1,CORTLANDT ALY,NA,CORTLANDT ALY,NA,NA,NA,NA,38,38,CORTLANDT ALY
687,G00000432,1,1,E 57,NA,E 57,401,467,400,456,1005,1006,E 57
688,G00000433,1,1,11 AVE,NA,11 AVE,773,787,778,796,1369,1371,11 AVE
689,G00000434,1,1,LEX AVE,NA,LEXINGTON AVE,2006,2016,1999,2019,422,421,LEXINGTON AVE
690,G00000435,1,1,RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,192,198,744,744,RIVERSIDE DR
691,G00000436,1,1,AVE A,NA,AVE A,385,393,NA,NA,953,953,AVE A
692,G00000437,1,1,HAVEN AVE,NA,HAVEN AVE,NA,NA,NA,NA,686,686,HAVEN AVE
693,G00000439,1,1,E 9,NA,E 9,301,353,300,352,937,899,E 9
694,G00000440,1,1,2 AVE,NA,2 AVE,1389,1401,1392,1402,1059,1063,2 AVE
695,G00000441,1,1,SAINT NICHOLAS PL,NA,SAINT NICHOLAS PL,11,19,10,20,665,665,SAINT NICHOLAS PL
696,G00000442,1,1,W 94,NA,W 94,NA,NA,NA,NA,743,741,W 94
697,G00000443,1,1,E 15,NA,E 15,101,121,100,114,983,983,E 15
698,G00000444,1,1,DIVISION,NA,DIVISION,106,114,107,109,183,63,DIVISION
699,G00000445,1,1,E 102,NA,E 102,301,341,300,340,347,350,E 102
700,G00000446,1,1,FAIRVIEW AVE,NA,FAIRVIEW AVE,NA,NA,NA,NA,676,676,FAIRVIEW AVE
701,G00000447,1,1,11 AVE,NA,11 AVE,553,569,554,570,1358,1354,11 AVE
702,G00000449,1,1,1 AVE,NA,1 AVE,1531,1555,1536,1558,1044,1027,1 AVE
703,G00000450,1,1,10 AVE,NA,10 AVE,277,295,278,294,1230,1224,10 AVE
704,G00000451,1,1,FORT WASHINGTON AVE,NA,FORT WASHINGTON AVE,NA,NA,NA,NA,686,686,FORT WASHINGTON AVE
705,G00000452,1,1,BENSON PL,NA,BENSON PL,NA,NA,NA,NA,38,38,BENSON PL
706,G00000453,1,1,W HOUSTON,NA,W HOUSTON,312,328,313,327,103,139,W HOUSTON
707,G00000454,1,1,1 AVE,NA,1 AVE,2019,2033,2020,2034,344,437,1 AVE
708,G00000455,1,1,SOUTH,NA,SOUTH,241,259,NA,NA,70,70,SOUTH
709,G00000456,1,1,BROADWAY,NA,BROADWAY,NA,NA,NA,NA,674,674,BROADWAY
710,G00000457,1,1,BROADWAY,NA,BROADWAY,103,113,108,120,4,7,BROADWAY
711,G00000458,1,1,LEXINGTON AVE,NA,LEXINGTON AVE,656,676,657,675,1131,1131,LEXINGTON AVE
712,G00000459,1,1,LEX AVE,NA,LEXINGTON AVE,1752,1766,1759,1773,409,409,LEXINGTON AVE
713,G00000460,1,1,LEX AVE,NA,LEXINGTON AVE,1036,1054,1033,1055,1144,1145,LEXINGTON AVE
714,G00000461,1,1,2 AVE,NA,2 AVE,313,327,310,326,976,1712,2 AVE
715,G00000462,1,1,11 AVE,NA,11 AVE,756,776,NA,NA,1368,1368,11 AVE
716,G00000463,1,1,BROADWAY,NA,BROADWAY,NA,NA,3818,3838,686,686,BROADWAY
717,G00000464,1,1,E 58,NA,E 58,135,157,140,162,1135,1135,E 58
719,G00000466,1,1,PEARL,NA,PEARL,287,311,288,312,11,11,PEARL
720,G00000467,1,1,12 AVE,NA,12 AVE,NA,NA,NA,NA,1369,1369,12 AVE
721,G00000468,1,1,WILLIAMSBURG BR APPROACH,NA,WILLIAMSBURG BR APPROACH,NA,NA,NA,NA,NA,NA,WILLIAMSBURG BR APPROACH
722,G00000469,1,1,E 27,NA,E 27,301,343,300,342,1711,958,E 27
723,G00000470,1,1,W 83,NA,W 83,100,176,101,177,1294,1295,W 83
724,G00000471,1,1,E 11,NA,E 11,701,725,700,724,270,270,E 11
725,G00000472,1,1,RIVINGTON,NA,RIVINGTON,132,146,131,145,1700,747,RIVINGTON
726,G00000473,1,1,W 91,NA,W 91,NA,NA,NA,NA,742,742,W 91
727,G00000474,1,1,E 40,NA,E 40,201,245,200,252,1114,1119,E 40
728,G00000475,1,1,W 211,NA,W 211,NA,NA,NA,NA,674,674,W 211
729,G00000476,1,1,W 29,NA,W 29,2,28,1,27,1270,1270,W 29
730,G00000477,1,1,PEARL,NA,PEARL,75,103,72,108,8,8,PEARL
731,G00000478,1,1,FT GEORGE AVE,NA,FT GEORGE AVE,NA,NA,NA,NA,676,671,FT GEORGE AVE
732,G00000479,1,1,E 99,NA,E 99,NA,NA,NA,NA,287,282,E 99
733,G00000480,1,1,E 27,NA,E 27,133,155,134,154,986,987,E 27
734,G00000482,1,1,WILLIAM,NA,WILLIAM,173,185,170,180,10,10,WILLIAM
735,G00000483,1,1,W 215,NA,W 215,NA,NA,NA,NA,674,674,W 215
736,G00000484,1,1,1 AVE,NA,1 AVE,783,803,788,804,1105,999,1 AVE
737,G00000486,1,1,BROADWAY,NA,BROADWAY,NA,NA,2640,2658,737,736,BROADWAY
738,G00000487,1,1,W 85,NA,W 85,200,214,201,215,1394,1393,W 85
739,G00000488,1,1,E 116,NA,E 116,501,555,500,554,292,289,E 116
740,G00000489,1,1,PRINCE,NA,PRINCE,84,92,81,91,125,125,PRINCE
741,G00000490,1,1,W 33,NA,W 33,200,270,201,271,1190,1190,W 33
742,G00000491,1,1,DUANE,NA,DUANE,90,114,91,115,30,30,DUANE
743,G00000492,1,1,E 46,NA,E 46,201,243,200,248,1108,1107,E 46
744,G00000493,1,1,W 66,NA,W 66,300,320,301,321,1375,1378,W 66
745,G00000494,1,1,9 AVE,NA,9 AVE,623,641,622,640,1352,1347,9 AVE
746,G00000495,1,1,PARK AVE,NA,PARK AVE,NA,NA,1819,1839,423,423,PARK AVE
747,G00000496,1,1,ELDRIDGE,NA,ELDRIDGE,189,221,188,222,889,892,ELDRIDGE
748,G00000497,1,1,GOLD,NA,GOLD,1,17,2,18,10,11,GOLD
749,G00000498,1,1,SAINT NICHOLAS AVE,NA,NICHOLAS AVE,621,699,624,696,654,653,NICHOLAS AVE
750,G00000499,1,1,WAVERLY PL,NA,WAVERLY PL,26,32,25,31,818,822,WAVERLY PL
751,G00000500,1,1,E 122,NA,E 122,207,267,202,258,311,312,E 122
752,G00000501,1,1,PERRY,NA,PERRY,17,53,20,54,148,148,PERRY
753,G00000502,1,1,5 AVE,NA,5 AVE,NA,NA,1170,1179,507,472,5 AVE
754,G00000503,1,1,LEX AVE,NA,LEXINGTON AVE,1974,1980,1947,1953,420,419,LEXINGTON AVE
755,G00000504,1,1,BROADWAY,NA,BROADWAY,NA,NA,2800,2818,729,730,BROADWAY
756,G00000505,1,1,HAMILTON PL,NA,HAMILTON PL,90,108,91,109,1431,706,HAMILTON PL
757,G00000506,1,1,BROADWAY,NA,BROADWAY,1411,1429,1412,1432,1198,1198,BROADWAY
758,G00000507,1,1,W 156,NA,W 156,NA,NA,NA,NA,1742,1742,W 156
759,G00000509,1,1,HAMILTON PL,NA,HAMILTON PL,110,132,111,135,700,700,HAMILTON PL
760,G00000510,1,1,W 86,NA,W 86,NA,NA,NA,NA,1393,746,W 86
761,G00000511,1,1,F DOUGLASS BLVD,NA,F DOUGLASS BLVD,2129,2151,2130,2150,626,566,F DOUGLASS BLVD
762,G00000512,1,1,FULTON,NA,FULTON,40,52,41,53,11,11,FULTON
763,G00000513,1,1,E 17,NA,E 17,101,121,100,122,982,983,E 17
764,G00000514,1,1,AMSTERDAM AVE,NA,AMSTERDAM AVE,858,878,859,877,734,607,AMSTERDAM AVE
765,G00000515,1,1,PARK AVE,NA,PARK AVE,776,784,NA,NA,1160,1160,PARK AVE
766,G00000516,1,1,W 75,NA,W 75,226,262,227,261,1389,1389,W 75
767,G00000517,1,1,W 142,NA,W 142,504,558,505,549,1431,700,W 142
768,G00000518,1,1,E 81,NA,E 81,201,249,200,244,1038,1037,E 81
769,G00000519,1,1,LAFAYETTE,NA,LAFAYETTE,378,388,377,389,819,819,LAFAYETTE
770,G00000520,1,1,BEDFORD,NA,BEDFORT,63,77,60,74,130,128,BEDFORT
771,G00000521,1,1,ALLEN,NA,ALLEN,71,87,70,86,209,210,ALLEN
772,G00000522,1,1,W 21,NA,W 21,300,362,301,363,855,854,W 21
773,G00000523,1,1,BROADWAY,NA,BROADWAY,3821,3839,NA,NA,686,686,BROADWAY
774,G00000524,1,1,LENOX AVE,6 AVE,LENOX AVE,321,337,318,340,550,496,LENOX AVE
775,G00000525,1,1,W 166,NA,W 166,500,520,501,521,685,685,W 166
776,G00000526,1,1,E 18,NA,E 18,201,245,200,240,976,977,E 18
777,G00000527,1,1,BROADWAY,NA,BROADWAY,NA,NA,2480,2498,742,742,BROADWAY
778,G00000528,1,1,W 96,NA,W 96,300,330,301,329,1653,740,W 96
779,G00000529,1,1,NAGLE AVE,NA,NAGLE AVE,NA,NA,NA,NA,674,674,NAGLE AVE
780,G00000530,1,1,FORSYTH,NA,FORSYTH,165,191,166,192,888,1702,FORSYTH
781,G00000531,1,1,LEWIS,NA,LEWIS,1,19,2,20,781,782,LEWIS
782,G00000532,1,1,MADISON AVE,NA,MADISON AVE,2058,2080,2059,2075,432,432,MADISON AVE
783,G00000534,1,1,PARK AVE,NA,PARK AVE,556,576,NA,NA,1163,1163,PARK AVE
784,G00000535,1,1,MERCER,NA,MERCER,1,7,2,12,125,125,MERCER
785,G00000536,1,1,5 AVE,NA,5 AVE,NA,NA,1280,1289,507,458,5 AVE
786,G00000537,1,1,PARK AVE S,NA,4 AVE,222,232,221,233,989,981,4 AVE
787,G00000538,1,1,PARK AVE,NA,PARK AVE,1540,1554,NA,NA,456,456,PARK AVE
788,G00000539,1,1,E 91,NA,E 91,145,177,148,174,386,382,E 91
789,G00000540,1,1,2 AVE,NA,2 AVE,1421,1439,1420,1438,1051,1050,2 AVE
790,G00000541,1,1,W 227,NA,W 227,NA,NA,NA,NA,NA,NA,W 227
791,G00000542,1,1,AMSTERDAM AVE,NA,AMSTERDAM AVE,2350,2368,NA,NA,681,671,AMSTERDAM AVE
792,G00000543,1,1,RENWICK,NA,RENWICK,1,49,2,48,105,106,RENWICK
793,G00000544,1,1,S WASHINGTON SQ,NA,S WASHINGTON SQ,NA,NA,68,76,818,818,S WASHINGTON SQ
794,G00000545,1,1,W 127,NA,W 127,360,376,NA,NA,641,640,W 127
795,G00000546,1,1,3 AVE,NA,3 AVE,1884,1898,1883,1899,402,345,3 AVE
796,G00000547,1,1,W 13,NA,W 13,332,350,315,351,163,162,W 13
797,G00000548,1,1,WADSWORTH AVE,NA,WADSWORTH AVE,252,278,253,275,678,678,WADSWORTH AVE
798,G00000549,1,1,COLUMBUS AVE,NA,COLUMBUS AVE,60,76,59,71,1312,1317,COLUMBUS AVE
799,G00000550,1,1,MANHATTAN AVE,NA,MANHATTAN AVE,121,143,120,140,610,610,MANHATTAN AVE
800,G00000551,1,1,LEX AVE,NA,LEXINGTON AVE,2170,2184,NA,NA,426,426,LEXINGTON AVE
801,G00000552,1,1,2 AVE,NA,2 AVE,2417,2433,2420,2442,307,306,2 AVE
802,G00000553,1,1,BROADWAY,NA,BROADWAY,NA,NA,2,6,1,6,BROADWAY
803,G00000554,1,1,LAFAYETTE,NA,LAFAYETTE,194,206,195,207,784,784,LAFAYETTE
804,G00000555,1,1,E 96,NA,E 96,NA,NA,NA,NA,476,478,E 96
805,G00000556,1,1,WORTH,NA,WORTH,1,27,2,28,33,33,WORTH
806,G00000557,1,1,WALL,NA,WALL,58,76,61,77,7,7,WALL
807,G00000558,1,1,BROADWAY,NA,BROADWAY,NA,NA,NA,NA,675,676,BROADWAY
808,G00000559,1,1,STATE,NA,STATE,NA,NA,26,30,1,1,STATE
809,G00000560,1,1,3 AVE,NA,3 AVE,600,618,601,617,1121,1119,3 AVE
810,G00000561,1,1,W 82,NA,W 82,NA,NA,NA,NA,1391,1396,W 82
811,G00000562,1,1,W 71,NA,W 71,200,284,201,285,1385,1386,W 71
812,G00000563,1,1,W END AVE,NA,W END AVE,581,599,580,598,745,745,W END AVE
813,G00000564,1,1,HESTER,NA,HESTER,84,94,97,105,187,194,HESTER
814,G00000565,1,1,W 204,NA,W 204,NA,NA,NA,NA,674,674,W 204
815,G00000566,1,1,ELIZABETH,NA,ELIZABETH,279,313,278,308,821,821,ELIZABETH
816,G00000567,1,1,SAINT NICHOLAS AVE,HARLEM RD,NICHOLAS AVE,57,73,58,72,576,575,NICHOLAS AVE
817,G00000568,1,1,BEDFORD,NA,BEDFORT,39,45,32,44,132,136,BEDFORT
818,G00000569,1,1,BANK,NA,BANK,88,100,89,97,142,174,BANK
819,G00000570,1,1,ELIZABETH,NA,ELIZABETH,1,25,2,30,51,51,ELIZABETH
820,G00000571,1,1,W 73,NA,W 73,NA,NA,NA,NA,1386,1387,W 73
821,G00000572,1,1,E 64,NA,E 64,29,67,32,60,1162,1162,E 64
822,G00000573,1,1,SOUTH,NA,SOUTH,88,93,NA,NA,11,11,SOUTH
823,G00000574,1,1,W 215,NA,W 215,NA,NA,NA,NA,674,674,W 215
824,G00000575,1,1,COLUMBUS AVE,NA,COLUMBUS AVE,4,18,1,19,1322,1726,COLUMBUS AVE
825,G00000576,1,1,BROADWAY,NA,BROADWAY,1253,1273,1240,1258,1269,1269,BROADWAY
826,G00000577,1,1,LEX AVE,NA,LEXINGTON AVE,1650,1672,1649,1673,399,402,LEXINGTON AVE
827,G00000578,1,1,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,540,1125,PARK AVE
828,G00000579,1,1,5 AVE,NA,5 AVE,NA,NA,822,828,1181,1162,5 AVE
829,G00000580,1,1,W 38,NA,W 38,2,76,1,71,1173,1173,W 38
830,G00000581,1,1,GRAND,NA,GRAND,558,570,563,571,782,100,GRAND
831,G00000582,1,1,W 135,NA,W 135,300,318,NA,NA,649,649,W 135
832,G00000583,1,1,1 AVE,NA,1 AVE,197,217,198,216,934,1164,1 AVE
833,G00000584,1,1,BROADWAY,NA,BROADWAY,1651,1665,1650,1668,1284,1284,BROADWAY
834,G00000585,1,1,6 AVE,NA,6 AVE,357,373,358,374,842,995,6 AVE
835,G00000586,1,1,E 95,NA,E 95,31,71,30,72,478,478,E 95
836,G00000587,1,1,EDGECOMB AVE,NA,EDGECOMB AVE,145,235,188,234,653,653,EDGECOMB AVE
837,G00000588,1,1,W 22,NA,W 22,2,68,1,67,995,995,W 22
838,G00000589,1,1,WATTS,NA,WATTS,NA,NA,NA,NA,34,106,WATTS
839,G00000590,1,1,DELANCEY,NA,DELANCEY,180,196,NA,NA,750,751,DELANCEY
840,G00000591,1,1,8 AVE,NA,8 AVE,363,381,360,378,1221,1186,8 AVE
841,G00000592,1,1,RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,NA,NA,696,696,RIVERSIDE DR
842,G00000593,1,1,WALL,NA,WALL,2,6,1,7,7,7,WALL
843,G00000594,1,1,9 AVE,NA,9 AVE,371,411,NA,NA,1218,1218,9 AVE
844,G00000595,1,1,ADAM POWELL BLVD,NA,7 AVE,2242,2258,NA,NA,539,539,7 AVE
845,G00000596,1,1,8 AVE,NA,8 AVE,701,715,700,720,1347,1272,8 AVE
846,G00000597,1,1,W 125,NA,W 125,300,334,301,333,639,639,W 125
847,G00000598,1,1,ORCHARD,NA,ORCHARD,41,67,40,64,195,196,ORCHARD
848,G00000599,1,1,E 118,NA,E 118,101,137,100,132,418,416,E 118
849,G00000600,1,1,F DOUGLASS BLVD,NA,F DOUGLASS BLVD,2097,2109,2088,2106,622,572,F DOUGLASS BLVD
