OBJECTID,JoinID,Valid 1910,GeoCheck 1910,StreetModern,ST Name Alt 1910,HNYC Street Name 1910,Left Low 1910,Left High 1910,Right Low 1910,Right High 1910,ED Left 1910,ED Right 1910,Name
4895,G00004762,1,1,W 47,NA,W 47,500,510,501,575,1359,1360,W 47
4896,G00004763,1,1,AVE B,NA,AVE B,196,214,195,211,926,1673,AVE B
4897,G00004764,1,1,W 152,NA,W 152,300,304,301,305,666,704,W 152
4898,G00004765,1,1,F DOUGLASS BLVD,NA,F DOUGLASS BLVD,2809,2817,NA,NA,663,515,F DOUGLASS BLVD
4899,G00004767,1,1,WAVERLY PL,NA,WAVERLY PL,218,232,217,231,148,159,WAVERLY PL
4900,G00004768,1,1,W 158,NA,W 158,NA,NA,NA,NA,1742,686,W 158
4901,G00004769,1,1,BROADWAY,NA,BROADWAY,855,869,860,872,551,551,BROADWAY
4902,G00004770,1,1,BROADWAY,NA,BROADWAY,305,317,306,318,30,37,BROADWAY
4903,G00004771,1,1,HORATIO,NA,HORATIO,54,66,43,59,172,172,HORATIO
4904,G00004772,1,1,LEX AVE,NA,LEXINGTON AVE,1590,1612,1591,1617,398,397,LEXINGTON AVE
4905,G00004773,1,1,GRAND,NA,GRAND,54,70,53,69,124,124,GRAND
4906,G00004774,1,1,W 12,NA,W 12,NA,NA,313,331,174,174,W 12
4907,G00004775,1,1,E 88,NA,E 88,401,453,400,450,274,273,E 88
4908,G00004776,1,1,E 125,NA,E 125,1,49,2,30,436,436,E 125
4909,G00004777,1,1,10 AVE,NA,10 AVE,347,361,350,366,1232,1219,10 AVE
4910,G00004778,1,1,JANE,NA,JANE,68,98,67,93,175,173,JANE
4911,G00004779,1,1,W 117,NA,W 117,NA,NA,NA,NA,565,564,W 117
4912,G00004780,1,1,W 149,NA,W 149,400,422,401,423,657,657,W 149
4913,G00004781,1,1,E 57,NA,E 57,201,253,200,252,1090,1089,E 57
4914,G00004782,1,1,W 41,NA,W 41,100,148,101,149,1200,1200,W 41
4915,G00004783,1,1,E 93,NA,E 93,401,443,400,442,282,282,E 93
4916,G00004784,1,1,E 35,NA,E 35,101,137,100,136,1122,1260,E 35
4917,G00004785,1,1,E 63,NA,E 63,25,51,26,56,1162,1163,E 63
4918,G00004786,1,1,YORK AVE,NA,AVE A,1511,1531,1514,1530,1027,1034,AVE A
4919,G00004787,1,1,UNIVERSITY PL,NA,UNIVERSITY PL,2,8,11,19,822,822,UNIVERSITY PL
4920,G00004788,1,1,ADAM POWELL BLVD,NA,7 AVE,1800,1828,NA,NA,574,574,7 AVE
4921,G00004789,1,1,E 92,NA,E 92,201,271,200,270,364,364,E 92
4922,G00004790,1,1,2 AVE,NA,2 AVE,2023,2041,2022,2038,345,344,2 AVE
4923,G00004791,1,1,BROADWAY,NA,BROADWAY,NA,NA,2198,2218,1392,1392,BROADWAY
4924,G00004792,1,1,FULTON,NA,FULTON,112,126,117,133,10,10,FULTON
4925,G00004793,1,1,W 143,NA,W 143,300,314,301,315,655,656,W 143
4926,G00004794,1,1,PARK AVE,NA,PARK AVE,NA,NA,49,65,1121,1121,PARK AVE
4927,G00004795,1,1,W 26,NA,W 26,8,60,13,59,993,994,W 26
4928,G00004796,1,1,W 58,NA,W 58,200,238,201,239,1286,1290,W 58
4929,G00004797,1,1,W 171,NA,W 171,550,568,551,569,684,684,W 171
4930,G00004798,1,1,MAC DOUGAL,NA,MAC DOUGAL,163,173,164,174,827,827,MAC DOUGAL
4931,G00004799,1,1,E END AVE,NA,E END AVE,176,194,NA,NA,275,281,E END AVE
4932,G00004800,1,1,E 16,NA,E 16,121,149,120,148,982,983,E 16
4933,G00004801,1,1,MADISON AVE,NA,MADISON AVE,752,770,753,775,1162,1162,MADISON AVE
4934,G00004802,1,1,5 AVE,NA,5 AVE,118,128,97,107,990,551,5 AVE
4935,G00004803,1,1,E 97,NA,E 97,101,131,102,140,392,391,E 97
4936,G00004804,1,1,AVE C,NA,AVE C,71,87,70,86,251,1659,AVE C
4937,G00004805,1,1,E 82,NA,E 82,501,537,500,558,1032,1033,E 82
4938,G00004806,1,1,W 71,NA,W 71,300,350,301,353,1385,1386,W 71
4939,G00004807,1,1,5 AVE,NA,5 AVE,626,636,627,637,1178,1167,5 AVE
4940,G00004808,1,1,5 AVE,NA,5 AVE,NA,NA,900,908,1181,1160,5 AVE
4941,G00004809,1,1,5 AVE,NA,5 AVE,234,246,233,249,994,988,5 AVE
4942,G00004810,1,1,W 116,NA,W 116,2,72,1,75,489,490,W 116
4943,G00004811,1,1,BROADWAY,NA,BROADWAY,NA,NA,NA,NA,709,1644,BROADWAY
4944,G00004812,1,1,CROSBY,NA,CROSBY,106,128,107,127,800,800,CROSBY
4945,G00004813,1,1,MADISON AVE,NA,MADISON AVE,2020,2036,2015,2037,433,434,MADISON AVE
4946,G00004814,1,1,2 AVE,NA,2 AVE,2449,2459,2444,2458,304,305,2 AVE
4947,G00004815,1,1,W 44,NA,W 44,2,78,1,77,1175,1176,W 44
4948,G00004816,1,1,NATHAN D PERLMAN PL,NA,LIVINGSTON PL,NA,NA,10,19,978,978,LIVINGSTON PL
4949,G00004817,1,1,CONVENT AVE,NA,CONVENT AVE,NA,NA,NA,NA,649,649,CONVENT AVE
4950,G00004818,1,1,STANTON,NA,STANTON,120,136,121,137,875,874,STANTON
4951,G00004819,1,1,CROSBY,NA,CROSBY,130,144,129,143,800,800,CROSBY
4952,G00004820,1,1,W 99,NA,W 99,242,264,243,263,737,737,W 99
4953,G00004821,1,1,W 185,NA,W 185,650,656,651,655,678,678,W 185
4954,G00004822,1,1,BROADWAY,NA,BROADWAY,NA,NA,2840,2858,727,728,BROADWAY
4955,G00004824,1,1,SPRING,NA,SPRING,336,354,335,353,105,104,SPRING
4956,G00004825,1,1,W 150,NA,W 150,400,402,NA,NA,660,665,W 150
4957,G00004826,1,1,E 44,NA,E 44,33,53,NA,NA,1169,1169,E 44
4958,G00004827,1,1,JACOBUS PL,NA,JACOBUS PL,NA,NA,NA,NA,NA,NA,JACOBUS PL
4959,G00004828,1,1,FULTON,NA,FULTON,100,110,101,115,10,10,FULTON
4960,G00004829,1,1,W 171,NA,W 171,500,516,501,517,684,684,W 171
4961,G00004830,1,1,CLINTON,NA,CLINTON,140,162,139,163,756,755,CLINTON
4962,G00004831,1,1,FORSYTH,NA,FORSYTH,131,163,132,164,201,206,FORSYTH
4963,G00004832,1,1,W 133,NA,W 133,NA,NA,NA,NA,714,713,W 133
4964,G00004833,1,1,BROADWAY,NA,BROADWAY,489,527,488,528,125,784,BROADWAY
4965,G00004834,1,1,E 108,NA,E 108,1,23,2,24,458,461,E 108
4966,G00004835,1,1,1 AVE,NA,1 AVE,99,113,100,116,901,913,1 AVE
4967,G00004836,1,1,W 29,NA,W 29,30,54,29,53,1270,1270,W 29
4968,G00004837,1,1,W 54,NA,W 54,300,360,301,361,1330,1328,W 54
4969,G00004838,1,1,W 84,NA,W 84,200,222,201,221,1396,1394,W 84
4970,G00004839,1,1,W 125,NA,MANHATTAN,NA,NA,NA,NA,719,719,MANHATTAN
4971,G00004840,1,1,3 AVE,NA,3 AVE,320,338,321,339,984,963,3 AVE
4972,G00004841,1,1,STANTON,NA,STANTON,256,270,257,271,240,239,STANTON
4973,G00004843,1,1,TUDOR CITY PL,NA,PROSPECT PL,2,20,1,19,1113,1113,PROSPECT PL
4974,G00004844,1,1,W 147,NA,W 147,200,296,201,295,514,513,W 147
4975,G00004845,1,1,7 AVE,NA,7 AVE,134,148,135,151,836,835,7 AVE
4976,G00004846,1,1,RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,17,27,1389,1389,RIVERSIDE DR
4977,G00004847,1,1,SAINT NICHOLAS AVE,NA,NICHOLAS AVE,NA,NA,402,456,646,646,NICHOLAS AVE
4978,G00004848,1,1,E 93,NA,E 93,101,137,100,138,387,386,E 93
4979,G00004849,1,1,COOPER SQ,NA,COOPER SQ,NA,NA,25,39,938,907,COOPER SQ
4980,G00004850,1,1,E 71,NA,E 71,NA,NA,NA,NA,1160,1147,E 71
4981,G00004851,1,1,PERRY,NA,PERRY,2,18,1,15,159,159,PERRY
4982,G00004852,1,1,BROADWAY,NA,BROADWAY,1961,1977,NA,NA,1310,1309,BROADWAY
4983,G00004853,1,1,SEAMAN AVE,NA,SEAMAN AVE,NA,NA,NA,NA,674,674,SEAMAN AVE
4984,G00004854,1,1,MAIDEN LN,NA,MAIDEN LN,89,111,88,112,11,7,MAIDEN LN
4985,G00004855,1,1,E 56,NA,E 56,201,251,200,242,1089,1088,E 56
4986,G00004856,1,1,W BROADWAY,NA,W BROADWAY,58,78,61,81,13,12,W BROADWAY
4987,G00004857,1,1,MERCER,NA,MERCER,37,61,38,60,125,125,MERCER
4988,G00004859,1,1,BROAD,NA,BROAD,91,97,90,98,8,1,BROAD
4989,G00004860,1,1,CLARK,NA,CLARK,1,19,2,18,113,121,CLARK
4990,G00004861,1,1,BROADWAY,NA,BROADWAY,NA,NA,NA,NA,692,692,BROADWAY
4991,G00004862,1,1,VANCORLEAR PL,NA,VANCORLEAR PL,NA,NA,NA,NA,NA,NA,VANCORLEAR PL
4992,G00004863,1,1,EDGECOMB AVE,NA,EDGECOMB AVE,NA,NA,NA,NA,667,667,EDGECOMB AVE
4993,G00004864,1,1,CONNECTOR,NA,CONNECTOR,NA,NA,NA,NA,719,723,CONNECTOR
4994,G00004865,1,1,W 76,NA,W 76,300,336,301,337,1389,1388,W 76
4995,G00004866,1,1,E HOUSTON,NA,E HOUSTON,140,160,135,149,894,890,E HOUSTON
4996,G00004867,1,1,PECK SLIP,NA,PECK SLIP,NA,NA,32,46,11,11,PECK SLIP
4997,G00004868,1,1,W 112,NA,W 112,300,318,301,331,621,621,W 112
4998,G00004869,1,1,SAINT NICHOLAS AVE,NA,NICHOLAS AVE,1301,1329,1300,1328,680,681,NICHOLAS AVE
4999,G00004870,1,1,W 215,NA,W 215,400,422,NA,NA,672,672,W 215
5000,G00004871,1,1,E 36,NA,E 36,NA,NA,NA,NA,1122,1122,E 36
5001,G00004872,1,1,BLEECKER,NA,BLEECKER,156,168,155,169,815,812,BLEECKER
5002,G00004873,1,1,W 111,NA,W 111,106,158,107,159,578,577,W 111
5003,G00004874,1,1,3 AVE,NA,3 AVE,282,298,283,299,985,974,3 AVE
5004,G00004875,1,1,E 40,NA,E 40,NA,NA,NA,NA,1123,1121,E 40
5005,G00004876,1,1,E 89,NA,E 89,101,123,100,122,380,379,E 89
5006,G00004877,1,1,6 AVE,NA,6 AVE,133,149,132,146,159,825,6 AVE
5007,G00004878,1,1,MORTON,NA,MORTON,71,89,72,90,141,138,MORTON
5008,G00004879,1,1,E 9,NA,E 9,1,25,2,26,822,822,E 9
5009,G00004880,1,1,W 4,NA,W 4,340,356,341,351,163,162,W 4
5010,G00004881,1,1,E 6,NA,E 6,NA,NA,NA,NA,938,938,E 6
5011,G00004882,1,1,E 78,NA,E 78,525,539,NA,NA,1024,1024,E 78
5012,G00004883,1,1,2 AVE,NA,2 AVE,1699,1719,1700,1714,368,369,2 AVE
5013,G00004884,1,1,RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,NA,NA,725,725,RIVERSIDE DR
5014,G00004885,1,1,ADAM POWELL BLVD,NA,7 AVE,2500,2518,NA,NA,518,518,7 AVE
5015,G00004886,1,1,DIVISION,NA,DIVISION,NA,NA,NA,NA,181,63,DIVISION
5016,G00004887,1,1,E 80,NA,E 80,41,77,40,76,1158,1158,E 80
5017,G00004888,1,1,PRINCE,NA,PRINCE,110,126,109,125,125,125,PRINCE
5018,G00004889,1,1,MADISON AVE,NA,MADISON AVE,1220,1236,1225,1235,482,483,MADISON AVE
5019,G00004890,1,1,E 6,NA,E 6,801,817,800,822,261,260,E 6
5020,G00004891,1,1,MORNINGSIDE DR,NA,MORNINGSIDE DR,NA,NA,NA,NA,630,630,MORNINGSIDE DR
5021,G00004892,1,1,W 108,NA,W 108,NA,NA,NA,NA,729,729,W 108
5022,G00004893,1,1,LENOX AVE,6 AVE,LENOX AVE,101,119,96,116,570,489,LENOX AVE
5023,G00004894,1,1,12 AVE,NA,12 AVE,NA,NA,NA,NA,719,719,12 AVE
5024,G00004895,1,1,CATHEDRAL PKWY,NA,W 110,202,256,501,549,729,728,W 110
5025,G00004896,1,1,3 AVE,NA,3 AVE,702,718,703,719,498,1106,3 AVE
5026,G00004897,1,1,3 AVE,NA,3 AVE,578,598,579,599,1121,1259,3 AVE
5027,G00004898,1,1,JOHN,NA,JOHN,91,101,90,102,11,11,JOHN
5028,G00004899,1,1,W 112,NA,W 112,100,114,101,119,578,575,W 112
5029,G00004900,1,1,9 AVE,NA,9 AVE,683,699,682,700,1343,1340,9 AVE
5030,G00004901,1,1,E 116,NA,E 116,401,459,400,458,292,291,E 116
5031,G00004902,1,1,COLUMBUS AVE,NA,COLUMBUS AVE,618,638,619,637,584,585,COLUMBUS AVE
5032,G00004903,1,1,BROADWAY,NA,BROADWAY,3381,3399,NA,NA,709,709,BROADWAY
5033,G00004904,1,1,2 AVE,NA,2 AVE,2223,2241,2220,2238,325,324,2 AVE
5034,G00004905,1,1,STANTON,NA,STANTON,324,340,325,341,225,224,STANTON
5035,G00004906,1,1,AVE A,NA,AVE A,77,93,74,92,914,1677,AVE A
5036,G00004907,1,1,BROOME,NA,BROOME,403,411,400,414,785,784,BROOME
5037,G00004908,1,1,BROADWAY,NA,BROADWAY,NA,NA,2880,2898,727,726,BROADWAY
5038,G00004909,1,1,E 86,NA,E 86,NA,NA,NA,NA,482,484,E 86
5039,G00004910,1,1,2 AVE,NA,2 AVE,2095,2113,2100,2118,336,337,2 AVE
5040,G00004911,1,1,BROADWAY,NA,BROADWAY,2441,2459,NA,NA,742,742,BROADWAY
5041,G00004912,1,1,TER VIEW AVE,NA,TER VIEW AVE,50,104,NA,NA,NA,NA,TER VIEW AVE
5042,G00004913,1,1,SZOLD PL,NA,DRY DOCK,7,21,8,22,270,269,DRY DOCK
5043,G00004914,1,1,MADISON AVE,NA,MADISON AVE,1238,1248,1237,1247,481,481,MADISON AVE
5044,G00004915,1,1,10 AVE,NA,10 AVE,259,275,260,276,867,849,10 AVE
5045,G00004916,1,1,CATHERINE,NA,CATHERINE,11,23,14,24,53,180,CATHERINE
5046,G00004917,1,1,W 80,NA,W 80,200,224,201,225,1392,1391,W 80
5047,G00004918,1,1,E 76,NA,E 76,301,371,300,374,1048,1049,E 76
5048,G00004919,1,1,YORK AVE,NA,AVE A,1233,1241,1234,1252,1009,1727,AVE A
5049,G00004920,1,1,RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,28,39,1389,1389,RIVERSIDE DR
5050,G00004921,1,1,BROADWAY,NA,BROADWAY,NA,NA,NA,NA,674,674,BROADWAY
5051,G00004922,1,1,2 AVE,NA,2 AVE,1681,1697,1682,1698,372,370,2 AVE
5052,G00004923,1,1,W 213,NA,W 213,500,516,NA,NA,674,674,W 213
5053,G00004924,1,1,PARK AVE,NA,PARK AVE,1040,1056,NA,NA,482,482,PARK AVE
5054,G00004925,1,1,GREENWICH,NA,GREENWICH,702,716,697,711,145,145,GREENWICH
5055,G00004926,1,1,YORK AVE,NA,AVE A,1153,1171,1154,1172,1001,1001,AVE A
5056,G00004928,1,1,W 166,NA,W 166,530,532,551,555,685,685,W 166
5057,G00004929,1,1,3 AVE,NA,3 AVE,776,796,777,795,1124,1109,3 AVE
5058,G00004930,1,1,ADAM POWELL BLVD,NA,7 AVE,2098,2118,NA,NA,552,552,7 AVE
5059,G00004931,1,1,CHRISTOPHER,NA,CHRISTOPHER,NA,NA,33,63,156,156,CHRISTOPHER
5060,G00004932,1,1,E 87,NA,E 87,NA,NA,NA,NA,483,482,E 87
5061,G00004933,1,1,W BROADWAY,NA,W BROADWAY,170,188,171,187,33,30,W BROADWAY
5062,G00004934,1,1,E 14,NA,E 14,101,117,100,114,983,938,E 14
5063,G00004935,1,1,AMSTERDAM AVE,NA,AMSTERDAM AVE,1040,1058,NA,NA,728,622,AMSTERDAM AVE
5064,G00004936,1,1,PARK AVE,NA,PARK AVE,NA,NA,419,437,1166,1131,PARK AVE
5065,G00004937,1,1,E 122,NA,E 122,NA,NA,NA,NA,422,420,E 122
5066,G00004938,1,1,RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,NA,NA,725,725,RIVERSIDE DR
5067,G00004940,1,1,W 133,NA,W 133,100,174,101,173,538,537,W 133
5068,G00004941,1,1,RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,247,258,739,739,RIVERSIDE DR
5069,G00004942,1,1,ACADEMY,NA,ACADEMY,NA,NA,NA,NA,674,674,ACADEMY
5070,G00004943,1,1,5 AVE,NA,5 AVE,50,58,43,51,824,823,5 AVE
5071,G00004944,1,1,BROADWAY,NA,BROADWAY,2881,2899,NA,NA,727,727,BROADWAY
5072,G00004945,1,1,E 79,NA,E 79,301,343,300,360,1045,1046,E 79
5073,G00004946,1,1,W 26,NA,W 26,2,6,1,11,993,994,W 26
5074,G00004947,1,1,BROADWAY,NA,BROADWAY,4061,4079,4060,4078,686,686,BROADWAY
5075,G00004948,1,1,6 AVE,NA,6 AVE,467,483,464,480,1184,1270,6 AVE
5076,G00004949,1,1,E 116,NA,E 116,97,139,100,132,416,415,E 116
5077,G00004950,1,1,W 144,NA,W 144,600,622,601,623,702,703,W 144
5078,G00004951,1,1,ORCHARD,NA,ORCHARD,69,89,66,88,210,215,ORCHARD
5079,G00004952,1,1,3 AVE,NA,3 AVE,1622,1642,1629,1643,386,364,3 AVE
5080,G00004953,1,1,COLUMBUS AVE,NA,COLUMBUS AVE,138,154,145,157,1309,1311,COLUMBUS AVE
5081,G00004954,1,1,MARBLE HL AVE,NA,MARBLE HL AVE,1,61,2,58,NA,NA,MARBLE HL AVE
5082,G00004955,1,1,CHURCH,NA,CHURCH,284,302,283,301,30,30,CHURCH
5083,G00004956,1,1,1 AVE,NA,1 AVE,597,611,600,612,1251,996,1 AVE
5084,G00004957,1,1,E 26,NA,E 26,155,157,158,160,987,984,E 26
5085,G00004958,1,1,E 75,NA,E 75,101,123,100,130,1144,1144,E 75
5086,G00004959,1,1,W 128,NA,W 128,2,76,1,89,496,499,W 128
5087,G00004960,1,1,E 10,NA,E 10,61,71,64,74,823,822,E 10
5088,G00004961,1,1,AUDUBON AVE,NA,AUDUBON AVE,358,378,359,379,677,677,AUDUBON AVE
5089,G00004962,1,1,5 AVE,NA,5 AVE,NA,NA,800,809,1181,1163,5 AVE
5090,G00004963,1,1,WAVERLY PL,NA,WAVERLY PL,170,186,163,183,156,158,WAVERLY PL
5091,G00004964,1,1,W 76,NA,W 76,100,184,101,181,1303,1300,W 76
5092,G00004965,1,1,BOWERY,NA,BOWERY,348,364,347,361,819,905,BOWERY
5093,G00004966,1,1,2 AVE,NA,2 AVE,1349,1363,1382,1390,1059,1064,2 AVE
5094,G00004967,1,1,E 106,NA,E 106,1,49,2,28,462,465,E 106
5095,G00004968,1,1,W 122,NA,W 122,340,364,341,365,630,636,W 122
5096,G00004969,1,1,1 AVE,NA,1 AVE,429,443,430,444,964,954,1 AVE
5097,G00004970,1,1,IRVING PL,NA,IRVING PL,65,79,66,78,981,982,IRVING PL
5098,G00004971,1,1,LEXINGTON AVE,NA,LEXINGTON AVE,742,762,743,765,1134,1135,LEXINGTON AVE
5099,G00004972,1,1,3 AVE,NA,3 AVE,542,558,543,559,1122,1255,3 AVE
5100,G00004973,1,1,MADISON AVE,NA,MADISON AVE,266,280,265,277,1170,1171,MADISON AVE
5101,G00004974,1,1,3 AVE,NA,3 AVE,1410,1428,1411,1433,1152,1037,3 AVE
5102,G00004975,1,1,W 70,NA,W 70,NA,NA,NA,NA,1308,1306,W 70
5103,G00004976,1,1,SAINT NICHOLAS AVE,NA,NICHOLAS AVE,1461,1477,1460,1478,678,677,NICHOLAS AVE
5104,G00004977,1,1,FRONT,NA,FRONT,NA,NA,NA,NA,11,11,FRONT
5105,G00004978,1,1,CENTRE,NA,CENTRE,133,149,132,148,38,40,CENTRE
5106,G00004980,1,1,STATE,NA,STATE,NA,NA,20,24,1,1,STATE
5107,G00004981,1,1,F DOUGLASS BLVD,NA,F DOUGLASS BLVD,2293,2307,2290,2308,636,554,F DOUGLASS BLVD
5108,G00004982,1,1,E 85,NA,E 85,39,81,38,74,484,484,E 85
5109,G00004983,1,1,W 121,NA,W 121,2,26,1,23,493,494,W 121
5110,G00004984,1,1,W 139,NA,W 139,500,530,501,529,707,706,W 139
5111,G00004985,1,1,AMSTERDAM AVE,NA,AMSTERDAM AVE,976,990,979,995,730,620,AMSTERDAM AVE
5112,G00004986,1,1,SAINT NICHOLAS AVE,NA,NICHOLAS AVE,959,971,958,970,667,667,NICHOLAS AVE
5113,G00004987,1,1,1 AVE,NA,1 AVE,1185,1201,1168,1202,1070,1008,1 AVE
5114,G00004988,1,1,W 130,NA,W 130,NA,NA,461,499,640,645,W 130
5115,G00004989,1,1,BROADWAY,NA,BROADWAY,939,955,940,956,650,650,BROADWAY
5116,G00004990,1,1,EDGECOMB AVE,NA,EDGECOMB AVE,NA,NA,NA,NA,671,671,EDGECOMB AVE
5117,G00004991,1,1,W 96,NA,W 96,NA,NA,NA,NA,1653,740,W 96
5118,G00004992,1,1,W 157,NA,W 157,500,562,501,563,691,691,W 157
5119,G00004993,1,1,GRAMERCY N PARK,NA,GRAMERCY N PARK,123,135,NA,NA,985,981,GRAMERCY N PARK
5120,G00004994,1,1,WHITE,NA,WHITE,70,78,71,75,38,38,WHITE
5121,G00004995,1,1,BEACH,NA,BEACH,2,12,NA,NA,31,31,BEACH
5122,G00004996,1,1,BROADWAY,NA,BROADWAY,1981,1999,NA,NA,1309,1309,BROADWAY
5123,G00004997,1,1,E 97,NA,E 97,NA,NA,NA,NA,392,476,E 97
5124,G00004998,1,1,MULBERRY,NA,MULBERRY,155,177,156,176,792,791,MULBERRY
5125,G00004999,1,1,WATER,NA,WATER,2,4,1,5,1,1,WATER
5126,G00005000,1,1,5 AVE,NA,5 AVE,2236,2250,NA,NA,528,428,5 AVE
5127,G00005001,1,1,CHARLES,NA,CHARLES,116,128,113,125,145,145,CHARLES
5128,G00005002,1,1,BLEECKER,NA,BLEECKER,188,204,189,205,817,810,BLEECKER
5129,G00005003,1,1,E 84,NA,E 84,101,133,100,132,383,1149,E 84
5130,G00005004,1,1,BEEKMAN,NA,BEEKMAN,12,38,11,37,10,10,BEEKMAN
5131,G00005005,1,1,W 81,NA,W 81,300,320,301,319,1391,1390,W 81
5132,G00005006,1,1,DELANCEY,NA,DELANCEY,232,246,NA,NA,764,767,DELANCEY
5133,G00005007,1,1,E 106,NA,E 106,NA,NA,NA,NA,403,403,E 106
5134,G00005008,1,1,AVE D,NA,AVE D,21,39,20,38,248,232,AVE D
5135,G00005009,1,1,E 111,NA,E 111,201,247,200,250,330,333,E 111
5136,G00005010,1,1,PITT,NA,PITT,21,31,20,36,769,768,PITT
5137,G00005011,1,1,W 111,NA,W 111,600,620,601,621,727,727,W 111
5138,G00005012,1,1,E 58,NA,E 58,NA,NA,NA,NA,1135,1136,E 58
5139,G00005013,1,1,E 75,NA,E 75,301,345,300,342,1049,1050,E 75
5140,G00005014,1,1,SAINT NICHOLAS AVE,HARLEM RD,NICHOLAS AVE,NA,NA,262,278,636,636,NICHOLAS AVE
5141,G00005015,1,1,MADISON AVE,NA,MADISON AVE,1750,1766,1751,1767,449,448,MADISON AVE
5142,G00005016,1,1,MORRIS,NA,MORRIS,1,9,2,6,6,5,MORRIS
5143,G00005017,1,1,5 AVE,NA,5 AVE,160,170,149,165,995,650,5 AVE
5144,G00005018,1,1,BROADWAY,NA,BROADWAY,NA,NA,1960,1978,1310,1309,BROADWAY
5145,G00005019,1,1,W 119,NA,W 119,270,282,271,283,561,560,W 119
5146,G00005020,1,1,WEST,NA,WEST,NA,NA,503,517,173,173,WEST
5147,G00005021,1,1,MONROE,NA,MONROE,185,213,184,208,89,88,MONROE
5148,G00005022,1,1,E BROADWAY,NA,E BROADWAY,192,218,191,219,76,77,E BROADWAY
5149,G00005023,1,1,DYCKMAN,NA,DYCKMAN,NA,NA,NA,NA,675,674,DYCKMAN
5150,G00005024,1,1,BROADWAY,NA,BROADWAY,1531,1543,NA,NA,1271,1271,BROADWAY
5151,G00005025,1,1,AMSTERDAM AVE,NA,AMSTERDAM AVE,2442,2454,NA,NA,677,671,AMSTERDAM AVE
5152,G00005026,1,1,E 13,NA,E 13,101,143,102,142,938,938,E 13
5153,G00005027,1,1,8 AVE,NA,8 AVE,143,159,144,160,861,833,8 AVE
5154,G00005028,1,1,W 131,NA,W 131,450,470,451,471,645,644,W 131
5155,G00005029,1,1,PARK AVE S,NA,4 AVE,234,250,235,249,989,981,4 AVE
5156,G00005030,1,1,E 40,NA,E 40,101,129,100,128,1123,1121,E 40
5157,G00005031,1,1,W 14,NA,W 14,400,432,401,437,177,865,W 14
5158,G00005032,1,1,7 AVE,NA,7 AVE,440,460,441,461,1193,1192,7 AVE
5159,G00005033,1,1,DELANCEY,NA,DELANCEY,NA,NA,149,163,752,752,DELANCEY
5160,G00005034,1,1,W 70,NA,W 70,NA,NA,NA,NA,1308,1306,W 70
5161,G00005035,1,1,AUDUBON AVE,NA,AUDUBON AVE,80,94,81,95,684,684,AUDUBON AVE
5162,G00005036,1,1,W 164,NA,W 164,NA,NA,NA,NA,686,688,W 164
5163,G00005037,1,1,AUDUBON AVE,NA,AUDUBON AVE,NA,NA,NA,NA,676,676,AUDUBON AVE
5164,G00005038,1,1,W 206,NA,W 206,NA,NA,NA,NA,672,672,W 206
5165,G00005039,1,1,PERRY,NA,PERRY,90,108,87,107,149,147,PERRY
5166,G00005040,1,1,CHRYSTIE,NA,CHRYSTIE,207,239,206,234,886,1703,CHRYSTIE
5167,G00005041,1,1,YORK AVE,NA,AVE A,1393,1407,1390,1412,1019,1025,AVE A
5168,G00005042,1,1,GREENWICH AVE,NA,GREENWICH AVE,72,80,73,85,165,168,GREENWICH AVE
5169,G00005043,1,1,BROADWAY,NA,BROADWAY,2579,2599,NA,NA,739,739,BROADWAY
5170,G00005044,1,1,W 37,NA,W 37,200,270,201,271,1195,1196,W 37
5171,G00005045,1,1,PARK AVE,NA,PARK AVE,898,908,NA,NA,1158,1158,PARK AVE
5172,G00005046,1,1,AMSTERDAM AVE,NA,AMSTERDAM AVE,1060,1080,NA,NA,726,622,AMSTERDAM AVE
5173,G00005047,1,1,PARK AVE,NA,PARK AVE,1180,1198,NA,NA,479,479,PARK AVE
5174,G00005048,1,1,HUDSON,NA,HUDSON,535,549,538,550,145,149,HUDSON
5175,G00005049,1,1,E 32,NA,E 32,201,257,200,256,1247,1248,E 32
5176,G00005050,1,1,FULTON,NA,FULTON,26,30,25,29,11,11,FULTON
5177,G00005051,1,1,W 124,NA,W 124,350,360,NA,NA,636,639,W 124
5178,G00005052,1,1,2 AVE,NA,2 AVE,2339,2359,2340,2360,315,314,2 AVE
5179,G00005054,1,1,W 119,NA,W 119,2,88,1,97,492,493,W 119
5180,G00005055,1,1,W 70,NA,W 70,100,152,101,153,1308,1306,W 70
5181,G00005056,1,1,MAC DOUGAL,NA,MAC DOUGAL,61,89,72,98,817,816,MAC DOUGAL
5182,G00005057,1,1,W 55,NA,W 55,100,168,101,153,1289,1288,W 55
5183,G00005058,1,1,1 AVE,NA,1 AVE,13,31,12,30,895,883,1 AVE
5184,G00005059,1,1,MADISON AVE,NA,MADISON AVE,1580,1596,1571,1587,462,463,MADISON AVE
5185,G00005060,1,1,SAINT NICHOLAS AVE,NA,NICHOLAS AVE,NA,NA,602,622,652,652,NICHOLAS AVE
5186,G00005063,1,1,E 86,NA,E 86,547,555,548,554,281,278,E 86
