XCoord,YCoord,OBJECTID,MN_STREET1910_FULL_STREE,MN_STREET1910_Y1910NAMESTREET,MN_STREET1910_Y1910LEFT_LOW,MN_STREET1910_Y1910LEFT_HIGH,MN_STREET1910_Y1910RIGHT_LOW,MN_STREET1910_Y1910RIGHT_HIGH,MN_STREET1910_JOINID,MN_STREET1910_Y1910NAMEALT,MN_STREET1910_MINUS_ED_ED,MN_STREET1910_PLUS_ED_ED
988208.76503639,198360.84397768,6842,NULL,NULL,566,596,567,597,NULL,NULL,86,86
987137.30570100,198320.21959364,6843,NULL,RUTGERS SLIP,61,69,NULL,NULL,NULL,NULL,71,70
987504.85601114,198359.25260948,6844,NULL,JEFFERSON ST,69,79,74,80,NULL,NULL,71,71
987938.52148239,198417.02168684,6845,CLINTON ST,NULL,NULL,NULL,253,255,G00023507,NULL,86,71
986182.52171355,198030.86317439,6846,NULL,NULL,434,452,433,463,NULL,NULL,58,58
986482.52636289,197979.69414943,6847,PIKE SLIP,NULL,79,89,NULL,NULL,G00019810,NULL,70,58
986765.16999051,198144.70316982,6848,NULL,NULL,474,510,475,509,NULL,NULL,70,70
987066.59146772,198530.51292969,6849,RUTGERS ST,NULL,47,63,52,68,G00028221,NULL,1685,68
987260.53268089,198684.54838277,6850,NULL,MONROE ST,121,143,120,146,NULL,NULL,1686,72
987038.80494193,198787.50470573,6851,RUTGERS ST,NULL,33,45,36,50,G00028221,NULL,1686,67
1000509.81097230,242137.43588626,6852,SAINT NICHLAS AVE,NULL,901,919,900,920,G00031007,NULL,667,667
1000095.87987760,242367.59175798,6853,AMSTERDAM AVE,NULL,1920,1936,1921,1937,G00011120,NULL,691,667
1000353.16430397,242383.18506669,6854,W  156 ST,NULL,408,424,407,425,G00024688,NULL,667,667
1000576.60414580,242408.77310606,6855,SAINT NICHLAS AVE,NULL,921,937,921,938,G00031007,NULL,667,667
1000226.90499202,242603.95286221,6856,AMSTERDAM AVE,NULL,1938,1959,1939,1958,G00024448,NULL,691,667
999783.25924625,242700.45357178,6857,W  156 ST,NULL,500,564,501,564,G00024688,NULL,691,691
982756.85948055,205770.90494954,6858,COMMERCE ST,NULL,75,31,30,39,G00001190,NULL,130,130
982752.05613355,205870.14982519,6859,BARROW ST,NULL,65,73,60,72,G00013247,NULL,130,153
982812.42888026,209312.68132593,6860,9 AVE,NULL,47,63,NULL,NULL,G00010913,NULL,865,865
982845.22179368,209294.59212327,6861,NULL,HUDSON ST,NULL,NULL,686,691,NULL,NULL,865,865
982882.06374756,209439.59872302,6862,9 AVE,NULL,65,67,56,64,G00010913,NULL,865,865
985957.90388852,198804.14558452,6863,MADISON ST,NULL,119,127,124,130,G00003667,NULL,61,60
986247.60458864,198833.12633364,6864,MADISON ST,NULL,139,155,148,156,G00003667,NULL,61,60
985928.71054139,199064.86898039,6865,HENRY ST,NULL,81,83,NULL,NULL,G00032364,NULL,62,61
986086.96531018,198949.42843043,6866,NULL,BIRMINGHAM ST,2,10,NULL,NULL,NULL,NULL,61,61
986217.84431351,199096.02049289,6867,HENRY ST,NULL,85,101,84,102,G00032364,NULL,62,61
998035.83330872,227002.96910802,6868,NULL,E 101 ST,NULL,NULL,NULL,NULL,NULL,NULL,398,395
997111.97606851,226915.71813422,6869,NULL,E 99 ST,1,29,2,30,NULL,NULL,1139,472
997783.03361747,226544.96985997,6870,NULL,E 99 ST,NULL,NULL,NULL,NULL,NULL,NULL,394,394
997654.82849330,226316.18570469,6871,NULL,E 98 ST,NULL,NULL,NULL,NULL,NULL,NULL,394,392
985165.99545380,199436.85981879,6872,DIVISION ST,NULL,2,44,1,43,G00027709,NULL,178,52
985539.53628693,199470.73496656,6873,DIVISION ST,NULL,48,62,47,61,G00027709,NULL,178,52
997808.42343318,226681.07625376,6874,PARK AVE,NULL,1300,1316,NULL,NULL,G00020012,NULL,474,394
997906.44117905,226776.61194918,6875,NULL,E 100 ST,NULL,NULL,NULL,NULL,NULL,NULL,473,474
997936.48384313,226908.96252811,6876,PARK AVE,NULL,1324,1336,NULL,NULL,G00020012,NULL,473,395
997398.90443175,226909.76442400,6877,MADISON AVE,NULL,1440,1458,1435,1449,G00030089,NULL,1139,474
997666.55714439,226909.87349368,6878,NULL,E 100 ST,49,73,48,76,NULL,NULL,473,474
997524.45222801,227137.57064586,6879,MADISON AVE,NULL,1460,1468,1451,1467,G00030089,NULL,472,473
997794.37873913,227136.65978552,6880,NULL,E 101 ST,51,77,48,72,NULL,NULL,470,473
998062.97400247,227138.01312927,6881,PARK AVE,NULL,1338,1346,NULL,NULL,G00020012,NULL,470,398
997239.99238072,227146.84070347,6882,NULL,E 100 ST,1,19,2,20,NULL,NULL,472,1139
984529.17331422,199031.45992648,6883,NULL,JAMES ST,2,10,1,11,NULL,NULL,22,21
983135.49516326,198677.09941473,6884,NULL,N WILLIAM ST,1,31,2,30,NULL,NULL,14,14
994208.73491323,234244.63022052,6885,CLAREMONT AVE,NULL,15,49,16,50,G00009377,NULL,725,725
994235.97378247,234585.97362702,6886,W  119 ST,NULL,NULL,NULL,NULL,NULL,G00026761,NULL,725,724
994418.28805039,234624.58230964,6887,CLAREMONT AVE,NULL,51,69,52,70,G00010467,NULL,724,724
984833.31345397,197669.87866014,6888,NULL,JAMES SLIP,10,20,9,19,NULL,NULL,29,18
984792.14178435,197852.83843201,6889,NULL,JAMES SLIP,2,8,1,7,NULL,NULL,29,16
1000912.45157122,245285.16449894,6890,SAINT NICHLAS AVE,NULL,NULL,NULL,1116,1138,G00004262,NULL,685,685
1001062.03132455,245345.01017977,6891,W  167 ST,NULL,NULL,NULL,NULL,NULL,G00024430,NULL,685,685
1000968.22557385,245538.04276615,6892,SAINT NICHLAS AVE,NULL,NULL,NULL,1140,1158,G00022688,NULL,685,685
1000761.81112447,245362.41746122,6893,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00027404,NULL,686,685
1000879.31581072,245440.61431927,6894,W  167 ST,NULL,NULL,NULL,NULL,NULL,G00024430,NULL,685,685
1000881.10547532,245583.39292129,6895,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00027404,NULL,686,685
1000579.59626580,245160.41589673,6896,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00020782,NULL,686,685
1000675.83221007,245269.14451934,6897,W  166 ST,NULL,NULL,NULL,NULL,NULL,G00010163,NULL,686,686
1000707.39850364,245390.65789031,6898,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00020782,NULL,686,685
1000793.28645522,245483.76531564,6899,W  167 ST,NULL,NULL,NULL,NULL,NULL,G00024430,NULL,685,686
1000829.30928936,245610.39173593,6900,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00020782,NULL,686,685
984564.99968614,199193.78194435,6901,NULL,PARK ROW,194,196,NULL,NULL,NULL,NULL,48,22
985859.93134523,198306.27962099,6902,MARKET ST,NULL,58,80,59,79,G00017787,NULL,59,57
985842.97685179,198494.70903716,6903,MARKET ST,NULL,NULL,NULL,57,57,G00017787,NULL,59,56
985199.61308226,198141.98893639,6904,CATHERINE ST,NULL,80,94,75,87,G00008050,NULL,1519,26
985166.72600893,198316.16345681,6905,CATHERINE ST,NULL,65,73,72,78,G00008050,NULL,56,26
985149.35891768,198408.14161931,6906,CATHERINE ST,NULL,61,63,66,68,G00008050,NULL,56,23
985517.85092631,198340.95100480,6907,NULL,HAMILTON ST,1,47,2,46,NULL,NULL,56,57
984927.37068056,197795.68828385,6908,NULL,WATER ST,364,378,363,375,NULL,NULL,29,29
985148.37204301,197837.98856014,6909,NULL,WATER ST,380,394,377,389,NULL,NULL,29,29
984892.67258722,197955.97109976,6910,NULL,CHERRY ST,80,98,81,99,NULL,NULL,682,29
985027.90148343,197898.82095160,6911,NULL,OLIVER ST,86,90,89,95,NULL,NULL,29,29
985116.74366139,198000.48101731,6912,NULL,CHERRY ST,100,114,101,115,NULL,NULL,26,29
984809.65536480,198338.91423152,6913,NULL,OAK ST,38,46,39,47,NULL,NULL,24,27
984972.57744709,198164.74528851,6914,NULL,OLIVER ST,59,81,60,82,NULL,NULL,26,27
985045.31713101,198359.90172235,6915,NULL,OAK ST,48,58,47,59,NULL,NULL,23,26
984649.82366347,198485.40261964,6916,NULL,JAMES ST,46,72,43,71,NULL,NULL,24,25
984900.27132531,198512.29626664,6917,NULL,OLIVER ST,35,55,38,58,NULL,NULL,23,24
984972.22541368,197588.52531236,6918,SOUTH ST,NULL,195,202,NULL,NULL,G00032598,NULL,29,29
985189.30995326,197629.82313002,6919,SOUTH ST,NULL,195,202,NULL,NULL,G00032598,NULL,29,29
985066.28264026,197714.33493606,6920,NULL,OLIVER ST,94,104,97,103,NULL,NULL,29,29
984256.29755644,197426.16606876,6921,NULL,FRONT ST,260,290,261,291,NULL,NULL,18,18
984167.63007405,199114.07819956,6922,PARK ROW,NULL,168,168,187,187,G00018252,NULL,44,20
984286.58374035,199137.77762723,6923,PARK ROW,NULL,170,184,189,207,G00018252,NULL,44,21
983377.33818351,199287.44907985,6924,NULL,DUANE ST,22,34,29,29,NULL,NULL,37,37
984443.66019785,197411.81897285,6925,NULL,NULL,NULL,NULL,133,137,NULL,NULL,18,18
984644.31366793,197527.03084873,6926,SOUTH ST,NULL,176,187,NULL,NULL,G00015810,NULL,18,18
984628.86094293,199179.11333852,6927,NULL,CHATHAM SQ,NULL,NULL,217,229,NULL,NULL,48,22
984666.57225021,199038.34124649,6928,SAINT JAMES PL,NEW BOWERY,52,66,45,61,G00024844,NULL,22,22
984810.74197681,199195.42449357,6929,NULL,CHATHAM SQ,20,23,NULL,NULL,NULL,NULL,46,NULL
983286.41265145,197567.92885509,6930,NULL,CLIFF ST,57,71,56,72,NULL,NULL,11,11
983488.84419409,197572.76254860,6931,NULL,FERRY ST,45,55,44,54,NULL,NULL,14,11
983340.77099942,197754.99955290,6932,NULL,FERRY ST,23,37,22,38,NULL,NULL,14,11
983184.80789272,197946.94683960,6933,NULL,FERRY ST,1,19,NULL,18,NULL,NULL,14,11
984197.23812551,197617.44343748,6934,NULL,WATER ST,296,322,281,321,NULL,NULL,18,17
984416.62744351,197591.25775439,6935,NULL,ROOSEVELT ST,118,130,119,131,NULL,NULL,18,18
984605.62722956,197734.10556581,6936,NULL,WATER ST,330,356,325,357,NULL,NULL,18,16
984086.15146408,197820.70941247,6937,NULL,CHERRY ST,2,44,1,45,NULL,NULL,17,17
984388.07812397,197783.18634035,6938,NULL,ROOSEVELT ST,106,112,101,115,NULL,NULL,16,17
984574.59267876,197901.91920656,6939,NULL,CHERRY ST,46,70,47,71,NULL,NULL,16,16
983264.59841555,198285.11906352,6940,NULL,NULL,NULL,NULL,41,47,NULL,NULL,14,15
982927.85532264,198394.34768365,6941,NULL,WILLIAM ST,189,205,182,198,NULL,NULL,14,14
983111.94124055,198410.66064315,6942,NULL,NULL,22,36,19,39,NULL,NULL,14,14
983441.72798255,198441.53443310,6943,ROSE ST,NULL,2,40,1,41,G00016816,NULL,14,15
982886.02808455,198598.03641197,6944,NULL,NULL,2,20,1,17,NULL,NULL,14,14
983379.54903755,197966.58408158,6945,NULL,JACOB ST,1,23,2,22,NULL,NULL,14,14
983835.24031889,198563.80617019,6946,ROSE ST,NULL,42,62,43,67,G00028406,NULL,14,15
983270.72208224,198616.25965681,6947,NULL,WILLIAM ST,207,239,200,240,NULL,NULL,14,14
983598.37563514,198652.62489019,6948,NULL,DUANE ST,2,10,1,9,NULL,NULL,14,14
983570.66243597,198763.46161076,6949,NULL,WILLIAM ST,241,249,242,244,NULL,NULL,14,14
983807.52711972,198674.64289077,6950,NULL,NEW CHAMBERS ST,13,35,12,36,NULL,NULL,19,14
983516.22061572,198793.12264068,6951,NULL,DUANE ST,12,16,NULL,NULL,NULL,NULL,14,14
983554.94396347,198812.25564048,6952,NULL,NEW CHAMBERS ST,3,11,8,10,NULL,NULL,19,14
983490.39526787,198882.55611508,6953,NULL,DUANE ST,NULL,NULL,21,21,NULL,NULL,14,19
983447.81392839,198125.96108131,6954,NULL,FRANKFORT ST,NULL,NULL,59,63,NULL,NULL,15,14
983362.27161260,198202.07329785,6955,NULL,FRANKFORT ST,NULL,NULL,49,57,NULL,NULL,15,14
983702.09368401,198299.16082840,6956,NULL,VANDEWATER ST,1,45,2,42,NULL,NULL,15,15
984021.57066450,198314.34551510,6957,PEARL ST,NULL,387,99,396,406,G00013409,NULL,15,15
984007.72832693,198482.53107027,6958,PEARL ST,NULL,401,415,408,418,G00013409,NULL,15,15
983722.72643631,198101.93373436,6959,NULL,CLIFF ST,99,105,100,106,NULL,NULL,15,15
983832.99344018,198059.24615569,6960,NULL,HAGUE ST,NULL,NULL,NULL,NULL,NULL,NULL,15,15
983884.29875159,197913.81514891,6961,PEARL ST,NULL,343,367,350,370,G00016906,NULL,15,17
984017.20558128,198157.79844477,6962,PEARL ST,NULL,369,385,372,392,G00016906,NULL,15,17
984357.66430684,197987.64984219,6963,NULL,ROOSEVELT ST,84,98,91,99,NULL,NULL,16,17
984433.24043522,198120.55279160,6964,NULL,BATAVIA ST,NULL,NULL,1,7,NULL,NULL,16,16
984650.16880714,198034.82215597,6965,NULL,CHAMBERS ST,75,89,72,92,NULL,NULL,16,19
984623.21905789,198154.60997415,6966,NULL,BATAVIA ST,14,22,19,23,NULL,NULL,19,19
984747.27852105,198052.23091381,6967,NULL,JAMES ST,87,99,92,100,NULL,NULL,682,19
984117.56472143,198245.42737781,6968,NULL,NULL,2,8,1,7,NULL,NULL,15,17
984242.24672272,198254.34369856,6969,NULL,NULL,10,16,9,15,NULL,NULL,15,17
984328.27050080,198185.25558215,6970,NULL,ROOSEVELT ST,70,78,71,79,NULL,NULL,16,17
984338.28852539,198270.27608140,6971,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,16
984443.25845981,198205.57329085,6972,NULL,CHAMBERS ST,63,73,62,70,NULL,NULL,16,19
984312.45212693,198291.59739702,6973,NULL,ROOSEVELT ST,NULL,NULL,NULL,NULL,NULL,NULL,25,15
984334.57117718,198295.26668102,6974,NULL,CHAMBERS ST,57,61,NULL,NULL,NULL,NULL,17,25
984522.84015760,198300.89117765,6975,NULL,NULL,18,36,21,35,NULL,NULL,25,19
984702.80075568,198249.92786094,6976,NULL,JAMES ST,74,84,73,83,NULL,NULL,27,19
984108.05194518,198303.59868535,6977,PEARL ST,NULL,2,12,1,3,G00023832,NULL,15,15
984158.81119405,198300.25190727,6978,NULL,CHESTNUT ST,NULL,NULL,NULL,NULL,NULL,NULL,15,15
984170.12481973,198386.10557415,6979,PEARL ST,NULL,NULL,NULL,5,9,G00023832,NULL,15,15
984249.84300018,198365.18796507,6980,NULL,CHAMBERS ST,49,55,52,60,NULL,NULL,15,19
984140.81631535,198410.29220556,6981,NULL,CHESTNUT ST,NULL,NULL,NULL,NULL,NULL,NULL,15,15
984161.64271726,198437.97456490,6982,NULL,CHAMBERS ST,47,47,NULL,NULL,NULL,NULL,15,19
984234.27149150,198469.87067605,6983,SAINT JAMES PL,NULL,18,26,11,17,G00012659,NULL,19,19
984293.16328755,198421.27069411,6984,NULL,ROOSEVELT ST,48,62,NULL,NULL,NULL,NULL,25,19
984069.00133430,198514.42618364,6985,NULL,CHAMBERS ST,43,45,40,50,NULL,NULL,15,19
984059.35535622,198573.41212210,6986,MADISON ST,NULL,1,15,NULL,NULL,G00001837,NULL,20,15
984122.68823481,198521.14713477,6987,NULL,CHESTNUT ST,NULL,NULL,NULL,NULL,NULL,NULL,15,19
984309.47017751,198567.33372219,6988,SAINT JAMES PL,NULL,NULL,NULL,21,23,G00012659,NULL,19,25
984189.85706373,198589.74919572,6989,MADISON ST,NULL,1,15,NULL,NULL,G00001837,NULL,20,19
984272.13183355,198562.65935490,6990,NULL,ROOSEVELT ST,NULL,NULL,NULL,NULL,NULL,NULL,25,19
984304.01021468,198604.03968552,6991,MADISON ST,NULL,1,15,NULL,NULL,G00001837,NULL,21,25
983803.57076281,198836.29151760,6992,NULL,WILLIAM ST,251,273,246,274,NULL,NULL,19,19
984001.71209881,198728.33979781,6993,PEARL ST,NULL,429,447,422,450,G00009420,NULL,19,20
983995.44636331,198984.34387898,6994,PEARL ST,NULL,449,463,452,464,G00009420,NULL,19,20
984228.06646893,198858.89645927,6995,NULL,ROOSEVELT ST,2,36,1,35,NULL,NULL,21,20
992567.61015727,211505.81703152,6996,E  40 ST,NULL,NULL,NULL,NULL,NULL,G00030808,NULL,996,996
992258.84519081,211676.77354656,6997,E  40 ST,NULL,337,345,338,344,G00030808,NULL,1113,1120
992371.69273414,211889.28427640,6998,E  41 ST,NULL,347,353,356,364,G00013853,NULL,1112,1113
992400.57883123,211736.10233210,6999,FIRST AVE,NULL,701,719,702,722,G00032136,NULL,1113,996
992665.58162445,212223.40081706,7000,FIRST AVE,NULL,701,719,702,722,G00032136,NULL,1111,996
1003400.11260638,250989.61519631,7001,WADSWORTH AVE,NULL,NULL,NULL,NULL,NULL,G00019528,NULL,676,676
1003316.60571960,251100.31527019,7002,W  190 ST,NULL,NULL,NULL,NULL,NULL,G00003240,NULL,676,676
1003465.54209816,251107.70821891,7003,WADSWORTH AVE,NULL,NULL,NULL,NULL,NULL,G00019528,NULL,676,676
1000993.96936219,245795.93198809,7004,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00012737,NULL,686,684
1001022.26582009,245780.44237977,7005,SAINT NICHLAS AVE,NULL,NULL,NULL,1160,1178,G00004526,NULL,684,684
1001041.05203580,245912.74362435,7006,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00012737,NULL,686,684
999107.90137456,226109.22253593,7007,NULL,E 100 ST,201,237,200,236,NULL,NULL,352,353
999235.00413872,226339.19074398,7008,NULL,E 101 ST,201,237,200,240,NULL,NULL,349,352
1000012.77538501,227741.02127364,7009,NULL,E 107 ST,201,237,200,242,NULL,NULL,338,341
1000140.01906097,227971.24932368,7010,NULL,E 108 ST,201,245,200,244,NULL,NULL,336,338
1000648.97473597,227383.14633323,7011,NULL,E 107 ST,301,341,300,342,NULL,NULL,339,340
1002625.32888693,250620.33082989,7012,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00007251,NULL,675,676
1002892.37559693,250626.49223489,7013,W  188 ST,NULL,NULL,NULL,NULL,NULL,G00020899,NULL,676,676
1002679.48068151,250832.69260989,7014,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00007251,NULL,675,676
1002716.23897414,250956.51946197,7015,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00004217,NULL,675,676
1002992.56880206,250864.56590572,7016,W  189 ST,NULL,NULL,NULL,NULL,NULL,G00020814,NULL,676,676
1002792.37874968,251169.44390489,7017,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00004217,NULL,675,676
999103.67256635,225370.22186932,7018,2 AVE,NULL,1881,1895,1880,1894,G00019258,NULL,356,355
999227.17466253,225594.66020714,7019,2 AVE,NULL,1901,1913,NULL,NULL,G00019258,NULL,354,355
998856.06067088,225651.84090476,7020,NULL,E 98 ST,201,243,200,241,NULL,NULL,354,356
999756.43354205,224998.41603052,7021,FIRST AVE,NULL,1881,1895,1880,1896,G00025034,NULL,355,282
999881.52351497,225224.38162189,7022,FIRST AVE,NULL,1897,1919,1889,1918,G00025034,NULL,355,282
999491.34237276,225295.37278568,7023,NULL,E 98 ST,NULL,NULL,300,340,NULL,NULL,355,355
999721.64112476,223483.49780052,7024,NULL,AVENUE A,1765,1771,NULL,NULL,NULL,NULL,282,282
1001024.51418406,248328.82025214,7025,FORT WASHINGTON AVE,NULL,NULL,NULL,NULL,NULL,G00015215,NULL,679,680
1001280.54483110,248429.97497439,7026,W  178 ST,NULL,700,718,701,711,G00017584,NULL,680,680
1000768.44300667,248394.46759950,7027,PINEHURST AVE,NULL,24,28,25,29,G00011033,NULL,679,679
1000937.64853527,248516.87588327,7028,W  178 ST,NULL,800,802,801,803,G00017584,NULL,679,679
1000514.19121289,248456.29660811,7029,CABRINI BLVD,NULL,NULL,NULL,NULL,NULL,G00009237,NULL,679,679
1000682.00764235,248581.66348335,7030,W  178 ST,NULL,804,806,805,807,G00017584,NULL,679,679
1001101.90715028,248596.72539541,7031,FORT WASHINGTON AVE,NULL,NULL,NULL,NULL,NULL,G00015215,NULL,679,680
1001398.50949018,248642.23209582,7032,W  179 ST,NULL,700,714,701,715,G00003519,NULL,680,680
1000839.09328618,248663.72860794,7033,PINEHURST AVE,NULL,26,30,27,31,G00011033,NULL,679,679
1001003.42612680,248743.55407165,7034,W  179 ST,NULL,800,802,801,803,G00003519,NULL,679,679
1000586.47978222,248728.13202243,7035,CABRINI BLVD,NULL,NULL,NULL,NULL,NULL,G00009237,NULL,679,679
1000743.56542605,248810.19714702,7036,W  179 ST,NULL,804,806,805,807,G00003519,NULL,679,679
1001178.23958951,248831.26583848,7037,FORT WASHINGTON AVE,NULL,NULL,NULL,NULL,NULL,G00015215,NULL,679,680
1001533.09862389,248873.88123881,7038,W  180 ST,NULL,700,728,701,729,G00007398,NULL,680,680
1000908.49809645,248899.98197081,7039,PINEHURST AVE,NULL,32,38,33,39,G00011033,NULL,679,679
1001083.51487739,248987.63380002,7040,W  180 ST,NULL,800,802,NULL,NULL,G00007398,NULL,679,679
1000649.41664590,248965.96049740,7041,CABRINI BLVD,NULL,NULL,NULL,NULL,NULL,G00009237,NULL,679,679
1000814.50065164,249055.69911665,7042,W  180 ST,NULL,804,806,805,807,G00007398,NULL,679,679
1001271.94462869,249122.75240855,7043,FORT WASHINGTON AVE,NULL,NULL,NULL,NULL,NULL,G00015215,NULL,679,680
1001003.87593288,249206.34316358,7044,PINEHURST AVE,NULL,40,44,41,45,G00011033,NULL,679,679
1000729.65575280,249271.02007474,7045,CABRINI BLVD,NULL,NULL,NULL,NULL,NULL,G00009237,NULL,679,679
1000240.42303201,248520.09989311,7046,NULL,HAVEN AVE,NULL,NULL,NULL,NULL,NULL,NULL,679,679
1000394.92193043,248654.42022760,7047,W  178 ST,NULL,NULL,NULL,NULL,NULL,G00017584,NULL,679,679
1000264.02495237,248810.30737207,7048,NULL,HAVEN AVE,NULL,NULL,NULL,NULL,NULL,NULL,679,679
1000456.34290339,248883.85743277,7049,W  179 ST,NULL,NULL,NULL,NULL,NULL,G00003519,NULL,679,679
1000327.04467415,249048.12752520,7050,NULL,HAVEN AVE,NULL,NULL,NULL,NULL,NULL,NULL,679,679
1000520.98713105,249129.96307573,7051,W  180 ST,NULL,NULL,NULL,NULL,NULL,G00007398,NULL,679,679
1000422.22120148,249321.52183366,7052,NULL,HAVEN AVE,NULL,NULL,NULL,NULL,NULL,NULL,679,679
1000639.02969454,249448.34607917,7053,W  181 ST,NULL,NULL,NULL,NULL,NULL,G00021590,NULL,679,679
1000382.01997240,249565.61591489,7054,W  181 ST,NULL,NULL,NULL,NULL,NULL,G00021590,NULL,679,679
1003593.07301443,248087.11197902,7055,LAUREL HIL TER,NULL,NULL,NULL,NULL,NULL,G00026703,NULL,671,671
1003658.58223380,248202.90915556,7056,LAUREL HIL TER,NULL,NULL,NULL,NULL,NULL,G00026703,NULL,671,671
1003497.00988635,248208.04316761,7057,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,671,671
1003569.80928143,248338.43627952,7058,W  182 ST,NULL,NULL,NULL,NULL,NULL,G00024819,NULL,671,671
1003273.59709971,248101.22122164,7059,AMSTERDAM AVE,NULL,2418,2422,NULL,NULL,G00005782,NULL,677,671
1003439.92617506,248106.21627152,7060,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,671,671
1003343.86304697,248227.14746010,7061,AMSTERDAM AVE,NULL,2424,2448,NULL,NULL,G00005782,NULL,677,671
993125.20927172,231404.83546831,7062,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00003851,NULL,731,731
993166.15321336,231543.27022468,7063,W  107 ST,NULL,NULL,NULL,NULL,NULL,G00016070,NULL,731,730
993107.76737747,231577.83512231,7064,W  107 ST,NULL,NULL,NULL,NULL,NULL,G00016070,NULL,731,730
993167.07057251,231691.59555752,7065,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00003851,NULL,729,730
993309.04354972,213369.53082377,7066,FIRST AVE,NULL,845,859,844,858,G00009526,NULL,1102,999
993503.66930876,213112.30873322,7067,E  47 ST,NULL,301,345,300,348,G00022005,NULL,999,999
996258.13820926,216706.50955006,7068,E  64 ST,NULL,401,437,400,442,G00014435,NULL,1008,1001
996684.40950239,217362.33205731,7069,E  67 ST,NULL,401,441,400,440,G00011640,NULL,1009,1727
996958.64632268,217803.83478323,7070,E  69 ST,NULL,401,439,400,442,G00022533,NULL,1018,1009
998185.44127722,219730.52220281,7071,CHEROKEE PL,NULL,NULL,NULL,NULL,NULL,G00000183,NULL,1024,1024
998430.86600768,219439.87862803,7072,F D R DR,EXTERIOR ST,NULL,NULL,NULL,NULL,G00001247,NULL,1024,1024
997170.74448773,217537.29955515,7073,F D R DR,EXTERIOR ST,NULL,NULL,NULL,NULL,G00001247,NULL,1009,1009
997318.99796418,217754.83324081,7074,F D R DR,EXTERIOR ST,NULL,NULL,NULL,NULL,G00001247,NULL,1018,1018
997466.54540531,217971.33083931,7075,F D R DR,EXTERIOR ST,NULL,NULL,NULL,NULL,G00001247,NULL,1018,1018
997623.23751318,218201.24655402,7076,F D R DR,EXTERIOR ST,NULL,NULL,NULL,NULL,G00001247,NULL,1018,1018
997783.85152923,218436.47065706,7077,F D R DR,EXTERIOR ST,NULL,NULL,NULL,NULL,G00001247,NULL,1018,1018
997936.63928139,218659.77565664,7078,F D R DR,EXTERIOR ST,NULL,NULL,NULL,NULL,G00001247,NULL,1025,1025
998084.45542277,218885.37363064,7079,F D R DR,EXTERIOR ST,NULL,NULL,NULL,NULL,G00001247,NULL,1025,1025
998224.45858764,219108.48637339,7080,F D R DR,EXTERIOR ST,NULL,NULL,NULL,NULL,G00001247,NULL,1025,1025
998646.59931160,219786.06933581,7081,F D R DR,EXTERIOR ST,NULL,NULL,NULL,NULL,G00001247,NULL,1024,1024
