XCoord,YCoord,OBJECTID,MN_STREET1910_FULL_STREE,MN_STREET1910_Y1910NAMESTREET,MN_STREET1910_Y1910LEFT_LOW,MN_STREET1910_Y1910LEFT_HIGH,MN_STREET1910_Y1910RIGHT_LOW,MN_STREET1910_Y1910RIGHT_HIGH,MN_STREET1910_JOINID,MN_STREET1910_Y1910NAMEALT,MN_STREET1910_MINUS_ED_ED,MN_STREET1910_PLUS_ED_ED
990112.39705589,209878.80716219,3138,E  30 ST,NULL,201,253,200,250,G00016183,NULL,1249,1250
1008190.04014797,258480.56375763,3139,TEUNISSEN PL,NULL,NULL,NULL,NULL,NULL,G00016193,NULL,NULL,NULL
999357.48912998,222037.75758177,3140,E  87 ST,NULL,501,551,500,558,G00016197,NULL,280,281
1000278.40182226,235311.62128989,3141,LENOX AVE,NULL,441,463,NULL,NULL,G00016208,NULL,538,502
989864.97811245,209424.59983096,3142,E  28 ST,NULL,201,249,200,248,G00016210,NULL,1710,960
1000935.35506872,244143.14086435,3143,W  163 ST,NULL,NULL,NULL,NULL,NULL,G00016217,NULL,688,688
996383.20209955,224582.75249177,3144,E  90 ST,NULL,45,73,50,82,G00016221,NULL,481,481
999229.62176760,223312.48616748,3145,E  91 ST,NULL,401,445,400,446,G00016223,NULL,282,283
985571.11775264,208719.82654051,3146,6 AVE,NULL,269,287,268,286,G00016224,NULL,828,990
984288.41854639,200671.86281364,3147,WALKER ST,NULL,112,128,117,135,G00016233,NULL,40,40
981968.57262835,196671.77238864,3148,PINE ST,NULL,48,76,47,77,G00016238,NULL,7,7
999830.96423289,241885.44541256,3149,AMSTERDAM AVE,NULL,NULL,NULL,1881,1899,G00016243,NULL,692,664
983206.43744438,206740.32310893,3150,W  TENTH ST,NULL,184,216,187,213,G00016257,NULL,155,150
991825.23893860,223726.19104873,3151,C P  W,NULL,171,209,NULL,NULL,G00016265,NULL,1297,1290
997867.59545622,240264.12319589,3152,BROADWAY,NULL,3519,3539,NULL,NULL,G00016270,NULL,703,703
998308.70021705,232629.54561730,3153,W  120 ST,NULL,100,170,101,161,G00016272,NULL,562,558
1006093.32998897,255796.18661989,3154,COOPER ST,NULL,NULL,NULL,NULL,NULL,G00016282,NULL,674,674
990300.45196193,227356.70019190,3155,W  88 ST,NULL,300,354,301,357,G00016284,NULL,746,745
983815.35978122,211122.52875610,3156,9 AVE,NULL,185,209,198,210,G00016290,NULL,852,845
993894.74579038,220095.82593414,3157,E  71 ST,NULL,23,47,24,48,G00016296,NULL,1160,1160
980463.23787656,197549.72995031,3158,CARLISLE ST,NULL,2,8,1,7,G00016316,NULL,4,4
989676.89074740,200080.20895263,3159,DELANCEY ST,NULL,NULL,NULL,265,285,G00016318,NULL,767,767
989658.84000002,217029.51949369,3160,W  53 ST,NULL,100,164,101,169,G00016326,NULL,1284,1283
998188.82512872,221434.74878123,3161,E  83 ST,NULL,401,461,400,440,G00016328,NULL,1030,1029
1000384.32106581,231330.29952814,3162,PARK AVE,NULL,1700,1714,NULL,NULL,G00016330,NULL,440,419
986076.81063889,208580.55565764,3163,W  18 ST,NULL,2,60,1,61,G00016333,NULL,990,990
986524.66724467,203921.00654180,3164,E  3 ST,NULL,NULL,NULL,NULL,NULL,G00016336,NULL,905,819
999665.95636080,239429.11174256,3165,W  145 ST,NULL,349,365,340,356,G00016342,NULL,653,660
989666.57380362,203049.65809642,3166,E  SIXTH ST,NULL,601,645,600,654,G00016345,NULL,1656,251
1000037.95856956,243153.44812589,3167,W  158 ST,NULL,500,558,501,559,G00016363,NULL,691,1733
986871.23047393,216638.99902236,3168,9 AVE,NULL,665,681,662,678,G00016365,NULL,1342,1341
991781.36271401,213617.78459235,3169,3 AVE,NULL,720,736,721,739,G00016366,NULL,498,1107
994170.12762152,220593.35774748,3170,E  73 ST,NULL,33,65,32,68,G00016374,NULL,1160,1160
997897.47393900,226181.99950150,3171,E  98 ST,NULL,101,127,102,128,G00016385,NULL,394,392
981952.48506209,202191.06236710,3172,HUDSON ST,NULL,151,163,152,164,G00016391,NULL,36,35
985197.36285334,210829.80101998,3173,W  24 ST,NULL,200,270,201,267,G00016392,NULL,843,844
982539.70025906,210677.85953389,3174,TENTH AVE,NULL,NULL,NULL,130,144,G00016398,NULL,866,858
996363.25627330,225042.39051607,3175,MADISON AVE,NULL,1276,1296,1273,1293,G00016400,NULL,480,480
998971.86276868,225129.78190952,3176,2 AVE,NULL,1865,1879,1856,1878,G00016406,NULL,357,355
982737.55468617,202224.52817943,3177,LAIGHT ST,NULL,3,7,2,10,G00016412,NULL,35,35
998700.32182852,228774.33026568,3178,E  108 ST,NULL,51,87,50,88,G00016427,NULL,460,461
989907.65419110,203483.18002564,3179,E  EIGHTH ST,NULL,297,343,300,342,G00016431,NULL,1669,256
989508.23422222,213199.95242277,3180,E  40 ST,NULL,1,21,2,22,G00016437,NULL,1170,1170
982348.72370111,197632.71266600,3181,WILLIAM ST,NULL,111,143,110,142,G00016443,NULL,10,10
989422.21405306,210405.69800473,3182,LEX AVE,NULL,160,178,161,177,G00016446,NULL,1263,1263
1001186.57159384,241442.32950089,3183,BRADHURST AVE,NULL,NULL,NULL,240,258,G00016451,NULL,665,704
995082.04160184,218841.90940245,3184,E  69 ST,NULL,201,235,200,250,G00016466,NULL,1056,1072
986631.24850638,214350.34201831,3185,EIGHTH AVE,NULL,571,593,572,598,G00016474,NULL,1201,1197
989265.09483325,219293.44483833,3186,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00016476,NULL,1726,1726
1004036.36887981,250882.28568656,3187,W  191 ST,NULL,NULL,NULL,NULL,NULL,G00016478,NULL,676,676
982303.96151902,210250.57520814,3188,TENTH AVE,NULL,NULL,NULL,96,112,G00016483,NULL,866,863
989644.69884430,206741.17121306,3189,FIRST AVE,NULL,313,327,306,326,G00016494,NULL,1712,942
988081.88044763,211148.11942014,3190,FIFTH AVE,NULL,282,298,283,299,G00016513,NULL,1270,1266
1001028.36004515,229571.60895652,3191,E  115 ST,NULL,201,247,200,248,G00016516,NULL,321,325
990141.67586872,225894.43950094,3192,W  83 ST,NULL,260,268,261,269,G00016520,NULL,1396,1395
995662.40203197,224828.96197310,3193,FIFTH AVE,NULL,NULL,NULL,1080,1089,G00016527,NULL,507,481
981527.00215322,203096.37896198,3194,WATTS ST,NULL,131,141,126,142,G00016534,NULL,34,34
981337.71611447,202514.04252822,3195,WASHINGTON ST,NULL,414,424,413,423,G00016535,NULL,36,36
996876.39270215,230981.97932839,3196,W  112 ST,NULL,NULL,NULL,NULL,NULL,G00016537,NULL,1731,573
992756.55416913,230974.44886189,3197,W  END AVE,NULL,903,919,900,918,G00016543,NULL,733,732
998031.17784443,228052.51242738,3198,MADISON AVE,NULL,1532,1554,1531,1554,G00016549,NULL,466,467
999013.65418772,238579.40970181,3199,W  141 ST,NULL,NULL,NULL,400,423,G00016555,NULL,652,654
1000260.02711655,244516.59227151,3200,W  163 ST,NULL,NULL,NULL,NULL,NULL,G00016567,NULL,686,686
985839.52436806,208152.94988555,3201,W  16 ST,NULL,2,60,1,61,G00016568,NULL,991,991
980815.82723043,197769.60647906,3202,CEDAR ST,NULL,106,116,107,127,G00016569,NULL,4,3
987872.92253222,204315.82681835,3203,E  SEVENTH ST,NULL,47,63,48,70,G00016576,NULL,900,901
989009.63810655,209310.32437527,3204,E  26 ST,NULL,135,153,130,156,G00016579,NULL,987,984
986998.44287017,201302.91297616,3205,DELANCEY ST,NULL,72,84,NULL,NULL,G00016585,NULL,212,211
1001567.62715229,240181.25764601,3206,W  151 ST,NULL,NULL,NULL,NULL,NULL,G00016590,NULL,510,510
1000301.75725455,233204.00296576,3207,FIFTH AVE,NULL,2022,2040,2023,2039,G00016599,NULL,495,436
987392.76929305,201400.97372419,3208,LUDLOW ST,NULL,101,131,102,130,G00016603,NULL,213,217
1000640.76066848,237827.41055452,3209,ADAM POWELL BLVD,NULL,NULL,NULL,2420,2436,G00016609,NULL,523,526
1000450.34488389,242629.54087318,3210,W  157 ST,NULL,463,468,463,469,G00016615,NULL,667,667
1000635.15225706,230119.27340689,3211,E  116 ST,NULL,145,187,148,188,G00016618,NULL,416,415
997685.25822247,221260.20844789,3212,FIRST AVE,NULL,1557,1577,1560,1576,G00016632,NULL,1043,1028
986233.81983930,210847.25716098,3213,W  26 ST,NULL,100,164,101,175,G00016639,NULL,840,1182
995269.47729289,232325.47798398,3214,MORNINGSIDE DR,NULL,NULL,NULL,NULL,NULL,G00016652,NULL,622,622
987771.25770931,209547.51238514,3215,MADISON AVE,NULL,NULL,NULL,11,25,G00016654,NULL,988,988
993696.81803664,217074.94122790,3216,3 AVE,NULL,1010,1028,1011,1029,G00016659,NULL,1134,1080
999293.71137039,236298.68657298,3217,W  134 ST,NULL,200,268,201,277,G00016666,NULL,536,535
999041.82358676,228735.80176439,3218,PARK AVE,NULL,NULL,NULL,1481,1493,G00016677,NULL,460,408
989990.56757514,210385.53072222,3219,3 AVE,NULL,450,468,451,469,G00016680,NULL,1261,1248
994681.78670318,221517.98352289,3220,E  77 ST,NULL,53,81,50,86,G00016682,NULL,1158,1159
985388.92487556,201787.64946002,3221,MOTT ST,NULL,175,189,174,188,G00016687,NULL,787,788
987293.50275930,213690.17109456,3222,SEVENTH AVE,NULL,500,518,501,519,G00016690,NULL,1196,1192
998000.62690621,231104.09575227,3223,LENOX AVE,NULL,NULL,NULL,82,92,G00016693,NULL,571,519
1009514.22036145,257698.88732325,3224,W  225 ST,NULL,NULL,NULL,NULL,NULL,G00016697,NULL,NULL,NULL
980669.18529930,197778.44176323,3225,GREENWICH ST,NULL,128,136,133,139,G00016698,NULL,3,4
999360.85831561,245391.21225507,3226,RIVERSIDE DR,NULL,NULL,NULL,NULL,NULL,G00016703,NULL,686,686
1003410.63850397,248823.54308490,3227,W  183 ST,NULL,500,548,NULL,NULL,G00016710,NULL,677,677
992010.03991414,228200.14010606,3228,W  94 ST,NULL,200,216,201,217,G00016717,NULL,742,741
989234.19277555,214284.15973598,3229,W  43 ST,NULL,2,74,1,75,G00016718,NULL,1175,1175
1003474.20747829,255264.93928816,3230,STAFF ST,C ST,NULL,NULL,NULL,NULL,G00016739,NULL,675,675
996459.36664539,224092.38437802,3231,PARK AVE,NULL,NULL,NULL,1079,1099,G00016741,NULL,483,379
990838.44596468,225658.05217844,3232,AMSTERDAM AVE,NULL,480,496,481,497,G00016747,NULL,1396,1295
986821.23008180,215620.64459581,3233,W  43 ST,NULL,300,364,301,363,G00016749,NULL,1349,1348
986526.37666889,212304.73620139,3234,SEVENTH AVE,NULL,NULL,NULL,379,399,G00016751,NULL,1190,1189
984087.39483427,216200.67050269,3235,W  40 ST,NULL,600,660,601,661,G00016754,NULL,1238,1239
986490.44826305,215952.56650414,3236,9 AVE,NULL,601,617,602,620,G00016758,NULL,1351,1348
982461.24864430,206233.55247764,3237,HUDSON ST,NULL,485,499,488,500,G00016759,NULL,138,152
995537.75546367,224601.17256648,3238,FIFTH AVE,NULL,NULL,NULL,1071,1075,G00016763,NULL,507,482
989949.70151514,220344.16041122,3239,C P  W,NULL,40,50,NULL,NULL,G00016768,NULL,1316,1290
988613.28194389,205657.00195752,3240,E  13 ST,NULL,301,329,302,332,G00016770,NULL,933,934
985703.08271181,216388.81071039,3241,TENTH AVE,NULL,593,607,596,NULL,G00016774,NULL,1355,1723
990733.64532126,210265.19270831,3242,2 AVE,NULL,583,599,582,600,G00016777,NULL,1247,1244
985794.13075805,205531.50499722,3243,GREENE ST,NULL,249,267,252,268,G00016778,NULL,822,822
990456.18856445,226020.49474457,3244,W  84 ST,NULL,NULL,NULL,NULL,NULL,G00016779,NULL,1396,1394
998953.48896427,233790.63747425,3245,W  125 ST,NULL,100,168,101,165,G00016788,NULL,553,552
981912.51758841,196175.82122210,3246,PEARL ST,NULL,123,143,124,152,G00016793,NULL,8,8
984501.51002096,199299.36840773,3247,WORTH ST,NULL,191,205,192,200,G00016794,NULL,48,48
998426.10811872,239350.91636090,3248,AMSTERDAM AVE,NULL,1656,1674,1661,1679,G00016796,NULL,700,654
989455.40959200,201895.30249971,3249,PITT ST,C AVE,1,13,2,12,G00016803,NULL,244,240
990304.95555580,213051.09237284,3250,E  41 ST,NULL,NULL,NULL,NULL,NULL,G00016807,NULL,1123,1123
997758.15341789,233531.91569576,3251,W  122 ST,NULL,200,266,201,281,G00016809,NULL,557,555
990439.94315276,202897.05504961,3252,E  SEVENTH ST,NULL,231,285,230,284,G00016811,NULL,1661,254
990706.08767283,228652.79012317,3253,RIVERSIDE DR,NULL,NULL,NULL,NULL,NULL,G00016818,NULL,744,744
981598.66998889,200740.90795114,3254,STAPLE ST,NULL,2,10,1,9,G00016819,NULL,33,33
991954.74168185,224888.26361688,3255,W  83 ST,NULL,2,70,1,73,G00016820,NULL,1293,1292
989821.23540068,199773.14085781,3256,BROOME ST,NULL,49,63,52,66,G00016822,NULL,781,780
981366.54127557,199869.53410839,3257,WARREN ST,NULL,65,95,66,96,G00016823,NULL,13,13
999724.00996895,240312.15640343,3258,W  148 ST,NULL,400,422,401,423,G00016825,NULL,657,657
1006669.93480689,252732.18684239,3259,W  202 ST,NULL,NULL,NULL,NULL,NULL,G00016827,NULL,672,672
991735.95286389,229133.15169147,3260,W  END AVE,NULL,741,759,740,758,G00016829,NULL,740,740
1000365.33800010,240994.50231256,3261,SAINT NICHOLAS' PL,NULL,23,37,22,36,G00016839,NULL,665,665
997219.26177914,225464.49613510,3262,PARK AVE,NULL,NULL,NULL,1199,1217,G00016843,NULL,478,387
991697.06006110,215006.54657860,3263,E  50 ST,NULL,101,125,100,124,G00016851,NULL,1127,1127
999281.59525289,242818.32724102,3264,BROADWAY,NULL,3741,3751,NULL,NULL,G00016864,NULL,1742,691
999846.72043497,231328.41797023,3265,MADISON AVE,NULL,1814,1828,1815,1829,G00016872,NULL,442,443
993122.89402650,218138.14324593,3266,E  63 ST,NULL,NULL,NULL,NULL,NULL,G00016875,NULL,1140,1133
1003095.64651584,232575.73913044,3267,2 AVE,NULL,2485,2497,2480,2498,G00016879,NULL,302,302
990159.49932389,225429.66680843,3268,BROADWAY,NULL,NULL,NULL,2260,2278,G00016884,NULL,1390,1391
987146.72647806,215280.01371539,3269,EIGHTH AVE,NULL,661,677,660,678,G00016885,NULL,1349,1276
987201.60169639,201222.24064989,3270,DELANCEY ST,NULL,86,98,NULL,NULL,G00016892,NULL,213,214
989640.99297901,203772.32068752,3271,B AVE,NULL,NULL,NULL,129,141,G00016895,NULL,911,1669
984533.99384264,211492.43303598,3272,W  25 ST,NULL,300,368,301,365,G00016896,NULL,847,848
987732.72654657,215413.50057239,3273,W  44 ST,NULL,200,220,201,219,G00016904,NULL,1273,1272
985904.87873209,197868.56871552,3274,MARKET SLIP,NULL,92,104,95,103,G00016907,NULL,58,58
1006293.12781772,254233.95204751,3275,POST AVE,NULL,NULL,NULL,NULL,NULL,G00016908,NULL,674,674
994940.00780747,219842.35039123,3276,E  72 ST,NULL,139,169,146,188,G00016910,NULL,1146,1146
1000634.39766539,244605.55791852,3277,W  164 ST,NULL,540,562,541,563,G00016914,NULL,688,688
983628.50861293,201464.61696961,3278,CANAL ST,NULL,286,310,291,311,G00016915,NULL,30,125
991838.13927981,215822.98211454,3279,E  53 ST,NULL,NULL,NULL,NULL,NULL,G00016916,NULL,1132,505
982045.70830085,203733.46249752,3280,SPRING ST,NULL,294,306,293,305,G00016918,NULL,106,105
987641.21367805,201042.39028781,3281,DELANCEY ST,NULL,116,130,NULL,NULL,G00016920,NULL,218,219
983407.05547972,205709.09486514,3282,BLEECKER ST,NULL,254,270,255,269,G00016922,NULL,129,127
1002723.57622980,232628.71901135,3283,E  128 ST,NULL,NULL,NULL,200,250,G00016923,NULL,302,302
989057.97921722,217513.42624331,3284,BROADWAY,NULL,1691,1707,1690,1704,G00016929,NULL,1282,1282
998942.23077413,239830.36586131,3285,W  145 ST,NULL,450,478,471,499,G00016931,NULL,654,659
999833.50145380,236320.57142709,3286,W  135 ST,NULL,NULL,NULL,NULL,NULL,G00016937,NULL,535,533
988170.22344680,202075.41971781,3287,NORFOLK ST,NULL,161,189,160,192,G00016942,NULL,875,876
998135.08835956,240746.64683714,3288,BROADWAY,NULL,3561,3579,NULL,NULL,G00016944,NULL,699,699
980701.69589701,195142.00674739,3289,WHITEHALL ST,NULL,47,49,NULL,NULL,G00016958,NULL,1,1
986247.90954210,202837.48856769,3290,BOWERY,NULL,NULL,NULL,247,279,G00016961,NULL,805,886
995256.11937997,237396.83086619,3291,TWELFTH AVE,NULL,NULL,NULL,NULL,NULL,G00016965,NULL,716,716
998854.07748223,241981.62530350,3292,W  152 ST,NULL,NULL,NULL,NULL,NULL,G00016967,NULL,692,692
984973.18647443,199317.18650121,3293,CATHERINE ST,NULL,1,9,2,8,G00016969,NULL,52,46
991341.50450581,228421.97365189,3294,W  END AVE,NULL,681,697,680,698,G00016973,NULL,743,743
983791.40889516,201470.78114975,3295,BROADWAY,NULL,419,431,420,434,G00016978,NULL,125,784
982960.68826222,198149.37770114,3296,SPRUCE ST,NULL,23,43,24,44,G00016984,NULL,14,10
1003003.01628772,249471.14513615,3297,SAINT NICHLAS AVE,NULL,1479,1499,1480,1498,G00017006,NULL,678,677
986696.29233956,199616.60885460,3298,LUDLOW ST,NULL,NULL,NULL,NULL,NULL,G00017020,NULL,183,183
982400.74023513,209097.84793015,3299,W  13 ST,NULL,400,430,401,429,G00017021,NULL,177,177
997130.79082747,224318.39114385,3300,LEX AVE,NULL,1364,1378,1357,1379,G00017023,NULL,381,382
990326.34016751,225791.51749212,3301,W  83 ST,NULL,NULL,NULL,NULL,NULL,G00017039,NULL,1396,1395
986149.27440472,201403.90531281,3302,CHRYSTIE ST,NULL,125,145,122,144,G00017042,NULL,199,202
987053.59691072,198305.76791922,3303,RUTGERS PL,Rutgers Sl,NULL,NULL,74,80,G00017045,NULL,70,70
995113.67215830,231061.10551272,3304,W  109 ST,NULL,50,72,49,73,G00017053,NULL,619,619
1001401.78622247,248099.50926393,3305,BROADWAY,NULL,4181,4185,NULL,NULL,G00017056,NULL,680,680
996856.35168252,226458.00156722,3306,E  97 ST,NULL,1,19,2,24,G00017059,NULL,476,476
982428.33040305,201747.19744119,3307,BEACH ST,NULL,NULL,NULL,NULL,NULL,G00017081,NULL,31,35
987211.95272555,214471.21152723,3308,W  40 ST,NULL,200,274,201,275,G00017088,NULL,1198,1199
999347.41861206,232501.35673326,3309,MOUNT MORRIS PARK W,NULL,11,18,NULL,NULL,G00017098,NULL,495,495
983012.68564723,205499.42188729,3310,BEDFORD ST,BEDFORT ST,47,61,46,58,G00017099,NULL,131,129
1000618.66918634,236799.34502047,3311,W  138 ST,NULL,100,144,101,145,G00017102,NULL,528,527
985163.22486764,201897.47387948,3312,MULBERRY ST,NULL,179,191,178,190,G00017105,NULL,786,787
998742.68556955,232538.54186231,3313,LENOX AVE,NULL,201,217,NULL,NULL,G00017110,NULL,558,493
989102.78391764,215101.58903944,3314,6 AVE,NULL,795,813,794,812,G00017115,NULL,1271,1176
986854.66997556,200949.40654989,3315,BROOME ST,NULL,259,273,260,274,G00017117,NULL,210,211
990290.97363443,199927.38431573,3316,BARUCH PL,NULL,NULL,NULL,NULL,NULL,G00017119,NULL,779,778
980816.91810751,195774.22661156,3317,STONE ST,NULL,1,23,2,20,G00017122,NULL,1,1
991348.36653277,215498.71242498,3318,E  51 ST,NULL,29,59,18,50,G00017125,NULL,505,505
984143.29416472,206359.14933931,3319,WAVERLY PL,NULL,154,130,141,133,G00017155,NULL,157,157
989403.97426556,199741.94758966,3320,ABRAHAM KAZAN ST,COLUMBIA ST,1,19,2,22,G00017164,NULL,773,773
994527.15545076,231386.38209314,3321,W  109 ST,NULL,100,174,101,175,G00017166,NULL,620,620
1001265.09669926,246673.84298798,3322,W  172 ST,NULL,NULL,NULL,NULL,NULL,G00017168,NULL,686,686
996664.37607789,222429.89590510,3323,3 AVE,NULL,1470,1488,1471,1489,G00017178,NULL,1148,1040
996795.20914955,233168.20103607,3324,W  119 ST,NULL,300,318,301,319,G00017179,NULL,632,633
1006124.46509731,255241.42690264,3325,W  207 ST,NULL,NULL,NULL,NULL,NULL,G00017182,NULL,674,674
1001446.65588339,235263.51098586,3326,FIFTH AVE,NULL,2160,2174,2161,2175,G00017185,NULL,504,428
984172.67238680,205736.09136627,3327,W  4 ST,NULL,130,152,129,151,G00017186,NULL,808,807
995845.91512514,218716.10327699,3328,E  70 ST,NULL,301,339,300,340,G00017199,NULL,1065,1066
995746.53014456,230803.60553560,3329,C P  W,NULL,487,490,NULL,NULL,G00017201,NULL,1730,507
987013.46158947,199764.74107199,3330,ESSEX ST,NULL,1,25,NULL,NULL,G00017205,NULL,184,184
1003187.39944914,250607.84889948,3331,WADSWORTH AVE,NULL,NULL,NULL,NULL,NULL,G00017208,NULL,676,676
997038.20735122,234080.55649482,3332,MANHATTAN AVE,NULL,529,553,NULL,NULL,G00017228,NULL,636,636
996963.20717314,231083.80822323,3333,ADAM POWELL BLVD,NULL,NULL,NULL,1845,1851,G00017232,NULL,573,576
982755.48214376,200381.61569072,3334,WORTH ST,NULL,65,91,54,90,G00017238,NULL,30,30
1002133.20848009,248963.48046906,3335,W  181 ST,NULL,NULL,NULL,653,665,G00017245,NULL,678,678
990030.93150360,214140.68052819,3336,E  44 ST,NULL,1,31,2,16,G00017246,NULL,1169,1169
982583.10043472,200636.06236031,3337,CHURCH ST,NULL,230,242,229,243,G00017251,NULL,30,30
1005962.43326455,256065.80983488,3338,SEAMAN AVE,NULL,NULL,NULL,NULL,NULL,G00017254,NULL,674,674
988804.29862222,210894.42406139,3339,E  31 ST,NULL,23,51,28,54,G00017259,NULL,1266,1266
1004803.76563897,253728.64646365,3340,DYCKMAN ST,NULL,NULL,NULL,NULL,NULL,G00017266,NULL,675,674
985160.77572555,202970.16185877,3341,PRINCE ST,NULL,62,70,63,67,G00017269,NULL,800,800
998942.87381747,232278.07978481,3342,W  120 ST,NULL,44,86,1,27,G00017277,NULL,493,495
1006357.24514356,253660.29522239,3343,TENTH AVE,NULL,NULL,NULL,NULL,NULL,G00017278,NULL,674,672
985597.08226763,214339.93882389,3344,9 AVE,NULL,469,483,468,482,G00017281,NULL,1215,1725
996866.53938747,234949.01259910,3345,W  125 ST,NULL,NULL,NULL,401,415,G00017282,NULL,638,638
981804.61117806,197281.25771823,3346,LIBERTY ST,NULL,14,53,19,53,G00017287,NULL,7,10
984694.01730868,199205.35229523,3347,WORTH ST,NULL,NULL,NULL,NULL,NULL,G00017289,NULL,46,22
992672.08583193,219430.48933954,3348,FIFTH AVE,NULL,NULL,NULL,850,856,G00017290,NULL,1181,1161
998284.49914997,234480.68840452,3349,W  126 ST,NULL,200,276,201,275,G00017295,NULL,552,550
1002413.18331385,248809.40925489,3350,W  181 ST,NULL,600,624,601,625,G00017299,NULL,678,678
998862.31785098,226395.64586156,3351,3 AVE,NULL,1802,1822,1801,1821,G00017303,NULL,396,352
989551.26461512,199368.60126783,3352,JACKSON ST,NULL,2,12,1,13,G00017304,NULL,100,95
980635.49786668,197675.88783447,3353,GREENWICH ST,NULL,122,126,127,131,G00017324,NULL,3,4
1002420.27663956,249224.14431781,3354,WADSWORTH AVE,NULL,180,190,181,189,G00017329,NULL,678,678
982735.60341056,206892.75555556,3355,CHARLES ST,NULL,96,114,91,111,G00017346,NULL,150,149
990555.38886222,226592.84791705,3356,W  86 ST,NULL,250,282,251,283,G00017354,NULL,1393,746
993314.89147110,233103.05336452,3357,RIVERSIDE DR,NULL,NULL,NULL,400,406,G00017357,NULL,727,727
1001346.74011775,237141.56102860,3358,LENOX AVE,NULL,NULL,NULL,NULL,NULL,G00017359,NULL,526,1716
989129.31093152,206328.51176935,3359,E  16 ST,NULL,321,345,320,346,G00017360,NULL,978,625
981868.90911376,199851.86117281,3360,CHAMBERS ST,NULL,104,132,101,131,G00017364,NULL,12,12
996045.39322852,236911.89937574,3361,W  130 ST,NULL,NULL,NULL,NULL,NULL,G00017366,NULL,719,716
988275.69075555,219173.44916998,3362,9 AVE,NULL,879,893,880,908,G00017384,NULL,1323,1324
989173.55641389,209955.95480973,3363,LEX AVE,NULL,120,140,119,137,G00017385,NULL,1264,1264
993053.90134347,212916.39163818,3364,FIRST AVE,NULL,805,821,NULL,NULL,G00017390,NULL,1104,999
986324.91053639,199450.66118781,3365,PIKE ST,NULL,1,7,2,8,G00017391,NULL,64,63
995248.43550427,229904.28663214,3366,C P  W,NULL,451,461,NULL,NULL,G00017392,NULL,610,507
986644.89677306,201033.06123823,3367,BROOME ST,NULL,275,289,276,290,G00017399,NULL,209,208
983998.26656764,207510.44624931,3368,GREENWICH AVE,NULL,57,71,58,74,G00017403,NULL,159,159
988116.99192597,210687.28208722,3369,E  29 ST,NULL,1,23,2,24,G00017408,NULL,1266,1267
985533.12242181,213295.34101152,3370,W  33 ST,NULL,300,370,NULL,NULL,G00017409,NULL,1218,1218
999711.66000956,240764.59299548,3371,CONVENT AVE,NULL,440,458,441,459,G00017410,NULL,658,657
1001452.00265747,248251.65118406,3372,BROADWAY,NULL,4187,4199,4180,4198,G00017418,NULL,680,680
991109.01169652,224287.47240648,3373,COLUMBUS AVE,NULL,394,418,NULL,NULL,G00017420,NULL,1299,1297
992420.17032747,218975.36721706,3374,FIFTH AVE,NULL,NULL,NULL,830,838,G00017431,NULL,1181,1162
989711.39506918,200489.64483818,3375,COLUMBIA ST,NULL,45,71,50,74,G00017437,NULL,765,766
992661.30517985,214472.71398485,3376,E  50 ST,NULL,201,257,200,254,G00017438,NULL,1097,541
997223.86150747,231535.04321314,3377,ADAM POWELL BLVD,NULL,NULL,NULL,1875,1893,G00017442,NULL,567,570
988679.73522305,210669.53605972,3378,E  30 ST,NULL,25,53,28,52,G00017443,NULL,1266,1267
981432.17622739,202379.63170781,3379,LAIGHT ST,NULL,69,75,70,76,G00017451,NULL,36,36
995748.43302789,220776.20515081,3380,3 AVE,NULL,1330,NULL,1331,1347,G00017453,NULL,1142,1053
1004002.52649270,254679.96388090,3381,RIVERSIDE DR,NULL,NULL,NULL,NULL,NULL,G00017461,NULL,675,675
981368.19981334,202753.07912364,3382,WASHINGTON ST,NULL,426,440,425,439,G00017464,NULL,34,34
989038.27061465,210765.21244572,3383,E  31 ST,NULL,NULL,NULL,NULL,NULL,G00017466,NULL,1262,1263
994948.72662205,217871.48326997,3384,2 AVE,NULL,1241,1242,1259,1258,G00017467,NULL,1070,1069
983956.09145514,205869.35537139,3385,W  4 ST,NULL,NULL,NULL,NULL,NULL,G00017470,NULL,137,157
996972.45781080,236099.74520577,3386,W  129 ST,NULL,NULL,NULL,NULL,NULL,G00017477,NULL,640,640
991128.02757055,213830.61405515,3387,E  45 ST,NULL,95,121,96,122,G00017479,NULL,1125,498
997853.48770884,228783.10137451,3388,FIFTH AVE,NULL,NULL,NULL,1250,1259,G00017480,NULL,507,462
994570.89945776,214904.44540485,3389,E  55 ST,NULL,401,443,400,434,G00017487,NULL,1006,1007
982905.16884415,202642.56569151,3390,GRAND ST,NULL,20,34,19,33,G00017491,NULL,121,121
988870.34507806,204618.94284598,3391,E  TENTH ST,NULL,245,291,246,292,G00017499,NULL,1071,920
995930.98679663,223138.26571539,3392,PARK AVE,NULL,NULL,NULL,999,1017,G00017505,NULL,484,383
987829.81402264,205196.27125169,3393,E  TENTH ST,NULL,131,141,130,140,G00017511,NULL,930,929
996750.74237496,223632.24930748,3394,LEX AVE,NULL,1290,1308,1297,1309,G00017516,NULL,378,385
989233.74986306,219847.21750747,3395,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00017517,NULL,1319,1319
983741.56924639,201882.08808348,3396,MERCER ST,NULL,9,35,14,36,G00017522,NULL,125,125
