OBJECTID,MN_STREET1880_FULL_STREE,MN_STREET1880_Y1880NAMESTREET,MN_STREET1880_Y1880LEFT_LOW,MN_STREET1880_Y1880LEFT_HIGH,MN_STREET1880_Y1880RIGHT_LOW,MN_STREET1880_Y1880RIGHT_HIGH,MN_STREET1880_JOINID,MN_STREET1880_Y1880NAMEALT,MN_STREET1880_MINUS_ED_ED,MN_STREET1880_PLUS_ED_ED
4632,,SOUTH ST,78,87,,,G00004487,,10,10
4634,,PEARL ST,183,199,182,196,G00004489,,9,9
4635,,W 106 ST,,,,,G00004490,,528,528
4636,,E 112 ST,,,,,G00004491,,631,630
4637,,E 89 ST,401,421,400,420,G00004492,,601,601
4640,,MULBERRY ST,213,255,212,256,G00004495,,62,61
4642,,3 AVE,1270,1288,1271,1289,G00004497,,595,615
4643,FOURTH AVE,FOURTH AVE,,,2192,2197,G00004498,,641,641
4645,,CANAL ST,272,282,271,285,G00004500,,47,52
4646,,FIFTH AVE,302,318,303,317,G00004501,,289,290
4647,,CENTRE MARKET PL,160,180,159,179,G00004502,,54,54
4648,,W 38 ST,100,122,101,125,G00004503,,299,299
4649,,E 13 ST,1,33,2,34,G00004505,,181,181
4650,,AUDUBON AVE,,,,,G00004506,,534,534
4651,,E 42 ST,,,,,G00004507,,570,570
4652,,E 34 ST,101,133,100,128,G00004508,,291,291
4653,,MOTT ST,149,169,150,170,G00004509,,55,56
4654,,E 15 ST,1,27,2,22,G00004510,,182,182
4655,,CLIFF ST,1,31,2,34,G00004511,,10,10
4656,,W 177 ST,,,,,G00004512,,534,534
4657,,E 79 ST,401,447,400,446,G00004513,,607,609
4660,TENTH AVE,TENTH AVE,,,,,G00004516,,534,534
4661,,E 81 ST,1,47,2,48,G00004517,,590,590
4663,,MADISON AVE,572,588,569,583,G00004519,,582,583
4665,FOURTH AVE,FOURTH AVE,2240,2260,,,G00004521,,641,641
4666,,BROOME ST,539,561,540,562,G00004522,,110,111
4667,,E 94 ST,101,137,100,136,G00004524,,623,623
4668,FIRST AVE,FIRST AVE,2387,2403,,,G00004525,,645,644
4669,FIRST AVE,FIRST AVE,1,11,2,10,G00004526,,255,254
4670,,ELDRIDGE ST,89,99,90,100,G00004527,,201,202
4671,,HUDSON ST,,,32,44,G00004528,,16,15
4672,,W 28 ST,100,162,101,157,G00004529,,286,287
4674,,W 178 ST,,,,,G00004531,,534,534
4675,,E 135 ST,43,49,44,50,G00004532,,653,653
4676,,PRINCE ST,168,188,167,187,G00004533,,118,116
4678,,EDGECOMB AVE,,,128,140,G00004535,,531,531
4680,,VESTRY ST,27,47,28,50,G00004537,,23,23
4682,BOULEVARD,BOULEVARD,,,2702,2720,G00004539,BROADWAY,528,528
4683,,W 20 ST,300,366,301,367,G00004540,,336,337
4684,,GRAND ST,116,130,121,131,G00004541,,53,52
4685,,ST NICHOLAS AVENUE,741,755,742,756,G00004542,,532,532
4686,,CATHERINE SLIP,11,27,14,26,G00004543,,82,25
4687,,9 AVE,291,311,290,310,G00004544,,379,349
4688,,FOURTH AVE,496,510,495,509,G00004545,,291,291
4689,BOULEVARD,BOULEVARD,,,2540,2554,G00004546,BROADWAY,527,527
4690,,BROADWAY,349,363,350,362,G00004547,,15,47
4692,,A AVE,43,57,42,56,G00004549,,262,264
4693,,W 95 ST,250,272,251,257,G00004550,,527,527
4694,,E 91 ST,201,223,200,222,G00004551,,624,600
4695,,HARRISON ST,7,23,8,24,G00004552,,16,17
4696,,W 123 ST,500,560,501,561,G00004553,,529,530
4697,,E 108 ST,,,,,G00004554,,630,630
4698,NINTH AVE,COLUMBUS AVE,920,936,921,937,G00004555,,528,528
4699,,EIGHTH AVE,259,277,256,278,G00004556,,341,342
4700,,EDGAR ST,,,,,G00004557,,2,2
4701,FIRST AVE,FIRST AVE,2135,2139,2136,2138,G00004558,,627,627
4702,Lexington Ave,Lexington Ave,456,472,455,473,G00004559,,571,538
4703,FIRST AVE,FIRST AVE,1043,1065,1048,1064,G00004560,,564,564
4704,BOULEVARD,BOULEVARD,2683,2699,,,G00004562,BROADWAY,528,528
4705,TENTH AVE,TENTH AVE,1300,1324,1301,1325,G00004563,,530,530
4706,,CANAL ST,340,344,333,341,G00004564,,20,123
4707,,GREENWICH ST,294,308,303,313,G00004565,,14,14
4708,,W 57 ST,500,558,501,567,G00004566,,514,518
4709,ELEVENTH AVE,ELEVENTH AVE,839,857,840,858,G00004567,WEST END AVE,528,528
4710,FOURTH AVE,FOURTH AVE,944,960,,,G00004568,,584,584
4711,,3 AVE,346,354,339,355,G00004569,,473,431
4712,,CORTLANDT ST,1,21,2,20,G00004570,,12,12
4713,,W 16 ST,100,162,101,161,G00004571,,185,185
4714,,E 96 ST,143,175,142,174,G00004572,,625,625
4715,,PLEASANT AVE,339,361,338,360,G00004573,,635,643
4716,FOURTH AVE,FOURTH AVE,,,1,17,G00004574,,291,291
4717,,W 114 ST,300,316,301,317,G00004575,,529,529
4718,,ELEVENTH AVE,421,435,418,436,G00004576,,389,389
4719,,GRAMERCY PARK S,,,126,140,G00004577,,71,71
4720,,E 129 ST,,,,,G00004578,,651,651
4723,,W 37 ST,100,120,101,121,G00004581,,294,299
4724,,E 118 ST,1,23,2,28,G00004582,,639,639
4725,,E 70 ST,101,129,100,134,G00004583,,588,587
4726,,CENTRE ST,199,201,194,200,G00004584,,52,52
4727,,FIFTH AVE,,,461,477,G00004585,,569,570
4728,,PINE ST,94,100,93,99,G00004587,,9,9
4729,FIRST AVE,FIRST AVE,1739,1755,1740,1756,G00004588,,601,601
4731,FOURTH AVE,FOURTH AVE,,,1051,1073,G00004590,,586,586
4732,BOULEVARD,BOULEVARD,,,3078,3092,G00004591,BROADWAY,529,529
4734,,ELIZABETH ST,201,259,200,258,G00004593,,60,58
4736,,E 118 ST,301,353,300,354,G00004595,,636,636
4737,,FIFTH AVE,,,1465,1475,G00004596,,0,625
4738,,ELEVENTH AVE,661,681,664,682,G00004597,,446,447
4739,,BOWERY,190,212,195,213,G00004598,,58,208
4740,,CEDAR ST,70,90,71,89,G00004599,,9,9
4741,FOURTH AVE,FOURTH AVE,,,993,1009,G00004600,,585,585
4742,,E 38 ST,,,,,G00004601,,296,296
4743,,E 37 ST,301,319,300,312,G00004602,,486,487
4744,,RIVINGTON ST,86,98,85,97,G00004603,,214,210
4746,,BROOME ST,371,385,372,388,G00004605,,55,55
4747,,E BROADWAY,,,163,179,G00004606,,87,87
4748,,CHURCH ST,16,26,15,25,G00004607,,13,13
4749,,W TENTH ST,128,152,129,153,G00004608,,167,169
4750,,W 103 ST,,,,,G00004609,,528,528
4752,,E 57 ST,301,357,300,360,G00004611,,564,564
4754,SECOND AVE,SECOND AVE,145,157,146,158,G00004613,,355,357
4755,,MADISON AVE,1314,1332,1319,1337,G00004614,,623,623
4756,,E 83 ST,501,543,500,542,G00004615,,604,604
4757,FOURTH AVE,FOURTH AVE,,,,,G00004616,,576,576
4761,,E 88 ST,43,83,42,82,G00004621,,599,599
4762,,PINE ST,2,16,1,13,G00004622,,9,9
4763,,CONVENT AVE,,,,,G00004623,,531,531
4764,,W 31 ST,200,262,201,259,G00004624,,410,409
4765,EIGHTH AVE,EIGHTH AVE,,,,,G00004625,,533,536
4766,,W 49 ST,300,364,301,369,G00004627,,465,465
4767,SECOND AVE,SECOND AVE,563,583,564,580,G00004628,,495,496
4769,,BLEECKER ST,368,384,367,383,G00004630,,234,233
4770,,W 4 ST,32,52,33,51,G00004631,,158,158
4771,,W 37 ST,2,70,1,69,G00004632,,297,297
4772,,W 118 ST,300,322,301,323,G00004633,,529,529
4773,,W 90 ST,200,210,201,215,G00004634,,527,527
4774,,6 AVE,1031,1045,1022,1036,G00004635,,581,584
4775,,BROADWAY,921,939,922,938,G00004636,,191,73
4776,,W 62 ST,2,26,1,27,G00004637,,520,520
4777,,CONVENT AVE,318,338,319,339,G00004638,,532,532
4778,,FRANKLIN ST,41,57,40,56,G00004639,,47,47
4779,,W 119 ST,400,432,401,435,G00004640,,529,529
4780,,6 AVE,901,917,902,918,G00004641,,579,578
4781,,E 65 ST,201,255,200,254,G00004642,,616,617
4782,,CLINTON ST,2,32,1,31,G00004643,,304,252
4783,,SAINT NICHOLAS AVE,,,,,G00004644,,534,534
4784,,THOMAS ST,2,26,1,27,G00004645,,15,15
4785,,W 24 ST,500,558,501,559,G00004646,,326,346
4787,,GANSEVOORT ST,44,74,49,79,G00004648,,243,243
4788,,HUDSON ST,551,567,552,574,G00004650,,236,234
4789,,EIGHTH AVE,719,743,720,746,G00004651,,464,469
4790,FOURTH AVE,FOURTH AVE,2304,2324,,,G00004652,,649,649
4791,,W 136 ST,300,322,,,G00004653,,531,531
4793,,W 45 ST,200,260,201,265,G00004655,,470,469
4795,,6 AVE,,,1292,1306,G00004657,BROADWAY,293,292
4797,FOURTH AVE,FOURTH AVE,2218,2238,,,G00004659,,641,641
4798,,E 46 ST,1,29,2,28,G00004660,,571,571
4799,,W 65 ST,2,68,1,67,G00004661,,521,522
4800,,6 AVE,59,75,58,74,G00004662,,166,163
4801,Lexington Ave,Lexington Ave,616,634,617,637,G00004663,,577,540
4802,,SOUTH ST,222,240,,,G00004664,,82,82
4803,TENTH AVE,TENTH AVE,700,720,701,721,G00004665,,527,527
4804,E 58 St,E 58 St,501,505,500,504,G00004666,,565,564
4806,INWOOD ST,INWOOD ST,200,262,201,263,G00004668,,535,535
4807,,BROADWAY,,,,,G00004669,,535,535
4808,ELEVENTH AVE,ELEVENTH AVE,921,937,922,938,G00004670,WEST END AVE,528,528
4809,FIRST AVE,FIRST AVE,1463,1477,1462,1478,G00004672,,611,610
4810,,BROOME ST,307,321,308,322,G00004673,,201,207
4811,,W 120 ST,400,434,401,435,G00004674,,529,529
4812,BOULEVARD,BOULEVARD,2217,2237,,,G00004675,BROADWAY,525,525
4813,,E 106 ST,101,127,100,126,G00004676,,630,625
4814,FIRST AVE,FIRST AVE,763,783,770,784,G00004677,,545,545
4815,FOURTH AVE,FOURTH AVE,1461,1475,,,G00004678,,623,623
4816,,MANHATTAN AVE,151,173,152,174,G00004680,,528,528
4817,,W 142 ST,450,476,451,477,G00004681,,531,532
4818,NINTH AVE,COLUMBUS AVE,558,586,559,587,G00004682,,527,527
4819,,W 26 ST,500,564,501,561,G00004683,,347,377
4820,,E 78 ST,201,273,200,272,G00004684,,608,608
4821,,W 47 ST,2,80,1,81,G00004685,,572,575
4822,,E 88 ST,201,235,200,234,G00004686,,600,598
4823,,W 48 ST,500,560,501,563,G00004687,,445,447
4824,,W 57 ST,400,462,401,479,G00004688,,515,517
4825,,W 44 ST,300,360,301,359,G00004690,,463,464
4826,,3 AVE,1724,1742,1725,1743,G00004691,,625,624
4827,,E 35 ST,201,251,200,252,G00004692,,489,490
4828,FOURTH AVE,FOURTH AVE,,,1596,1630,G00004693,,625,625
4829,,COENTIES ALY,,,,,G00004694,,1,1
4830,SECOND AVE,SECOND AVE,1181,1199,1180,1200,G00004695,,617,618
4831,ELM ST,ELM ST,110,128,111,129,G00004696,,52,52
4832,,CONVENT AVE,,,,,G00004697,,531,531
4833,,BROADWAY,757,769,756,770,G00004698,,172,66
4834,,RIVINGTON ST,36,52,37,49,G00004699,,215,209
4835,TENTH AVE,TENTH AVE,2300,2310,2301,2311,G00004700,,534,534
4837,,E 20 ST,301,359,300,354,G00004702,,424,435
4839,,PEARL ST,171,181,170,180,G00004704,,9,9
4840,,BROOME ST,517,531,520,532,G00004705,,121,120
4841,,WORTH ST,29,63,30,62,G00004706,,15,15
4842,,GRAND ST,504,520,503,521,G00004707,,139,100
4843,SECOND AVE,SECOND AVE,419,439,420,440,G00004708,,432,429
4844,,GOUVERNEUR ST,22,32,21,33,G00004710,,93,93
4846,,AVE D,93,111,94,110,G00004713,,318,317
4847,,W 138 ST,300,322,301,323,G00004714,,531,531
4848,FOURTH AVE,FOURTH AVE,,,2417,2437,G00004715,,653,653
4849,,E 52 ST,137,163,136,162,G00004716,,540,539
4850,,E 106 ST,301,347,300,346,G00004717,,627,626
4851,,PEARL ST,211,223,210,222,G00004718,,10,10
4852,,W 115 ST,330,352,331,353,G00004719,,529,529
4854,,ESSEX ST,53,73,54,74,G00004721,,203,203
4855,,BARROW ST,3,35,2,30,G00004722,,224,224
4856,,E 92 ST,101,141,100,140,G00004723,,623,623
4858,,E 78 ST,101,133,100,132,G00004725,,589,589
4859,,W 56 ST,400,464,401,465,G00004726,,514,515
4860,,GRAND ST,322,334,323,339,G00004727,,202,198
4861,,E 87 ST,101,147,100,142,G00004728,,599,598
4862,,E 51 ST,401,433,400,434,G00004729,,554,554
4863,,S WILLIAM ST,1,7,2,2,G00004730,,1,1
4864,,PERRY ST,122,148,121,149,G00004731,,231,237
4865,,TENTH AVE,295,311,294,312,G00004732,,381,379
4866,,MADISON AVE,870,886,871,887,G00004733,,588,588
4867,,READE ST,85,113,84,112,G00004734,,14,15
4868,BOULEVARD,BOULEVARD,,,1968,1998,G00004735,BROADWAY,522,522
4869,,3 AVE,2342,2362,2341,2359,G00004736,,652,652
4870,,E 88 ST,501,535,500,534,G00004737,,601,601
4871,,E 77 ST,201,257,200,256,G00004738,,608,611
4872,,VERMILYEA AVE,88,132,87,131,G00004739,,535,535
4876,BOULEVARD,BOULEVARD,,,2240,2256,G00004743,BROADWAY,525,525
4877,,E 87 ST,301,355,300,354,G00004744,,601,601
4878,FOURTH AVE,FOURTH AVE,,,1704,1738,G00004745,,625,625
4879,,HUDSON ST,599,609,,,G00004746,,236,235
4880,FOURTH AVE,FOURTH AVE,1172,1180,,,G00004747,,588,588
4881,,E 56 ST,,,500,510,G00004748,,563,563
4882,,9 AVE,523,539,524,542,G00004749,,396,397
4883,,W 113 ST,400,442,401,443,G00004750,,529,529
4884,,GREAT JONES ST,2,4,1,3,G00004751,,65,65
4885,,FIFTH AVE,320,336,319,333,G00004752,,292,292
4886,,EIGHTH AVE,831,849,828,848,G00004753,,466,467
4887,,SPRUCE ST,1,23,2,24,G00004754,,37,11
4889,,W 112 ST,500,542,501,543,G00004756,,529,529
4890,FIRST AVE,FIRST AVE,411,427,410,428,G00004757,,429,427
4892,,PECK SLIP,21,33,,,G00004759,,32,10
4893,,RIVINGTON ST,54,68,51,67,G00004760,,215,209
4894,,E 83 ST,201,249,200,248,G00004761,,602,605
4895,,W 47 ST,500,578,501,565,G00004762,,445,445
4896,,B AVE,196,214,195,209,G00004763,,371,374
4897,,W 152 ST,300,310,301,309,G00004764,,532,532
4898,EIGHTH AVE,EIGHTH AVE,2809,2817,,,G00004765,,532,536
4899,,WAVERLY PL,222,224,179,181,G00004767,,168,169
4901,,BROADWAY,857,869,860,872,G00004769,,186,186
4902,,BROADWAY,305,317,306,318,G00004770,,15,38
4903,,HORATIO ST,52,66,43,59,G00004771,,241,242
4905,,GRAND ST,52,70,51,69,G00004773,,123,123
4906,,W 12 ST,316,326,317,329,G00004774,,236,241
4907,,E 88 ST,401,453,400,452,G00004775,,601,601
4908,,E 125 ST,1,37,2,36,G00004776,,649,640
4909,,TENTH AVE,345,361,350,366,G00004777,,384,383
4910,,JANE ST,68,98,67,95,G00004778,,240,240
4913,,E 57 ST,201,253,200,252,G00004781,,566,562
4914,,W 41 ST,100,150,101,149,G00004782,,567,567
4915,,E 93 ST,401,423,400,422,G00004783,,624,624
4916,,E 35 ST,101,137,100,132,G00004784,,296,291
4917,,E 63 ST,25,51,26,56,G00004785,,586,586
4918,,AVE A,1451,1467,1452,1468,G00004786,,604,604
4919,,UNIVERSITY PL,8,10,9,11,G00004787,,165,164
4921,,E 92 ST,201,241,200,240,G00004789,,624,624
4922,SECOND AVE,SECOND AVE,2019,2043,2018,2042,G00004790,,626,626
4923,BOULEVARD,BOULEVARD,,,2200,2216,G00004791,BROADWAY,525,525
4924,,FULTON ST,112,124,119,133,G00004792,,11,11
4925,,W 143 ST,300,312,301,313,G00004793,,532,532
4926,FOURTH AVE,FOURTH AVE,,,49,65,G00004794,,296,296
4927,,W 26 ST,8,64,13,59,G00004795,,283,282
4928,,W 58 ST,200,238,201,239,G00004796,,506,506
4929,,W 171 ST,,,,,G00004797,,534,534
4930,,MAC DOUGAL ST,143,173,156,166,G00004798,,165,165
4931,,E END AVE,1706,1720,1705,1719,G00004799,,601,601
4932,,E 16 ST,125,149,126,150,G00004800,,70,69
4933,,MADISON AVE,754,770,753,771,G00004801,,587,587
4934,,FIFTH AVE,118,128,97,107,G00004802,,186,186
4935,,E 97 ST,101,129,100,128,G00004803,,625,625
4936,,AVE C,89,105,90,104,G00004804,,314,313
4937,,E 82 ST,501,557,500,556,G00004805,,604,604
4938,,W 71 ST,300,350,301,351,G00004806,,524,524
4939,,FIFTH AVE,626,638,625,637,G00004807,,578,576
4940,,FIFTH AVE,1011,1027,,,G00004808,,0,588
4941,,FIFTH AVE,234,248,233,249,G00004809,,281,280
4942,,W 116 ST,2,58,1,55,G00004810,,638,638
4944,,CROSBY ST,104,126,105,127,G00004812,,63,63
4945,,MADISON AVE,2000,2024,2001,2025,G00004813,,650,651
4946,SECOND AVE,SECOND AVE,2439,2459,2440,2460,G00004814,,647,646
4947,,W 44 ST,2,78,1,79,G00004815,,569,569
4948,Livingston pl,Livingston pl,,,10,16,G00004816,,437,437
4949,,CONVENT AVE,,,,,G00004817,,531,531
4950,,STANTON ST,122,136,121,137,G00004818,,251,213
4951,,CROSBY ST,128,146,129,147,G00004819,,63,63
4952,,W 99 ST,250,262,239,257,G00004820,,527,528
4953,,W 185 ST,638,652,639,641,G00004821,,535,535
4954,BOULEVARD,BOULEVARD,,,2838,2860,G00004822,BROADWAY,529,529
4955,,SPRING ST,,,335,353,G00004824,,101,101
4956,,W 150 ST,400,406,,,G00004825,,532,532
4957,,E 44 ST,33,53,32,52,G00004826,,571,570
4959,,FULTON ST,100,110,101,117,G00004828,,11,11
4960,,W 171 ST,500,512,501,517,G00004829,,534,534
4961,,CLINTON ST,138,160,139,161,G00004830,,145,147
4962,,FORSYTH ST,135,159,136,160,G00004831,,208,209
4964,,BROADWAY,489,527,488,528,G00004833,,124,63
4965,,E 108 ST,1,49,2,50,G00004834,,630,630
4966,FIRST AVE,FIRST AVE,99,113,100,116,G00004835,,274,273
4967,,W 29 ST,28,54,31,53,G00004836,,282,282
4968,,W 54 ST,300,360,301,359,G00004837,,511,511
4969,,W 84 ST,200,210,201,217,G00004838,,526,526
4970,,MANHATTAN ST,,,,,G00004839,,530,530
4971,,3 AVE,322,338,321,337,G00004840,,473,432
4972,,STANTON ST,258,270,257,271,G00004841,,302,154
4973,Prospect Pl,Prospect Pl,2,14,1,19,G00004843,,480,480
4975,,SEVENTH AVE,134,148,135,151,G00004845,,334,187
4976,,RIVERSIDE DR,,,22,29,G00004846,,525,525
4977,,ST NICHOLAS AVENUE,401,453,402,454,G00004847,,531,531
4978,,E 93 ST,101,137,100,136,G00004848,,623,623
4979,,COOPER SQ,,,381,395,G00004849,BOWERY,67,268
4980,,E 71 ST,,,,,G00004850,,588,588
4981,,PERRY ST,2,18,1,15,G00004851,,169,169
4982,BOULEVARD,BOULEVARD,1947,1965,,,G00004852,BROADWAY,522,522
4983,,SEAMAN AVE,50,58,51,57,G00004853,,535,535
4984,,MAIDEN LN,89,109,80,110,G00004854,,10,9
4985,,E 56 ST,201,251,200,248,G00004855,,562,562
4986,COLLEGE PL,COLLEGE PL,12,16,11,15,G00004856,,14,14
4987,,MERCER ST,37,63,36,62,G00004857,,123,123
4988,,BROAD ST,91,99,90,98,G00004859,,1,1
4989,,CLARK ST,1,19,2,18,G00004860,,111,119
4994,,W 76 ST,300,338,301,339,G00004865,,525,525
4995,,E HOUSTON ST,138,160,135,149,G00004866,,255,249
4996,,PECK SLIP,35,45,32,44,G00004867,,10,10
4997,,W 112 ST,300,316,301,317,G00004868,,529,529
4998,,SAINT NICHOLAS AVE,,,,,G00004869,,534,534
4999,,W 215 ST,400,424,401,423,G00004870,,535,535
5000,,E 36 ST,,,,,G00004871,,296,296
5001,,BLEECKER ST,156,168,155,169,G00004872,,128,160
5003,,3 AVE,282,300,283,299,G00004874,,72,433
5004,,E 40 ST,,,,,G00004875,,570,296
5005,,E 89 ST,101,129,100,128,G00004876,,600,599
5006,,6 AVE,133,149,132,146,G00004877,,170,174
5007,,MORTON ST,70,90,71,89,G00004878,,228,228
5008,,E 9 ST,1,27,2,24,G00004879,,172,172
5009,,W 4 ST,340,356,337,351,G00004880,,242,242
5010,,E SIXTH ST,,,,,G00004881,,67,67
5012,SECOND AVE,SECOND AVE,1693,1711,1694,1712,G00004883,,600,601
5016,,E 80 ST,25,71,26,72,G00004887,,590,589
5017,,PRINCE ST,110,126,109,125,G00004888,,125,126
5018,,MADISON AVE,1194,1212,1199,1217,G00004889,,599,599
5019,,E SIXTH ST,801,817,800,822,G00004890,,317,313
5020,,MORNINGSIDE DR,90,98,,,G00004891,,529,529
5021,,W 108 ST,,,,,G00004892,,528,529
5022,,LENOX AVE,1159,1177,1160,1178,G00004893,,638,638
5023,,TWELFTH AVE,2270,2278,,,G00004894,,530,530
5024,,CATHEDRAL PKWY,500,544,501,545,G00004895,,529,529
5025,,3 AVE,702,718,703,719,G00004896,,537,544
5026,,3 AVE,578,598,579,599,G00004897,,477,484
5027,,JOHN ST,91,101,90,102,G00004898,,10,10
5028,,W 112 ST,100,108,101,109,G00004899,,630,631
5029,,9 AVE,683,699,682,700,G00004900,,454,465
5030,,E 116 ST,401,457,400,456,G00004901,,635,635
5031,NINTH AVE,COLUMBUS AVE,616,636,617,637,G00004902,,527,527
5033,SECOND AVE,SECOND AVE,2221,2239,2222,2238,G00004904,,637,634
5034,,STANTON ST,322,340,323,341,G00004905,,300,156
5035,,A AVE,77,93,74,92,G00004906,,270,271
5036,,BROOME ST,403,411,406,414,G00004907,,53,53
5037,BOULEVARD,BOULEVARD,,,2882,2902,G00004908,BROADWAY,529,529
5038,,E 86 ST,,,,,G00004909,,598,591
5039,SECOND AVE,SECOND AVE,2101,2119,2100,2120,G00004910,,629,627
5040,BOULEVARD,BOULEVARD,2445,2461,,,G00004911,BROADWAY,527,527
5042,DRY DOCK ST,DRY DOCK ST,13,21,12,22,G00004913,,376,376
5043,,MADISON AVE,1214,1232,1219,1237,G00004914,,600,600
5044,,TENTH AVE,257,275,260,276,G00004915,,347,347
5045,,CATHERINE ST,11,23,14,24,G00004916,,75,26
5046,,W 80 ST,200,220,201,225,G00004917,,525,525
5047,,E 76 ST,301,361,300,362,G00004918,,611,610
5048,,AVE A,1223,1233,1224,1234,G00004919,,616,616
5049,,RIVERSIDE DR,,,31,39,G00004920,,525,525
5050,,BROADWAY,,,5000,5008,G00004921,,535,535
5051,SECOND AVE,SECOND AVE,1673,1691,1674,1692,G00004922,,598,601
5052,,W 213 ST,500,516,501,537,G00004923,,535,535
5053,FOURTH AVE,FOURTH AVE,1327,1345,,,G00004924,,598,598
5054,,GREENWICH ST,702,718,697,711,G00004925,,231,236
5055,,AVE A,1145,1165,1146,1166,G00004926,,618,618
5056,,W 166 ST,,,,,G00004928,,534,534
5057,,3 AVE,776,796,777,795,G00004929,,538,550
5059,,CHRISTOPHER ST,,,33,65,G00004931,,166,167
5060,,E 87 ST,,,,,G00004932,,599,598
5061,COLLEGE PL,COLLEGE PL,66,82,67,81,G00004933,,15,15
5062,,E 14 ST,101,119,100,118,G00004934,,69,68
5063,TENTH AVE,TENTH AVE,1040,1058,,,G00004935,,529,529
5064,FOURTH AVE,FOURTH AVE,,,915,927,G00004936,,583,583
5065,,E 122 ST,,,,,G00004937,,641,641
5069,,ACADEMY ST,626,654,627,655,G00004942,,535,535
5070,,FIFTH AVE,48,58,43,51,G00004943,,175,173
5071,BOULEVARD,BOULEVARD,2881,2901,,,G00004944,BROADWAY,529,529
5072,,E 79 ST,301,361,300,360,G00004945,,607,609
5073,,W 26 ST,2,6,1,11,G00004946,,278,281
5074,,BROADWAY,,,,,G00004947,,534,534
5075,,6 AVE,463,477,464,478,G00004948,,287,282
5076,,E 116 ST,99,137,100,130,G00004949,,638,638
5078,,ORCHARD ST,67,89,66,88,G00004951,,202,202
5079,,3 AVE,1622,1642,1629,1643,G00004952,,623,624
5080,NINTH AVE,COLUMBUS AVE,138,156,137,155,G00004953,,522,522
5082,,CHURCH ST,194,208,193,207,G00004955,,20,20
5083,FIRST AVE,FIRST AVE,597,611,600,612,G00004956,,491,491
5084,,E 26 ST,155,159,156,160,G00004957,,474,473
5085,,E 75 ST,101,131,100,130,G00004958,,589,588
5086,,W 128 ST,2,66,1,65,G00004959,,650,650
5087,,E TENTH ST,61,71,64,72,G00004960,,66,66
5088,,AUDUBON AVE,360,382,359,381,G00004961,,535,535
5089,,FIFTH AVE,,,821,839,G00004962,,0,586
5090,,WAVERLY PL,172,184,165,167 1/2,G00004963,,167,167
5091,,W 76 ST,100,178,101,179,G00004964,,525,525
5092,,BOWERY,348,362,347,361,G00004965,,65,258
5093,SECOND AVE,SECOND AVE,1359,1375,1360,1376,G00004966,,615,614
5094,,E 106 ST,1,23,2,24,G00004967,,630,625
5095,,W 122 ST,314,360,315,361,G00004968,,529,529
5096,FIRST AVE,FIRST AVE,429,443,430,444,G00004969,,430,427
5097,,IRVING PL,65,79,66,78,G00004970,,71,71
5098,,LEXINGTON AVE,742,760,743,761,G00004971,,585,592
5099,,3 AVE,540,560,543,559,G00004972,,477,485
5100,,MADISON AVE,266,280,265,279,G00004973,,298,298
5101,,3 AVE,1410,1428,1411,1433,G00004974,,596,606
5102,,W 70 ST,,,,,G00004975,,523,523
5103,,ST NICHOLAS AVENUE,1461,1477,1460,1476,G00004976,,535,535
5104,,FRONT ST,,,,,G00004977,,10,10
5105,,CENTRE ST,133,149,132,150,G00004978,,47,46
5106,,STATE ST,,,15,15,G00004980,,0,1
5107,EIGHTH AVE,EIGHTH AVE,2289,2307,2290,2308,G00004981,,530,536
5108,,E 85 ST,31,77,28,78,G00004982,,591,591
5109,,W 121 ST,2,24,1,21,G00004983,,640,640
5110,,W 139 ST,500,530,501,523,G00004984,,531,531
5111,TENTH AVE,TENTH AVE,980,990,,,G00004985,,529,529
5112,,ST NICHOLAS AVENUE,959,971,960,972,G00004986,,533,533
5113,FIRST AVE,FIRST AVE,1161,1165,1160,1164,G00004987,,617,618
5114,,W 130 ST,474,498,475,499,G00004988,,531,531
5115,,BROADWAY,941,963,940,958,G00004989,,191,73
5117,,W 96 ST,,,,,G00004991,,527,527
5119,,GRAMERCY PARK N,123,135,,,G00004993,,72,71
5120,,WHITE ST,70,78,69,75,G00004994,,47,47
5121,,BEACH ST,2,12,,,G00004995,,20,20
5122,BOULEVARD,BOULEVARD,1967,1995,,,G00004996,BROADWAY,522,522
5123,,E 97 ST,,,,,G00004997,,625,625
5124,,MULBERRY ST,149,175,150,176,G00004998,,54,55
5125,,WATER ST,2,4,1,5,G00004999,,1,1
5126,,FIFTH AVE,2226,2238,2227,2239,G00005000,,654,653
5127,,CHARLES ST,116,128,115,127,G00005001,,236,236
5128,,BLEECKER ST,188,204,189,205,G00005002,,129,161
5129,,E 84 ST,101,133,100,132,G00005003,,591,590
5130,,BEEKMAN ST,12,38,11,37,G00005004,,11,11
5131,,W 81 ST,300,320,301,321,G00005005,,525,526
5132,,DELANCEY ST,232,246,231,245,G00005006,,141,140
5133,,E 106 ST,,,,,G00005007,,630,625
5134,,AVE D,21,39,20,28,G00005008,,309,308
5135,,E 111 ST,201,249,200,250,G00005009,,632,629
5137,,W 111 ST,600,614,601,615,G00005011,,529,529
5138,,E 58 ST,,,,,G00005012,,584,584
5139,,E 75 ST,301,331,300,330,G00005013,,610,612
5140,,ST NICHOLAS AVENUE,,,252,270,G00005014,,530,530
5141,,MADISON AVE,1754,1768,1755,1769,G00005015,,638,638
