OBJECTID,MN_STREET1880_FULL_STREE,MN_STREET1880_Y1880NAMESTREET,MN_STREET1880_Y1880LEFT_LOW,MN_STREET1880_Y1880LEFT_HIGH,MN_STREET1880_Y1880RIGHT_LOW,MN_STREET1880_Y1880RIGHT_HIGH,MN_STREET1880_JOINID,MN_STREET1880_Y1880NAMEALT,MN_STREET1880_MINUS_ED_ED,MN_STREET1880_PLUS_ED_ED
4102,,E 76 ST,201,241,200,240,G00003950,,611,611
4103,TENTH AVE,TENTH AVE,1080,1098,1081,1099,G00003952,,529,529
4104,,BROADWAY,903,919,902,920,G00003953,,191,73
4105,,E 74 ST,31,51,30,50,G00003955,,588,588
4106,,LENOX AVE,1109,1127,1110,1128,G00003956,,631,631
4107,,FIFTH AVE,,,1337,1359,G00003957,,0,599
4112,,E 62 ST,137,175,136,174,G00003962,,593,592
4113,,MORNINGSIDE AVE,,,91,99,G00003963,,529,529
4114,,HORATIO ST,20,52,7,41,G00003964,,241,242
4115,BOULEVARD,BOULEVARD,1933,1945,,,G00003965,BROADWAY,521,521
4116,,EIGHTH AVE,641,659,640,658,G00003966,,462,471
4118,,DELANCEY ST,36,52,37,53,G00003968,,209,206
4119,,W 118 ST,2,84,1,83,G00003969,,639,639
4122,,E 18 ST,101,127,100,124,G00003972,,71,70
4123,,W 104 ST,230,254,231,255,G00003973,,528,528
4124,,E 67 ST,101,129,100,128,G00003974,,587,587
4125,FOURTH AVE,FOURTH AVE,2384,2398,,,G00003975,,651,651
4126,,W 21 ST,2,68,1,67,G00003976,,191,191
4127,,E 85 ST,101,129,100,128,G00003977,,591,591
4128,FOURTH AVE,FOURTH AVE,,,1742,1776,G00003978,,630,630
4129,,AUDUBON AVE,,,,,G00003979,,535,535
4130,,W EIGHTH ST,68,96,67,101,G00003980,,165,171
4131,,E 89 ST,131,171,130,172,G00003981,,600,599
4132,NINTH AVE,COLUMBUS AVE,158,180,157,179,G00003982,,522,522
4134,,W 181 ST,,,,,G00003984,,534,535
4135,,MOTT ST,41,53,40,52,G00003985,,42,43
4136,NINTH AVE,COLUMBUS AVE,978,1000,979,1001,G00003986,,529,529
4137,SECOND AVE,SECOND AVE,623,641,622,640,G00003987,,490,491
4138,SECOND AVE,SECOND AVE,1773,1791,1774,1792,G00003988,,624,624
4139,,LAIGHT ST,23,45,24,48,G00003989,,21,21
4140,,FIFTH AVE,218,232,217,231,G00003990,,281,280
4141,FOURTH AVE,FOURTH AVE,1347,1363,,,G00003991,,599,599
4143,,W 47 ST,,,201,207,G00003993,,469,468
4145,,W 4 ST,262,284,265,281,G00003995,,234,168
4146,,E 51 ST,201,261,200,256,G00003996,,557,553
4147,,6 AVE,815,829,814,830,G00003997,,573,572
4149,,W 120 ST,318,370,319,371,G00003999,,529,529
4150,,E 54 ST,101,139,100,128,G00004000,,583,577
4151,,W 40 ST,300,362,301,363,G00004001,,397,461
4152,,W 94 ST,250,272,255,269,G00004002,,527,527
4153,FOURTH AVE,FOURTH AVE,,,,,G00004003,,576,576
4154,,AVE A,1287,1297,1288,1298,G00004004,,616,616
4155,,VARICK ST,73,79,74,78,G00004005,,109,122
4156,,GRAND ST,374,388,375,389,G00004006,,149,148
4157,,W 91 ST,2,74,1,61,G00004007,,527,527
4158,,PEARL ST,151,169,154,168,G00004008,,9,9
4159,,ELEVENTH AVE,571,587,572,588,G00004009,,443,442
4160,,W 97 ST,100,160,101,161,G00004010,,527,527
4161,,E 103 ST,201,231,200,230,G00004011,,624,624
4162,,AUDUBON AVE,,,,,G00004012,,535,535
4163,,WALKER ST,32,68,31,69,G00004013,,20,20
4164,,WALL ST,106,120,105,119,G00004014,,9,9
4165,,FIFTH AVE,562,576,563,577,G00004015,,572,571
4166,,W 185 ST,500,520,501,521,G00004016,,535,535
4167,,AVE C,179,195,178,196,G00004017,,375,376
4168,,E 82 ST,401,445,400,444,G00004018,,604,604
4169,,E 35 ST,21,45,20,46,G00004019,,296,291
4170,,E 120 ST,97,131,96,134,G00004020,,641,641
4171,,E 60 ST,301,349,300,354,G00004021,,622,621
4172,,E SEVENTH ST,89,133,90,130,G00004022,,276,273
4173,,E 78 ST,33,67,34,68,G00004023,,589,589
4174,,E 88 ST,301,339,300,338,G00004024,,601,601
4175,,E 91 ST,1,37,2,38,G00004025,,623,600
4178,,HESTER ST,54,66,55,79,G00004028,,196,198
4179,,COLUMBIA ST,103,129,112,150,G00004029,,302,301
4180,,W 123 ST,322,364,323,365,G00004030,,529,530
4182,,HUDSON ST,105,119,104,120,G00004032,,17,19
4183,,E 30 ST,301,351,300,346,G00004033,,497,498
4184,SECOND AVE,SECOND AVE,1581,1599,1582,1598,G00004034,,605,605
4185,,W 207 ST,636,648,637,649,G00004035,,535,535
4188,,E 35 ST,,,,,G00004038,,296,291
4189,,W 180 ST,500,516,501,525,G00004039,,534,534
4190,,MADISON AVE,1374,1392,1379,1397,G00004040,,625,625
4192,,W 42 ST,200,274,201,265,G00004042,,471,471
4193,,E 104 ST,,,,,G00004043,,625,625
4194,,E 74 ST,,,,,G00004044,,588,588
4195,,W 20 ST,100,166,101,167,G00004045,,189,189
4196,,E SIXTH ST,,,200,206,G00004046,,274,268
4199,,E 48 ST,127,161,128,162,G00004049,,538,538
4200,,CENTRAL PARK NORTH,,,101,153,G00004050,,0,630
4201,,W 82 ST,300,326,301,327,G00004051,,526,526
4202,,BANK ST,52,82,53,81,G00004052,,235,235
4203,,3 AVE,2024,2042,2025,2041,G00004053,,630,632
4204,,W 39 ST,300,358,301,361,G00004054,,398,397
4206,,HUDSON ST,243,261,246,264,G00004057,,103,108
4207,,E 123 ST,143,187,142,190,G00004058,,647,641
4208,,W 41 ST,400,468,401,457,G00004059,,460,459
4209,TENTH AVE,TENTH AVE,992,1018,993,1019,G00004060,,529,529
4210,,W 87 ST,200,220,201,247,G00004061,,527,527
4213,,MADISON AVE,888,908,889,909,G00004064,,588,588
4214,,E SECOND ST,88,146,89,147,G00004065,,261,254
4216,SECOND AVE,SECOND AVE,1493,1519,1498,1520,G00004067,,608,609
4217,,E 20 ST,201,247,200,246,G00004068,,434,435
4218,,E SECOND ST,38,86,39,87,G00004069,,259,256
4219,,W EIGHTH ST,98,138,103,137,G00004070,,165,171
4220,,HARRISON ST,1,5,2,6,G00004071,,16,17
4221,,W 23 ST,200,270,201,279,G00004072,,342,342
4222,,W 48 ST,100,172,101,171,G00004073,,573,574
4223,,E 75 ST,25,43,26,46,G00004074,,589,588
4225,ELM ST,ELM ST,86,96,87,97,G00004076,,47,47
4226,,E 81 ST,,,,,G00004077,,590,590
4227,,W 30 ST,400,458,401,461,G00004078,,382,383
4228,,AVE D,57,75,56,74,G00004079,,312,312
4229,EIGHTH AVE,EIGHTH AVE,2625,2641,2626,2642,G00004080,,531,536
4230,,ISHAM ST,604,630,605,631,G00004081,,535,535
4231,,BEACH ST,14,42,21,43,G00004082,,19,21
4232,ELEVENTH AVE,ELEVENTH AVE,,,886,916,G00004083,WEST END AVE,519,519
4233,,A AVE,145,157,,,G00004084,,367,0
4234,,FIFTH AVE,,,1239,1257,G00004085,,0,590
4235,EIGHTH AVE,EIGHTH AVE,13,15,,,G00004086,CENTRAL PARK WEST,520,0
4236,,W 77 ST,100,172,101,173,G00004087,,525,525
4237,,E 26 ST,101,133,100,128,G00004088,,279,277
4238,,RIVERSIDE DR,,,390,399,G00004089,,529,529
4239,,W 62 ST,200,252,201,253,G00004090,,519,519
4241,,E 29 ST,401,431,400,432,G00004093,,498,501
4242,,GOLD ST,69,77,70,76,G00004094,,11,10
4243,,GREENWICH ST,206,222,215,229,G00004095,,13,13
4244,,W 143 ST,2,66,1,67,G00004096,,654,654
4246,,E 60 ST,,,,,G00004098,,585,585
4247,,CHERRY ST,288,314,287,319,G00004099,,90,90
4248,FOURTH AVE,FOURTH AVE,2089,2121,,,G00004100,,638,638
4249,,E 64 ST,201,241,200,240,G00004101,,617,617
4250,,E 65 ST,,,,,G00004102,,587,587
4251,,W 55 ST,2,78,1,79,G00004103,,582,582
4252,,WORTH ST,113,135,112,134,G00004104,,47,38
4253,,GRAND ST,522,538,523,541,G00004105,,139,100
4254,,E 41 ST,101,121,100,124,G00004106,,570,570
4255,FOURTH AVE,FOURTH AVE,,,1430,1444,G00004107,,623,623
4256,,,,,,,G00004108,,534,534
4259,FIRST AVE,FIRST AVE,1537,1599,1572,1600,G00004111,,605,604
4260,,RIDGE ST,141,167,140,168,G00004112,,304,303
4261,,FIFTH AVE,188,196,,,G00004113,BROADWAY,283,278
4262,6 AVE,LENOX AVE,,,1070,1088,G00004114,,630,630
4263,,LEXINGTON AVE,1308,1328,1313,1333,G00004115,,599,599
4264,,W 79 ST,300,316,301,317,G00004116,,525,525
4265,,WASHINGTON ST,756,768,755,767,G00004117,,239,238
4266,,AUDUBON AVE,,,,,G00004118,,534,534
4267,,E 60 ST,27,51,20,50,G00004119,,585,585
4268,,LENOX AVE,1653,1671,1654,1672,G00004120,,654,654
4270,,ELEVENTH AVE,285,299,284,300,G00004122,,381,381
4271,FOURTH AVE,FOURTH AVE,1429,1443,,,G00004123,,623,623
4272,NINTH AVE,COLUMBUS AVE,182,200,181,199,G00004124,,523,523
4273,,W 118 ST,400,422,401,423,G00004125,,529,529
4274,,BROADWAY,,,1260,1280,G00004126,,293,292
4276,SECOND AVE,SECOND AVE,211,229,216,228,G00004128,,362,362
4277,,GREENWICH ST,260,276,269,283,G00004129,,14,14
4279,,3 AVE,1568,1582,1569,1583,G00004131,,599,600
4280,,E 82 ST,,,,,G00004132,,590,590
4281,,LEXINGTON AVE,2022,2048,2023,2049,G00004133,,648,647
4282,Wall St,Wall St,1,12,,,G00004134,,565,565
4283,,W 104 ST,2,22,1,21,G00004135,,528,528
4284,,MONTGOMERY ST,7,15,6,16,G00004136,,93,92
4285,NINTH AVE,COLUMBUS AVE,362,378,,,G00004137,,525,525
4286,,3 AVE,1110,1128,1111,1129,G00004138,,594,616
4287,,WORTH ST,93,111,94,110,G00004139,,47,38
4288,FIRST AVE,FIRST AVE,1479,1493,1480,1492,G00004140,,609,609
4289,,E 57 ST,1,25,2,24,G00004141,,584,582
4290,,W 12 ST,200,230,201,229,G00004142,,177,177
4291,,E HOUSTON ST,468,488,465,485,G00004143,,300,300
4292,,OLD SLIP,28,38,,,G00004144,,9,9
4293,,LUDLOW ST,35,59,34,58,G00004145,,198,198
4294,,FIFTH AVE,2258,2284,2259,2285,G00004146,,654,653
4296,,E 83 ST,39,63,40,62,G00004148,,590,590
4297,,SOUTH ST,40,48,,,G00004149,,9,9
4298,BOULEVARD,BOULEVARD,2939,2957,,,G00004150,BROADWAY,529,529
4299,,E 67 ST,27,59,28,62,G00004151,,587,587
4302,,RIVERSIDE DR,,,350,359,G00004154,,528,528
4303,TENTH AVE,TENTH AVE,,,95,139,G00004155,,521,521
4304,ELM ST,ELM ST,50,56,47,55,G00004156,,47,47
4305,Lexington Ave,Lexington Ave,678,700,677,699,G00004157,,583,541
4306,,W 89 ST,250,274,251,267,G00004158,,527,527
4307,,W 61 ST,10,44,11,45,G00004159,,517,520
4308,EIGHTH AVE,EIGHTH AVE,51,63,,,G00004160,CENTRAL PARK WEST,522,0
4309,,TENTH AVE,313,327,314,328,G00004161,,381,380
4310,FOURTH AVE,FOURTH AVE,,,1163,1171,G00004162,,588,588
4311,,BROADWAY,1305,1311,,,G00004163,,293,292
4312,,ALLEN ST,1,9,2,8,G00004164,,194,194
4313,FOURTH AVE,FOURTH AVE,,,1205,1211,G00004165,,589,589
4314,,FIFTH AVE,84,96,67,69,G00004167,,182,182
4315,FIRST AVE,FIRST AVE,2037,2047,2038,2048,G00004168,,626,626
4316,,E 50 ST,127,161,126,162,G00004169,,539,539
4318,,TENTH AVE,383,411,386,404,G00004172,,388,385
4320,,W 90 ST,100,152,101,153,G00004174,,527,527
4321,,DIVISION ST,88,104,89,103,G00004175,,194,74
4322,,W 176 ST,550,594,551,599,G00004176,,534,534
4323,,TENTH AVE,61,79,60,76,G00004177,,247,247
4324,,UNIVERSITY PL,44,56,47,59,G00004178,,173,173
4326,,W 89 ST,2,68,1,73,G00004180,,527,527
4327,,W 42 ST,500,568,501,563,G00004181,,440,441
4328,,W THIRD ST,8,24,11,29,G00004182,,157,157
4329,,W 123 ST,2,22,1,21,G00004183,,640,640
4330,,PEARL ST,25,31,30,30,G00004184,,1,1
4332,,E 66 ST,101,129,100,136,G00004187,,587,587
4333,,LEXINGTON AVE,498,514,497,515,G00004188,,571,538
4334,BOULEVARD,BOULEVARD,2905,2937,,,G00004189,BROADWAY,529,529
4335,,SEVENTH AVE,462,480,463,479,G00004190,,405,294
4336,COLLEGE PL,COLLEGE PL,124,134,125,135,G00004191,,20,20
4337,,WEST ST,,,87,94,G00004192,,7,7
4338,,AUDUBON AVE,,,,,G00004193,,534,534
4339,,E 89 ST,19,69,24,64,G00004194,,600,599
4340,,E 16 ST,101,123,100,122,G00004195,,70,69
4345,SECOND AVE,SECOND AVE,729,745,728,746,G00004200,,482,483
4346,,GREENWICH AVE,1,5,,,G00004201,,166,170
4347,,3 AVE,1374,1388,1373,1389,G00004202,,596,608
4348,,WASHINGTON ST,666,682,667,683,G00004203,,230,231
4349,,W 49 ST,212,254,211,255,G00004204,,468,467
4350,,FIFTH AVE,372,390,373,387,G00004205,,295,295
4351,,E 61 ST,41,75,30,40,G00004206,,586,585
4352,,W 30 ST,200,260,201,267,G00004207,,411,410
4353,,BROADWAY,803,819,802,824,G00004208,,173,66
4354,BOULEVARD,BOULEVARD,,,1934,1946,G00004209,BROADWAY,521,521
4355,,E 117 ST,301,351,300,350,G00004210,,636,636
4356,,BARROW ST,37,65,32,58,G00004211,,225,225
4357,,GAY ST,2,20,1,17,G00004212,,166,166
4358,,DELANCEY ST,324,332,319,325,G00004213,,133,132
4359,,STANTON ST,74,88,75,87,G00004214,,250,214
4360,,W 40 ST,2,76,,,G00004215,,298,569
4361,,W 61 ST,100,164,101,163,G00004216,,517,520
4362,ELEVENTH AVE,ELEVENTH AVE,715,737,716,738,G00004217,WEST END AVE,527,527
4363,FOURTH AVE,FOURTH AVE,,,1228,1234,G00004218,,589,589
4364,SECOND AVE,SECOND AVE,1401,1419,1402,1418,G00004219,,615,614
4365,BOULEVARD,BOULEVARD,2721,2739,,,G00004220,BROADWAY,528,528
4366,COLLEGE PL,COLLEGE PL,12,32,13,29,G00004221,,15,15
4367,,MURRAY ST,30,62,31,61,G00004222,,14,14
4368,,GRAND ST,252,270,255,269,G00004223,,201,200
4370,,E 81 ST,101,141,100,140,G00004225,,590,590
4371,,3 AVE,432,448,431,449,G00004226,,475,495
4372,,W 172 ST,500,510,501,519,G00004227,,534,534
4373,,AVE A,1439,1449,1440,1450,G00004228,,607,607
4374,,E 70 ST,1,49,2,50,G00004229,,588,587
4375,,E 81 ST,401,455,400,454,G00004230,,604,604
4376,SECOND AVE,SECOND AVE,1103,1123,1104,1120,G00004231,,566,565
4377,,CHRISTOPHER ST,66,90,67,93,G00004232,,232,232
4378,,E 123 ST,301,371,300,370,G00004233,,646,645
4379,,MAC DOUGAL ALY,1,15,2,20,G00004234,,165,165
4380,TENTH AVE,TENTH AVE,,,,,G00004235,,534,534
4381,SECOND AVE,SECOND AVE,191,209,192,214,G00004236,,361,360
4382,,E TENTH ST,401,423,400,424,G00004237,,322,323
4383,FOURTH AVE,FOURTH AVE,780,798,,,G00004238,,577,577
4385,,E 111 ST,1,27,2,28,G00004240,,630,630
4386,,EIGHTH AVE,75,79,62,78,G00004241,,244,180
4387,,MADISON AVE,1000,1006,1001,1007,G00004242,,589,589
4389,,W 115 ST,2,58,1,55,G00004244,,638,638
4390,,W 177 ST,,,,,G00004245,,534,534
4391,,W 96 ST,100,170,101,171,G00004246,,527,527
4394,,W 48 ST,174,198,173,179,G00004249,,468,468
4395,,E 28 ST,101,129,100,130,G00004250,,279,279
4397,,FULTON ST,78,98,81,99,G00004252,,11,11
4398,,ST NICHOLAS AVENUE,9,25,10,26,G00004253,,630,630
4400,,BROADWAY,837,855,842,860,G00004255,,181,66
4402,,FT GEORGE AVE,,,,,G00004257,,535,535
4403,,BROAD ST,67,83,74,84,G00004258,,1,1
4404,,W 74 ST,300,324,301,325,G00004259,,524,525
4405,,W 93 ST,200,220,201,205,G00004260,,527,527
4406,,MURRAY ST,2,28,1,29,G00004261,,14,14
4407,,W 169 ST,,,,,G00004262,,534,534
4408,,MORNINGSIDE DR,100,108,,,G00004263,,529,529
4409,,MOTT ST,23,39,24,38,G00004264,,42,43
4411,SECOND AVE,SECOND AVE,363,379,362,380,G00004266,,434,425
4412,FIRST AVE,FIRST AVE,83,97,84,98,G00004267,,269,270
4413,,BROOME ST,243,257,244,258,G00004268,,202,205
4415,,EIGHTH AVE,815,829,810,820,G00004270,,465,467
4416,,E 66 ST,401,437,400,444,G00004271,,616,616
4417,,WHITEHALL ST,27,31,22,32,G00004272,,1,1
4418,,HESTER ST,182,196,193,207,G00004273,,48,51
4420,,E 47 ST,301,347,300,348,G00004275,,549,548
4421,,WILLIAM ST,11,31,12,30,G00004276,,9,9
4422,,E 71 ST,1,21,2,22,G00004277,,588,588
4423,,BAXTER ST,104,128,103,127,G00004278,,48,48
4425,,WEST ST,,,1,23,G00004280,,4,4
4426,,GROVE ST,17,45,20,48,G00004281,,227,225
4427,,CHRISTOPHER ST,132,146,131,143,G00004282,,228,231
4429,,RIVERSIDE DR,,,120,130,G00004284,,526,526
4430,,E 129 ST,101,133,100,134,G00004285,,651,651
4431,,BROADWAY,1373,1389,1372,1390,G00004286,,299,299
4432,,E 35 ST,139,167,134,164,G00004287,,476,476
4433,BOULEVARD,BOULEVARD,2499,2519,,,G00004288,BROADWAY,527,527
4434,,E 117 ST,101,141,100,142,G00004289,,639,638
4435,,MONTGOMERY ST,89,95,,,G00004290,,96,91
4436,,E 55 ST,135,161,134,160,G00004291,,541,540
4438,ELEVENTH AVE,ELEVENTH AVE,463,479,464,480,G00004293,WEST END AVE,526,526
4439,,HESTER ST,198,208,209,219,G00004294,,48,52
4441,,MADISON AVE,772,790,773,791,G00004296,,587,587
4444,,E 66 ST,1,33,2,34,G00004299,,587,587
4445,,E 118 ST,401,453,400,454,G00004300,,635,635
4446,,W 22 ST,200,268,201,281,G00004301,,338,342
4447,,E 82 ST,101,129,100,128,G00004302,,590,590
4448,,SAINT NICHOLAS AVE,,,,,G00004303,,534,534
4450,,AVE D,165,179,160,178,G00004305,,376,376
4451,,E 69 ST,13,39,12,28,G00004306,,587,587
4452,,DOMINICK ST,24,54,21,53,G00004307,,108,108
4453,TENTH AVE,TENTH AVE,2520,2530,2519,2539,G00004308,,535,535
4455,,AVE A,1167,1175,1168,1176,G00004310,,618,618
4456,,W 25 ST,2,60,1,55,G00004311,,283,283
4458,EIGHTH AVE,EIGHTH AVE,230,235,,,G00004313,CENTRAL PARK WEST,526,0
4459,,E 38 ST,401,421,400,410,G00004314,,484,486
4460,,E 51 ST,1,27,2,28,G00004315,,576,576
4461,,JEFFERSON ST,1,7,2,4,G00004316,,88,87
4462,FIRST AVE,FIRST AVE,1913,1937,1914,1938,G00004317,,624,624
4463,,SEVENTH AVE,344,360,341,359,G00004318,,411,287
4464,Lexington Ave,Lexington Ave,556,574,555,573,G00004319,,576,539
4466,FOURTH AVE,FOURTH AVE,,,1478,1492,G00004321,,625,625
4467,FIRST AVE,FIRST AVE,2275,2301,2276,2290,G00004322,,636,635
4468,,MOTT ST,121,147,118,148,G00004323,,51,50
4469,EIGHTH AVE,EIGHTH AVE,287,295,,,G00004324,CENTRAL PARK WEST,527,0
4470,EIGHTH AVE,EIGHTH AVE,297,300,,,G00004325,CENTRAL PARK WEST,527,0
4471,,MACOMBS PL,65,71,66,72,G00004326,,536,536
4472,,ELEVENTH AVE,161,179,160,178,G00004327,,326,326
4473,,W 65 ST,,,,,G00004328,,521,521
4474,,W 181 ST,,,,,G00004329,,534,535
4475,,PIKE SLIP,75,77,76,78,G00004330,,83,82
4476,SECOND AVE,SECOND AVE,747,765,748,766,G00004331,,481,480
4477,,BLEECKER ST,140,154,139,153,G00004332,,128,159
4478,,WASHINGTON ST,734,754,733,753,G00004333,,239,238
4479,,JAY ST,8,22,7,23,G00004334,,16,16
4480,BLOOMINGDALE ROAD,BLOOMINGDALE ROAD,60,86,61,87,G00004335,,531,531
4481,,E 68 ST,13,29,16,32,G00004336,,587,587
4483,,W 77 ST,214,244,215,245,G00004338,,525,525
4486,,E 63 ST,401,445,400,444,G00004341,,618,618
4487,,LEXINGTON AVE,1330,1356,1335,1357,G00004342,,600,600
4488,,BROADWAY,,,,,G00004343,,534,534
4489,,9 AVE,823,841,822,840,G00004344,,512,511
4490,,CHRISTOPHER ST,14,28,13,31,G00004345,,166,167
4492,,AVE A,1121,1131,1122,1132,G00004347,,622,622
4493,,BLEECKER ST,386,400,385,401,G00004348,,234,234
4494,,E 105 ST,101,135,100,138,G00004349,,625,625
4496,,E 86 ST,201,243,200,234,G00004351,,598,602
4498,,E 19 ST,301,361,300,358,G00004353,,435,436
4499,,W 25 ST,,,,,G00004354,,278,278
4500,,3 AVE,394,414,395,413,G00004355,,474,500
4501,,E 59 ST,401,439,400,440,G00004356,,622,565
4502,,W 107 ST,200,244,201,245,G00004357,,528,528
4503,EIGHTH AVE,EIGHTH AVE,,,2582,2606,G00004358,,531,536
4504,,E 17 ST,237,251,,,G00004359,,439,439
4505,,W 69 ST,100,140,101,141,G00004360,,523,523
4506,,HUDSON ST,667,683,664,684,G00004361,,244,244
4507,,BLEECKER ST,16,30,15,33,G00004362,,64,65
4508,,CANAL ST,364,384,357,375,G00004363,,20,123
4510,FOURTH AVE,FOURTH AVE,1152,1160,,,G00004365,,588,588
4511,,GREENWICH ST,516,532,515,531,G00004366,,102,104
4513,,MADISON AVE,512,530,513,531,G00004368,,577,577
4514,,E 59 ST,,,,,G00004369,,585,584
4515,SECOND AVE,SECOND AVE,643,661,642,660,G00004370,,489,488
4516,,CORTLANDT ST,23,51,22,50,G00004371,,12,12
4517,BOULEVARD,BOULEVARD,,,2776,2794,G00004372,BROADWAY,528,528
4518,,E 121 ST,101,135,100,136,G00004373,,641,641
4519,,DIVISION ST,116,124,111,115,G00004374,,194,86
4520,,E 104 ST,301,353,300,352,G00004375,,626,624
4521,FIRST AVE,FIRST AVE,1601,1615,1602,1616,G00004376,,603,604
4522,,E 14 ST,,,38,52,G00004377,,0,181
4523,,W 148 ST,,,301,309,G00004378,,532,532
4524,,COLUMBUS CIR,11,16,,,G00004379,,517,517
4525,,E 86 ST,27,71,28,70,G00004380,,598,591
4527,,W 20 ST,400,466,401,465,G00004382,,336,337
4529,,ORCHARD ST,171,199,172,200,G00004384,,250,250
4531,,W 72 ST,200,270,201,271,G00004386,,524,524
4532,,FIFTH AVE,2000,2018,2001,2021,G00004387,,640,640
4533,7 AVE,7 AVE,400,418,401,419,G00004388,,408,293
4534,,W 46 ST,400,462,401,469,G00004389,,455,454
4535,FOURTH AVE,FOURTH AVE,,,1446,1460,G00004390,,623,623
4536,,E 69 ST,401,451,400,450,G00004391,,616,616
4537,,BROOME ST,343,353,342,354,G00004392,,57,57
4538,TENTH AVE,TENTH AVE,1264,1276,,,G00004393,,529,529
4539,,NASSAU ST,1,11,2,12,G00004394,,9,9
4540,,E HOUSTON ST,2,18,1,19,G00004395,,64,63
4541,,BROADWAY,149,171,150,172,G00004396,,12,11
4542,,ST NICHOLAS AVENUE,221,239,,,G00004397,,529,529
4544,,MADISON ST,39,51,24,56,G00004399,,27,27
4545,,SEVENTH AVE,208,222,209,223,G00004400,,342,190
4546,,HENRY ST,249,275,250,272,G00004401,,93,93
4547,,W 175 ST,500,536,501,525,G00004402,,534,534
4548,,DELANCEY ST,248,264,247,263,G00004403,,137,138
4549,,ELEVENTH AVE,849,851,850,852,G00004404,,518,518
4551,,ST NICHOLAS AVENUE,817,843,818,844,G00004406,,532,532
4552,,WADSWORTH AVE,240,258,241,259,G00004407,,535,535
4553,,GRAND ST,204,220,205,219,G00004408,,56,50
4554,,DOWNING ST,2,32,1,33,G00004409,,220,221
4555,EIGHTH AVE,EIGHTH AVE,161,171,,,G00004410,CENTRAL PARK WEST,525,0
4556,FIRST AVE,FIRST AVE,1339,1375,1304,1314,G00004411,,612,613
4557,,FIFTH AVE,516,528,515,529,G00004412,,569,570
4558,,E 82 ST,301,355,300,354,G00004413,,605,606
4559,,3 AVE,1510,1528,1511,1525,G00004414,,597,602
4560,FOURTH AVE,FOURTH AVE,962,978,,,G00004415,,584,584
4561,,E 33 ST,25,57,30,64,G00004416,,291,291
4562,,9 AVE,561,581,560,580,G00004417,,459,462
4564,,SEVENTH AVE,362,380,361,381,G00004419,,410,288
4565,,E 36 ST,401,427,400,420,G00004420,,487,491
4567,,MADISON AVE,950,960,951,961,G00004422,,589,589
4568,,BLEECKER ST,350,366,351,365,G00004423,,233,233
4569,,GREENWICH ST,720,736,713,731,G00004424,,231,236
4570,,CHURCH ST,58,66,57,65,G00004425,,14,14
4572,,ST NICHOLAS AVENUE,777,795,,,G00004427,,532,532
4574,,FIFTH AVE,2140,2160,2145,2161,G00004429,,654,653
4576,,W 81 ST,250,256,251,267,G00004431,,525,526
4577,,W 46 ST,500,562,501,555,G00004432,,444,445
4578,,3 AVE,876,892,877,895,G00004433,,540,560
4580,,FIFTH AVE,2096,2122,2095,2119,G00004435,,650,650
4581,,W 90 ST,300,326,301,327,G00004436,,527,527
4582,,EIGHTH AVE,161,175,162,176,G00004437,,333,334
4583,FOURTH AVE,FOURTH AVE,,,1213,1219,G00004438,,589,589
4584,,BRADHURST AVE,,,162,190,G00004439,,532,532
4585,,LENOX AVE,1269,1287,1270,1288,G00004440,,640,640
4586,,W 106 ST,300,322,301,323,G00004441,,528,528
4587,,NEW ST,2,28,1,29,G00004442,,9,9
4589,,MADISON AVE,170,184,169,183,G00004444,,292,291
4592,,E 82 ST,43,87,44,86,G00004447,,590,590
4593,,E END AVE,1672,1692,1671,1691,G00004448,,601,601
4594,SECOND AVE,SECOND AVE,2121,2141,2122,2138,G00004449,,629,627
4599,,LEXINGTON AVE,2,8,1,9,G00004454,,72,72
4602,,W 107 ST,2,18,1,17,G00004457,,528,528
4604,,E 84 ST,135,169,134,170,G00004459,,597,597
4605,FIRST AVE,FIRST AVE,1021,1041,1024,1046,G00004460,,564,563
4606,,HUDSON ST,611,621,610,622,G00004461,,241,241
4607,,FIFTH AVE,10,22,9,21,G00004462,,171,172
4608,,AUDUBON AVE,,,,,G00004463,,534,534
4610,,LEXINGTON AVE,822,840,823,841,G00004465,,586,593
4611,,BEDFORT ST,79,83,76,80,G00004466,,227,225
4612,,ELEVENTH AVE,471,491,472,492,G00004467,,394,394
4613,,PEARL ST,,,108,120,G00004468,,9,9
4614,,E 14 ST,701,745,700,744,G00004469,,0,0
4615,,E 97 ST,25,71,26,72,G00004470,,625,625
4617,,E 24 ST,301,347,300,346,G00004472,,429,428
4618,,BROADWAY,889,901,890,900,G00004473,,188,188
4619,,E 119 ST,151,185,154,186,G00004474,,641,639
4620,,ST NICHOLAS AVENUE,27,55,28,56,G00004475,,631,631
4621,FOURTH AVE,FOURTH AVE,1132,1140,,,G00004476,,587,587
4622,,CANAL ST,106,122,107,123,G00004477,,193,193
4623,,6 AVE,391,409,394,412,G00004478,,343,283
4624,,E 92 ST,401,439,400,438,G00004479,,624,624
4626,,GRAND ST,354,372,357,373,G00004481,,203,203
4627,EIGHTH AVE,EIGHTH AVE,2367,2375,2368,2376,G00004482,,530,536
4628,,CHRYSTIE ST,181,203,180,202,G00004483,,216,216
4629,,W 11 ST,201,215,200,214,G00004484,,169,177
4630,,MULBERRY ST,71,89,68,86,G00004485,,45,44
4631,,GROVE ST,1,15,2,18,G00004486,,227,227
