OBJECTID,GlobalID,JoinID,State,City,Boro,FULL_STREE,y1850Valid,y1850_gcheck,y1850DirStreet,y1850NameStreet,y1850Left_Low,y1850Left_High,y1850Right_Low,y1850Right_High,y1850Issue,y1850ParityLeft,y1850ParityRight,y1850Unopened,y1850NameALT,y1850_hnyc_street,JoinID_1850,y1880Valid,y1880_gcheck,y1880DirStreet,y1880NameStreet,y1880Left_Low,y1880Left_High,y1880Right_Low,y1880Right_High,y1880Issue,y1880ParityLeft,y1880ParityRight,y1880Unopened,y1880NameALT,y1880_hnyc_street,JoinID_1880,y1910Valid,y1910_gcheck,y1910DirStreet,y1910NameStreet,y1910Left_Low,y1910Left_High,y1910Right_Low,y1910Right_High,y1910Issue,y1910ParityLeft,y1910ParityRight,y1910Unopened,y1910NameALT,y1910_hnyc_street,JoinID_1910,Shape__Length,CreationDate,Creator,EditDate,Editor,Shape__Length_2,CreationDate_1,Creator_1,EditDate_1,Editor_1,Issue_General,y1850WardRight,y1880ED_Left,y1880ED_Right,y1910ED_Left,y1910ED_Right,y1850WardLeft
7111,{00000000-0000-0000-0000-000000000000},G00007024,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,1,1,,,1771,1787,,,,,,,,AVE A,,1,1,,AVE A,1765,1771,,,,,,,,AVE A,G00007024,258.761134672179026,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,258.761123283947484,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:18,hnyc_columbia,,,,,282,282,
7112,{00000000-0000-0000-0000-000000000000},G00007025,NY,New York,Manhattan,FORT WASHINGTON AVE,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,FORT WASHINGTON AVE,G00007025,321.976591840250308,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 23:58:16,rse2121_columbia,321.976577675415740,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:18,hnyc_columbia,,,,,679,680,
7113,{00000000-0000-0000-0000-000000000000},G00007026,NY,New York,Manhattan,W 178 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,700,718,701,711,,,,,,W 178 ST,G00007026,439.968038140572219,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 20:25:52,rse2121_columbia,439.968336811934023,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:19,hnyc_columbia,,,,,680,680,
7114,{00000000-0000-0000-0000-000000000000},G00007027,NY,New York,Manhattan,PINEHURST AVE,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,24,28,25,29,,,,,,PINEHURST AVE,G00007027,320.454648112591428,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 20:24:19,rse2121_columbia,320.454634010126370,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:19,hnyc_columbia,,,,,679,679,
7115,{00000000-0000-0000-0000-000000000000},G00007028,NY,New York,Manhattan,W 178 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,800,802,801,803,,,,,,W 178 ST,G00007028,267.505318692680248,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:18:13,amv2173_columbia,267.505306918009524,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:19,hnyc_columbia,,,,,679,679,
7116,{00000000-0000-0000-0000-000000000000},G00007029,NY,New York,Manhattan,CABRINI BLVD,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,NORTHERN AVE,,,,,A,,,,,NORTHERN AVE,G00007029,325.525774068044598,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 20:24:19,rse2121_columbia,325.525759743927949,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:19,hnyc_columbia,,,,,679,679,
7117,{00000000-0000-0000-0000-000000000000},G00007030,NY,New York,Manhattan,W 178 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,804,806,805,807,,,,,,W 178 ST,G00007030,259.940220696561255,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:18:13,amv2173_columbia,259.940209243528727,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:19,hnyc_columbia,,,,,679,679,
7118,{00000000-0000-0000-0000-000000000000},G00007031,NY,New York,Manhattan,FORT WASHINGTON AVE,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,FORT WASHINGTON AVE,G00007031,235.801331977908859,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 23:58:16,rse2121_columbia,235.801417873804212,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:20,hnyc_columbia,,,,,679,680,
7119,{00000000-0000-0000-0000-000000000000},G00007032,NY,New York,Manhattan,W 179 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,700,714,701,715,,,,,,W 179 ST,G00007032,540.645766296484339,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 20:25:31,rse2121_columbia,540.645742497422248,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:20,hnyc_columbia,,,,,680,680,
7120,{00000000-0000-0000-0000-000000000000},G00007033,NY,New York,Manhattan,PINEHURST AVE,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,26,30,27,31,,,,,,PINEHURST AVE,G00007033,236.320394236984839,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:18:13,amv2173_columbia,236.320383829995393,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:20,hnyc_columbia,,,,,679,679,
7121,{00000000-0000-0000-0000-000000000000},G00007034,NY,New York,Manhattan,W 179 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,800,802,801,803,,,,,,W 179 ST,G00007034,275.091953326616817,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:18:14,amv2173_columbia,275.092259017539277,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:20,hnyc_columbia,,,,,679,679,
7122,{00000000-0000-0000-0000-000000000000},G00007035,NY,New York,Manhattan,CABRINI BLVD,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,NORTHERN AVE,,,,,A,,,,,NORTHERN AVE,G00007035,237.040238907054118,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:18:14,amv2173_columbia,237.040228482885595,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:20,hnyc_columbia,,,,,679,679,
7123,{00000000-0000-0000-0000-000000000000},G00007036,NY,New York,Manhattan,W 179 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,804,806,805,807,,,,,,W 179 ST,G00007036,261.448383603873765,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:18:14,amv2173_columbia,261.448372100173913,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:20,hnyc_columbia,,,,,679,679,
7124,{00000000-0000-0000-0000-000000000000},G00007037,NY,New York,Manhattan,FORT WASHINGTON AVE,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,FORT WASHINGTON AVE,G00007037,257.555596719166431,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 23:58:17,rse2121_columbia,257.555585395494290,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:21,hnyc_columbia,,,,,679,680,
7125,{00000000-0000-0000-0000-000000000000},G00007038,NY,New York,Manhattan,W 180 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,700,728,701,729,,,,,,W 180 ST,G00007038,646.304164208876614,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 20:25:32,rse2121_columbia,646.304135773322173,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:21,hnyc_columbia,,,,,680,680,
7126,{00000000-0000-0000-0000-000000000000},G00007039,NY,New York,Manhattan,PINEHURST AVE,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,32,38,33,39,,,,,,PINEHURST AVE,G00007039,256.255387470824587,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:18:14,amv2173_columbia,256.255376192338986,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:21,hnyc_columbia,,,,,679,679,
7127,{00000000-0000-0000-0000-000000000000},G00007040,NY,New York,Manhattan,W 180 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,800,802,,,,,,,,W 180 ST,G00007040,281.198267700515828,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:18:14,amv2173_columbia,281.198573367597419,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:21,hnyc_columbia,,,,,679,679,
7128,{00000000-0000-0000-0000-000000000000},G00007041,NY,New York,Manhattan,CABRINI BLVD,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,NORTHERN AVE,,,,,A,,,,,NORTHERN AVE,G00007041,254.990582689256541,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:18:15,amv2173_columbia,254.990571441438050,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:22,hnyc_columbia,,,,,679,679,
7129,{00000000-0000-0000-0000-000000000000},G00007042,NY,New York,Manhattan,W 180 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,804,806,805,807,,,,,,W 180 ST,G00007042,273.784762612138650,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:18:15,amv2173_columbia,273.784750573611802,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:22,hnyc_columbia,,,,,679,679,
7130,{00000000-0000-0000-0000-000000000000},G00007043,NY,New York,Manhattan,FORT WASHINGTON AVE,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,FORT WASHINGTON AVE,G00007043,354.876724577883010,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 23:58:35,rse2121_columbia,354.876708947501243,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:22,hnyc_columbia,,,,,679,680,
7131,{00000000-0000-0000-0000-000000000000},G00007044,NY,New York,Manhattan,PINEHURST AVE,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,40,44,41,45,,,,,,PINEHURST AVE,G00007044,385.480468954060541,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:18:15,amv2173_columbia,385.480451985967306,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:22,hnyc_columbia,,,,,679,679,
7132,{00000000-0000-0000-0000-000000000000},G00007045,NY,New York,Manhattan,CABRINI BLVD,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,NORTHERN AVE,,,,,A,,,,,NORTHERN AVE,G00007045,376.130513787955579,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:18:15,amv2173_columbia,376.130497237799034,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:23,hnyc_columbia,,,,,679,679,
7133,{00000000-0000-0000-0000-000000000000},G00007046,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,HAVEN AVE,,,,,A,,,,,HAVEN AVE,G00007046,357.865973006866852,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 20:24:20,rse2121_columbia,357.865957244458400,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:23,hnyc_columbia,,,,,679,679,
7134,{00000000-0000-0000-0000-000000000000},G00007047,NY,New York,Manhattan,W 178 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,W 178 ST,G00007047,332.383170102325323,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:18:16,amv2173_columbia,332.383155468922723,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:23,hnyc_columbia,,,,,679,679,
7135,{00000000-0000-0000-0000-000000000000},G00007048,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,HAVEN AVE,,,,,A,,,,,HAVEN AVE,G00007048,238.105247844501719,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:18:16,amv2173_columbia,238.105237357506098,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:23,hnyc_columbia,,,,,679,679,
7136,{00000000-0000-0000-0000-000000000000},G00007049,NY,New York,Manhattan,W 179 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,W 179 ST,G00007049,331.586573950485615,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:18:16,amv2173_columbia,331.586559363784090,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:23,hnyc_columbia,,,,,679,679,
7137,{00000000-0000-0000-0000-000000000000},G00007050,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,HAVEN AVE,,,,,A,,,,,HAVEN AVE,G00007050,254.010458513954063,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:18:16,amv2173_columbia,254.010447331159810,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:24,hnyc_columbia,,,,,679,679,
7138,{00000000-0000-0000-0000-000000000000},G00007051,NY,New York,Manhattan,W 180 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,W 180 ST,G00007051,331.740868170112833,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:18:16,amv2173_columbia,331.740853554810883,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:24,hnyc_columbia,,,,,679,679,
7139,{00000000-0000-0000-0000-000000000000},G00007052,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,HAVEN AVE,,,,,A,,,,,HAVEN AVE,G00007052,326.786809627133096,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 20:23:15,rse2121_columbia,326.786795248991723,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:24,hnyc_columbia,,,,,679,679,
7140,{00000000-0000-0000-0000-000000000000},G00007053,NY,New York,Manhattan,W 181 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,W 181 ST,G00007053,300.794901361004577,7/10/2019 23:07:10,dpm2159_columbia,7/18/2019 0:13:18,rse2121_columbia,300.794888127531578,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:25,hnyc_columbia,,,,,679,679,
7141,{00000000-0000-0000-0000-000000000000},G00007054,NY,New York,Manhattan,W 181 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,W 181 ST,G00007054,295.125205776294592,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,295.125192764437486,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:25,hnyc_columbia,,,,,679,679,
7142,{00000000-0000-0000-0000-000000000000},G00007055,NY,New York,Manhattan,LAUREL HIL TER,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,LAUREL HILL TERRACE ,,,,,A,,,,,LAUREL HILL TERRACE ,G00007055,118.075458120275371,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:16:45,amv2173_columbia,118.075738487252366,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:25,hnyc_columbia,,,,,671,671,
7143,{00000000-0000-0000-0000-000000000000},G00007056,NY,New York,Manhattan,LAUREL HIL TER,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,LAUREL HILL TERRACE ,,,,,A,,,,,LAUREL HILL TERRACE ,G00007056,148.010572457668445,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:16:46,amv2173_columbia,148.010565944391459,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:25,hnyc_columbia,,,,,671,671,
7144,{00000000-0000-0000-0000-000000000000},G00007057,NY,New York,Manhattan,,1,1,,,,,,,,,,1,,,,0,1,,,,,,,,,,,,,,1,1,,WASHINGTON BRG,,,,,A,,,,,WASHINGTON BRG,G00007057,286.320801255952972,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:16:46,amv2173_columbia,286.320801248612327,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:26,hnyc_columbia,,,,,671,671,
7145,{00000000-0000-0000-0000-000000000000},G00007058,NY,New York,Manhattan,W 182 ST,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,W 182 ST,G00007058,287.996494653369496,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:36:59,rse2121_columbia,287.996481974241760,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:26,hnyc_columbia,,,,,671,671,
7146,{00000000-0000-0000-0000-000000000000},G00007059,NY,New York,Manhattan,AMSTERDAM AVE,1,1,,TENTH AVE ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,2418,2422,,,,,,,,AMSTERDAM AVE,G00007059,173.010481337468576,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:16:46,amv2173_columbia,173.010759610738717,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:26,hnyc_columbia,,,,,677,671,
7147,{00000000-0000-0000-0000-000000000000},G00007060,NY,New York,Manhattan,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,LAUREL HILL TERRACE ,,,,,A,,,,,LAUREL HILL TERRACE ,G00007060,285.404087622689246,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:16:46,amv2173_columbia,285.404087630049844,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:26,hnyc_columbia,,,,,671,671,
7148,{00000000-0000-0000-0000-000000000000},G00007061,NY,New York,Manhattan,AMSTERDAM AVE,1,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,2424,2448,,,,,,,,AMSTERDAM AVE,G00007061,115.398122571435977,7/10/2019 23:07:10,dpm2159_columbia,7/17/2019 19:16:47,amv2173_columbia,115.398117475391402,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:26,hnyc_columbia,,,,,677,671,
7149,{00000000-0000-0000-0000-000000000000},G00007062,NY,New York,Manhattan,BROADWAY,0,1,,,,,,,,,,,,,,1,1,,BOULEVARD,,,,,,,,,BROADWAY,BOULEVARD,,1,1,,,,,,,A,,,,,BROADWAY,G00007062,311.953632673603863,7/10/2019 23:07:10,dpm2159_columbia,7/22/2019 18:22:40,amv2173_columbia,311.953618956865455,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:26,hnyc_columbia,,,,,731,731,
7150,{00000000-0000-0000-0000-000000000000},G00007063,NY,New York,Manhattan,W 107 ST,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,W 107 ST,,1,1,,,,,,,A,,,,,W 107 ST,G00007063,67.843600062035804,7/10/2019 23:07:10,dpm2159_columbia,7/22/2019 18:22:40,amv2173_columbia,67.843597078339258,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:27,hnyc_columbia,,,,,731,730,
7151,{00000000-0000-0000-0000-000000000000},G00007064,NY,New York,Manhattan,W 107 ST,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,W 107 ST,,1,1,,,,,,,A,,,,,W 107 ST,G00007064,67.867278441061899,7/10/2019 23:07:10,dpm2159_columbia,7/22/2019 19:12:45,amv2173_columbia,56.298855517540886,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 20:57:08,amv2173_columbia,,,,,731,729,
7152,{00000000-0000-0000-0000-000000000000},G00007065,NY,New York,Manhattan,BROADWAY,0,1,,,,,,,,,,,,,,1,1,,BOULEVARD,,,,,A,,,,BROADWAY,BOULEVARD,,1,1,,,,,,,A,,,,,BROADWAY,G00007065,269.302057422475002,7/10/2019 23:07:10,dpm2159_columbia,7/22/2019 18:22:40,amv2173_columbia,269.302045570049700,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:27,hnyc_columbia,,,,,729,730,
7153,{00000000-0000-0000-0000-000000000000},G00007066,NY,New York,Manhattan,FIRST AVE,1,1,,,,,,,A,,,,,,,1,1,,FIRST AVE,843,859,844,858,,,,,,FIRST AVE,,1,1,,,845,859,844,858,,,,,,FIRST AVE,G00007066,262.493657912680021,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,262.493646352864403,7/22/2019 17:22:53,hnyc_columbia,3/15/2020 14:44:15,emc2199_columbia,,,,,1102,999,
7154,{00000000-0000-0000-0000-000000000000},G00007067,NY,New York,Manhattan,E 47 ST,1,1,,,,,,,A,,,,,,,1,1,,,401,447,400,448,,,,,,E 47 ST,,1,1,,,401,445,400,448,,,,,,E 47 ST,G00007067,601.218222983612009,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,601.218483797733370,7/22/2019 17:22:53,hnyc_columbia,3/15/2020 15:20:03,emc2199_columbia,,,,,999,999,
7155,{00000000-0000-0000-0000-000000000000},G00007068,NY,New York,Manhattan,E 64 ST,1,1,,,,,,,X,,,,,,,1,1,,,501,541,500,540,,,,,,E 64 ST,,1,1,,,,,,,A,,,,,E 64 ST,G00007068,491.745373270285995,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,491.745351626062927,7/22/2019 17:22:53,hnyc_columbia,3/15/2020 15:30:47,emc2199_columbia,,,,,1008,1001,
7156,{00000000-0000-0000-0000-000000000000},G00007069,NY,New York,Manhattan,E 67 ST,1,1,,,,,,,A,,,,,,,1,1,,,501,545,500,544,,,,,,E 67 ST,,1,1,,,501,541,500,540,,,,,,E 67 ST,G00007069,607.193703243920027,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,607.193676521552106,7/22/2019 17:22:53,hnyc_columbia,3/15/2020 15:31:52,emc2199_columbia,,,,,1009,1727,
7157,{00000000-0000-0000-0000-000000000000},G00007070,NY,New York,Manhattan,E 69 ST,1,1,,,,,,,A,,,,,,,1,1,,,501,541,500,540,,,,,,E 69 ST,,1,1,,,501,539,500,542,,,,,,E 69 ST,G00007070,653.652480137081966,7/10/2019 23:07:10,dpm2159_columbia,7/10/2019 23:07:10,dpm2159_columbia,653.652451352421167,7/22/2019 17:22:53,hnyc_columbia,3/15/2020 15:32:37,emc2199_columbia,,,,,1018,1009,
7158,{00000000-0000-0000-0000-000000000000},G00007071,NY,New York,Manhattan,CHEROKEE PL,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,CHEROKEE PL,G00007071,261.029692078794596,7/10/2019 23:07:10,dpm2159_columbia,7/11/2019 18:30:08,rse2121_columbia,261.029692078877929,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:28,hnyc_columbia,,,,,1024,1024,
7159,{00000000-0000-0000-0000-000000000000},G00007072,NY,New York,Manhattan,F D R DR,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,EXTERIOR ST,,,,,A,M,,,,EXTERIOR ST,G00007072,526.363138337983855,7/10/2019 23:07:10,dpm2159_columbia,7/11/2019 18:30:09,rse2121_columbia,526.363115151874808,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:29,hnyc_columbia,,,,,1024,1024,
7160,{00000000-0000-0000-0000-000000000000},G00007073,NY,New York,Manhattan,F D R DR,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,EXTERIOR ST,,,,,A,M,,,,EXTERIOR ST,G00007073,263.243376418825960,7/10/2019 23:07:10,dpm2159_columbia,7/11/2019 18:26:57,rse2121_columbia,263.243364825636718,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:29,hnyc_columbia,,,,,1009,1009,
7161,{00000000-0000-0000-0000-000000000000},G00007074,NY,New York,Manhattan,F D R DR,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,EXTERIOR ST,,,,,A,M,,,,EXTERIOR ST,G00007074,263.254478019742237,7/10/2019 23:07:10,dpm2159_columbia,7/11/2019 18:26:57,rse2121_columbia,263.254466434944845,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:29,hnyc_columbia,,,,,1018,1018,
7162,{00000000-0000-0000-0000-000000000000},G00007075,NY,New York,Manhattan,F D R DR,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,EXTERIOR ST,,,,,A,M,,,,EXTERIOR ST,G00007075,260.735817838402227,7/10/2019 23:07:10,dpm2159_columbia,7/11/2019 18:26:58,rse2121_columbia,260.735806356582714,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:29,hnyc_columbia,,,,,1018,1018,
7163,{00000000-0000-0000-0000-000000000000},G00007076,NY,New York,Manhattan,F D R DR,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,EXTERIOR ST,,,,,A,M,,,,EXTERIOR ST,G00007076,295.730362765885616,7/10/2019 23:07:10,dpm2159_columbia,7/11/2019 18:26:58,rse2121_columbia,295.730620864591913,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:29,hnyc_columbia,,,,,1018,1018,
7164,{00000000-0000-0000-0000-000000000000},G00007077,NY,New York,Manhattan,F D R DR,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,EXTERIOR ST,,,,,A,M,,,,EXTERIOR ST,G00007077,273.926758840337243,7/10/2019 23:07:10,dpm2159_columbia,7/11/2019 18:30:10,rse2121_columbia,273.926746788261482,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:29,hnyc_columbia,,,,,1018,1018,
7165,{00000000-0000-0000-0000-000000000000},G00007078,NY,New York,Manhattan,F D R DR,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,EXTERIOR ST,,,,,A,M,,,,EXTERIOR ST,G00007078,267.217288712937659,7/10/2019 23:07:10,dpm2159_columbia,7/11/2019 18:30:11,rse2121_columbia,267.217276954072929,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:30,hnyc_columbia,,,,,1025,1025,
7166,{00000000-0000-0000-0000-000000000000},G00007079,NY,New York,Manhattan,F D R DR,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,EXTERIOR ST,,,,,A,M,,,,EXTERIOR ST,G00007079,272.310880596652055,7/10/2019 23:07:10,dpm2159_columbia,7/11/2019 18:30:11,rse2121_columbia,272.310868585976380,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:30,hnyc_columbia,,,,,1025,1025,
7167,{00000000-0000-0000-0000-000000000000},G00007080,NY,New York,Manhattan,F D R DR,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,1,,EXTERIOR ST,,,,,A,M,,,,EXTERIOR ST,G00007080,254.491481404782149,7/10/2019 23:07:10,dpm2159_columbia,7/11/2019 18:30:12,rse2121_columbia,254.491470217026517,7/22/2019 17:22:53,hnyc_columbia,3/4/2020 18:45:30,hnyc_columbia,,,,,1025,1025,
