Name,Name1850,AltName,Ward_Left,Left_Low,Left_High,Right_Low,Right_High,ObjectID,JoinId,Full_Name,Ward_Right
8 AVE,8 AVE,NA,16,253,271,252,272,4699,G00004556,NA,16
EDGAR,EDGAR,NA,1,NA,NA,NA,NA,4700,G00004557,NA,1
1 AVE,1 AVE,NA,12,NA,NA,NA,NA,4701,G00004558,NA,12
LEX AVE,LEX AVE,NA,19,NA,NA,NA,NA,4702,G00004559,NA,19
1 AVE,1 AVE,NA,19,1053,1065,NA,NA,4703,G00004560,NA,19
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,4705,G00004563,10 AVE,12
CANAL,CANAL,NA,5,81,83,88,90,4706,G00004564,NA,8
GREENWICH,GREENWICH,NA,3,286,294,287,299,4707,G00004565,NA,3
W 57,W 57,NA,19,306,332,NA,NA,4708,G00004566,NA,19
W END AVE,W END AVE,NA,12,NA,NA,NA,NA,4709,G00004567,NA,12
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,4710,G00004568,NA,19
3 AVE,3 AVE,NA,18,314,328,313,327,4711,G00004569,NA,18
W 16,W 16,NA,16,80,126,79,125,4713,G00004571,NA,16
PLEASANT AVE,PLEASANT AVE,NA,12,NA,NA,NA,NA,4715,G00004573,NA,12
PARK AVE,PARK AVE,NA,18,NA,NA,499,517,4716,G00004574,NA,18
11 AVE,11 AVE,NA,16,363,369,364,370,4718,G00004576,NA,16
GRAMERCY S PARK,GRAMERCY S PARK,NA,18,NA,NA,20,26,4719,G00004577,NA,18
E 129,E 129,NA,12,NA,NA,NA,NA,4720,G00004578,NA,12
W 37,W 37,NA,16,70,76,71,77,4723,G00004581,NA,16
CENTRE,CENTRE,NA,14,197,201,196,202,4726,G00004584,NA,14
5 AVE,5 AVE,NA,19,412,424,413,425,4727,G00004585,NA,19
PINE,PINE,NA,1,90,100,91,99,4728,G00004587,NA,1
1 AVE,1 AVE,NA,12,NA,NA,NA,NA,4729,G00004588,NA,12
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,4731,G00004590,NA,19
ELIZABETH,ELIZABETH,NA,14,201,245,200,244,4734,G00004593,NA,14
E 118,E 118,NA,12,NA,NA,NA,NA,4736,G00004595,NA,12
5 AVE,5 AVE,NA,12,NA,NA,NA,NA,4737,G00004596,NA,12
11 AVE,11 AVE,NA,19,547,563,546,562,4738,G00004597,NA,19
BOWERY,BOWERY,NA,14,190,212,189,213,4739,G00004598,NA,10
CEDAR,CEDAR,NA,1,72,90,71,89,4740,G00004599,NA,1
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,4741,G00004600,NA,19
E 38,E 38,NA,18,NA,NA,NA,NA,4742,G00004601,NA,18
RIVINGTON,RIVINGTON,NA,17,86,96,85,97,4744,G00004603,NA,10
BROOME,BROOME,NA,14,371,387,372,388,4746,G00004605,NA,14
CHURCH,CHURCH,NA,3,18,30,17,29,4748,G00004607,NA,3
W 10,W 10,NA,9,28,50,29,51,4749,G00004608,AMOS,9
2 AVE,2 AVE,NA,17,145,155,144,154,4754,G00004613,NA,17
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,4757,G00004616,NA,19
PINE,PINE,NA,1,2,14,1,15,4762,G00004622,NA,1
W 31,W 31,NA,16,124,184,125,183,4764,G00004624,NA,16
W 49,W 49,NA,19,170,222,171,223,4766,G00004627,NA,19
2 AVE,2 AVE,NA,18,499,515,500,514,4767,G00004628,NA,18
BLEECKER,BLEECKER,NA,9,348,364,349,367,4769,G00004630,NA,9
W 4,W 4,NA,15,291,305,292,310,4770,G00004631,NA,15
W 37,W 37,NA,18,2,68,1,69,4771,G00004632,NA,18
6 AVE,6 AVE,NA,19,NA,NA,NA,NA,4774,G00004635,NA,19
BROADWAY,BROADWAY,NA,18,923,939,922,938,4775,G00004636,NA,18
FRANKLIN,FRANKLIN,NA,6,41,55,40,56,4778,G00004639,NA,6
6 AVE,6 AVE,NA,19,855,863,854,862,4780,G00004641,NA,19
CLINTON,CLINTON,NA,11,2,30,1,27,4782,G00004643,NA,17
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,4783,G00004644,NA,12
GANSEVOORT,GANSEVOORT,NA,9,22,48,21,39,4787,G00004648,NA,9
HUDSON,HUDSON,NA,9,551,567,552,574,4788,G00004650,NA,9
8 AVE,8 AVE,NA,19,645,665,646,660,4789,G00004651,NA,19
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,4790,G00004652,NA,12
W 45,W 45,NA,19,134,234,143,233,4793,G00004655,NA,19
6 AVE,6 AVE,NA,16,565,571,1122,1130,4795,G00004657,NA,18
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,4797,G00004659,NA,12
6 AVE,6 AVE,NA,9,59,75,58,74,4800,G00004662,NA,15
LEX AVE,LEX AVE,NA,19,516,532,517,533,4801,G00004663,NA,19
SOUTH,SOUTH,NA,7,220,240,NA,NA,4802,G00004664,NA,7
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,4803,G00004665,NA,12
SUTTON SQ,SUTTON SQ,NA,19,NA,NA,NA,NA,4804,G00004666,NA,19
BROADWAY,BROADWAY,NA,12,NA,NA,NA,NA,4807,G00004669,KINGS BRG RD,12
W END AVE,W END AVE,NA,12,NA,NA,NA,NA,4808,G00004670,NA,12
1 AVE,1 AVE,NA,19,NA,NA,NA,NA,4809,G00004672,NA,19
BROOME,BROOME,NA,10,307,321,308,322,4810,G00004673,NA,10
BROADWAY,BROADWAY,NA,19,NA,NA,NA,NA,4812,G00004675,BLOOMINGDALE RD,19
1 AVE,1 AVE,NA,19,NA,NA,NA,NA,4814,G00004677,NA,19
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,4815,G00004678,NA,12
W 26,W 26,NA,NA,306,330,329,359,4819,G00004683,NA,NA
E 78,E 78,NA,19,NA,NA,NA,NA,4820,G00004684,NA,19
W 47,W 47,NA,19,2,54,1,53,4821,G00004685,NA,19
E 88,E 88,NA,12,NA,NA,NA,NA,4822,G00004686,NA,12
W 48,W 48,NA,19,264,320,265,321,4823,G00004687,NA,19
W 57,W 57,NA,19,NA,NA,NA,NA,4824,G00004688,NA,19
W 44,W 44,NA,19,186,248,187,247,4825,G00004690,NA,19
3 AVE,3 AVE,NA,12,NA,NA,NA,NA,4826,G00004691,NA,12
E 35,E 35,NA,18,125,171,126,170,4827,G00004692,NA,18
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,4828,G00004693,NA,12
COENTIES ALY,COENTIES ALY,NA,1,NA,NA,NA,NA,4829,G00004694,NA,1
LAFAYETTE,LAFAYETTE,NA,14,112,126,111,127,4831,G00004696,ELM,14
BROADWAY,BROADWAY,NA,15,757,769,756,770,4833,G00004698,NA,15
RIVINGTON,RIVINGTON,NA,17,36,52,37,49,4834,G00004699,NA,10
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,4835,G00004700,10 AVE,12
E 20,E 20,NA,18,160,212,161,209,4837,G00004702,NA,18
PEARL,PEARL,NA,1,171,183,172,182,4839,G00004704,NA,1
BROOME,BROOME,NA,8,519,531,520,532,4840,G00004705,NA,8
WORTH,WORTH,NA,5,33,61,34,62,4841,G00004706,NA,5
GRAND,GRAND,NA,13,504,522,503,521,4842,G00004707,NA,7
2 AVE,2 AVE,NA,18,381,397,382,396,4843,G00004708,NA,18
GOUVERNEUR,GOUVERNEUR,NA,7,20,30,21,39,4844,G00004710,NA,7
AVE D,AVE D,NA,11,93,109,94,108,4846,G00004713,NA,11
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,4848,G00004715,NA,12
E 52,E 52,NA,19,NA,NA,NA,NA,4849,G00004716,NA,19
E 106,E 106,NA,12,NA,NA,NA,NA,4850,G00004717,NA,12
PEARL,PEARL,NA,2,211,223,210,222,4851,G00004718,NA,2
ESSEX,ESSEX,NA,10,53,73,56,72,4854,G00004721,NA,10
BARROW,BARROW,NA,9,75,103,70,104,4855,G00004722,NA,9
W 56,W 56,NA,19,NA,NA,NA,NA,4859,G00004726,NA,19
GRAND,GRAND,NA,10,322,338,323,339,4860,G00004727,NA,10
S WILLIAM,S WILLIAM,NA,1,1,7,2,2,4863,G00004730,NA,1
PERRY,PERRY,NA,9,110,138,111,139,4864,G00004731,NA,9
10 AVE,10 AVE,NA,16,263,277,264,278,4865,G00004732,NA,16
READE,READE,NA,3,85,111,84,112,4867,G00004734,NA,5
3 AVE,3 AVE,NA,12,NA,NA,NA,NA,4869,G00004736,NA,12
E 77,E 77,NA,19,NA,NA,NA,NA,4871,G00004738,NA,19
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,4878,G00004745,NA,12
HUDSON,HUDSON,NA,9,599,609,NA,NA,4879,G00004746,NA,9
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,4880,G00004747,NA,19
E 56,E 56,NA,19,NA,NA,NA,NA,4881,G00004748,NA,19
9 AVE,9 AVE,NA,16,475,489,472,476,4882,G00004749,NA,16
GREAT JONES,GREAT JONES,NA,15,NA,NA,1,1,4884,G00004751,NA,15
5 AVE,5 AVE,NA,18,296,308,295,309,4885,G00004752,NA,18
8 AVE,8 AVE,NA,19,725,739,724,740,4886,G00004753,NA,19
SPRUCE,SPRUCE,NA,4,1,23,2,24,4887,G00004754,NA,2
1 AVE,1 AVE,NA,18,405,419,404,418,4890,G00004757,NA,18
PECK SLIP,PECK SLIP,NA,4,21,33,NA,NA,4892,G00004759,NA,2
RIVINGTON,RIVINGTON,NA,17,54,68,51,67,4893,G00004760,NA,10
E 83,E 83,NA,19,NA,NA,NA,NA,4894,G00004761,NA,19
W 47,W 47,NA,19,304,356,303,357,4895,G00004762,NA,19
AVE B,AVE B,NA,17,200,218,195,209,4896,G00004763,NA,11
F DOUGLAS BLVD,F DOUGLAS BLVD,NA,12,NA,NA,NA,NA,4898,G00004765,NA,12
WAVERLY PL,WAVERLY PL,NA,9,216,220,177,179,4899,G00004767,NA,9
BROADWAY,BROADWAY,NA,18,857,871,858,870,4901,G00004769,NA,18
BROADWAY,BROADWAY,NA,5,303,317,304,318,4902,G00004770,NA,6
HORATIO,HORATIO,NA,9,60,74,61,75,4903,G00004771,NA,9
GRAND,GRAND,NA,8,52,68,53,69,4905,G00004773,NA,8
W 12,W 12,NA,9,2,14,1,11,4906,G00004774,TROY,9
E 88,E 88,NA,12,NA,NA,NA,NA,4907,G00004775,NA,12
10 AVE,10 AVE,NA,16,311,325,312,326,4909,G00004777,NA,16
JANE,JANE,NA,9,79,101,78,100,4910,G00004778,NA,9
E 57,E 57,NA,19,NA,NA,NA,NA,4913,G00004781,NA,19
W 41,W 41,NA,19,2,38,1,41,4914,G00004782,NA,19
E 35,E 35,NA,18,49,89,48,100,4916,G00004784,NA,18
YORK AVE,YORK AVE,NA,19,NA,NA,NA,NA,4918,G00004786,NA,19
UNIVERSITY PL,UNIVERSITY PL,NA,15,6,8,7,9,4919,G00004787,NA,15
E 92,E 92,NA,12,NA,NA,NA,NA,4921,G00004789,NA,12
2 AVE,2 AVE,NA,12,NA,NA,NA,NA,4922,G00004790,NA,12
FULTON,FULTON,NA,2,112,124,109,125,4924,G00004792,NA,2
PARK AVE,PARK AVE,NA,18,NA,NA,559,577,4926,G00004794,NA,18
W 26,W 26,NA,18,34,56,13,53,4927,G00004795,NA,18
W 171,W 171,NA,12,NA,NA,NA,NA,4929,G00004797,NA,12
MAC DOUGAL,MAC DOUGAL,MACDOUGAL,15,NA,NA,NA,NA,4930,G00004798,. CLEMENTS PL,15
E END AVE,E END AVE,NA,12,NA,NA,NA,NA,4931,G00004799,NA,12
E 16,E 16,NA,18,45,73,44,72,4932,G00004800,NA,18
5 AVE,5 AVE,NA,18,118,128,115,125,4934,G00004802,NA,18
AVE C,AVE C,NA,11,67,83,66,82,4936,G00004804,NA,11
E 82,E 82,NA,19,NA,NA,NA,NA,4937,G00004805,NA,19
W 71,W 71,NA,19,NA,NA,NA,NA,4938,G00004806,NA,19
5 AVE,5 AVE,NA,19,NA,NA,NA,NA,4939,G00004807,NA,19
5 AVE,5 AVE,NA,19,NA,NA,NA,NA,4940,G00004808,NA,19
5 AVE,5 AVE,NA,18,224,236,217,233,4941,G00004809,NA,18
W 116,W 116,NA,12,NA,NA,NA,NA,4942,G00004810,NA,12
CROSBY,CROSBY,NA,14,108,126,107,125,4944,G00004812,NA,14
2 AVE,2 AVE,NA,12,NA,NA,NA,NA,4946,G00004814,NA,12
W 44,W 44,NA,19,2,50,1,69,4947,G00004815,NA,19
NATHAN D PERLMAN PL,NATHAN D PERLMAN PL,NA,18,NA,NA,10,16,4948,G00004816,LIVINGSTON PL,18
STANTON,STANTON,NA,17,120,134,121,137,4950,G00004818,NA,17
W 185,W 185,NA,12,NA,NA,NA,NA,4953,G00004821,NA,12
SPRING,SPRING,NA,8,336,354,335,353,4955,G00004824,NA,8
FULTON,FULTON,NA,2,100,110,103,107,4959,G00004828,NA,2
W 171,W 171,NA,12,NA,NA,NA,NA,4960,G00004829,NA,12
CLINTON,CLINTON,NA,13,138,164,139,163,4961,G00004830,NA,13
FORSYTH,FORSYTH,NA,10,135,163,136,166,4962,G00004831,NA,10
BROADWAY,BROADWAY,NA,8,489,529,488,528,4964,G00004833,NA,14
1 AVE,1 AVE,NA,17,93,107,100,116,4966,G00004835,NA,17
W 29,W 29,NA,18,30,54,45,53,4967,G00004836,NA,18
3 AVE,3 AVE,NA,18,298,312,297,311,4971,G00004840,NA,18
STANTON,STANTON,NA,11,254,268,255,269,4972,G00004841,NA,11
7 AVE,7 AVE,NA,16,108,126,111,125,4975,G00004845,NA,16
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,4977,G00004847,NA,12
COOPER SQ,COOPER SQ,NA,17,NA,NA,381,399,4979,G00004849,NA,17
E 71,E 71,NA,19,NA,NA,NA,NA,4980,G00004850,NA,19
PERRY,PERRY,NA,9,2,18,1,17,4981,G00004851,NA,9
MAIDEN LN,MAIDEN LN,NA,2,89,109,88,108,4984,G00004854,NA,1
E 56,E 56,NA,19,NA,NA,NA,NA,4985,G00004855,NA,19
W BROADWAY,W BROADWAY,NA,3,12,18,13,17,4986,G00004856,COLLEGE PL,3
MERCER,MERCER,NA,8,33,51,32,50,4987,G00004857,NA,8
BROAD,BROAD,NA,1,91,99,90,98,4988,G00004859,NA,1
CLARK,CLARK,NA,8,1,19,2,18,4989,G00004860,NA,8
PECK SLIP,PECK SLIP,NA,2,NA,NA,34,44,4996,G00004867,NA,2
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,4998,G00004869,NA,12
W 215,W 215,NA,12,NA,NA,NA,NA,4999,G00004870,NA,12
E 36,E 36,NA,18,NA,NA,NA,NA,5000,G00004871,NA,18
BLEECKER,BLEECKER,NA,15,154,168,153,167,5001,G00004872,NA,15
3 AVE,3 AVE,NA,18,262,280,261,279,5003,G00004874,NA,18
E 40,E 40,NA,19,NA,NA,NA,NA,5004,G00004875,NA,18
6 AVE,6 AVE,NA,9,133,149,132,148,5006,G00004877,NA,15
MORTON,MORTON,NA,9,70,90,71,89,5007,G00004878,NA,9
E 9,E 9,NA,15,70,86,69,85,5008,G00004879,NA,15
W 4,W 4,NA,9,1,19,2,18,5009,G00004880,NA,9
E 6,E 6,NA,17,NA,NA,NA,NA,5010,G00004881,NA,17
2 AVE,2 AVE,NA,12,NA,NA,NA,NA,5012,G00004883,NA,12
PRINCE,PRINCE,NA,8,112,126,111,125,5017,G00004888,NA,8
E 6,E 6,NA,11,382,398,381,399,5019,G00004890,6,11
LENOX AVE,LENOX AVE,NA,12,NA,NA,NA,NA,5022,G00004893,NA,12
3 AVE,3 AVE,NA,19,646,658,645,659,5025,G00004896,NA,19
3 AVE,3 AVE,NA,18,540,560,541,559,5026,G00004897,NA,18
JOHN,JOHN,NA,2,89,101,90,102,5027,G00004898,NA,2
W 112,W 112,NA,12,NA,NA,NA,NA,5028,G00004899,NA,12
9 AVE,9 AVE,NA,19,605,613,600,614,5029,G00004900,NA,19
E 116,E 116,NA,12,NA,NA,NA,NA,5030,G00004901,NA,12
COLUMBUS AVE,COLUMBUS AVE,NA,12,NA,NA,NA,NA,5031,G00004902,NA,12
2 AVE,2 AVE,NA,12,NA,NA,NA,NA,5033,G00004904,NA,12
STANTON,STANTON,NA,11,320,340,323,339,5034,G00004905,NA,11
AVE A,AVE A,NA,17,73,87,70,88,5035,G00004906,NA,17
BROOME,BROOME,NA,14,405,411,406,414,5036,G00004907,NA,14
E 86,E 86,NA,12,NA,NA,NA,NA,5038,G00004909,NA,19
2 AVE,2 AVE,NA,12,NA,NA,NA,NA,5039,G00004910,NA,12
SZOLD PL,SZOLD PL,NA,11,13,21,14,22,5042,G00004913,DRY DOCK,11
10 AVE,10 AVE,NA,16,231,245,232,246,5044,G00004915,NA,16
CATHERINE,CATHERINE,NA,7,13,23,14,28,5045,G00004916,NA,4
E 76,E 76,NA,19,NA,NA,NA,NA,5047,G00004918,NA,19
YORK AVE,YORK AVE,NA,19,NA,NA,NA,NA,5048,G00004919,NA,19
BROADWAY,BROADWAY,NA,12,NA,NA,NA,NA,5050,G00004921,KINGS BRG RD,12
2 AVE,2 AVE,NA,12,NA,NA,NA,NA,5051,G00004922,NA,12
W 213,W 213,NA,12,NA,NA,NA,NA,5052,G00004923,NA,12
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,5053,G00004924,NA,12
GREENWICH,GREENWICH,NA,9,700,716,701,717,5054,G00004925,NA,9
YORK AVE,YORK AVE,NA,19,NA,NA,NA,NA,5055,G00004926,NA,19
3 AVE,3 AVE,NA,19,710,726,709,725,5057,G00004929,NA,19
CHRISTOPHER,CHRISTOPHER,NA,9,NA,NA,31,65,5059,G00004931,NA,9
E 87,E 87,NA,12,NA,NA,NA,NA,5060,G00004932,NA,12
W BROADWAY,W BROADWAY,NA,5,66,82,67,79,5061,G00004933,NA,5
E 14,E 14,NA,18,57,83,66,80,5062,G00004934,NA,17
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,5063,G00004935,10 AVE,12
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,5064,G00004936,NA,19
E 122,E 122,NA,12,NA,NA,NA,NA,5065,G00004937,NA,12
5 AVE,5 AVE,NA,15,48,58,47,59,5070,G00004943,NA,15
E 79,E 79,NA,19,NA,NA,NA,NA,5072,G00004945,NA,19
W 26,W 26,NA,18,2,6,1,11,5073,G00004946,NA,18
BROADWAY,BROADWAY,NA,12,NA,NA,NA,NA,5074,G00004947,KINGS BRG RD,12
6 AVE,6 AVE,NA,16,463,477,464,478,5075,G00004948,NA,18
ORCHARD,ORCHARD,NA,10,65,79,68,82,5078,G00004951,NA,10
3 AVE,3 AVE,NA,12,NA,NA,NA,NA,5079,G00004952,NA,12
COLUMBUS AVE,COLUMBUS AVE,NA,19,NA,NA,NA,NA,5080,G00004953,NA,19
CHURCH,CHURCH,NA,5,194,208,193,207,5082,G00004955,NA,5
1 AVE,1 AVE,NA,NA,585,597,NA,NA,5083,G00004956,NA,NA
E 26,E 26,NA,18,107,113,110,116,5084,G00004957,NA,18
W 128,W 128,NA,12,NA,NA,NA,NA,5086,G00004959,NA,12
E 10,E 10,NA,15,143,149,142,150,5087,G00004960,NA,15
5 AVE,5 AVE,NA,19,NA,NA,NA,NA,5089,G00004962,NA,19
WAVERLY PL,WAVERLY PL,NA,9,172,184,163,165,5090,G00004963,FACTORY,9
W 76,W 76,NA,19,NA,NA,NA,NA,5091,G00004964,NA,19
BOWERY,BOWERY,NA,15,346,364,347,365,5092,G00004965,NA,17
2 AVE,2 AVE,NA,19,NA,NA,NA,NA,5093,G00004966,NA,19
1 AVE,1 AVE,NA,18,421,433,420,434,5096,G00004969,NA,18
IRVING PL,IRVING PL,NA,18,65,77,66,80,5097,G00004970,NA,18
LEX AVE,LEX AVE,NA,19,NA,NA,NA,NA,5098,G00004971,NA,19
3 AVE,3 AVE,NA,18,502,520,507,521,5099,G00004972,NA,18
MADISON AVE,MADISON AVE,NA,18,246,258,247,259,5100,G00004973,NA,18
3 AVE,3 AVE,NA,19,NA,NA,NA,NA,5101,G00004974,NA,19
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,5103,G00004976,11 AVE,12
FRONT,FRONT,NA,2,NA,NA,NA,NA,5104,G00004977,NA,2
CENTRE,CENTRE,NA,6,121,149,134,150,5105,G00004978,NA,6
STATE,STATE,NA,1,NA,NA,15,15,5106,G00004980,NA,1
F DOUGLAS BLVD,F DOUGLAS BLVD,NA,12,NA,NA,NA,NA,5107,G00004981,NA,12
W 121,W 121,NA,12,NA,NA,NA,NA,5109,G00004983,NA,12
W 139,W 139,NA,12,NA,NA,NA,NA,5110,G00004984,NA,12
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,5111,G00004985,NA,12
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,5112,G00004986,KINGS BRG RD,12
1 AVE,1 AVE,NA,19,NA,NA,NA,NA,5113,G00004987,NA,19
BROADWAY,BROADWAY,NA,18,941,953,940,956,5115,G00004989,NA,18
GRAMERCY N PARK,GRAMERCY N PARK,NA,18,84,96,NA,NA,5119,G00004993,NA,18
WHITE,WHITE,NA,6,70,78,71,79,5120,G00004994,NA,6
BEACH,BEACH,NA,5,2,10,NA,NA,5121,G00004995,NA,5
E 97,E 97,NA,12,NA,NA,NA,NA,5123,G00004997,NA,12
MULBERRY,MULBERRY,NA,14,155,177,154,176,5124,G00004998,NA,14
WATER,WATER,NA,1,2,6,1,5,5125,G00004999,NA,1
CHARLES,CHARLES,NA,9,116,126,117,127,5127,G00005001,NA,9
BLEECKER,BLEECKER,NA,15,188,202,187,199,5128,G00005002,NA,15
BEEKMAN,BEEKMAN,NA,2,10,38,11,37,5130,G00005004,NA,2
DELANCEY,DELANCEY,NA,13,230,244,231,245,5132,G00005006,NA,13
E 106,E 106,NA,12,NA,NA,NA,NA,5133,G00005007,NA,12
AVE D,AVE D,NA,11,17,37,16,36,5134,G00005008,NA,11
E 111,E 111,NA,12,NA,NA,NA,NA,5135,G00005009,NA,12
E 58,E 58,NA,19,NA,NA,NA,NA,5138,G00005012,NA,19
E 75,E 75,NA,19,NA,NA,NA,NA,5139,G00005013,NA,19
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,5140,G00005014,NA,12
MORRIS,MORRIS,NA,1,1,11,2,8,5142,G00005016,NA,1
5 AVE,5 AVE,NA,18,162,172,163,173,5143,G00005017,NA,18
W 119,W 119,NA,12,NA,NA,NA,NA,5145,G00005019,NA,12
WEST,WEST,NA,9,NA,NA,505,519,5146,G00005020,NA,9
MONROE,MONROE,NA,7,185,211,184,208,5147,G00005021,NA,7
E BROADWAY,E BROADWAY,NA,7,192,218,191,219,5148,G00005022,NA,7
BROADWAY,BROADWAY,NA,19,1323,1339,NA,NA,5150,G00005024,NA,19
E 13,E 13,NA,17,69,113,68,114,5152,G00005026,NA,17
8 AVE,8 AVE,NA,16,143,159,144,160,5153,G00005027,NA,16
PARK AVE S,PARK AVE S,NA,18,234,250,237,243,5155,G00005029,NA,18
E 40,E 40,NA,19,61,89,60,90,5156,G00005030,NA,18
7 AVE,7 AVE,NA,16,382,400,383,401,5158,G00005032,NA,16
W 206,W 206,NA,12,NA,NA,NA,NA,5164,G00005038,NA,12
PERRY,PERRY,NA,9,80,98,79,97,5165,G00005039,NA,9
CHRYSTIE,CHRYSTIE,NA,17,207,233,206,232,5166,G00005040,NA,17
GREENWICH AVE,GREENWICH AVE,NA,9,79,93,76,92,5168,G00005042,NA,9
W 37,W 37,NA,16,120,178,121,175,5170,G00005044,NA,16
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,5171,G00005045,NA,19
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,5172,G00005046,10 AVE,12
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,5173,G00005047,NA,12
HUDSON,HUDSON,NA,9,535,549,538,550,5174,G00005048,NA,9
E 32,E 32,NA,18,109,151,108,152,5175,G00005049,NA,18
FULTON,FULTON,NA,2,26,30,27,29,5176,G00005050,NA,2
2 AVE,2 AVE,NA,12,NA,NA,NA,NA,5178,G00005052,NA,12
W 119,W 119,NA,12,NA,NA,NA,NA,5179,G00005054,NA,12
MAC DOUGAL,MAC DOUGAL,NA,15,75,107,74,106,5181,G00005056,NA,15
W 55,W 55,NA,19,NA,NA,NA,NA,5182,G00005057,NA,19
1 AVE,1 AVE,NA,17,13,31,12,28,5183,G00005058,NA,17
LUDLOW,LUDLOW,NA,10,1,29,2,30,5187,G00005064,NA,10
3 AVE,3 AVE,NA,18,468,482,475,489,5188,G00005065,NA,18
E 38,E 38,NA,18,123,155,122,168,5190,G00005067,NA,18
FRANKLIN,FRANKLIN,NA,5,69,69,64,68,5191,G00005068,NA,5
E 113,E 113,NA,12,NA,NA,NA,NA,5192,G00005069,NA,12
W 27,W 27,NA,18,2,14,1,13,5193,G00005070,NA,18
2 AVE,2 AVE,NA,12,NA,NA,NA,NA,5194,G00005071,NA,12
3 AVE,3 AVE,NA,18,282,296,281,295,5195,G00005072,NA,18
F DOUGLAS BLVD,F DOUGLAS BLVD,NA,12,NA,NA,NA,NA,5197,G00005074,NA,12
W 70,W 70,NA,19,NA,NA,NA,NA,5198,G00005075,NA,19
W 155,W 155,NA,12,NA,NA,NA,NA,5200,G00005077,NA,12
5 AVE,5 AVE,NA,19,NA,NA,NA,NA,5203,G00005080,NA,19
C W P,C W P,NA,19,NA,NA,NA,NA,5204,G00005081,NA,19
E 114,E 114,NA,12,NA,NA,NA,NA,5205,G00005082,NA,12
FRONT,FRONT,NA,2,156,160,153,159,5206,G00005083,NA,2
COLUMBUS AVE,COLUMBUS AVE,NA,19,NA,NA,NA,NA,5207,G00005084,NA,19
W 111,W 111,NA,12,NA,NA,NA,NA,5208,G00005085,NA,12
SAINT ANDREWS PLZ,SAINT ANDREWS PLZ,NA,6,22,28,23,29,5209,G00005086,DUANE,6
ALLEN,ALLEN,NA,10,15,39,14,38,5210,G00005087,NA,10
7 AVE,7 AVE,NA,16,190,208,189,207,5211,G00005088,NA,16
E 74,E 74,NA,19,NA,NA,NA,NA,5212,G00005089,NA,19
GRAND,GRAND,NA,8,88,106,89,105,5213,G00005090,NA,8
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,5214,G00005091,NA,19
W 85,W 85,NA,19,NA,NA,NA,NA,5215,G00005092,NA,19
PEARL,PEARL,NA,1,107,121,NA,NA,5216,G00005093,NA,1
E 67,E 67,NA,19,NA,NA,NA,NA,5217,G00005094,NA,19
BOWERY,BOWERY,NA,15,306,318,305,317,5218,G00005095,NA,17
W END AVE,W END AVE,NA,12,NA,NA,NA,NA,5221,G00005098,11 AVE,12
E 54,E 54,NA,19,NA,NA,NA,NA,5222,G00005099,NA,19
E END AVE,E END AVE,NA,19,NA,NA,NA,NA,5223,G00005100,NA,19
1 AVE,1 AVE,NA,19,965,979,966,980,5225,G00005102,NA,19
10 AVE,10 AVE,NA,12,NA,NA,NA,NA,5226,G00005103,10 AVE,12
7 AVE,7 AVE,NA,19,NA,NA,NA,NA,5228,G00005105,NA,19
VARICK,VARICK,NA,5,1,11,2,10,5230,G00005107,NA,5
E 65,E 65,NA,19,150,180,151,189,5233,G00005110,NA,19
W 27,W 27,NA,16,236,294,235,299,5234,G00005111,NA,16
ATTORNEY,ATTORNEY,NA,13,75,111,80,110,5235,G00005112,NA,13
