Name,Name1850,AltName,Ward_Left,Left_Low,Left_High,Right_Low,Right_High,ObjectID,JoinId,Full_Name,Ward_Right
W 214,W 214,NA,12,NA,NA,NA,NA,5237,G00005114,NA,12
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,5238,G00005115,NA,19
GREENWICH,GREENWICH,NA,9,650,680,651,683,5239,G00005116,NA,9
W 74,W 74,NA,19,NA,NA,NA,NA,5242,G00005119,NA,19
E 90,E 90,NA,12,NA,NA,NA,NA,5244,G00005121,NA,12
E 32,E 32,NA,18,25,45,26,46,5245,G00005122,NA,18
PECK SLIP,PECK SLIP,NA,4,35,45,NA,NA,5247,G00005124,NA,2
READE,READE,NA,6,1,11,2,10,5249,G00005126,NA,6
PLEASANT AVE,PLEASANT AVE,NA,12,NA,NA,NA,NA,5251,G00005128,NA,12
MERCER,MERCER,NA,15,229,241,238,244,5253,G00005130,NA,15
BROADWAY,BROADWAY,NA,19,NA,NA,NA,NA,5254,G00005132,NA,19
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,5255,G00005133,NA,19
YORK AVE,YORK AVE,NA,19,NA,NA,NA,NA,5256,G00005134,NA,19
HUDSON,HUDSON,NA,9,387,403,386,402,5258,G00005136,NA,9
2 AVE,2 AVE,NA,17,53,67,54,66,5260,G00005138,NA,17
MARKET,MARKET,NA,7,40,56,39,55,5261,G00005139,NA,7
MINETTA LN,MINETTA LN,"MINETTA , MINETTO , MINETTA LN",15,21,27,16,24,5262,G00005140,MINETTO LN,15
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,5263,G00005141,NA,12
C W P,C W P,NA,12,NA,NA,NA,NA,5264,G00005143,NA,12
E 49,E 49,NA,19,91,109,96,112,5266,G00005145,NA,19
PARK AVE,PARK AVE,NA,18,598,620,NA,NA,5267,G00005146,NA,18
E 59,E 59,NA,19,NA,NA,NA,NA,5268,G00005147,NA,19
DESBROSSES,DESBROSSES,NA,5,23,29,24,30,5275,G00005154,NA,5
W 41,W 41,NA,19,114,172,113,173,5276,G00005155,NA,19
E 9,E 9,NA,11,302,348,303,347,5277,G00005156,NA,11
10 AVE,10 AVE,NA,12,NA,NA,NA,NA,5278,G00005157,10 AVE,12
VARICK,VARICK,NA,8,93,109,92,108,5279,G00005158,NA,8
LENOX AVE,LENOX AVE,NA,12,NA,NA,NA,NA,5280,G00005159,NA,12
1 AVE,1 AVE,NA,12,NA,NA,NA,NA,5281,G00005160,NA,12
5 AVE,5 AVE,NA,12,NA,NA,NA,NA,5282,G00005161,NA,12
WALKER,WALKER,NA,6,70,76,71,77,5283,G00005162,NA,6
HOWARD,HOWARD,NA,8,47,53,48,54,5284,G00005163,NA,8
W 23,W 23,NA,18,2,64,1,65,5285,G00005164,NA,18
JACKSON,JACKSON,NA,7,62,76,63,77,5287,G00005166,NA,7
E 53,E 53,NA,19,113,159,114,162,5288,G00005167,NA,19
E 55,E 55,NA,19,NA,NA,NA,NA,5291,G00005170,NA,19
E 58,E 58,NA,19,NA,NA,NA,NA,5292,G00005171,NA,19
GREENWICH,GREENWICH,NA,9,602,618,601,617,5294,G00005173,NA,9
BROADWAY,BROADWAY,NA,12,NA,NA,NA,NA,5295,G00005174,KINGS BRG RD,12
MADISON,MADISON,NA,4,51,59,48,60,5296,G00005175,NA,4
F DOUGLAS BLVD,F DOUGLAS BLVD,NA,12,NA,NA,NA,NA,5298,G00005177,NA,12
W 12,W 12,NA,9,2,44,1,43,5300,G00005179,TROY,9
10 AVE,10 AVE,NA,12,NA,NA,NA,NA,5302,G00005181,10 AVE,12
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,5303,G00005182,NA,12
3 AVE,3 AVE,NA,12,NA,NA,NA,NA,5304,G00005183,NA,12
F DOUGLAS BLVD,F DOUGLAS BLVD,NA,12,NA,NA,NA,NA,5305,G00005184,NA,12
WASHINGTON PL,WASHINGTON PL,NA,15,6,20,5,21,5306,G00005185,NA,15
BAXTER,BAXTER,NA,6,84,102,77,99,5307,G00005186,NA,6
CLIFF,CLIFF,NA,2,39,55,36,56,5308,G00005187,NA,2
1 AVE,1 AVE,NA,17,51,59,52,66,5309,G00005188,NA,17
W 82,W 82,NA,19,NA,NA,NA,NA,5310,G00005189,NA,19
PITT,PITT,NA,11,79,111,82,112,5312,G00005191,NA,11
MADISON AVE,MADISON AVE,NA,18,226,244,227,245,5315,G00005194,NA,18
E 103,E 103,NA,12,NA,NA,NA,NA,5317,G00005196,NA,12
SPRING,SPRING,NA,14,2,12,1,11,5318,G00005197,NA,14
2 AVE,2 AVE,NA,19,NA,NA,NA,NA,5322,G00005201,NA,19
LAGUARDIA PL,LAGUARDIA PL,NA,15,1,25,2,26,5323,G00005202,LAURENS,15
W BROADWAY,W BROADWAY,NA,8,59,91,58,90,5324,G00005203,LAURENS,8
SPRING,SPRING,NA,8,228,258,231,259,5326,G00005205,NA,8
WOOSTER,WOOSTER,NA,8,131,161,128,160,5327,G00005206,NA,8
WALL,WALL,NA,1,22,46,23,51,5329,G00005208,NA,1
F DOUGLAS BLVD,F DOUGLAS BLVD,NA,12,NA,NA,NA,NA,5331,G00005210,NA,12
HANOVER SQ,HANOVER SQ,NA,1,2,12,5,13,5332,G00005211,OLD SLIP,1
11 AVE,11 AVE,NA,19,NA,NA,NA,NA,5333,G00005212,NA,19
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,5335,G00005214,10 AVE,12
SPRING,SPRING,NA,14,48,62,47,61,5336,G00005215,NA,14
W 184,W 184,NA,12,NA,NA,NA,NA,5344,G00005223,NA,12
E 85,E 85,NA,19,NA,NA,NA,NA,5346,G00005225,NA,19
7 AVE,7 AVE,NA,16,286,294,281,295,5347,G00005226,NA,16
E 29,E 29,NA,18,21,51,22,50,5348,G00005227,NA,18
UNIVERSITY PL,UNIVERSITY PL,NA,15,28,48,29,47,5349,G00005228,NA,15
W 37,W 37,NA,16,238,296,241,297,5350,G00005229,NA,16
W 30,W 30,NA,18,2,32,1,33,5352,G00005231,NA,18
3 AVE,3 AVE,NA,17,20,24,NA,NA,5353,G00005232,NA,17
1 AVE,1 AVE,NA,17,61,75,68,84,5354,G00005233,NA,17
E 85,E 85,NA,19,NA,NA,NA,NA,5355,G00005234,NA,19
JONES,JONES,NA,9,2,34,1,33,5356,G00005235,NA,9
E 68,E 68,NA,19,NA,NA,NA,NA,5357,G00005236,NA,19
STANTON,STANTON,NA,17,90,102,91,101,5360,G00005239,NA,17
6 AVE,6 AVE,NA,19,751,779,752,764,5361,G00005240,NA,19
GREENWICH,GREENWICH,NA,9,768,776,771,775,5363,G00005242,NA,9
8 AVE,8 AVE,NA,16,333,351,326,342,5364,G00005243,NA,16
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,5367,G00005246,NA,19
W 18,W 18,NA,16,242,300,241,307,5368,G00005247,NA,16
W 178,W 178,NA,12,NA,NA,NA,NA,5369,G00005248,NA,12
2 AVE,2 AVE,NA,12,NA,NA,NA,NA,5370,G00005249,NA,12
COLUMBUS AVE,COLUMBUS AVE,NA,12,NA,NA,NA,NA,5371,G00005250,NA,12
10 AVE,10 AVE,NA,12,NA,NA,NA,NA,5372,G00005251,10 AVE,12
E 83,E 83,NA,19,NA,NA,NA,NA,5377,G00005258,NA,19
BAXTER,BAXTER,NA,14,130,154,131,159,5379,G00005260,NA,14
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,5380,G00005261,10 AVE,12
E 36,E 36,NA,18,1,11,2,10,5381,G00005262,NA,18
E 32,E 32,NA,18,47,79,48,80,5383,G00005264,NA,18
BARUCH PL,BARUCH PL,NA,11,119,145,118,144,5384,G00005265,GOERCK,11
ALLEN,ALLEN,NA,17,147,177,148,178,5385,G00005266,NA,17
W BROADWAY,W BROADWAY,NA,5,144,150,143,151,5386,G00005267,NA,5
3 AVE,3 AVE,NA,12,NA,NA,NA,NA,5387,G00005268,NA,12
W 44,W 44,NA,19,250,304,249,297,5388,G00005269,NA,19
W 15,W 15,NA,16,124,184,123,183,5389,G00005270,NA,16
WASHINGTON N SQ,WASHINGTON N SQ,NA,15,NA,NA,1,13,5390,G00005271,WASHINGTON SQ,15
AVE B,AVE B,NA,17,90,108,93,109,5393,G00005274,NA,11
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,5394,G00005275,NA,19
W 14,W 14,NA,9,128,186,121,179,5397,G00005278,NA,16
E 9,E 9,NA,17,154,158,155,159,5398,G00005279,NA,17
5 AVE,5 AVE,NA,12,NA,NA,NA,NA,5401,G00005282,NA,12
5 AVE,5 AVE,NA,18,140,154,139,151,5403,G00005285,NA,18
E 108,E 108,NA,12,NA,NA,NA,NA,5404,G00005286,NA,12
CANAL,CANAL,NA,5,NA,NA,224,238,5406,G00005288,NA,8
BROOME,BROOME,NA,10,211,225,212,226,5409,G00005291,NA,10
W 48,W 48,NA,19,136,176,121,177,5410,G00005292,NA,19
E 125,E 125,NA,12,NA,NA,NA,NA,5411,G00005293,NA,12
W 45,W 45,NA,19,236,254,235,253,5412,G00005294,NA,19
F DOUGLAS BLVD,F DOUGLAS BLVD,NA,12,NA,NA,NA,NA,5414,G00005296,NA,12
LEX AVE,LEX AVE,NA,18,10,16,11,17,5415,G00005297,NA,18
W HOUSTON,W HOUSTON,NA,8,642,658,641,657,5418,G00005300,NA,15
CANAL,CANAL,NA,5,121,133,122,142,5419,G00005301,NA,8
BROADWAY,BROADWAY,NA,1,NA,NA,88,106,5421,G00005304,NA,1
WASHINGTON,WASHINGTON,NA,9,770,782,771,781,5422,G00005305,NA,9
FULTON,FULTON,NA,2,16,18,15,17,5423,G00005306,NA,2
MADISON AVE,MADISON AVE,NA,12,NA,NA,NA,NA,5424,G00005307,NA,12
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,5427,G00005310,NA,19
3 AVE,3 AVE,NA,18,192,196,191,199,5429,G00005312,NA,18
W 118,W 118,NA,12,NA,NA,NA,NA,5430,G00005313,NA,12
LENOX AVE,LENOX AVE,NA,12,NA,NA,NA,NA,5431,G00005314,NA,12
MORNINGSIDE AVE,MORNINGSIDE AVE,NA,12,NA,NA,NA,NA,5432,G00005316,NA,12
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,5434,G00005318,NA,12
1 AVE,1 AVE,NA,12,NA,NA,NA,NA,5439,G00005323,NA,12
W 19,W 19,NA,16,248,302,249,303,5441,G00005325,NA,16
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,5442,G00005326,KINGS BRG RD,12
WATTS,WATTS,NA,8,1,29,2,30,5443,G00005327,NA,8
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,5444,G00005328,NA,12
LENOX AVE,LENOX AVE,NA,12,NA,NA,NA,NA,5445,G00005329,NA,12
5 AVE,5 AVE,NA,12,NA,NA,NA,NA,5446,G00005330,NA,12
SAINT JOHNS LN,SAINT JOHNS LN,NA,5,12,16,11,15,5447,G00005331,NA,5
MAC DOUGAL,MAC DOUGAL,NA,15,131,139,130,140,5449,G00005333,NA,15
W END AVE,W END AVE,NA,12,NA,NA,NA,NA,5451,G00005335,NA,12
10 AVE,10 AVE,NA,12,NA,NA,NA,NA,5452,G00005336,10 AVE,12
E 70,E 70,NA,19,NA,NA,NA,NA,5455,G00005339,NA,19
W 90,W 90,NA,12,NA,NA,NA,NA,5456,G00005340,NA,12
DELANCEY,DELANCEY,NA,13,198,214,197,213,5457,G00005341,NA,13
BLEECKER,BLEECKER,NA,9,212,224,211,225,5458,G00005342,NA,15
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,5459,G00005343,10 AVE,12
MACOMBS PL,MACOMBS PL,NA,12,NA,NA,NA,NA,5460,G00005344,NA,12
YORK AVE,YORK AVE,NA,12,NA,NA,NA,NA,5462,G00005346,NA,12
COLUMBUS AVE,COLUMBUS AVE,NA,19,NA,NA,NA,NA,5463,G00005347,NA,19
GOLD,GOLD,NA,2,61,65,64,66,5464,G00005348,NA,2
WHITEHALL,WHITEHALL,NA,1,15,27,16,20,5465,G00005349,NA,1
E 9,E 9,NA,17,160,172,161,171,5466,G00005350,NA,17
COLUMBUS AVE,COLUMBUS AVE,NA,19,NA,NA,NA,NA,5467,G00005351,NA,19
GREENWICH AVE,GREENWICH AVE,NA,9,95,103,94,104,5468,G00005352,NA,9
BROADWAY,BROADWAY,NA,1,29,55,32,60,5469,G00005353,NA,1
PITT,PITT,NA,13,1,17,2,18,5470,G00005354,NA,13
AVE B,AVE B,NA,17,NA,NA,143,157,5472,G00005356,NA,11
NEW,NEW,NA,1,30,70,31,83,5473,G00005357,NA,1
W END AVE,W END AVE,NA,19,NA,NA,NA,NA,5477,G00005361,NA,19
BROADWAY,BROADWAY,NA,8,433,459,430,458,5479,G00005363,NA,14
LENOX AVE,LENOX AVE,NA,12,NA,NA,NA,NA,5480,G00005364,NA,12
BEACH,BEACH,NA,5,52,64,53,61,5482,G00005366,NA,5
BROADWAY,BROADWAY,NA,1,57,73,58,80,5483,G00005367,NA,1
10 AVE,10 AVE,NA,12,NA,NA,NA,NA,5484,G00005368,10 AVE,12
BROOME,BROOME,NA,14,355,369,358,370,5485,G00005369,NA,14
6 AVE,6 AVE,NA,19,NA,NA,NA,NA,5487,G00005371,NA,19
W 177,W 177,NA,12,NA,NA,NA,NA,5488,G00005372,NA,12
10 AVE,10 AVE,NA,12,NA,NA,NA,NA,5491,G00005375,10 AVE,12
BROADWAY,BROADWAY,NA,12,NA,NA,NA,NA,5492,G00005376,KINGS BRG RD,12
W 207,W 207,NA,12,NA,NA,NA,NA,5494,G00005378,NA,12
ALLEN,ALLEN,NA,10,117,145,118,146,5495,G00005379,NA,10
COOPER SQ,COOPER SQ,NA,15,18,30,19,29,5497,G00005381,NA,17
JOHN,JOHN,NA,2,67,87,70,88,5500,G00005384,NA,2
1 AVE,1 AVE,NA,19,NA,NA,NA,NA,5503,G00005387,NA,19
W 168,W 168,NA,12,NA,NA,NA,NA,5504,G00005388,NA,12
W 3,W 3,NA,15,62,76,61,77,5507,G00005391,AMITY,15
W 11,W 11,NA,9,108,136,107,135,5509,G00005393,HAMMOND,9
JOHN,JOHN,NA,2,33,49,32,50,5510,G00005394,NA,2
HUDSON,HUDSON,NA,3,1,7,NA,NA,5512,G00005396,NA,3
E 32,E 32,NA,18,1,23,2,24,5515,G00005399,NA,18
W 23,W 23,W 23,16,258,324,1,71,5516,G00005400,LONDON TER,16
BOWERY,BOWERY,NA,14,90,122,95,121,5517,G00005401,NA,10
11 AVE,11 AVE,NA,19,529,545,528,544,5518,G00005402,NA,19
LAFAYETTE,LAFAYETTE,NA,14,128,152,129,149,5519,G00005403,ELM,14
W 138,W 138,NA,12,NA,NA,NA,NA,5520,G00005405,NA,12
E 20,E 20,NA,18,NA,NA,1,12,5521,G00005406,NA,18
W 4,W 4,NA,9,35,49,36,50,5522,G00005407,NA,9
WHITE,WHITE,NA,6,80,96,81,95,5526,G00005411,NA,6
W 19,W 19,NA,18,2,68,1,67,5527,G00005412,NA,18
E 23,E 23,NA,18,125,163,126,164,5528,G00005413,NA,18
CHURCH,CHURCH,NA,5,162,172,163,173,5533,G00005418,NA,5
E 85,E 85,NA,19,NA,NA,NA,NA,5534,G00005419,NA,19
GOUVERNEUR LN,GOUVERNEUR LN,NA,1,1,3,2,4,5535,G00005420,NA,1
W 111,W 111,NA,12,NA,NA,NA,NA,5537,G00005422,NA,12
PLEASANT AVE,PLEASANT AVE,NA,12,NA,NA,NA,NA,5539,G00005424,NA,12
10 AVE,10 AVE,NA,16,327,341,328,342,5540,G00005425,NA,16
E 34,E 34,NA,18,103,133,102,128,5541,G00005426,NA,18
HUDSON,HUDSON,NA,5,197,211,196,208,5542,G00005427,NA,5
WHITE,WHITE,NA,5,32,56,33,57,5544,G00005429,NA,5
W 4,W 4,NA,9,NA,NA,20,24,5546,G00005431,NA,9
GRAMERCY S PARK,GRAMERCY S PARK,NA,18,NA,NA,13,19,5549,G00005434,NA,18
GREENWICH AVE,GREENWICH AVE,NA,9,7,19,10,18,5552,G00005437,NA,9
E 21,E 21,NA,18,1,15,2,14,5553,G00005438,NA,18
BROOME,BROOME,NA,14,399,403,400,404,5554,G00005439,NA,14
PARK AVE,PARK AVE,NA,19,NA,NA,629,643,5555,G00005440,NA,19
E 41,E 41,NA,19,101,121,104,122,5556,G00005441,NA,19
BROOME,BROOME,NA,13,147,159,146,160,5558,G00005443,NA,13
8 AVE,8 AVE,NA,9,31,47,NA,NA,5559,G00005444,NA,9
W 182,W 182,NA,12,NA,NA,NA,NA,5560,G00005445,NA,12
W LITTLE 12,W LITTLE 12,NA,9,NA,NA,NA,NA,5562,G00005447,NA,9
AVE C,AVE C,NA,11,123,139,122,138,5565,G00005450,NA,11
E 92,E 92,NA,12,NA,NA,NA,NA,5566,G00005451,NA,12
11 AVE,11 AVE,NA,19,NA,NA,462,480,5568,G00005453,NA,19
W 13,W 13,NA,9,174,178,175,179,5569,G00005454,NA,9
5 AVE,5 AVE,NA,18,156,160,153,161,5570,G00005455,NA,18
11 AVE,11 AVE,NA,19,511,527,510,526,5572,G00005457,NA,19
BROOME,BROOME,NA,10,291,305,292,306,5573,G00005458,NA,10
W 176,W 176,NA,12,NA,NA,NA,NA,5574,G00005459,NA,12
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,5575,G00005460,10 AVE,12
CHURCH,CHURCH,NA,3,32,40,31,39,5579,G00005464,NA,3
WASHINGTON MEWS,WASHINGTON MEWS,NA,15,NA,NA,NA,NA,5581,G00005466,NA,15
DUANE,DUANE,NA,5,164,182,NA,NA,5582,G00005467,NA,5
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,5583,G00005468,NA,12
W 178,W 178,NA,12,NA,NA,NA,NA,5585,G00005470,NA,12
W END AVE,W END AVE,NA,19,NA,NA,NA,NA,5587,G00005472,NA,19
COLUMBUS AVE,COLUMBUS AVE,NA,12,NA,NA,NA,NA,5588,G00005473,NA,12
5 AVE,5 AVE,NA,19,NA,NA,NA,NA,5589,G00005474,NA,19
BROAD,BROAD,NA,1,61,67,70,72,5590,G00005475,NA,1
RIVINGTON,RIVINGTON,NA,11,196,214,197,215,5591,G00005476,NA,13
1 AVE,1 AVE,NA,19,NA,NA,NA,NA,5592,G00005477,NA,19
W 173,W 173,NA,12,NA,NA,NA,NA,5594,G00005479,NA,12
AMSTERDAM AVE,AMSTERDAM AVE,NA,19,NA,NA,NA,NA,5595,G00005480,NA,19
E 7,E 7,NA,17,1,5,2,4,5598,G00005483,NA,17
E 3,E 3,NA,17,41,93,40,92,5599,G00005484,NA,17
W 50,W 50,NA,19,52,102,51,101,5600,G00005485,NA,19
5 AVE,5 AVE,NA,19,NA,NA,NA,NA,5604,G00005489,NA,19
JOHN,JOHN,NA,2,103,121,104,122,5605,G00005490,NA,2
7 AVE,7 AVE,NA,19,626,642,627,643,5606,G00005491,NA,19
FRONT,FRONT,NA,2,201,210,NA,NA,5607,G00005492,NA,2
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,5609,G00005494,10 AVE,12
3 AVE,3 AVE,NA,19,NA,NA,NA,NA,5610,G00005495,NA,19
3 AVE,3 AVE,NA,19,NA,NA,NA,NA,5611,G00005497,NA,19
W 29,W 29,NA,16,180,240,179,241,5613,G00005499,NA,16
BROADWAY,BROADWAY,NA,5,381,397,380,398,5614,G00005500,NA,6
W 41,W 41,NA,19,NA,NA,NA,NA,5615,G00005501,NA,19
E 12,E 12,NA,15,1,27,2,32,5616,G00005502,NA,15
5 AVE,5 AVE,NA,12,NA,NA,NA,NA,5617,G00005503,NA,12
8 AVE,8 AVE,NA,16,491,505,492,506,5619,G00005505,NA,16
W 11,W 11,NA,9,94,106,93,105,5620,G00005506,HAMMOND,9
MERCER,MERCER,NA,8,81,115,80,114,5621,G00005507,NA,8
BROADWAY,BROADWAY,NA,3,261,271,NA,NA,5622,G00005508,NA,6
AMSTERDAM AVE,AMSTERDAM AVE,NA,19,NA,NA,NA,NA,5623,G00005509,NA,19
3 AVE,3 AVE,NA,19,NA,NA,NA,NA,5624,G00005510,NA,19
VESEY,VESEY,NA,3,1,29,2,30,5625,G00005511,NA,3
10 AVE,10 AVE,NA,16,363,375,360,374,5627,G00005513,NA,16
AVE C,AVE C,NA,11,191,203,190,202,5629,G00005515,NA,11
MADISON AVE,MADISON AVE,NA,12,NA,NA,NA,NA,5632,G00005518,NA,12
E 26,E 26,NA,18,29,53,30,54,5633,G00005519,NA,18
E 34,E 34,NA,18,135,161,130,162,5634,G00005520,NA,18
W 33,W 33,NA,16,314,344,329,343,5636,G00005522,NA,16
MAC DOUGAL,MAC DOUGAL,NA,15,109,129,108,128,5637,G00005523,NA,15
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,5640,G00005526,11 AVE,12
E 84,E 84,NA,19,NA,NA,NA,NA,5641,G00005527,NA,19
OLD SLIP,OLD SLIP,NA,1,14,26,NA,NA,5642,G00005528,NA,1
W 14,W 14,NA,9,66,126,65,119,5645,G00005531,NA,16
WASHINGTON,WASHINGTON,NA,1,98,118,99,121,5648,G00005534,NA,1
E 10,E 10,NA,17,189,241,190,242,5649,G00005535,NA,17
W 45,W 45,NA,19,300,360,301,363,5650,G00005536,NA,19
W 45,W 45,NA,19,81,141,72,132,5652,G00005538,NA,19
2 AVE,2 AVE,NA,18,451,467,446,462,5653,G00005539,NA,18
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,5654,G00005540,10 AVE,12
ALLEN,ALLEN,NA,10,41,67,40,66,5656,G00005542,NA,10
1 AVE,1 AVE,NA,19,NA,NA,NA,NA,5657,G00005543,NA,19
2 AVE,2 AVE,NA,18,347,365,352,364,5658,G00005544,NA,18
9 AVE,9 AVE,NA,16,93,105,94,106,5660,G00005546,NA,16
E 40,E 40,NA,19,91,121,92,128,5661,G00005547,NA,18
E 99,E 99,NA,12,NA,NA,NA,NA,5663,G00005549,NA,12
E 12,E 12,NA,17,63,101,72,100,5665,G00005551,NA,17
2 AVE,2 AVE,NA,12,NA,NA,NA,NA,5666,G00005552,NA,12
HUDSON,HUDSON,NA,5,71,81,72,80,5669,G00005555,NA,5
3 AVE,3 AVE,NA,18,382,394,387,399,5670,G00005556,NA,18
E 88,E 88,NA,12,NA,NA,NA,NA,5671,G00005557,NA,12
3 AVE,3 AVE,NA,12,NA,NA,NA,NA,5673,G00005559,NA,12
GROVE,GROVE,NA,9,NA,NA,NA,NA,5676,G00005562,NA,9
CANAL,CANAL,NA,5,85,97,92,104,5678,G00005564,NA,8
WALKER,WALKER,NA,6,78,94,79,93,5679,G00005565,NA,6
5 AVE,5 AVE,NA,19,NA,NA,NA,NA,5680,G00005566,NA,19
W 126,W 126,NA,12,NA,NA,NA,NA,5681,G00005567,NA,12
E 13,E 13,NA,17,211,257,212,258,5683,G00005569,NA,17
E 20,E 20,NA,18,2,16,1,15,5684,G00005570,NA,18
CHERRY,CHERRY,NA,7,248,276,249,277,5687,G00005573,NA,7
LIBERTY PL,LIBERTY PL,NA,2,2,12,1,11,5688,G00005574,NA,2
E 93,E 93,NA,12,NA,NA,NA,NA,5690,G00005576,NA,12
10 AVE,10 AVE,NA,19,NA,NA,NA,NA,5691,G00005577,NA,19
DUANE,DUANE,NA,5,NA,NA,163,169,5695,G00005581,NA,5
E 120,E 120,NA,12,NA,NA,NA,NA,5696,G00005582,NA,12
W 23,W 23,NA,16,66,128,67,127,5698,G00005584,NA,16
W BROADWAY,W BROADWAY,NA,5,34,48,31,49,5699,G00005585,NA,5
LAIGHT,LAIGHT,NA,5,57,67,56,68,5701,G00005587,NA,5
W 17,W 17,NA,16,202,262,203,263,5702,G00005588,NA,16
E 116,E 116,NA,12,NA,NA,NA,NA,5705,G00005591,NA,12
W 141,W 141,NA,12,NA,NA,NA,NA,5706,G00005592,NA,12
BROADWAY,BROADWAY,NA,19,NA,NA,NA,NA,5707,G00005593,BLOOMINGDALE RD,19
YORK AVE,YORK AVE,NA,19,NA,NA,NA,NA,5709,G00005595,NA,19
MADISON AVE,MADISON AVE,NA,19,NA,NA,NA,NA,5710,G00005596,NA,19
W 23,W 23,NA,16,194,256,193,247,5712,G00005598,NA,16
10 AVE,10 AVE,NA,16,455,469,456,470,5716,G00005602,NA,16
HUBERT,HUBERT,NA,5,20,32,19,33,5717,G00005603,NA,5
E 41,E 41,NA,19,1,17,2,18,5718,G00005604,NA,19
1 AVE,1 AVE,NA,18,331,347,302,356,5719,G00005605,NA,18
2 AVE,2 AVE,NA,18,583,607,590,608,5720,G00005606,NA,18
2 AVE,2 AVE,NA,19,NA,NA,NA,NA,5721,G00005607,NA,19
HUDSON,HUDSON,NA,8,363,385,366,384,5722,G00005608,NA,8
W 150,W 150,NA,12,NA,NA,NA,NA,5723,G00005609,NA,12
11 AVE,11 AVE,NA,19,583,599,582,598,5725,G00005611,NA,19
BOWERY,BOWERY,NA,15,286,304,285,303,5726,G00005612,NA,17
W 34,W 34,NA,16,312,326,307,315,5727,G00005613,NA,16
9 AVE,9 AVE,NA,9,1,7,NA,NA,5729,G00005615,NA,9
E 10,E 10,NA,17,171,179,170,180,5732,G00005619,NA,17
W 44,W 44,NA,19,306,364,313,357,5736,G00005623,NA,19
CEDAR,CEDAR,NA,1,2,38,1,39,5738,G00005625,NA,1
W HOUSTON,W HOUSTON,NA,8,572,590,571,589,5739,G00005626,NA,15
E 128,E 128,NA,12,NA,NA,NA,NA,5740,G00005627,NA,12
E 4,E 4,NA,11,621,677,622,678,5741,G00005628,NA,11
2 AVE,2 AVE,NA,19,NA,NA,NA,NA,5744,G00005631,NA,19
5 AVE,5 AVE,NA,18,310,328,311,329,5746,G00005633,NA,18
SOUTH,SOUTH,NA,7,203,218,NA,NA,5747,G00005634,NA,7
PERRY,PERRY,NA,9,100,108,99,109,5748,G00005635,NA,9
W 34,W 34,NA,16,14,16,67,69,5749,G00005636,NA,16
CHAMBERS,CHAMBERS,NA,3,136,170,137,171,5753,G00005640,NA,3
PARK AVE,PARK AVE,NA,18,538,556,NA,NA,5754,G00005642,NA,18
W 12,W 12,NA,9,16,28,NA,NA,5755,G00005643,ABINGDON PL,9
1 AVE,1 AVE,NA,19,NA,NA,NA,NA,5756,G00005644,NA,19
GREENWICH,GREENWICH,NA,3,272,284,273,285,5758,G00005646,NA,3
ESPLANADE GD PLZ,ESPLANADE GD PLZ,NA,12,NA,NA,NA,NA,5759,G00005647,NA,12
COLUMBUS AVE,COLUMBUS AVE,NA,19,NA,NA,NA,NA,5760,G00005648,NA,19
E 31,E 31,NA,18,51,81,40,76,5762,G00005651,NA,18
E 124,E 124,NA,12,NA,NA,NA,NA,5763,G00005652,NA,12
W 64,W 64,NA,19,NA,NA,NA,NA,5764,G00005653,NA,19
SAINT MARKS PL,SAINT MARKS PL,NA,17,85,107,86,106,5765,G00005654,NA,17
LEX AVE,LEX AVE,NA,18,50,68,51,67,5766,G00005655,NA,18
BROOME,BROOME,NA,10,227,241,228,242,5767,G00005656,NA,10
W BROADWAY,W BROADWAY,NA,5,84,98,81,97,5768,G00005657,NA,5
ELDRIDGE,ELDRIDGE,NA,10,57,83,56,80,5770,G00005659,NA,10
2 AVE,2 AVE,NA,12,NA,NA,NA,NA,5771,G00005660,NA,12
PINE,PINE,NA,1,78,84,79,83,5772,G00005661,NA,1
5 AVE,5 AVE,NA,18,366,378,367,377,5774,G00005663,NA,18
GREENWICH,GREENWICH,NA,5,428,442,429,441,5775,G00005664,NA,5
W 127,W 127,NA,12,NA,NA,NA,NA,5777,G00005666,NA,12
