OBJECTID,MN_STREET1850_FULL_STREE,MN_STREET1850_Y1850NAMESTREET,MN_STREET1850_Y1850LEFT_LOW,MN_STREET1850_Y1850LEFT_HIGH,MN_STREET1850_Y1850RIGHT_LOW,MN_STREET1850_Y1850RIGHT_HIGH,MN_STREET1850_JOINID,MN_STREET1850_Y1850NAMEALT,Ward_Right_1850,Ward Left 1850
6062,,3 AVE,522,538,523,539,G00005961,,18,18
6065,,C P W,,,,,G00005964,,12,12
6066,,PIKE ST,23,37,24,40,G00005965,,7,7
6067,,W 20 ST,124,184,125,185,G00005966,,16,16
6068,,E 130 ST,,,,,G00005967,,12,12
6069,,BROADWAY,1157,1165,,,G00005968,,16,16
6070,,PATCHIN PL,2,10,1,9,G00005969,,9,9
6072,,VARICK ST,207,211,206,208,G00005971,,9,9
6073,,E 11 ST,156,208,155,209,G00005972,,17,17
6074,,BOWERY,324,344,325,345,G00005973,,17,15
6075,,PARK AVE,,,,,G00005974,,12,12
6076,,E 5 ST,184,204,183,205,G00005975,,17,17
6077,,WANAMAKER PL,132,152,133,153,G00005976,,15,15
6078,,E EIGHTH ST,42,62,43,63,G00005977,CLINTON PL,15,15
6079,,LEX AVE,242,254,,,G00005978,,18,18
6081,,PRINCE ST,16,30,17,31,G00005980,,14,14
6082,,C AVE,,,,,G00005981,,None,None
6083,,PARK AVE,,,,,G00005982,,19,19
6084,,TENTH AVE,,,,,G00005983,,19,19
6089,,W 143 ST,,,,,G00005988,,12,12
6090,,FIFTH AVE,,,,,G00005989,,19,19
6091,,BROADWAY,135,147,126,148,G00005990,,1,1
6092,,E 117 ST,,,,,G00005991,,12,12
6093,TENTH AVE ,TENTH AVE,,,,,G00005992,,12,12
6097,,ANN ST,1,19,2,24,G00005996,,2,2
6098,,FULTON ST,54,70,55,71,G00005997,,2,2
6099,,MORNINGSIDE AVE,,,,,G00005998,,12,12
6101,,E 81 ST,,,,,G00006000,,19,19
6103,,RECTOR ST,1,1,,,G00006002,,1,1
6104,,WASHINGTON ST,476,494,477,496,G00006003,,8,8
6111,,W 58 ST,,,,,G00006010,,19,19
6112,,PARK AVE,,,,,G00006011,,19,19
6114,,2 AVE,797,809,,,G00006013,,19,19
6116,,W 15 ST,56,122,55,121,G00006015,,16,16
6117,,SEVENTH AVE,722,738,723,739,G00006016,,19,19
6118,,EIGHTH AVE,215,231,212,230,G00006017,,16,16
6120,,MOTT ST,293,323,292,322,G00006019,,15,15
6122,,PARK AVE,,,,,G00006021,,19,19
6128,,TENTH AVE,295,309,296,310,G00006028,,16,16
6129,,UNIVERSITY PL,2,4,1,5,G00006029,,15,15
6131,,W 177 ST,,,,,G00006031,,12,12
6132,,AMSTERDAM AVE,,,,,G00006032,,12,12
6133,,PLEASANT AVE,,,,,G00006033,,12,12
6135,,SEVENTH AVE,,,587,605,G00006035,,19,19
6136,,ELEVENTH AVE,443,459,444,460,G00006036,,19,19
6137,,W END AVE,,,,,G00006037,,12,12
6138,,ELEVENTH AVE,,,,,G00006038,,19,19
6139,,GREENE ST,55,85,58,84,G00006039,,8,8
6140,,FIRST AVE,283,297,290,304,G00006040,,18,18
6142,,AMSTERDAM AVE,,,,,G00006042,,19,19
6144,AMITY ST,W THIRD ST,98,114,95,113,G00006044,,15,15
6148,,W 52 ST,128,250,129,249,G00006048,,19,19
6150,AMOS ST,W TENTH ST,186,204,187,205,G00006050,,9,9
6151,,3 AVE,,,,,G00006051,,12,12
6153,,E 56 ST,,,,,G00006053,,19,19
6156,,CHRISTOPHER ST,,,,,G00006056,,9,9
6157,,LENOX AVE,,,,,G00006057,,12,12
6159,,9 AVE,441,457,428,442,G00006059,,16,16
6161,,FIFTH AVE,74,84,75,85,G00006061,,15,15
6163,KINGS BRIDGE RD,BROADWAY,,,,,G00006063,,12,12
6164,,W 4 ST,307,325,312,326,G00006064,,15,15
6165,,3 AVE,830,848,833,851,G00006065,,19,19
6166,,NASSAU ST,71,91,72,92,G00006066,,2,2
6167,,C AVE,29,47,28,50,G00006067,,11,11
6168,,BROAD ST,,,100,100,G00006068,,1,1
6169,,6 AVE,841,849,826,842,G00006070,,19,19
6170,,FRANKLIN PL,,,1,15,G00006071,,5,5
6171,,LENOX AVE,,,,,G00006072,,12,12
6172,,9 AVE,211,225,206,220,G00006073,,16,16
6174,,C P W,,,,,G00006075,,19,19
6175,,BROAD ST,85,89,86,88,G00006076,,1,1
6176,ELEVENTH AVE ,SAINT NICHOLAS AVE,,,,,G00006077,,12,12
6180,,2 AVE,,,,,G00006081,,19,19
6181,,EXCHANGE PL,34,62,33,59,G00006082,,1,1
6182,,PRINCE ST,146,166,147,165,G00006083,,8,8
6184,ST. CLEMENT'S PL,MAC DOUGAL ST,173,181,,,G00006085,MACDOUGAL ST,15,15
6186,,SUTTON PL N,,,,,G00006087,,19,19
6190,,W 55 ST,,,,,G00006091,,19,19
6191,,GOUVERNEUR LN,5,9,6,10,G00006092,,1,1
6193,,SPRING ST,14,28,13,27,G00006094,,14,14
6194,,CENTRE ST,203,225,204,224,G00006095,,14,14
6195,,W 70 ST,,,,,G00006096,,19,19
6198,,PARK AVE,,,,,G00006099,,19,19
6199,,LEX AVE,,,,,G00006100,,19,19
6201,,DUANE ST,,,171,175,G00006102,,5,5
6204,,PARK AVE S,334,352,335,353,G00006105,,18,18
6205,,PARK AVE,,,,,G00006106,,12,12
6206,,AMSTERDAM AVE,,,,,G00006107,,12,12
6207,,DUANE ST,60,92,61,93,G00006108,,6,6
6208,,SAINT NICHOLAS AVE,,,,,G00006109,,12,12
6209,,9 AVE,631,645,632,646,G00006110,,19,19
6210,,2 AVE,,,,,G00006111,,12,12
6212,,GREENWICH ST,790,804,791,805,G00006114,,9,9
6213,,NASSAU ST,41,55,42,54,G00006115,,2,2
6214,,SPRING ST,182,200,179,199,G00006116,,8,8
6216,,2 AVE,313,329,318,334,G00006118,,18,18
6217,,MORTON ST,92,98,91,97,G00006119,,9,9
6218,,FIRST AVE,,,,,G00006120,,19,19
6220,,LENOX AVE,,,,,G00006122,,12,12
6221,,FIRST AVE,,,,,G00006123,,12,12
6222,,E 64 ST,,,,,G00006124,,19,19
6225,,SAINT NICHOLAS AVE,,,,,G00006127,,12,12
6227,,3 AVE,232,246,239,245,G00006129,,18,18
6228,,BLEECKER ST,226,238,227,237,G00006130,,9,9
6229,,W END AVE,,,,,G00006131,,19,19
6232,,SEVENTH AVE,490,504,489,505,G00006134,,19,19
6233,,FIFTH AVE,,,,,G00006135,,12,12
6235,,2 AVE,,,,,G00006137,,12,12
6237,,E 28 ST,77,103,78,106,G00006139,,18,18
6238,,E 33 ST,91,125,92,120,G00006140,,18,18
6240,,W 187 ST,,,,,G00006142,,12,12
6241,,BROOME ST,161,179,162,178,G00006143,,13,13
6244,,GREENWICH ST,636,648,637,649,G00006146,,9,9
6246,,FRANKLIN ST,71,97,70,96,G00006148,,5,5
6248,,W 179 ST,,,,,G00006150,,12,12
6249,,YORK AVE,,,,,G00006151,,12,12
6250,,E 79 ST,,,,,G00006152,,19,19
6252,,6 AVE,209,227,208,228,G00006154,,18,16
6253,,GREAT JONES ST,2,8,3,5,G00006155,,15,15
6255,,SPRING ST,164,180,159,177,G00006157,,8,8
6256,,BAYARD ST,75,91,76,92,G00006158,,6,6
6257,,3 AVE,578,594,579,591,G00006159,,19,19
6258,,FIRST AVE,,,,,G00006160,,12,12
6260,,TENTH AVE,,,,,G00006162,,19,19
6261,,FIFTH AVE,,,,,G00006163,,12,12
6262,,CHURCH ST,96,110,95,109,G00006164,,5,5
6263,,9 AVE,393,407,392,400,G00006165,,16,16
6265,,MADISON AVE,198,210,199,209,G00006167,,18,18
6266,,E END AVE,,,,,G00006168,,19,19
6267,,LIBERTY ST,100,122,101,123,G00006169,,3,1
6268,,W 17 ST,70,128,71,129,G00006170,,16,16
6269,,IRVING PL,79,87,80,86,G00006171,,18,18
6271,,9 AVE,29,37,22,30,G00006173,,9,9
6272,,C P W,,,,,G00006174,,19,19
6273,,E 91 ST,,,,,G00006175,,12,12
6274,,E 14 ST,117,149,118,150,G00006176,,17,18
6276,,BROADWAY,1341,1343,,,G00006178,,19,19
6277,,E 39 ST,,,,,G00006179,,18,18
6281,,CHURCH ST,224,236,225,235,G00006183,,5,5
6282,,PARK AVE,,,,,G00006184,,19,19
6283,,E 76 ST,,,,,G00006185,,19,19
6284,,E 21 ST,66,68,,,G00006186,,18,18
6285,,W 152 ST,,,,,G00006187,,12,12
6287,,2 AVE,87,99,86,98,G00006189,,17,17
6288,,2 AVE,,,,,G00006190,,19,19
6289,,W 35 ST,120,176,115,181,G00006191,,16,16
6290,WALKER ST,CANAL ST,142,156,143,157,G00006192,,14,6
6291,,BROADWAY,1003,1023,1014,1028,G00006193,,18,18
6292,,W 17 ST,264,324,265,323,G00006194,,16,16
6293,,YORK AVE,,,,,G00006195,,19,19
6295,,COLUMBUS AVE,,,,,G00006197,,12,12
6301,,2 AVE,367,379,366,380,G00006203,,18,18
6302,,2 AVE,,,,,G00006204,,12,12
6303,,FIFTH AVE,,,,,G00006205,,19,19
6304,,E 36 ST,13,31,12,32,G00006206,,18,18
6307,,PARK AVE,,,,,G00006209,,12,12
6312,,SEVENTH AVE,474,488,473,487,G00006215,,16,16
6313,,W HOUSTON ST,592,610,591,609,G00006217,,15,8
6316,,TENTH AVE,33,49,34,50,G00006221,,9,9
6317,,2 AVE,,,,,G00006222,,12,12
6318,,E 13 ST,115,157,116,158,G00006223,,17,17
6319,,CANAL ST,,,270,276,G00006224,,8,5
6320,,BOWERY,320,322,319,323,G00006225,,17,15
6321,,C P W,,,,,G00006226,,12,12
6322,,E 121 ST,,,,,G00006227,,12,12
6323,,W 37 ST,298,358,299,359,G00006228,,16,16
6324,,BEEKMAN ST,128,140,127,139,G00006229,,2,2
6325,,2 AVE,,,,,G00006230,,12,12
6326,,LENOX AVE,,,,,G00006231,,12,12
6327,,LEX AVE,130,146,125,145,G00006232,,18,18
6329,,TENTH AVE,579,595,,,G00006234,,19,19
6331,ELM ST,LAFAYETTE ST,98,110,99,109,G00006236,,6,6
6332,,AMSTERDAM AVE,,,,,G00006237,,12,12
6333,,PARK AVE S,252,264,251,265,G00006238,,18,18
6334,,E 16 ST,75,87,74,86,G00006239,,18,18
6336,,E 118 ST,,,,,G00006241,,12,12
6337,HAMMERSLEY ST,W HOUSTON ST,90,110,91,109,G00006242,,9,8
6339,,YORK AVE,,,,,G00006245,,19,19
6341,,3 AVE,728,744,727,743,G00006247,,19,19
6342,,NASSAU ST,107,137,104,136,G00006248,,2,2
6344,,E 37 ST,39,51,38,50,G00006250,,18,18
6345,,FIFTH AVE,,,,,G00006251,,12,12
6346,,SEVENTH AVE,246,262,247,263,G00006252,,16,16
