OBJECTID,MN_STREET1850_FULL_STREE,MN_STREET1850_Y1850NAMESTREET,MN_STREET1850_Y1850LEFT_LOW,MN_STREET1850_Y1850LEFT_HIGH,MN_STREET1850_Y1850RIGHT_LOW,MN_STREET1850_Y1850RIGHT_HIGH,MN_STREET1850_JOINID,MN_STREET1850_Y1850NAMEALT,Ward_Right_1850,Ward Left 1850
4741,,PARK AVE,,,,,G00004600,,19,19
4742,,E 38 ST,,,,,G00004601,,18,18
4744,,RIVINGTON ST,86,96,85,97,G00004603,,10,17
4746,,BROOME ST,371,387,372,388,G00004605,,14,14
4748,,CHURCH ST,18,30,17,29,G00004607,,3,3
4749,AMOS ST,W TENTH ST,28,50,29,51,G00004608,,9,9
4754,,2 AVE,145,155,144,154,G00004613,,17,17
4757,,PARK AVE,,,,,G00004616,,19,19
4762,,PINE ST,2,14,1,15,G00004622,,1,1
4764,,W 31 ST,124,184,125,183,G00004624,,16,16
4766,,W 49 ST,170,222,171,223,G00004627,,19,19
4767,,2 AVE,499,515,500,514,G00004628,,18,18
4769,,BLEECKER ST,348,364,349,367,G00004630,,9,9
4770,,W 4 ST,291,305,292,310,G00004631,,15,15
4771,,W 37 ST,2,68,1,69,G00004632,,18,18
4774,,6 AVE,,,,,G00004635,,19,19
4775,,BROADWAY,923,939,922,938,G00004636,,18,18
4778,,FRANKLIN ST,41,55,40,56,G00004639,,6,6
4780,,6 AVE,855,863,854,862,G00004641,,19,19
4782,,CLINTON ST,2,30,1,27,G00004643,,17,11
4783,,SAINT NICHOLAS AVE,,,,,G00004644,,12,12
4787,,GANSEVOORT ST,22,48,21,39,G00004648,,9,9
4788,,HUDSON ST,551,567,552,574,G00004650,,9,9
4789,,EIGHTH AVE,645,665,646,660,G00004651,,19,19
4790,,PARK AVE,,,,,G00004652,,12,12
4793,,W 45 ST,134,234,143,233,G00004655,,19,19
4795,,6 AVE,565,571,1122,1130,G00004657,,18,16
4797,,PARK AVE,,,,,G00004659,,12,12
4800,,6 AVE,59,75,58,74,G00004662,,15,9
4801,,LEX AVE,516,532,517,533,G00004663,,19,19
4802,,SOUTH ST,220,240,,,G00004664,,7,7
4803,,AMSTERDAM AVE,,,,,G00004665,,12,12
4804,,SUTTON SQ,,,,,G00004666,,19,19
4807,KINGS BRIDGE RD,BROADWAY,,,,,G00004669,,12,12
4808,,W END AVE,,,,,G00004670,,12,12
4809,,FIRST AVE,,,,,G00004672,,19,19
4810,,BROOME ST,307,321,308,322,G00004673,,10,10
4812,BLOOMINGDALE RD,BROADWAY,,,,,G00004675,,19,19
4814,,FIRST AVE,,,,,G00004677,,19,19
4815,,PARK AVE,,,,,G00004678,,12,12
4819,,W 26 ST,306,330,329,359,G00004683,,None,None
4820,,E 78 ST,,,,,G00004684,,19,19
4821,,W 47 ST,2,54,1,53,G00004685,,19,19
4822,,E 88 ST,,,,,G00004686,,12,12
4823,,W 48 ST,264,320,265,321,G00004687,,19,19
4824,,W 57 ST,,,,,G00004688,,19,19
4825,,W 44 ST,186,248,187,247,G00004690,,19,19
4826,,3 AVE,,,,,G00004691,,12,12
4827,,E 35 ST,125,171,126,170,G00004692,,18,18
4828,,PARK AVE,,,,,G00004693,,12,12
4829,,COENTIES ALY,,,,,G00004694,,1,1
4831,ELM ST,LAFAYETTE ST,112,126,111,127,G00004696,,14,14
4833,,BROADWAY,757,769,756,770,G00004698,,15,15
4834,,RIVINGTON ST,36,52,37,49,G00004699,,10,17
4835,TENTH AVE ,AMSTERDAM AVE,,,,,G00004700,,12,12
4837,,E 20 ST,160,212,161,209,G00004702,,18,18
4839,,PEARL ST,171,183,172,182,G00004704,,1,1
4840,,BROOME ST,519,531,520,532,G00004705,,8,8
4841,,WORTH ST,33,61,34,62,G00004706,,5,5
4842,,GRAND ST,504,522,503,521,G00004707,,7,13
4843,,2 AVE,381,397,382,396,G00004708,,18,18
4844,,GOUVERNEUR ST,20,30,21,39,G00004710,,7,7
4846,,AVE D,93,109,94,108,G00004713,,11,11
4848,,PARK AVE,,,,,G00004715,,12,12
4849,,E 52 ST,,,,,G00004716,,19,19
4850,,E 106 ST,,,,,G00004717,,12,12
4851,,PEARL ST,211,223,210,222,G00004718,,2,2
4854,,ESSEX ST,53,73,56,72,G00004721,,10,10
4855,,BARROW ST,75,103,70,104,G00004722,,9,9
4859,,W 56 ST,,,,,G00004726,,19,19
4860,,GRAND ST,322,338,323,339,G00004727,,10,10
4863,,S WILLIAM ST,1,7,2,2,G00004730,,1,1
4864,,PERRY ST,110,138,111,139,G00004731,,9,9
4865,,TENTH AVE,263,277,264,278,G00004732,,16,16
4867,,READE ST,85,111,84,112,G00004734,,5,3
4869,,3 AVE,,,,,G00004736,,12,12
4871,,E 77 ST,,,,,G00004738,,19,19
4878,,PARK AVE,,,,,G00004745,,12,12
4879,,HUDSON ST,599,609,,,G00004746,,9,9
4880,,PARK AVE,,,,,G00004747,,19,19
4881,,E 56 ST,,,,,G00004748,,19,19
4882,,9 AVE,475,489,472,476,G00004749,,16,16
4884,,GREAT JONES ST,,,1,1,G00004751,,15,15
4885,,FIFTH AVE,296,308,295,309,G00004752,,18,18
4886,,EIGHTH AVE,725,739,724,740,G00004753,,19,19
4887,,SPRUCE ST,1,23,2,24,G00004754,,2,4
4890,,FIRST AVE,405,419,404,418,G00004757,,18,18
4892,,PECK SLIP,21,33,,,G00004759,,2,4
4893,,RIVINGTON ST,54,68,51,67,G00004760,,10,17
4894,,E 83 ST,,,,,G00004761,,19,19
4895,,W 47 ST,304,356,303,357,G00004762,,19,19
4896,,B AVE,200,218,195,209,G00004763,,11,17
4898,,F DOUGLAS BLVD,,,,,G00004765,,12,12
4899,,WAVERLY PL,216,220,177,179,G00004767,,9,9
4901,,BROADWAY,857,871,858,870,G00004769,,18,18
4902,,BROADWAY,303,317,304,318,G00004770,,6,5
4903,,HORATIO ST,60,74,61,75,G00004771,,9,9
4905,,GRAND ST,52,68,53,69,G00004773,,8,8
4906,TROY ST,W 12 ST,2,14,1,11,G00004774,,9,9
4907,,E 88 ST,,,,,G00004775,,12,12
4909,,TENTH AVE,311,325,312,326,G00004777,,16,16
4910,,JANE ST,79,101,78,100,G00004778,,9,9
4913,,E 57 ST,,,,,G00004781,,19,19
4914,,W 41 ST,2,38,1,41,G00004782,,19,19
4916,,E 35 ST,49,89,48,100,G00004784,,18,18
4918,,YORK AVE,,,,,G00004786,,19,19
4919,,UNIVERSITY PL,6,8,7,9,G00004787,,15,15
4921,,E 92 ST,,,,,G00004789,,12,12
4922,,2 AVE,,,,,G00004790,,12,12
4924,,FULTON ST,112,124,109,125,G00004792,,2,2
4926,,PARK AVE,,,559,577,G00004794,,18,18
4927,,W 26 ST,34,56,13,53,G00004795,,18,18
4929,,W 171 ST,,,,,G00004797,,12,12
4930,ST. CLEMENT'S PL,MAC DOUGAL ST,,,,,G00004798,MACDOUGAL ST,15,15
4931,,E END AVE,,,,,G00004799,,12,12
4932,,E 16 ST,45,73,44,72,G00004800,,18,18
4934,,FIFTH AVE,118,128,115,125,G00004802,,18,18
4936,,C AVE,67,83,66,82,G00004804,,11,11
4937,,E 82 ST,,,,,G00004805,,19,19
4938,,W 71 ST,,,,,G00004806,,19,19
4939,,FIFTH AVE,,,,,G00004807,,19,19
4940,,FIFTH AVE,,,,,G00004808,,19,19
4941,,FIFTH AVE,224,236,217,233,G00004809,,18,18
4942,,W 116 ST,,,,,G00004810,,12,12
4944,,CROSBY ST,108,126,107,125,G00004812,,14,14
4946,,2 AVE,,,,,G00004814,,12,12
4947,,W 44 ST,2,50,1,69,G00004815,,19,19
4948,LIVINGSTON PL,NATHAN D PERLMAN PL,,,10,16,G00004816,,18,18
4950,,STANTON ST,120,134,121,137,G00004818,,17,17
4953,,W 185 ST,,,,,G00004821,,12,12
4955,,SPRING ST,336,354,335,353,G00004824,,8,8
4959,,FULTON ST,100,110,103,107,G00004828,,2,2
4960,,W 171 ST,,,,,G00004829,,12,12
4961,,CLINTON ST,138,164,139,163,G00004830,,13,13
4962,,FORSYTH ST,135,163,136,166,G00004831,,10,10
4964,,BROADWAY,489,529,488,528,G00004833,,14,8
4966,,FIRST AVE,93,107,100,116,G00004835,,17,17
4967,,W 29 ST,30,54,45,53,G00004836,,18,18
4971,,3 AVE,298,312,297,311,G00004840,,18,18
4972,,STANTON ST,254,268,255,269,G00004841,,11,11
4975,,SEVENTH AVE,108,126,111,125,G00004845,,16,16
4977,,SAINT NICHOLAS AVE,,,,,G00004847,,12,12
4979,,COOPER SQ,,,381,399,G00004849,,17,17
4980,,E 71 ST,,,,,G00004850,,19,19
4981,,PERRY ST,2,18,1,17,G00004851,,9,9
4984,,MAIDEN LN,89,109,88,108,G00004854,,1,2
4985,,E 56 ST,,,,,G00004855,,19,19
4986,COLLEGE PL,W BROADWAY,12,18,13,17,G00004856,,3,3
4987,,MERCER ST,33,51,32,50,G00004857,,8,8
4988,,BROAD ST,91,99,90,98,G00004859,,1,1
4989,,CLARK ST,1,19,2,18,G00004860,,8,8
4996,,PECK SLIP,,,34,44,G00004867,,2,2
4998,,SAINT NICHOLAS AVE,,,,,G00004869,,12,12
4999,,W 215 ST,,,,,G00004870,,12,12
5000,,E 36 ST,,,,,G00004871,,18,18
5001,,BLEECKER ST,154,168,153,167,G00004872,,15,15
5003,,3 AVE,262,280,261,279,G00004874,,18,18
5004,,E 40 ST,,,,,G00004875,,18,19
5006,,6 AVE,133,149,132,148,G00004877,,15,9
5007,,MORTON ST,70,90,71,89,G00004878,,9,9
5008,,E 9 ST,70,86,69,85,G00004879,,15,15
5009,,W 4 ST,1,19,2,18,G00004880,,9,9
5010,,E SIXTH ST,,,,,G00004881,,17,17
5012,,2 AVE,,,,,G00004883,,12,12
5017,,PRINCE ST,112,126,111,125,G00004888,,8,8
5019,6 ST,E SIXTH ST,382,398,381,399,G00004890,,11,11
5022,,LENOX AVE,,,,,G00004893,,12,12
5025,,3 AVE,646,658,645,659,G00004896,,19,19
5026,,3 AVE,540,560,541,559,G00004897,,18,18
5027,,JOHN ST,89,101,90,102,G00004898,,2,2
5028,,W 112 ST,,,,,G00004899,,12,12
5029,,9 AVE,605,613,600,614,G00004900,,19,19
5030,,E 116 ST,,,,,G00004901,,12,12
5031,,COLUMBUS AVE,,,,,G00004902,,12,12
5033,,2 AVE,,,,,G00004904,,12,12
5034,,STANTON ST,320,340,323,339,G00004905,,11,11
5035,,A AVE,73,87,70,88,G00004906,,17,17
5036,,BROOME ST,405,411,406,414,G00004907,,14,14
5038,,E 86 ST,,,,,G00004909,,19,12
5039,,2 AVE,,,,,G00004910,,12,12
5042,DRY DOCK,SZOLD PL,13,21,14,22,G00004913,,11,11
5044,,TENTH AVE,231,245,232,246,G00004915,,16,16
5045,,CATHERINE ST,13,23,14,28,G00004916,,4,7
5047,,E 76 ST,,,,,G00004918,,19,19
5048,,YORK AVE,,,,,G00004919,,19,19
5050,KINGS BRIDGE RD,BROADWAY,,,,,G00004921,,12,12
5051,,2 AVE,,,,,G00004922,,12,12
5052,,W 213 ST,,,,,G00004923,,12,12
5053,,PARK AVE,,,,,G00004924,,12,12
5054,,GREENWICH ST,700,716,701,717,G00004925,,9,9
5055,,YORK AVE,,,,,G00004926,,19,19
5057,,3 AVE,710,726,709,725,G00004929,,19,19
5059,,CHRISTOPHER ST,,,31,65,G00004931,,9,9
5060,,E 87 ST,,,,,G00004932,,12,12
5061,,W BROADWAY,66,82,67,79,G00004933,,5,5
5062,,E 14 ST,57,83,66,80,G00004934,,17,18
5063,TENTH AVE ,AMSTERDAM AVE,,,,,G00004935,,12,12
5064,,PARK AVE,,,,,G00004936,,19,19
5065,,E 122 ST,,,,,G00004937,,12,12
5070,,FIFTH AVE,48,58,47,59,G00004943,,15,15
5072,,E 79 ST,,,,,G00004945,,19,19
5073,,W 26 ST,2,6,1,11,G00004946,,18,18
5074,KINGS BRIDGE RD,BROADWAY,,,,,G00004947,,12,12
5075,,6 AVE,463,477,464,478,G00004948,,18,16
5078,,ORCHARD ST,65,79,68,82,G00004951,,10,10
5079,,3 AVE,,,,,G00004952,,12,12
5080,,COLUMBUS AVE,,,,,G00004953,,19,19
5082,,CHURCH ST,194,208,193,207,G00004955,,5,5
5083,,FIRST AVE,585,597,,,G00004956,,None,None
5084,,E 26 ST,107,113,110,116,G00004957,,18,18
5086,,W 128 ST,,,,,G00004959,,12,12
5087,,E TENTH ST,143,149,142,150,G00004960,,15,15
5089,,FIFTH AVE,,,,,G00004962,,19,19
5090,FACTORY ST,WAVERLY PL,172,184,163,165,G00004963,,9,9
5091,,W 76 ST,,,,,G00004964,,19,19
5092,,BOWERY,346,364,347,365,G00004965,,17,15
5093,,2 AVE,,,,,G00004966,,19,19
5096,,FIRST AVE,421,433,420,434,G00004969,,18,18
5097,,IRVING PL,65,77,66,80,G00004970,,18,18
5098,,LEX AVE,,,,,G00004971,,19,19
5099,,3 AVE,502,520,507,521,G00004972,,18,18
5100,,MADISON AVE,246,258,247,259,G00004973,,18,18
5101,,3 AVE,,,,,G00004974,,19,19
5103,ELEVENTH AVE ,SAINT NICHOLAS AVE,,,,,G00004976,,12,12
5104,,FRONT ST,,,,,G00004977,,2,2
5105,,CENTRE ST,121,149,134,150,G00004978,,6,6
5106,,STATE ST,,,15,15,G00004980,,1,1
5107,,F DOUGLAS BLVD,,,,,G00004981,,12,12
5109,,W 121 ST,,,,,G00004983,,12,12
5110,,W 139 ST,,,,,G00004984,,12,12
5111,,AMSTERDAM AVE,,,,,G00004985,,12,12
5112,KINGS BRIDGE RD,SAINT NICHOLAS AVE,,,,,G00004986,,12,12
5113,,FIRST AVE,,,,,G00004987,,19,19
5115,,BROADWAY,941,953,940,956,G00004989,,18,18
5119,,GRAMERCY PARK N,84,96,,,G00004993,,18,18
5120,,WHITE ST,70,78,71,79,G00004994,,6,6
5121,,BEACH ST,2,10,,,G00004995,,5,5
5123,,E 97 ST,,,,,G00004997,,12,12
5124,,MULBERRY ST,155,177,154,176,G00004998,,14,14
5125,,WATER ST,2,6,1,5,G00004999,,1,1
5127,,CHARLES ST,116,126,117,127,G00005001,,9,9
5128,,BLEECKER ST,188,202,187,199,G00005002,,15,15
5130,,BEEKMAN ST,10,38,11,37,G00005004,,2,2
5132,,DELANCEY ST,230,244,231,245,G00005006,,13,13
5133,,E 106 ST,,,,,G00005007,,12,12
5134,,AVE D,17,37,16,36,G00005008,,11,11
5135,,E 111 ST,,,,,G00005009,,12,12
5138,,E 58 ST,,,,,G00005012,,19,19
5139,,E 75 ST,,,,,G00005013,,19,19
5140,,SAINT NICHOLAS AVE,,,,,G00005014,,12,12
5142,,MORRIS ST,1,11,2,8,G00005016,,1,1
5143,,FIFTH AVE,162,172,163,173,G00005017,,18,18
5145,,W 119 ST,,,,,G00005019,,12,12
5146,,WEST ST,,,505,519,G00005020,,9,9
5147,,MONROE ST,185,211,184,208,G00005021,,7,7
5148,,E BROADWAY,192,218,191,219,G00005022,,7,7
5150,,BROADWAY,1323,1339,,,G00005024,,19,19
5152,,E 13 ST,69,113,68,114,G00005026,,17,17
5153,,EIGHTH AVE,143,159,144,160,G00005027,,16,16
5155,,PARK AVE S,234,250,237,243,G00005029,,18,18
5156,,E 40 ST,61,89,60,90,G00005030,,18,19
5158,,SEVENTH AVE,382,400,383,401,G00005032,,16,16
5164,,W 206 ST,,,,,G00005038,,12,12
5165,,PERRY ST,80,98,79,97,G00005039,,9,9
5166,,CHRYSTIE ST,207,233,206,232,G00005040,,17,17
5168,,GREENWICH AVE,79,93,76,92,G00005042,,9,9
5170,,W 37 ST,120,178,121,175,G00005044,,16,16
5171,,PARK AVE,,,,,G00005045,,19,19
5172,TENTH AVE ,AMSTERDAM AVE,,,,,G00005046,,12,12
5173,,PARK AVE,,,,,G00005047,,12,12
5174,,HUDSON ST,535,549,538,550,G00005048,,9,9
5175,,E 32 ST,109,151,108,152,G00005049,,18,18
5176,,FULTON ST,26,30,27,29,G00005050,,2,2
5178,,2 AVE,,,,,G00005052,,12,12
5179,,W 119 ST,,,,,G00005054,,12,12
5181,,MAC DOUGAL ST,75,107,74,106,G00005056,,15,15
5182,,W 55 ST,,,,,G00005057,,19,19
5183,,FIRST AVE,13,31,12,28,G00005058,,17,17
5187,,LUDLOW ST,1,29,2,30,G00005064,,10,10
5188,,3 AVE,468,482,475,489,G00005065,,18,18
5190,,E 38 ST,123,155,122,168,G00005067,,18,18
5191,,FRANKLIN ST,69,69,64,68,G00005068,,5,5
5192,,E 113 ST,,,,,G00005069,,12,12
5193,,W 27 ST,2,14,1,13,G00005070,,18,18
5194,,2 AVE,,,,,G00005071,,12,12
5195,,3 AVE,282,296,281,295,G00005072,,18,18
5197,,F DOUGLAS BLVD,,,,,G00005074,,12,12
5198,,W 70 ST,,,,,G00005075,,19,19
5200,,W 155 ST,,,,,G00005077,,12,12
5203,,FIFTH AVE,,,,,G00005080,,19,19
5204,,C P W,,,,,G00005081,,19,19
5205,,E 114 ST,,,,,G00005082,,12,12
5206,,FRONT ST,156,160,153,159,G00005083,,2,2
5207,,COLUMBUS AVE,,,,,G00005084,,19,19
5208,,W 111 ST,,,,,G00005085,,12,12
5209,DUANE ST,SAINT ANDREW'S PLZ,22,28,23,29,G00005086,,6,6
5210,,ALLEN ST,15,39,14,38,G00005087,,10,10
5211,,SEVENTH AVE,190,208,189,207,G00005088,,16,16
5212,,E 74 ST,,,,,G00005089,,19,19
5213,,GRAND ST,88,106,89,105,G00005090,,8,8
5214,,PARK AVE,,,,,G00005091,,19,19
5215,,W 85 ST,,,,,G00005092,,19,19
5216,,PEARL ST,107,121,,,G00005093,,1,1
5217,,E 67 ST,,,,,G00005094,,19,19
5218,,BOWERY,306,318,305,317,G00005095,,17,15
5221,ELEVENTH AVE,W END AVE,,,,,G00005098,,12,12
5222,,E 54 ST,,,,,G00005099,,19,19
5223,,E END AVE,,,,,G00005100,,19,19
5225,,FIRST AVE,965,979,966,980,G00005102,,19,19
5226,TENTH AVE ,TENTH AVE,,,,,G00005103,,12,12
5228,,SEVENTH AVE,,,,,G00005105,,19,19
5230,,VARICK ST,1,11,2,10,G00005107,,5,5
5233,,E 65 ST,150,180,151,189,G00005110,,19,19
5234,,W 27 ST,236,294,235,299,G00005111,,16,16
5235,,ATTORNEY ST,75,111,80,110,G00005112,,13,13
5237,,W 214 ST,,,,,G00005114,,12,12
5238,,PARK AVE,,,,,G00005115,,19,19
5239,,GREENWICH ST,650,680,651,683,G00005116,,9,9
5242,,W 74 ST,,,,,G00005119,,19,19
5244,,E 90 ST,,,,,G00005121,,12,12
5245,,E 32 ST,25,45,26,46,G00005122,,18,18
5247,,PECK SLIP,35,45,,,G00005124,,2,4
5249,,READE ST,1,11,2,10,G00005126,,6,6
5251,,PLEASANT AVE,,,,,G00005128,,12,12
5253,,MERCER ST,229,241,238,244,G00005130,,15,15
5254,,BROADWAY,,,,,G00005132,,19,19
5255,,PARK AVE,,,,,G00005133,,19,19
5256,,YORK AVE,,,,,G00005134,,19,19
5258,,HUDSON ST,387,403,386,402,G00005136,,9,9
5260,,2 AVE,53,67,54,66,G00005138,,17,17
5261,,MARKET ST,40,56,39,55,G00005139,,7,7
5262,MINETTO LN,MINETTA LN,21,27,16,24,G00005140,"MINETTA ST, MINETTO ST, MINETTA LN",15,15
5263,,SAINT NICHOLAS AVE,,,,,G00005141,,12,12
5264,,C P W,,,,,G00005143,,12,12
5266,,E 49 ST,91,109,96,112,G00005145,,19,19
5267,,PARK AVE,598,620,,,G00005146,,18,18
5268,,E 59 ST,,,,,G00005147,,19,19
5275,,DESBROSSES ST,23,29,24,30,G00005154,,5,5
5276,,W 41 ST,114,172,113,173,G00005155,,19,19
5277,,E 9 ST,302,348,303,347,G00005156,,11,11
5278,TENTH AVE ,TENTH AVE,,,,,G00005157,,12,12
5279,,VARICK ST,93,109,92,108,G00005158,,8,8
5280,,LENOX AVE,,,,,G00005159,,12,12
5281,,FIRST AVE,,,,,G00005160,,12,12
5282,,FIFTH AVE,,,,,G00005161,,12,12
5283,,WALKER ST,70,76,71,77,G00005162,,6,6
5284,,HOWARD ST,47,53,48,54,G00005163,,8,8
5285,,W 23 ST,2,64,1,65,G00005164,,18,18
5287,,JACKSON ST,62,76,63,77,G00005166,,7,7
5288,,E 53 ST,113,159,114,162,G00005167,,19,19
5291,,E 55 ST,,,,,G00005170,,19,19
5292,,E 58 ST,,,,,G00005171,,19,19
5294,,GREENWICH ST,602,618,601,617,G00005173,,9,9
5295,KINGS BRIDGE RD,BROADWAY,,,,,G00005174,,12,12
5296,,MADISON ST,51,59,48,60,G00005175,,4,4
5298,,F DOUGLAS BLVD,,,,,G00005177,,12,12
5300,TROY ST,W 12 ST,2,44,1,43,G00005179,,9,9
5302,TENTH AVE ,TENTH AVE,,,,,G00005181,,12,12
5303,,PARK AVE,,,,,G00005182,,12,12
5304,,3 AVE,,,,,G00005183,,12,12
5305,,F DOUGLAS BLVD,,,,,G00005184,,12,12
5306,,WASHINGTON PL,6,20,5,21,G00005185,,15,15
5307,,BAXTER ST,84,102,77,99,G00005186,,6,6
5308,,CLIFF ST,39,55,36,56,G00005187,,2,2
5309,,FIRST AVE,51,59,52,66,G00005188,,17,17
5310,,W 82 ST,,,,,G00005189,,19,19
5312,,PITT ST,79,111,82,112,G00005191,,11,11
5315,,MADISON AVE,226,244,227,245,G00005194,,18,18
5317,,E 103 ST,,,,,G00005196,,12,12
5318,,SPRING ST,2,12,1,11,G00005197,,14,14
5322,,2 AVE,,,,,G00005201,,19,19
5323,LAURENS ST,LAGUARDIA PL,1,25,2,26,G00005202,,15,15
5324,LAURENS ST,W BROADWAY,59,91,58,90,G00005203,,8,8
5326,,SPRING ST,228,258,231,259,G00005205,,8,8
5327,,WOOSTER ST,131,161,128,160,G00005206,,8,8
5329,,WALL ST,22,46,23,51,G00005208,,1,1
5331,,F DOUGLAS BLVD,,,,,G00005210,,12,12
5332,OLD SLIP,HANOVER SQ,2,12,5,13,G00005211,,1,1
5333,,ELEVENTH AVE,,,,,G00005212,,19,19
5335,TENTH AVE ,AMSTERDAM AVE,,,,,G00005214,,12,12
5336,,SPRING ST,48,62,47,61,G00005215,,14,14
5344,,W 184 ST,,,,,G00005223,,12,12
5346,,E 85 ST,,,,,G00005225,,19,19
5347,,SEVENTH AVE,286,294,281,295,G00005226,,16,16
5348,,E 29 ST,21,51,22,50,G00005227,,18,18
5349,,UNIVERSITY PL,28,48,29,47,G00005228,,15,15
5350,,W 37 ST,238,296,241,297,G00005229,,16,16
5352,,W 30 ST,2,32,1,33,G00005231,,18,18
5353,,3 AVE,20,24,,,G00005232,,17,17
5354,,FIRST AVE,61,75,68,84,G00005233,,17,17
5355,,E 85 ST,,,,,G00005234,,19,19
5356,,JONES ST,2,34,1,33,G00005235,,9,9
5357,,E 68 ST,,,,,G00005236,,19,19
5360,,STANTON ST,90,102,91,101,G00005239,,17,17
5361,,6 AVE,751,779,752,764,G00005240,,19,19
5363,,GREENWICH ST,768,776,771,775,G00005242,,9,9
5364,,EIGHTH AVE,333,351,326,342,G00005243,,16,16
5367,,PARK AVE,,,,,G00005246,,19,19
5368,,W 18 ST,242,300,241,307,G00005247,,16,16
5369,,W 178 ST,,,,,G00005248,,12,12
5370,,2 AVE,,,,,G00005249,,12,12
5371,,COLUMBUS AVE,,,,,G00005250,,12,12
5372,TENTH AVE ,TENTH AVE,,,,,G00005251,,12,12
5377,,E 83 ST,,,,,G00005258,,19,19
5379,,BAXTER ST,130,154,131,159,G00005260,,14,14
5380,TENTH AVE ,AMSTERDAM AVE,,,,,G00005261,,12,12
5381,,E 36 ST,1,11,2,10,G00005262,,18,18
5383,,E 32 ST,47,79,48,80,G00005264,,18,18
5384,GOERCK ST,BARUCH PL,119,145,118,144,G00005265,,11,11
5385,,ALLEN ST,147,177,148,178,G00005266,,17,17
5386,,W BROADWAY,144,150,143,151,G00005267,,5,5
5387,,3 AVE,,,,,G00005268,,12,12
5388,,W 44 ST,250,304,249,297,G00005269,,19,19
5389,,W 15 ST,124,184,123,183,G00005270,,16,16
5390,WASHINGTON SQ,WASHINGTON SQ N,,,1,13,G00005271,,15,15
5393,,B AVE,90,108,93,109,G00005274,,11,17
5394,,PARK AVE,,,,,G00005275,,19,19
5397,,W 14 ST,128,186,121,179,G00005278,,16,9
5398,,E 9 ST,154,158,155,159,G00005279,,17,17
5401,,FIFTH AVE,,,,,G00005282,,12,12
5403,,FIFTH AVE,140,154,139,151,G00005285,,18,18
5404,,E 108 ST,,,,,G00005286,,12,12
5406,,CANAL ST,,,224,238,G00005288,,8,5
5409,,BROOME ST,211,225,212,226,G00005291,,10,10
5410,,W 48 ST,136,176,121,177,G00005292,,19,19
5411,,E 125 ST,,,,,G00005293,,12,12
5412,,W 45 ST,236,254,235,253,G00005294,,19,19
5414,,F DOUGLAS BLVD,,,,,G00005296,,12,12
5415,,LEX AVE,10,16,11,17,G00005297,,18,18
5418,,W HOUSTON ST,642,658,641,657,G00005300,,15,8
5419,,CANAL ST,121,133,122,142,G00005301,,8,5
5421,,BROADWAY,,,88,106,G00005304,,1,1
5422,,WASHINGTON ST,770,782,771,781,G00005305,,9,9
5423,,FULTON ST,16,18,15,17,G00005306,,2,2
5424,,MADISON AVE,,,,,G00005307,,12,12
5427,,PARK AVE,,,,,G00005310,,19,19
5429,,3 AVE,192,196,191,199,G00005312,,18,18
5430,,W 118 ST,,,,,G00005313,,12,12
5431,,LENOX AVE,,,,,G00005314,,12,12
5432,,MORNINGSIDE AVE,,,,,G00005316,,12,12
5434,,PARK AVE,,,,,G00005318,,12,12
5439,,FIRST AVE,,,,,G00005323,,12,12
5441,,W 19 ST,248,302,249,303,G00005325,,16,16
5442,KINGS BRIDGE RD,SAINT NICHOLAS AVE,,,,,G00005326,,12,12
5443,,WATTS ST,1,29,2,30,G00005327,,8,8
5444,,PARK AVE,,,,,G00005328,,12,12
5445,,LENOX AVE,,,,,G00005329,,12,12
5446,,FIFTH AVE,,,,,G00005330,,12,12
5447,,SAINT JOHN'S LN,12,16,11,15,G00005331,,5,5
5449,,MAC DOUGAL ST,131,139,130,140,G00005333,,15,15
5451,,W END AVE,,,,,G00005335,,12,12
5452,TENTH AVE ,TENTH AVE,,,,,G00005336,,12,12
5455,,E 70 ST,,,,,G00005339,,19,19
5456,,W 90 ST,,,,,G00005340,,12,12
5457,,DELANCEY ST,198,214,197,213,G00005341,,13,13
5458,,BLEECKER ST,212,224,211,225,G00005342,,15,9
5459,TENTH AVE ,AMSTERDAM AVE,,,,,G00005343,,12,12
5460,,MACOMBS PL,,,,,G00005344,,12,12
5462,,YORK AVE,,,,,G00005346,,12,12
5463,,COLUMBUS AVE,,,,,G00005347,,19,19
5464,,GOLD ST,61,65,64,66,G00005348,,2,2
5465,,WHITEHALL ST,15,27,16,20,G00005349,,1,1
5466,,E 9 ST,160,172,161,171,G00005350,,17,17
5467,,COLUMBUS AVE,,,,,G00005351,,19,19
5468,,GREENWICH AVE,95,103,94,104,G00005352,,9,9
5469,,BROADWAY,29,55,32,60,G00005353,,1,1
5470,,PITT ST,1,17,2,18,G00005354,,13,13
5472,,B AVE,,,143,157,G00005356,,11,17
5473,,NEW ST,30,70,31,83,G00005357,,1,1
5477,,W END AVE,,,,,G00005361,,19,19
5479,,BROADWAY,433,459,430,458,G00005363,,14,8
5480,,LENOX AVE,,,,,G00005364,,12,12
5482,,BEACH ST,52,64,53,61,G00005366,,5,5
5483,,BROADWAY,57,73,58,80,G00005367,,1,1
5484,TENTH AVE ,TENTH AVE,,,,,G00005368,,12,12
5485,,BROOME ST,355,369,358,370,G00005369,,14,14
5487,,6 AVE,,,,,G00005371,,19,19
5488,,W 177 ST,,,,,G00005372,,12,12
