OBJECTID,BK_STREET1850_FULL_STREE,BK_STREET1850_Y1850NAMESTREET,BK_STREET1850_Y1850LEFT_LOW,BK_STREET1850_Y1850LEFT_HIGH,BK_STREET1850_Y1850RIGHT_LOW,BK_STREET1850_Y1850RIGHT_HIGH,BK_STREET1850_JOINID,BK_STREET1850_Y1850NAMEALT,Ward Left 1850,Ward Right 1850
23621,,CARROLL ST,,,,,G00022884,,8,8
23622,,,,,,,G00022885,,8,8
23623,,PRESIDENT ST,,,,,G00022886,,8,8
23624,,,,,,,G00022887,,8,8
23628,,MONTGOMERY ST,,,,,G00022888,,,
23631,,SIXTH AVE,,,,,G00022889,,8,8
23632,,BATH PLANK RD,,,,,G00022890,,8,8
23633,,BATH PLANK RD,,,,,G00022891,,8,8
23634,,HAMILTON AVE,,,,,G00022892,,,
23635,,14 ST,,,,,G00022893,,8,8
23636,,14 ST,,,,,G00022894,,8,8
23637,,15 ST,,,,,G00022895,,8,8
23638,,15 ST,,,,,G00022896,,8,8
23640,,GOWANUS LN,,,,,G00022897,,10,10
23644,,FLATBUSH RD,,,,,G00022899,,,
23645,,FLATBUSH AVE,,,,,G00022900,,,
23647,,FLATBUSH RD,,,,,G00022901,,,
23648,,,,,,,G00022902,,8,8
23649,,FLATBUSH RD,,,,,G00022903,,8,8
23650,,,,,,,G00022904,,8,8
23651,,,,,,,G00022905,,8,8
23652,,GOWANUS RD,,,,,G00022906,,10,10
23653,,GOWANUS RD,,,,,G00022907,,10,10
23654,,BEDFORD RD,,,,,G00022908,,,
23661,,CLARKSON AVE,,,,,G00022909,,9,9
23662,,CLARKSON AVE,,,,,G00022910,,9,9
23666,,CANARSIE RD,,,,,G00022911,,9,9
23667,,CROWN ST,,,,,G00022912,,9,9
23673,,CLARKSON AVE,,,,,G00022913,,9,9
23674,,MONTGOMERY ST,,,,,G00022914,,,
23675,,MONTGOMERY ST,,,,,G00022915,,9,9
23676,,CLARKSON AVE,,,,,G00022916,,9,9
23677,,CROWN ST,,,,,G00022917,,9,9
23679,,FLATBUSH AVE,,,,,G00022918,,9,
23680,,GRAND AVE,,,,,G00022919,,9,9
23681,,CROWN ST,,,,,G00022920,,9,9
23682,,FLATBUSH AVE,,,,,G00022921,,9,
23683,,CROWN ST,,,,,G00022922,,9,9
23684,,CROWN ST,,,,,G00022923,,9,
23685,WASHINGTON AVE,,,,,,G00022924,,9,9
23686,,CLARKSON AVE,,,,,G00022925,,9,9
23687,,CARROLL ST,,,,,G00022926,,9,9
23688,,FLATBUSH AVE,,,,,G00022927,,9,8
23689,,CLARKSON AVE,,,,,G00022928,,9,9
23690,,GRAND AVE,,,,,G00022929,,9,9
23691,,CARROLL ST,,,,,G00022930,,9,9
23692,,CARROLL ST,,,,,G00022931,,9,9
23693,,GRAND AVE,,,,,G00022932,,9,9
23694,,PRESIDENT ST,,,,,G00022933,,9,9
23695,,PRESIDENT ST,,,,,G00022934,,8,8
23696,,GRAND AVE,,,,,G00022935,,9,9
23697,,UNION ST,,,,,G00022936,,9,9
23698,,WASHINGTON AVE,,,,,G00022937,,9,9
23699,,SACKETT ST,,,,,G00022938,,9,9
23700,,UNDERHILL AVE,,,,,G00022939,,8,8
23701,,UNION ST,,,,,G00022940,,8,8
23702,,GRAND AVE,,,,,G00022941,,9,9
23703,,SACKETT ST,,,,,G00022942,,9,9
23704,,WASHINGTON AVE,,,,,G00022943,,9,9
23705,,UNDERHILL AVE,,,,,G00022944,,8,8
23706,,SACKETT ST,,,,,G00022945,,9,9
23707,,GRAND AVE,,,,,G00022946,,9,9
23708,,DEGRAW ST,,,,,G00022947,,9,9
23709,,SACKETT ST,,,,,G00022948,,8,8
23710,,UNDERHILL AVE,,,,,G00022949,,9,8
23711,,DEGRAW ST,,,,,G00022950,,9,9
23712,,GRAND AVE,,,,,G00022951,,9,9
23713,,DOUGLAS ST,,,,,G00022952,,9,9
23714,,DEGRAW ST,,,,,G00022953,,8,8
23715,,UNDERHILL AVE,,,,,G00022954,,9,9
23716,,DOUGLAS ST,,,,,G00022955,,9,9
23717,,GRAND AVE,,,,,G00022956,,9,9
23718,,BUTLER ST,,,,,G00022957,,9,9
23719,,VANDERBILT AVE,,,,,G00022958,,8,8
23720,,DOUGLAS ST,,,,,G00022959,,8,8
23721,,DOUGLAS ST,,,,,G00022960,,8,8
23722,,GRAND AVE,,,,,G00022961,,9,9
23723,,VANDERBILT AVE,,,,,G00022962,,8,8
23724,,BUTLER ST,,,,,G00022963,,9,9
23725,,WASHINGTON AVE,,,,,G00022964,,9,9
23733,,BENNETS LN,,,,,G00022965,,,
23734,,KINGS HIGHWAY,,,,,G00022966,STATE RD,,
23736,,DE BRUYNS LN,,,,,G00022967,,,
23738,,BATH AVE,,,,,G00022968,,,
23739,,DE BRUYNS LN,,,,,G00022969,,,
23740,,,,,,,G00022970,WRIGHT,,
23741,,DE BRUYNS LN,,,,,G00022971,,,
23742,,,,,,,G00022972,,,
23743,,BENSON AVE,,,,,G00022973,,,
23744,,,,,,,G00022974,,,
23745,,,,,,,G00022975,VAN PELT,,
23746,,DE BRUYNS LN,,,,,G00022976,,,
23748,,,,,,,G00022977,,,
23749,,KINGS HIGHWAY,,,,,G00022978,,,
23752,,KINGS HIGHWAY,,,,,G00022979,,,
23753,,KINGS HIGHWAY,,,,,G00022980,,,
23754,,KINGS HIGHWAY,,,,,G00022981,,,
23755,,GRAVESEND AVE,,,,,G00022982,,,
23757,,BERGEN LN,,,,,G00022983,,,
23759,,BERGEN LN,,,,,G00022984,,,
23760,,BERGEN LN,,,,,G00022985,,,
23763,,,,,,,G00022986,JOHNSON,,
23764,,CONEY ISLAND PLANK RD,,,,,G00022987,,,
23765,,,,,,,G00022988,JOHNSON,,
23766,,ADRIAN AVE,,,,,G00022989,,,
23770,,CONEY ISLAND PLANK RD,,,,,G00022990,,,
23778,,NEW UTRECHT RD,,,,,G00022991,,,
23779,,,,,,,G00022992,SUYDAM,,
23780,,NEW UTRECHT RD,,,,,G00022993,,,
23781,,,,,,,G00022994,ROBERT,,
23782,,NEW UTRECHT RD,,,,,G00022995,,,
23783,,CONEY ISLAND PLANK RD,,,,,G00022996,,,
23784,,CONEY ISLAND PLANK RD,,,,,G00022997,,,
23785,,CANARSIE RD,,,,,G00022998,,,
23786,,CONEY ISLAND PLANK RD,,,,,G00022999,,,
23787,,,,,,,G00023000,BERGEN,,
23788,,FLATBUSH RD,,,,,G00023001,,,
23789,,FLATBUSH RD,,,,,G00023002,,,
23790,,NEW UTRECHT RD,,,,,G00023003,,,
23791,,BERGEN LN,,,,,G00023004,,,
23792,,NEW UTRECHT RD,,,,,G00023005,,,
23793,,CANARSIE RD,,,,,G00023006,LITTLE LN,,
23794,,NEW UTRECHT RD,,,,,G00023007,,,
23800,,BATH PLANK RD,,,,,G00023008,,,
23801,,COWENHOVEN LN,,,,,G00023009,,,
23802,,COWENHOVEN LN,,,,,G00023010,,,
23803,,BATH PLANK RD,,,,,G00023011,,,
23805,,KINGS HIGHWAY,,,,,G00023012,STATE RD,,
23806,,DENYSES LN,,,,,G00023013,,,
23808,,KINGS HIGHWAY,,,,,G00023014,STATE RD,,
23811,,STEWARD AVE,,,,,G00023015,,,
23813,,STEWARD AVE,,,,,G00023016,,,
23814,,STEWARD AVE,,,,,G00023017,,,
23816,,BEDFORD AVE,,,,,G00023018,,9,7
23817,,BEDFORD AVE,,,,,G00023019,,9,7
23818,,FRANKLIN ST,,,,,G00023020,,7,7
23820,,FLEET ST ,,,,,G00023021,,7,7
23821,,PUTNAM ST ,,,,,G00023022,,7,7
23822,,JAMAICA AVE,,,,,G00023023,,7,7
23823,,PUTNAM ST ,,,,,G00023024,,7,7
23824,,FLEET ST ,,,,,G00023025,,7,7
23825,,JAMAICA AVE,,,,,G00023026,,7,7
23826,,JAMAICA AVE,,,,,G00023027,,7,7
23827,,MADISON ST,,,,,G00023028,,7,7
23828,,CLASSON AVE,,,,,G00023029,,7,7
23829,,JAMAICA AVE,,,,,G00023030,,7,7
23830,GATES AVE,,,,,,G00023031,,7,7
23831,IRVING PL,,,,,,G00023032,,7,7
23832,,JAMAICA AVE,,,,,G00023033,,7,7
23833,DOWNING ST,,,,,,G00023034,,7,7
23834,,JAMAICA AVE,,,,,G00023035,,7,7
23835,GRAND AVE,,,,,,G00023036,,7,7
23836,,JAMAICA AVE,,,,,G00023037,,7,7
23837,GREENE AVE,,,,,,G00023038,,7,7
23838,CAMBRIDGE PL,,,,,,G00023039,,7,7
23839,,JAMAICA AVE,,,,,G00023040,,7,7
23840,ST JAMES'S PL,,,,,,G00023041,,7,7
23841,,JAMAICA AVE,,,,,G00023042,,7,7
23842,,HAMILTON ST ,,,,,G00023043,,11,11
23843,,JAMAICA AVE,,,,,G00023044,,7,11
23844,,HAMILTON ST ,,,,,G00023045,,11,11
23847,,,,,,,G00023046,,,
23848,,,,,,,G00023047,,,
23849,,COWENHOVEN LN,,,,,G00023048,,,
23850,,BENNETS LN,,,,,G00023049,,,
23851,,BAY ST,,,,,G00023050,,,
23857,,,,,,,G00023051,,,
23861,,VANDERBILT AVE ,,,,,G00023052,,11,11
23862,,JAMAICA AVE,,,,,G00023053,,11,11
23863,,CLERMONT ST ,,,,,G00023054,,11,11
23864,,JAMAICA AVE,,,,,G00023055,,11,11
23865,,VANDERBILT AVE ,,,,,G00023056,,11,11
23866,,WILLOUGHBY AVE,,,,,G00023057,,11,11
23867,,CLERMONT ST ,,,,,G00023058,,11,11
23868,,WILLOUGHBY AVE,,,,,G00023059,,11,11
23869,,JAMAICA AVE,,,,,G00023060,,11,11
23870,,WILLOUGHBY AVE,,,,,G00023061,,11,11
23871,,WILLOUGHBY AVE,,,,,G00023062,,11,11
23872,,WILLOUGHBY AVE,,,,,G00023063,,11,11
23873,,CARLTON AVE,,,,,G00023064,,11,11
23874,,JAMAICA AVE,,,,,G00023065,,11,11
23875,,CUMBERLAND ST ,,,,,G00023066,,11,11
23876,,JAMAICA AVE,,,,,G00023067,,11,11
23877,,ADELPHI ST ,,,,,G00023068,,11,11
23878,,CARLTON AVE,,,,,G00023069,,11,11
23879,,CUMBERLAND ST ,,,,,G00023070,,11,11
23880,,JAMAICA AVE,,,,,G00023071,,11,11
23881,,MYRTLE AVE,,,,,G00023072,,11,11
23882,,MYRTLE AVE,,,,,G00023073,,11,11
23885,,,,,,,G00023074,,,
23887,,,,,,,G00023075,,,
23890,,,,,,,G00023076,,,
23891,,DENYSES LN,,,,,G00023077,,,
23892,,,,,,,G00023078,,,
23893,,OVINGTON AVE,,,,,G00023079,,,
23895,,SHORE RD,,,,,G00023080,,,
23898,,,,,,,G00023081,VAN BRUNT,,
23899,,SHORE RD,,,,,G00023082,,,
23900,,VAN BRUNTS LN,,,,,G00023083,,,
23901,,SHORE RD,,,,,G00023084,,,
23912,,,,,,,G00023087,,,
23913,100 ST,,,,,,G00023088,,,
23914,,,,,,,G00023089,,,
23915,99 ST,,,,,,G00023090,,,
23917,,THROOP AVE,,,,,G00023091,,7,7
23918,,THROOP AVE,,,,,G00023092,,7,7
23919,,HARRISON AVE ,,,,,G00023093,,7,7
23920,,HARRISON AVE ,,,,,G00023094,,7,7
23921,,WALTON ST ,,,,,G00023095,,7,7
23922,,FLATBUSH RD,,,,,G00023096,FLATBUSH TURNPIKE,9,9
23923,,KENT AVE ,,,,,G00023097,,7,7
23924,,WYTHE AVE,,,,,G00023098,,7,7
23925,,HEYWARD ST,,,,,G00023099,,7,7
23926,,LYNCH ST,,,,,G00023100,,7,7
23927,,MYDDLETON ST ,,,,,G00023101,,7,7
23928,,LEE AVE,,,,,G00023102,,7,7
23929,,GWINNETT ST ,,,,,G00023103,,7,7
23930,,MARCY AVE ,,,,,G00023104,,7,7
23931,,FRANKLIN AVE ,,,,,G00023105,,7,7
23932,,BEDFORD AVE,,,,,G00023106,,7,7
23933,,BEDFORD AVE,,,,,G00023107,,7,7
23934,,NOSTRAND AVE ,,,,,G00023108,,7,7
23935,,MARCY AVE,,,,,G00023109,,7,7
23936,,,,,,,G00023110,,11,11
23937,,,,,,,G00023111,,11,11
23939,,,,,,,G00023112,,,
23940,,BROOKLYN JAMAICA TURNPIKE,,,,,G00023113,,9,9
23942,,TRUXTON ST,,,,,G00023114,,9,9
23943,,FULTON ST,,,,,G00023115,,,
23948,,VANDERBILT AVE,,,,,G00023116,,11,11
23949,,CLINTON AVE ,,,,,G00023117,,11,11
23950,,HAMILTON ST ,,,,,G00023118,,11,11
23951,,FULTON ST,,,,,G00023119,,11,11
23956,,FLATBUSH AVE,,,,,G00023120,,11,10
23957,,FLATBUSH AVE,,,,,G00023121,,11,10
23958,,RAYMOND ST ,,,,,G00023122,,11,11
23959,,HANSON ST ,,,,,G00023123,,11,11
23960,,FLATBUSH AVE,,,,,G00023124,,11,11
23961,,HANSON ST ,,,,,G00023125,,11,11
23962,,RAYMOND ST ,,,,,G00023126,,11,11
23963,,FLATBUSH AVE,,,,,G00023127,,11,11
23964,,FLATBUSH AVE,,,,,G00023128,,11,11
23965,,RAYMOND ST ,,,,,G00023129,,11,11
23966,,ATLANTIC AVE,,,,,G00023130,,7,7
23967,,ATLANTIC AVE,,,,,G00023131,,7,7
23969,,BREVOORT PL,,,,,G00023132,,7,7
23970,,DEGHAW ST ,,,,,G00023133,,9,9
23971,,NEW YORK AVE,,,,,G00023134,,9,9
23975,,HERKIMER ST,,,,,G00023135,,9,9
23982,,SCHUYLER ST ,,,,,G00023136,,9,9
23984,,FRANKLIN AVE,,,,,G00023137,,9,9
23986,,PACIFIC ST,,,,,G00023138,,9,9
23987,,SCHUYLER ST ,,,,,G00023139,,9,9
23988,,PACIFIC ST,,,,,G00023140,,9,9
23989,,FRANKLIN AVE,,,,,G00023141,,9,9
23990,,ATLANTIC ST ,,,,,G00023142,,7,7
23991,,FRANKLIN AVE,,,,,G00023143,,7,7
24002,,PERRY AVE ,,,,,G00023144,,9,9
24004,,PACIFIC ST,,,,,G00023145,,9,9
24005,,PERRY AVE ,,,,,G00023146,,9,9
24007,,SCHUYLER ST ,,,,,G00023147,,9,9
24010,,FULTON ST,,,,,G00023148,,9,9
24011,,FULTON ST,,,,,G00023149,,9,9
24015,,MACON ST,,,,,G00023150,,9,9
24018,,HERKIMER ST,,,,,G00023151,,9,9
24019,,PERRY AVE ,,,,,G00023152,,9,9
24022,,JAMAICA AVE,,,,,G00023154,,7,7
24023,,HANCOCK ST,,,,,G00023155,,7,7
24024,,JAMAICA AVE,,,,,G00023156,,7,7
24027,,HERKIMER ST,,,,,G00023157,,9,9
24028,,HERKIMER ST,,,,,G00023158,,9,9
24029,,HERKIMER ST,,,,,G00023159,,9,9
24030,,HERKIMER ST,,,,,G00023160,,9,9
24031,,HERKIMER ST,,,,,G00023161,,9,9
24032,,STONE AVE ,,,,,G00023162,,9,9
24033,,HERKIMER ST,,,,,G00023163,,9,9
24034,ROCKAWAY AVE,,,,,,G00023164,,9,9
24035,,HERKIMER ST,,,,,G00023165,,9,9
24036,THOMAS BOYLAND ST,,,,,,G00023166,,9,9
24037,,HERKIMER ST,,,,,G00023167,,9,9
24038,SARATOGA AVE,,,,,,G00023168,,9,9
24039,HOWARD AVE,,,,,,G00023169,,9,9
24040,RALPH AVE,,,,,,G00023170,,9,9
24041,BUFFALO AVE,,,,,,G00023171,,9,9
24042,ROCHESTER AVE,,,,,,G00023172,,9,9
24043,THOMAS BOYLAND ST,,,,,,G00023173,,9,9
24044,,SCHUYLER ST ,,,,,G00023174,,9,9
24045,SARATOGA AVE,,,,,,G00023175,,9,9
24046,,SCHUYLER ST ,,,,,G00023176,,9,9
24047,HOWARD AVE,,,,,,G00023177,,9,9
24048,,SCHUYLER ST ,,,,,G00023178,,9,9
24049,RALPH AVE,,,,,,G00023179,,9,9
24050,,SCHUYLER ST ,,,,,G00023180,,9,9
24051,BUFFALO AVE,,,,,,G00023181,,9,9
24052,,SCHUYLER ST ,,,,,G00023182,,9,9
24053,ROCHESTER AVE,,,,,,G00023183,,9,9
24054,,SCHUYLER ST ,,,,,G00023184,,9,9
24055,,SCHUYLER ST ,,,,,G00023185,,9,9
24071,,RALPH AVE,,,,,G00023186,,,
24072,,BUFFALO AVE,,,,,G00023187,,9,9
24073,,SACKETT ST,,,,,G00023188,,9,9
24074,,ROCHESTER AVE,,,,,G00023189,,9,9
24075,,SACKETT ST,,,,,G00023190,,9,9
24076,,UTICA AVE,,,,,G00023191,,9,9
24077,,SACKETT ST,,,,,G00023192,,9,9
24078,,SCHNECTADY AVE,,,,,G00023193,,9,9
24079,,SACKETT ST,,,,,G00023194,,9,9
24080,,TROY AVE,,,,,G00023195,,9,9
24081,,SACKETT ST,,,,,G00023196,,9,9
24082,,ALBANY AVE,,,,,G00023197,,9,9
24083,,SACKETT ST,,,,,G00023198,,9,9
24084,,RALPH AVE,,,,,G00023199,,9,9
24085,,,,,,,G00023200,,9,9
24086,,SACKETT ST,,,,,G00023201,,9,9
24087,,BUFFALO AVE,,,,,G00023202,,9,9
24088,,BROOKLYN AVE ,,,,,G00023203,,9,9
24089,,SACKETT ST,,,,,G00023204,,9,9
24090,,ROCHESTER AVE,,,,,G00023205,,9,9
24091,,NEW YORK AVE ,,,,,G00023206,,9,9
24092,,SACKETT ST,,,,,G00023207,,9,9
24093,,UTICA AVE,,,,,G00023208,,9,9
24094,,NOSTRAND AVE ,,,,,G00023209,,9,9
24095,,SACKETT ST,,,,,G00023210,,9,9
24096,,SCHNECTADY AVE,,,,,G00023211,,9,9
24097,,RODGERS AVE ,,,,,G00023212,,9,9
24098,,SACKETT ST,,,,,G00023213,,9,9
24099,,TROY AVE,,,,,G00023214,,9,9
24100,,PERRY AVE ,,,,,G00023215,,9,9
24101,,SACKETT ST,,,,,G00023216,,9,9
24102,,ALBANY AVE,,,,,G00023217,,9,9
24103,,,,,,,G00023218,,9,9
24104,,BROOKLYN AVE ,,,,,G00023219,,9,9
24105,,NEW YORK AVE ,,,,,G00023220,,9,9
24106,,FRANKLIN AVE ,,,,,G00023221,,9,9
24107,,SACKETT ST,,,,,G00023222,,9,9
24108,,NOSTRAND AVE ,,,,,G00023223,,9,9
24109,,RODGERS AVE ,,,,,G00023224,,9,9
24110,,PERRY AVE ,,,,,G00023225,,9,9
24111,,SACKETT ST,,,,,G00023226,,9,9
24112,,FRANKLIN AVE ,,,,,G00023227,,9,9
24120,,DEGRAW ST ,,,,,G00023228,,9,9
24121,,DEGRAW ST ,,,,,G00023229,,9,9
24122,,,,,,,G00023230,,9,9
24123,,NINTH WARD AVE,,,,,G00023231,,9,9
24124,,,,,,,G00023232,,9,9
24125,,NINTH WARD AVE,,,,,G00023233,,9,9
24126,,DOUGLASS ST ,,,,,G00023234,,9,9
24127,,DOUGLASS ST ,,,,,G00023235,,9,9
24128,,NINTH WARD AVE,,,,,G00023236,,9,9
24129,,BUTLER ST ,,,,,G00023237,,9,9
24130,,BUTLER ST ,,,,,G00023238,,9,9
24132,,WARREN ST ,,,,,G00023239,,9,9
24133,,WARREN ST ,,,,,G00023240,,9,9
24134,,NINTH WARD AVE,,,,,G00023241,,9,9
24135,,BERGEN ST ,,,,,G00023242,,9,9
24136,,BERGEN ST ,,,,,G00023243,,9,9
24138,,PACIFIC ST,,,,,G00023244,,9,9
24139,,PACIFIC ST,,,,,G00023245,,9,9
24140,,NINTH WARD AVE,,,,,G00023246,,9,9
24141,,SCHUYLER ST ,,,,,G00023247,,9,9
24142,,SCHUYLER ST ,,,,,G00023248,,9,9
24143,,PERRY AVE ,,,,,G00023249,,9,9
24144,,NINTH WARD AVE,,,,,G00023250,,9,9
24146,,NINTH WARD AVE,,,,,G00023251,,9,9
24147,NOSTRAND AVE,,,,,,G00023252,,9,9
24148,,NINTH WARD AVE,,,,,G00023253,,9,9
24149,,NINTH WARD AVE,,,,,G00023254,,9,9
24150,BKLYN AVE,BROOKLYN AVE ,,,,,G00023255,,9,9
24151,,NINTH WARD AVE,,,,,G00023256,,9,9
24169,,,,,,,G00023257,,,
24172,,,,,,,G00023258,,,
24173,,GRAVESEND AVE,,,,,G00023259,,,
24174,,CONEY ISLAND PLANK RD,,,,,G00023260,,,
24175,,CONEY ISLAND PLANK RD,,,,,G00023261,,,
24176,,CONEY ISLAND PLANK RD,,,,,G00023262,,,
24177,,SHELL RD,,,,,G00023263,,,
24178,,VILLAGE RD,,,,,G00023264,,,
24179,,VILLAGE RD,,,,,G00023265,,,
24180,,VILLAGE RD,,,,,G00023266,,,
24181,,VILLAGE RD,,,,,G00023267,,,
24182,,VILLAGE RD,,,,,G00023268,,,
24184,,VAN SICKLEN ST ,,,,,G00023269,,,
24185,,VAN SICKLEN ST ,,,,,G00023270,,,
24186,,VAN SICKLEN ST ,,,,,G00023271,,,
24187,,VILLAGE RD,,,,,G00023272,,,
24188,,GRAVESEND AVE,,,,,G00023273,,,
24189,,GRAVESEND AVE,,,,,G00023274,,,
24190,,GRAVESEND NECK RD,,,,,G00023275,,,
24191,,GRAVESEND NECK RD,,,,,G00023276,,,
24192,,GRAVESEND NECK RD,,,,,G00023277,,,
24193,,JOHNSON'S LN,,,,,G00023278,,,
24194,,,,,,,G00023279,,,
24198,,,,,,,G00023280,,,
24199,,LAKE LN,,,,,G00023281,,,
24200,,MILL LN,,,,,G00023282,,,
24201,,BEACH LN,,,,,G00023283,,,
24202,,BATH CONEY ISLAND PLANK RD,,,,,G00023284,,,
24203,,MILL LN,,,,,G00023285,,,
24204,,BATH CONEY ISLAND PLANK RD,,,,,G00023286,,,
24205,,BEACH LN,,,,,G00023287,,,
24208,,BATH CONEY ISLAND PLANK RD,,,,,G00023288,,,
24210,,DE BRUYNS LN,,,,,G00023289,,,
24211,,BATH AVE ,,,,,G00023290,,,
24212,,DE BRUYNS LN,,,,,G00023291,,,
24214,,DAVIS ST ,,,,,G00023292,,,
24216,,SHELL RD,,,,,G00023293,,,
24217,,,,,,,G00023294,,9,9
24218,,LONG ISLAND RR,,,,,G00023295,,9,9
24219,,HOPKINSON AVE ,,,,,G00023296,,9,9
24220,,LONG ISLAND RR,,,,,G00023297,,9,9
24221,,SARATOGA AVE,,,,,G00023298,,9,9
24222,,LONG ISLAND RR,,,,,G00023299,,9,9
24223,,HOWARD AVE ,,,,,G00023300,,9,9
24224,,LONG ISLAND RR,,,,,G00023301,,9,9
24225,,STONE AVE,,,,,G00023302,,9,9
24226,,RALPH AVE ,,,,,G00023303,,9,9
24227,,LONG ISLAND RR,,,,,G00023304,,9,9
24228,,,,,,,G00023305,,9,9
24229,,BUFFALO AVE ,,,,,G00023306,,9,9
24230,,LONG ISLAND RR,,,,,G00023307,,9,9
24231,,HOPKINSON AVE ,,,,,G00023308,,9,9
24232,,ROCHESTER AVE ,,,,,G00023309,,9,9
24233,,LONG ISLAND RR,,,,,G00023310,,9,9
24234,,SARATOGA AVE,,,,,G00023311,,9,9
24235,,UTICA AVE ,,,,,G00023312,,9,9
24236,,LONG ISLAND RR,,,,,G00023313,,9,9
24237,,HOWARD AVE ,,,,,G00023314,,9,9
24238,,SCHNECTADY AVE,,,,,G00023315,,9,9
24239,,LONG ISLAND RR,,,,,G00023316,,9,9
24240,,RALPH AVE ,,,,,G00023317,,9,9
24241,,TROY AVE ,,,,,G00023318,,9,9
24242,,LONG ISLAND RR,,,,,G00023319,,9,9
24243,,BUFFALO AVE ,,,,,G00023320,,9,9
24244,,ALBANY AVE ,,,,,G00023321,,9,9
24245,,LONG ISLAND RR,,,,,G00023322,,9,9
24246,,ROCHESTER AVE ,,,,,G00023323,,9,9
24247,,,,,,,G00023324,,9,9
24248,,LONG ISLAND RR,,,,,G00023325,,9,9
24249,,UTICA AVE ,,,,,G00023326,,9,9
24250,,BROOKLYN AVE ,,,,,G00023327,,9,9
24251,,LONG ISLAND RR,,,,,G00023328,,9,9
24252,,SCHNECTADY AVE,,,,,G00023329,,9,9
24253,,NEW YORK AVE,,,,,G00023330,,9,9
24254,,LONG ISLAND RR,,,,,G00023331,,9,9
24255,,TROY AVE ,,,,,G00023332,,9,9
24256,,NOSTRAND AVE,,,,,G00023333,,9,9
24257,,LONG ISLAND RR,,,,,G00023334,,9,9
24258,,ALBANY AVE ,,,,,G00023335,,9,9
24259,,PERRY AVE ,,,,,G00023336,,9,9
24260,,LONG ISLAND RR,,,,,G00023337,,9,9
24261,,,,,,,G00023338,,9,9
24262,,BROOKLYN AVE ,,,,,G00023339,,9,9
24263,,LONG ISLAND RR,,,,,G00023340,,9,9
24264,,NEW YORK AVE,,,,,G00023341,,9,9
24265,,NOSTRAND AVE,,,,,G00023342,,9,9
24266,,PERRY AVE ,,,,,G00023343,,9,9
24274,,,,,,,G00023345,,,
24275,,,,,,,G00023346,,,
24276,,,,,,,G00023347,,,
24277,,,,,,,G00023348,,,
24278,,SHEEPSHEAD BAY RD ,,,,,G00023349,,,
24279,,VOORHIES LN,,,,,G00023350,,,
24280,,,,,,,G00023351,,,
24281,,SHEEPSHEAD BAY RD ,,,,,G00023352,,,
24282,,EMMONS LN,,,,,G00023353,,,
24283,,VOORHIES LN,,,,,G00023354,,,
24284,,SHEEPSHEAD BAY RD ,,,,,G00023355,,,
24297,,GRAVESEND NECK RD,,,,,G00023360,,,
24298,,GRAVESEND NECK RD,,,,,G00023361,,,
24299,,KINGS HIGHWAY,,,,,G00023362,,,
24300,,RYDER AVE,,,,,G00023363,,,
24302,,FOSTER AVE ,,,,,G00023364,,,
24303,,FLATBUSH RD,,,,,G00023365,,,
24306,,KINGS HIGHWAY,,,,,G00023366,,,
24308,,KINGS HIGHWAY,,,,,G00023367,,,
24311,,KIMBALL LN,,,,,G00023368,,,
24312,,LOTTS LN,,,,,G00023369,,,
24313,,KIMBALL LN,,,,,G00023370,,,
24314,,KIMBALL LN,,,,,G00023371,,,
24315,,KIMBALL LN,,,,,G00023372,,,
24316,,LOTTS LN,,,,,G00023373,,,
24317,,HUBBARDS LN,,,,,G00023374,,,
24321,,MILL LN,,,,,G00023375,,,
24322,,MILL LN,,,,,G00023376,,,
24323,,MILL LN,,,,,G00023377,,,
24324,,MILL LN,,,,,G00023378,,,
24325,,,,,,,G00023379,,,
24326,,MILL LN,,,,,G00023380,,,
24327,,OVERBAUGH PL,,,,,G00023381,,,
24330,,CONEY ISLAND PLANK RD,,,,,G00023382,,,
24331,,MAGAW LN,,,,,G00023383,,,
24332,,FLATBUSH RD,,,,,G00023384,,,
24333,,CONEY ISLAND PLANK RD,,,,,G00023385,,,
24334,,FLATBUSH RD,,,,,G00023386,,,
24335,,CLARKSON AVE,,,,,G00023387,,,
24336,,CLARKSON AVE,,,,,G00023388,,,
24342,,CLOVE ST ,,,,,G00023389,,,
24352,,CORTELYOU AVE,,,,,G00023390,,,
24353,,CANARSIE LN,,,,,G00023391,,,
24354,,CANARSIE LN,,,,,G00023392,,,
24355,,CANARSIE LN,,,,,G00023393,,,
24356,,CANARSIE LN,,,,,G00023394,,,
24358,,VERNON AVE,,,,,G00023395,,,
24359,,LOCUST ST ,,,,,G00023396,,,
24360,,VERNON AVE,,,,,G00023397,,,
24361,,LOTT ST,,,,,G00023398,,,
24362,,VERNON AVE,,,,,G00023399,,,
24363,,PROSPECT ST ,,,,,G00023400,,,
24364,,VERNON AVE,,,,,G00023401,,,
24365,,CLOVE ST ,,,,,G00023402,,,
24366,,ERASMUS ST ,,,,,G00023403,,,
24367,,LOTT ST,,,,,G00023404,,,
24368,,ERASMUS ST ,,,,,G00023405,,,
24369,,ERASMUS ST ,,,,,G00023406,,,
24370,,PROSPECT ST ,,,,,G00023407,,,
24371,,ERASMUS ST ,,,,,G00023408,,,
24372,,LOCUST ST ,,,,,G00023409,,,
24375,,EAST BROADWAY ,,,,,G00023410,,,
24378,,CLOVE ST ,,,,,G00023411,,,
